table,column,rule,pattern,sibling,new_columns,expr
PORTAL_CKA_VIRGINIA_OPEN_DA_ACE8AC0352,PJ_RPT_EPA_APPRVD_DT,still_manual,,,,
PORTAL_CKA_VIRGINIA_OPEN_DA_ACE8AC0352,PJ_RPT_SWCB_APPRVD_DT,still_manual,,,,
PORTAL_CKA_VIRGINIA_OPEN_DA_AE7DCCB05B,INSERTED_DATE,still_manual,,,,
PORTAL_CKA_VIRGINIA_OPEN_DA_AE7DCCB05B,CHANGED_DATE,still_manual,,,,
PORTAL_CKA_VIRGINIA_OPEN_DA_F4FC6168EA,INSERTED_DATE,still_manual,,,,
PORTAL_CKA_VIRGINIA_OPEN_DA_F4FC6168EA,CHANGED_DATE,still_manual,,,,
PORTAL_CKA_VIRGINIA_OPEN_DA_F4FC6168EA,EPA_APPROVED_DATE,still_manual,,,,
PORTAL_CKA_WESTERN_PENNSYLV_070A16004D,LAST_EDIT_DATE,still_manual,,,,
PORTAL_CKA_WESTERN_PENNSYLV_130E50E683,DATE_KEY,still_manual,,,,
PORTAL_CKA_WESTERN_PENNSYLV_152133D5ED,LAST_DATE,still_manual,,,,
PORTAL_CKA_WESTERN_PENNSYLV_372D1987DB,EXPIRATION_DATE,still_manual,,,,
PORTAL_CKA_WESTERN_PENNSYLV_372D1987DB,OTHER_TIME,still_manual,,,,
PORTAL_CKA_WESTERN_PENNSYLV_42719841F1,ARREST_TIME,time_pair,content_date,ARREST_DATE,ARREST_TIME_FULL paired with ARREST_DATE,"COALESCE(TRY_TO_TIMESTAMP_NTZ(TO_VARCHAR((TRY_TO_TIMESTAMP_NTZ(""ARREST_DATE"")), 'YYYY-MM-DD') || ' ' || TRIM(""ARREST_TIME""), 'YYYY-MM-DD HH24:MI:SS'), TRY_TO_TIMESTAMP_NTZ(TO_VARCHAR((TRY_TO_TIMESTAMP_NTZ(""ARREST_DATE"")), 'YYYY-MM-DD') || ' ' || TRIM(""ARREST_TIME""), 'YYYY-MM-DD HH12:MI:SS AM'), TRY_TO_TIMESTAMP_NTZ(TO_VARCHAR((TRY_TO_TIMESTAMP_NTZ(""ARREST_DATE"")), 'YYYY-MM-DD') || ' ' || TRIM(""ARREST_TIME""), 'YYYY-MM-DD HH24:MI'), TRY_TO_TIMESTAMP_NTZ(TO_VARCHAR((TRY_TO_TIMESTAMP_NTZ(""ARREST_DATE"")), 'YYYY-MM-DD') || ' ' || TRIM(""ARREST_TIME""), 'YYYY-MM-DD HH12:MI AM'))"
PORTAL_CKA_WESTERN_PENNSYLV_4E5C66124A,VOTE_DT_LT,still_manual,,,,
PORTAL_CKA_WESTERN_PENNSYLV_4E5C66124A,VOTE_DT_RT,still_manual,,,,
PORTAL_CKA_WESTERN_PENNSYLV_7AC49E7444,LAST_EDITED_DATE,still_manual,,,,
PORTAL_CKA_WESTERN_PENNSYLV_7AC49E7444,CREATED_DATE,still_manual,,,,
PORTAL_CKA_WESTERN_PENNSYLV_A58CF00A10,DAY_TIME,still_manual,,,,
PORTAL_CKA_WESTERN_PENNSYLV_F82E02E6B2,EV_TIME,time_pair,content_date,EV_DATE,EV_TIME_FULL paired with EV_DATE,"COALESCE(TRY_TO_TIMESTAMP_NTZ(TO_VARCHAR((TRY_TO_TIMESTAMP_NTZ(""EV_DATE"")), 'YYYY-MM-DD') || ' ' || TRIM(""EV_TIME""), 'YYYY-MM-DD HH24:MI:SS'), TRY_TO_TIMESTAMP_NTZ(TO_VARCHAR((TRY_TO_TIMESTAMP_NTZ(""EV_DATE"")), 'YYYY-MM-DD') || ' ' || TRIM(""EV_TIME""), 'YYYY-MM-DD HH12:MI:SS AM'), TRY_TO_TIMESTAMP_NTZ(TO_VARCHAR((TRY_TO_TIMESTAMP_NTZ(""EV_DATE"")), 'YYYY-MM-DD') || ' ' || TRIM(""EV_TIME""), 'YYYY-MM-DD HH24:MI'), TRY_TO_TIMESTAMP_NTZ(TO_VARCHAR((TRY_TO_TIMESTAMP_NTZ(""EV_DATE"")), 'YYYY-MM-DD') || ' ' || TRIM(""EV_TIME""), 'YYYY-MM-DD HH12:MI AM'))"
PORTAL_CKA_WPRDC_ALLEGHENY_12C9244C06,LAST_EDIT_DATE,still_manual,,,,
PORTAL_CKA_WPRDC_ALLEGHENY_238D230C29,DATE_KEY,still_manual,,,,
PORTAL_CKA_WPRDC_ALLEGHENY_8AFE5E2497,LAST_EDITED_DATE,still_manual,,,,
PORTAL_CKA_WPRDC_ALLEGHENY_8AFE5E2497,CREATED_DATE,still_manual,,,,
PORTAL_CKA_WPRDC_ALLEGHENY_90E172F9B4,ARREST_TIME,time_pair,content_date,ARREST_DATE,ARREST_TIME_FULL paired with ARREST_DATE,"COALESCE(TRY_TO_TIMESTAMP_NTZ(TO_VARCHAR((TRY_TO_TIMESTAMP_NTZ(""ARREST_DATE"")), 'YYYY-MM-DD') || ' ' || TRIM(""ARREST_TIME""), 'YYYY-MM-DD HH24:MI:SS'), TRY_TO_TIMESTAMP_NTZ(TO_VARCHAR((TRY_TO_TIMESTAMP_NTZ(""ARREST_DATE"")), 'YYYY-MM-DD') || ' ' || TRIM(""ARREST_TIME""), 'YYYY-MM-DD HH12:MI:SS AM'), TRY_TO_TIMESTAMP_NTZ(TO_VARCHAR((TRY_TO_TIMESTAMP_NTZ(""ARREST_DATE"")), 'YYYY-MM-DD') || ' ' || TRIM(""ARREST_TIME""), 'YYYY-MM-DD HH24:MI'), TRY_TO_TIMESTAMP_NTZ(TO_VARCHAR((TRY_TO_TIMESTAMP_NTZ(""ARREST_DATE"")), 'YYYY-MM-DD') || ' ' || TRIM(""ARREST_TIME""), 'YYYY-MM-DD HH12:MI AM'))"
PORTAL_CKA_WPRDC_ALLEGHENY_C12AC76E17,DAY_TIME,still_manual,,,,
PORTAL_CKA_WPRDC_ALLEGHENY_C4D59225CB,VOTE_DT_LT,still_manual,,,,
PORTAL_CKA_WPRDC_ALLEGHENY_C4D59225CB,VOTE_DT_RT,still_manual,,,,
PORTAL_CKA_WPRDC_ALLEGHENY_D35AD4550A,EXPIRATION_DATE,still_manual,,,,
PORTAL_CKA_WPRDC_ALLEGHENY_D35AD4550A,OTHER_TIME,still_manual,,,,
PORTAL_CKA_WPRDC_ALLEGHENY_EEF5B53BC5,LAST_DATE,still_manual,,,,
PORTAL_CKA_WPRDC_ALLEGHENY_FA3191E7A1,EV_TIME,time_pair,content_date,EV_DATE,EV_TIME_FULL paired with EV_DATE,"COALESCE(TRY_TO_TIMESTAMP_NTZ(TO_VARCHAR((TRY_TO_TIMESTAMP_NTZ(""EV_DATE"")), 'YYYY-MM-DD') || ' ' || TRIM(""EV_TIME""), 'YYYY-MM-DD HH24:MI:SS'), TRY_TO_TIMESTAMP_NTZ(TO_VARCHAR((TRY_TO_TIMESTAMP_NTZ(""EV_DATE"")), 'YYYY-MM-DD') || ' ' || TRIM(""EV_TIME""), 'YYYY-MM-DD HH12:MI:SS AM'), TRY_TO_TIMESTAMP_NTZ(TO_VARCHAR((TRY_TO_TIMESTAMP_NTZ(""EV_DATE"")), 'YYYY-MM-DD') || ' ' || TRIM(""EV_TIME""), 'YYYY-MM-DD HH24:MI'), TRY_TO_TIMESTAMP_NTZ(TO_VARCHAR((TRY_TO_TIMESTAMP_NTZ(""EV_DATE"")), 'YYYY-MM-DD') || ' ' || TRIM(""EV_TIME""), 'YYYY-MM-DD HH12:MI AM'))"
PORTAL_SOC_AUSTIN_OPEN_DATA_0B4C639A1C,YEAR_DATE,still_manual,,,,
PORTAL_SOC_AUSTIN_OPEN_DATA_0B4C639A1C,NUM_MONTH_DATE,still_manual,,,,
PORTAL_SOC_CAMBRIDGE_OPEN_D_8A1152140C,TIME_OF_HEARING,still_manual,,,,
PORTAL_SOC_COLORADO_INFORMA_1D5CFAD830,START_DATE,still_manual,,,,
PORTAL_SOC_COLORADO_INFORMA_DE6C8A6901,START_DATE,still_manual,,,,
PORTAL_SOC_COLORADO_INFORMA_E80CA7800E,START_DATE,still_manual,,,,
PORTAL_SOC_CONNECTICUT_OPEN_DEA6C4224A,PER_APPLICATION_FULL_TIME,still_manual,,,,
PORTAL_SOC_CONNECTICUT_OPEN_DEA6C4224A,PER_APPLICATION_PART_TIME,still_manual,,,,
PORTAL_SOC_CONNECTICUT_OPEN_FF2B86A533,PER_CONTRACT_FULL_TIME_CT_JOBS_TO_BE_RETAINED,still_manual,,,,
PORTAL_SOC_CONNECTICUT_OPEN_FF2B86A533,PER_CONTRACT_FULL_TIME_CT_JOBS_TO_BE_CREATED,still_manual,,,,
PORTAL_SOC_CONNECTICUT_OPEN_FF2B86A533,PER_CONTRACT_PART_TIME_CT_JOBS_TO_BE_RETAINED,still_manual,,,,
PORTAL_SOC_CONNECTICUT_OPEN_FF2B86A533,PER_CONTRACT_PART_TIME_CT_JOBS_TO_BE_CREATED,still_manual,,,,
PORTAL_SOC_CONNECTICUT_OPEN_FF2B86A533,ACTUAL_JOBS_AT_TIME_OF_REVIEW,still_manual,,,,
PORTAL_SOC_CONNECTICUT_OPEN_FF2B86A533,PER_APPLICATION_EXISTING_FULL_TIME_JOBS_IN_CT,still_manual,,,,
PORTAL_SOC_CONNECTICUT_OPEN_FF2B86A533,PER_APPLICATION_FULL_TIME_JOBS_TO_BE_CREATED_IN_CT,still_manual,,,,
PORTAL_SOC_CONNECTICUT_OPEN_FF2B86A533,PER_APPLICATION_EXISTING_PART_TIME_JOBS_IN_CT,still_manual,,,,
PORTAL_SOC_CONNECTICUT_OPEN_FF2B86A533,PER_APPLICATION_PART_TIME_JOBS_TO_BE_CREATED_IN_CT,still_manual,,,,
PORTAL_SOC_DELAWARE_OPEN_DA_98A9EE0BC7,DELIVERY_TIME,still_manual,,,,
PORTAL_SOC_NEW_YORK_STATE_O_EFF72C4402,DISBURSEMENTS_TO_DATE,still_manual,,,,
PORTAL_SOC_OREGON_OPEN_DATA_072D0C4A94,DATE_OF_INJURY,still_manual,,,,
PORTAL_SOC_SANTA_CLARA_COUN_487FCD1FAB,NEXT_COURT_DATE,still_manual,,,,
PORTAL_SOC_UTAH_OPEN_DATA_P_2027B55EDA,C_8_8_ONE_TIME_RELEASE,still_manual,,,,
PORTAL_SOC_UTAH_OPEN_DATA_P_33421B5A2A,C_8_8_ONE_TIME_RELEASE,still_manual,,,,
PORTAL_SOC_UTAH_OPEN_DATA_P_37575AD872,C_8_8_ONE_TIME_RELEASE,still_manual,,,,
PORTAL_SOC_UTAH_OPEN_DATA_P_4388C129F2,C_8_8_ONE_TIME_RELEASE,still_manual,,,,
PORTAL_SOC_UTAH_OPEN_DATA_P_4FE1D49F45,C_8_8_ONE_TIME_RELEASE,still_manual,,,,
PORTAL_SOC_UTAH_OPEN_DATA_P_598E83DA4D,C_8_8_ONE_TIME_RELEASE,still_manual,,,,
PORTAL_SOC_UTAH_OPEN_DATA_P_5E73751281,C_8_8_ONE_TIME_RELEASE,still_manual,,,,
PORTAL_SOC_UTAH_OPEN_DATA_P_6DEEE0BF03,FULL_TIME_POSITION,still_manual,,,,
PORTAL_SOC_UTAH_OPEN_DATA_P_6F5FCC229F,C_8_8_ONE_TIME_RELEASE,still_manual,,,,
PORTAL_SOC_UTAH_OPEN_DATA_P_728FDA9FB7,C_8_8_ONE_TIME_RELEASE,still_manual,,,,
PORTAL_SOC_UTAH_OPEN_DATA_P_944A7B18A7,C_8_8_ONE_TIME_RELEASE,still_manual,,,,
PORTAL_SOC_UTAH_OPEN_DATA_P_99D27E2813,C_8_8_ONE_TIME_RELEASE,still_manual,,,,
PORTAL_SOC_UTAH_OPEN_DATA_P_9CF01A9E6C,C_8_8_ONE_TIME_RELEASE,still_manual,,,,
PORTAL_SOC_UTAH_OPEN_DATA_P_A3B79359D3,C_8_8_ONE_TIME_RELEASE,still_manual,,,,
PORTAL_SOC_UTAH_OPEN_DATA_P_A4022A1A2D,C_8_8_ONE_TIME_RELEASE,still_manual,,,,
PORTAL_SOC_UTAH_OPEN_DATA_P_A5715666DA,C_8_8_ONE_TIME_RELEASE,still_manual,,,,
PORTAL_SOC_UTAH_OPEN_DATA_P_B0F7881369,C_8_8_ONE_TIME_RELEASE,still_manual,,,,
PORTAL_SOC_UTAH_OPEN_DATA_P_B5E39C25F8,C_8_8_ONE_TIME_RELEASE,still_manual,,,,
PORTAL_SOC_UTAH_OPEN_DATA_P_CDBDD459C0,C_8_8_ONE_TIME_RELEASE,still_manual,,,,
PORTAL_SOC_UTAH_OPEN_DATA_P_D769AFDABA,C_8_8_ONE_TIME_RELEASE,still_manual,,,,
PORTAL_SOC_UTAH_OPEN_DATA_P_D903A6FE0D,DATE_REPORTED,still_manual,,,,
PORTAL_SOC_UTAH_OPEN_DATA_P_F326BAD0FC,C_8_8_ONE_TIME_RELEASE,still_manual,,,,
XC_NAGIX_DPRK_MISSILE_TESTS,TIME,still_manual,,,,
XC_UN_CONSOLIDATED_SANCTIONS_LIST,INDIVIDUAL_DATE_OF_BIRTH,still_manual,,,,
