A,B,KEY,TIER,A_COL,B_COL,MATCHED,A_DISTINCT,B_DISTINCT,MATCH_RATE,CONFIDENCE,SAMPLE,RUN_ID,BUILT_AT
FED_CMS_MEDICARE_DURABLE_MEDICAL_EQUIPMENT_DEVICES_SUPPLIES_BY_SUPPL,FED_EPA_RCRA_FACILITIES,NAME@ZIP,CORROBORATED,SUPLR_PRVDR_LAST_NAME_ORG+SUPLR_PRVDR_ZIP5,FACILITY_NAME+ZIP_CODE,967,49703.0,1429903.0,1.9,0.35,"[
  ""AID MICHIGAN RITE|48429"",
  ""WALGREEN|75052"",
  ""AID MICHIGAN RITE|49103"",
  ""CVS DETROIT WOODWARD|48706""
]",8283dd47ad1d468f,2026-08-18 18:08:31.571000
FED_CMS_MEDICARE_DURABLE_MEDICAL_EQUIPMENT_DEVICES_SUPPLIES_BY_SUPPL,FED_EPA_RCRA_RCRA_FACILITIES,NAME@ZIP,CORROBORATED,SUPLR_PRVDR_LAST_NAME_ORG+SUPLR_PRVDR_ZIP5,FACILITY_NAME+ZIP_CODE,967,49703.0,1429903.0,1.9,0.35,"[
  ""CENTER GEISINGER MEDICAL VALLEY WYOMING|18711"",
  ""WALGREEN|49202"",
  ""KROGER MICHIGAN|48152"",
  ""WALGREEN|77067""
]",8283dd47ad1d468f,2026-08-18 18:08:31.571000
FED_CMS_HOME_HEALTH_AGENCY_ENROLLMENTS,FED_OSHA_ITA_300A_SUMMARY_2025,NAME@ZIP,CORROBORATED,ORGANIZATION_NAME+ZIP_CODE,ESTABLISHMENT_NAME+ZIP_CODE,224,11478.0,375575.0,2.0,0.35,"[
  ""MARIS STELLA|21093"",
  ""CAPROCK HEALTH HOME SERVICES|79423"",
  ""FNS|45601"",
  ""HEALTH HOME SERVICE WICHITA|76308""
]",8283dd47ad1d468f,2026-08-18 18:08:31.571000
FED_CMS_HOME_HEALTH_AGENCY_ENROLLMENTS,FED_OSHA_ITA_300A_SUMMARY_2024,NAME@ZIP,CORROBORATED,ORGANIZATION_NAME+ZIP_CODE,ESTABLISHMENT_NAME+ZIP_CODE,216,11478.0,360069.0,1.9,0.35,"[
  ""FNS|45601"",
  ""HEALTH HOME SERVICE WICHITA|76308"",
  ""HEALTH SERVICES VICDANIA|19904"",
  ""CARE HEALTH HOME INNOVATION|32606""
]",8283dd47ad1d468f,2026-08-18 18:08:31.571000
FED_HRSA_SHORTAGE_AREAS,FED_OSHA_ITA_300A_SUMMARY_2024,NAME@ZIP,CORROBORATED,HPSA_COMPONENT_NAME+COMMON_POSTAL_CODE,ESTABLISHMENT_NAME+ZIP_CODE,152,7829.0,360069.0,1.9,0.35,"[
  ""CLINIC HEALTHCARE MCCLEARY|98557"",
  ""CLINIC DOWNTOWN MEDICAL|66427"",
  ""CENTER FAMILY HEALTH PRACTICE UNITED|55102"",
  ""HOME PROJECT|19130""
]",8283dd47ad1d468f,2026-08-18 18:08:31.571000
FED_EPA_FRS_FRS_FACILITIES,FED_SAM_EXCLUSIONS_FULL_R2,NAME@ZIP,CORROBORATED,FAC_NAME+FAC_ZIP,NAME+ZIP_CODE,140,2699357.0,7281.0,1.9,0.35,"[
  ""EXTRUSIONS GATEWAY|63084"",
  ""COLORADO FARM MUSHROOM|81101"",
  ""ENVIRONMENTAL OCEAN STATE|02919"",
  ""VIEW|38654""
]",8283dd47ad1d468f,2026-08-18 18:08:31.571000
FED_HRSA_HPSA_PRIMARY_CARE,FED_OSHA_ITA_300A_SUMMARY_2025,NAME@ZIP,CORROBORATED,HPSA_COMPONENT_NAME+COMMON_POSTAL_CODE,ESTABLISHMENT_NAME+ZIP_CODE,131,6952.0,375575.0,1.9,0.35,"[
  ""ADVENTIST HEALTH SONORA|95370"",
  ""MUNICIPALITY SKAGWAY|99840"",
  ""HEALTH HOSPITAL SERVICES WARNER|61727"",
  ""CLINIC MEDICAL REPUBLIC|99166""
]",8283dd47ad1d468f,2026-08-18 18:08:31.571000
FED_FAC_SINGLE_AUDIT,FED_FHFA_FHLB_MEMBERSHIP,NAME@ZIP,CORROBORATED,AUDITEE_NAME+AUDITEE_ZIP,MEMBER_NAME+ZIP,130,103191.0,6325.0,2.1,0.35,"[
  ""CHICAGO COMMUNITY FUND LOAN|60602"",
  ""COMMUNITY CREDIT OMNI UNION|49015"",
  ""APPALACHIAN COMMUNITY CREDIT FEDERAL UNION|37615"",
  ""CITY CREDIT FEDERAL RIVER UNION|78238""
]",8283dd47ad1d468f,2026-08-18 18:08:31.571000
FED_CMS_FEDERALLY_QUALIFIED_HEALTH_CENTER_ENROLLMENTS,FED_HRSA_SHORTAGE_AREAS,NAME@ZIP,CORROBORATED,DOING_BUSINESS_AS_NAME+ZIP_CODE,HPSA_COMPONENT_NAME+COMMON_POSTAL_CODE,128,6425.0,7829.0,2.0,0.35,"[
  ""C CENTER HEALTH JOHN MURPHY|63134"",
  ""CENTER CHICAGO FAMILY HEALTH|60617"",
  ""CARE VARIETY|73107"",
  ""FAMILIES FIRST GREATER SEACOAST|03801""
]",8283dd47ad1d468f,2026-08-18 18:08:31.571000
FED_CMS_FEDERALLY_QUALIFIED_HEALTH_CENTER_ENROLLMENTS,FED_HRSA_HPSA_PRIMARY_CARE,NAME@ZIP,CORROBORATED,DOING_BUSINESS_AS_NAME+ZIP_CODE,HPSA_COMPONENT_NAME+COMMON_POSTAL_CODE,123,6425.0,6952.0,1.9,0.35,"[
  ""C CENTER HEALTH JOHN MURPHY|63134"",
  ""CENTER CHICAGO FAMILY HEALTH|60617"",
  ""CARE VARIETY|73107"",
  ""FAMILIES FIRST GREATER SEACOAST|03801""
]",8283dd47ad1d468f,2026-08-18 18:08:31.571000
FED_CMS_HCRIS,FED_EPA_ICIS_FEC_CASE_ENFORCEMENT_CONCLUSION_FACILITIES,NAME@ZIP,CORROBORATED,HOSPITAL_NAME+ZIP_CODE,FACILITY_NAME+FACILITY_ZIP,119,6033.0,108488.0,2.0,0.35,"[
  ""AGNES HOSPITAL ST|21229"",
  ""HOSPITAL VALLEY|07450"",
  ""HOSPITAL METHODIST NICOLLET PARK|55426"",
  ""HOSPITAL PROCTOR|61614""
]",8283dd47ad1d468f,2026-08-18 18:08:31.571000
FED_CMS_HOSPICE_ENROLLMENTS,FED_CMS_POS_OTHER,NAME@ZIP,CORROBORATED,ORGANIZATION_NAME+ZIP_CODE,FAC_NAME+ZIP_CD,117,6064.0,40109.0,1.9,0.35,"[
  ""BEND GREAT UKHS|67530"",
  ""HOSPITAL METHODIST NICOLLET PARK|55426"",
  ""CENTER DEE MCLEOD MEDICAL PEE REGIONAL|29506"",
  ""COMMUNITY HOSPITAL LINCOLN|80821""
]",8283dd47ad1d468f,2026-08-18 18:08:31.571000
FED_CMS_HOSPICE_ENROLLMENTS,FED_EPA_FRS_FRS_FACILITIES,NAME@ZIP,CORROBORATED,ORGANIZATION_NAME+ZIP_CODE,FAC_NAME+FAC_ZIP,113,6064.0,2699357.0,1.9,0.35,"[
  ""DISTRICT HOSPITAL UNITED|56013"",
  ""CARE HOSPICE MAXIMUM|91607"",
  ""HEALTH HORIZON|56364"",
  ""CAREPARTNERS HHA LLLP|28803""
]",8283dd47ad1d468f,2026-08-18 18:08:31.571000
FED_CMS_HOSPITAL_GENERAL,FED_CMS_MEDICARE_PHYSICIAN_OTHER_PRACTITIONERS_BY_PROVIDER_AND_SERVI,NAME@ZIP,CORROBORATED,FACILITY_NAME+ZIP_CODE,RNDRNG_PRVDR_LAST_ORG_NAME+RNDRNG_PRVDR_ZIP5,108,5427.0,1125418.0,2.0,0.35,"[
  ""BELLIN HOSPITAL MEMORIAL|54301"",
  ""HOSPITAL MASSAC MEMORIAL|62960"",
  ""CHRIST HOSPITAL|45219"",
  ""BASIN CENTER MEDICAL UINTAH|84066""
]",8283dd47ad1d468f,2026-08-18 18:08:31.571000
FED_EIA860_1_UTILITY,FED_EPA_SDWA_SDWA_PUB_WATER_SYSTEMS,NAME@ZIP,CORROBORATED,UTILITY_NAME+ZIP,PWS_NAME+ZIP_CODE,104,5530.0,395686.0,1.9,0.35,"[
  ""CITY WILBER|68465"",
  ""HOLLY TOWN|81047"",
  ""ASPEN CITY|81611"",
  ""AUTHORITY PLATTE POWER RIVER|80525""
]",8283dd47ad1d468f,2026-08-18 18:08:31.571000
FED_CMS_HOSPITAL_GENERAL,FED_USASPENDING_CONTRACTS,NAME@ZIP,CORROBORATED,FACILITY_NAME+ZIP_CODE,RECIPIENT_NAME+RECIPIENT_ZIP_4_CODE,104,5427.0,91616.0,1.9,0.35,"[
  ""HOSPITAL MEMORIAL PRESTON|26537"",
  ""BURNETT CENTER MEDICAL|54840"",
  ""ALBANY CENTER HOSPITAL MEDICAL|12208"",
  ""CARE HEALTH STANFORD|94305""
]",8283dd47ad1d468f,2026-08-18 18:08:31.571000
FED_EIA860_1_UTILITY,FED_USCG_NRC_INCIDENT_REPORTS,NAME@ZIP,CORROBORATED,UTILITY_NAME+ZIP,RESPONSIBLE_COMPANY+RESPONSIBLE_ZIP,104,5530.0,15011.0,1.9,0.35,"[
  ""CF INDUSTRIES NITROGEN|39194"",
  ""PAPER PORT TOWNSEND|98368"",
  ""ARCHER DANIELS MIDLAND|62525"",
  ""DIEGO ELECTRIC GAS SAN|92123""
]",8283dd47ad1d468f,2026-08-18 18:08:31.571000
FED_CMS_HOSPICE_ENROLLMENTS,FED_CMS_HOSPITAL_GENERAL,NAME@ZIP,CORROBORATED,ORGANIZATION_NAME+ZIP_CODE,FACILITY_NAME+ZIP_CODE,103,6064.0,5427.0,1.9,0.35,"[
  ""HEALTH RANGE REGIONAL SERVICES|55746"",
  ""CONNECTICUT HOSPICE|06405"",
  ""HEALTH LAKE REGIONAL SYSTEM|65065"",
  ""ARKANSAS CENTER MEDICAL NORTH REGIONAL|72601""
]",8283dd47ad1d468f,2026-08-18 18:08:31.571000
FED_CMS_RURAL_HEALTH_CLINIC_ENROLLMENTS,FED_EPA_RCRA_RCRA_FACILITIES,NAME@ZIP,CORROBORATED,DOING_BUSINESS_AS_NAME+ZIP_CODE,FACILITY_NAME+ZIP_CODE,91,4513.0,1429903.0,2.0,0.35,"[
  ""CENTER EYE MEDICAL SLEEPY|56085"",
  ""DIGNITY HEALTH HEALTH S SERVICES WOMEN|96080"",
  ""CLINIC DIGNITY HEALTH MEDICAL SOLANO STREET|96021"",
  ""CORNER MEDICAL NVRH|05851""
]",8283dd47ad1d468f,2026-08-18 18:08:31.571000
FED_CMS_RURAL_HEALTH_CLINIC_ENROLLMENTS,FED_EPA_RCRA_FACILITIES,NAME@ZIP,CORROBORATED,DOING_BUSINESS_AS_NAME+ZIP_CODE,FACILITY_NAME+ZIP_CODE,91,4513.0,1429903.0,2.0,0.35,"[
  ""DIGNITY HEALTH HEALTH S SERVICES WOMEN|96080"",
  ""ATHOL CARE PRIMARY|01331"",
  ""CLINIC DIGNITY HEALTH MEDICAL SOLANO STREET|96021"",
  ""CENTER CORK MEDICAL|62441""
]",8283dd47ad1d468f,2026-08-18 18:08:31.571000
FED_CMS_HOSPITAL_GENERAL,FED_CMS_RURAL_HEALTH_CLINIC_ENROLLMENTS,NAME@ZIP,CORROBORATED,FACILITY_NAME+ZIP_CODE,DOING_BUSINESS_AS_NAME+ZIP_CODE,90,5427.0,4513.0,2.0,0.35,"[
  ""CASCADE CENTER MEDICAL|98826"",
  ""HOSPITAL MEMORIAL WEISER|83672"",
  ""CENTER CITY MEDICAL TWIN|44621"",
  ""CENTER MEDICAL SAUNDERS|68066""
]",8283dd47ad1d468f,2026-08-18 18:08:31.571000
FED_CMS_RURAL_HEALTH_CLINIC_ENROLLMENTS,FED_OSHA_ITA_300A_SUMMARY_2025,NAME@ZIP,CORROBORATED,DOING_BUSINESS_AS_NAME+ZIP_CODE,ESTABLISHMENT_NAME+ZIP_CODE,85,4513.0,375575.0,1.9,0.35,"[
  ""CENTER MEDICAL SAUNDERS|68066"",
  ""HEALTH HOSPITAL SERVICES WARNER|61727"",
  ""CENTER HEALTH OCHSNER QUITMAN|39355"",
  ""CLINIC MEDICAL REPUBLIC|99166""
]",8283dd47ad1d468f,2026-08-18 18:08:31.571000
FED_EPA_FRS_FRS_PROGRAM_LINKS,FED_NCUA_CALL_REPORTS_FOICU,NAME@ZIP,CORROBORATED,PRIMARY_NAME+POSTAL_CODE,CU_NAME+ZIP_CODE,83,3338955.0,4335.0,1.9,0.35,"[
  ""COLUMBIA|65205"",
  ""DOVER|19904"",
  ""LAKE SCHOOLS WALLED|48390"",
  ""EAST HOSPITAL ORANGE VA|07018""
]",8283dd47ad1d468f,2026-08-18 18:08:31.571000
FED_EPA_FRS_FRS_PROGRAM_LINKS,FED_NCUA_FEDERALLY_INSURED_CU_LIST,NAME@ZIP,CORROBORATED,PRIMARY_NAME+POSTAL_CODE,CREDIT_UNION_NAME+ZIP_CODE_MAILING_ADDRESS,82,3338955.0,4249.0,1.9,0.35,"[
  ""COLUMBIA|65205"",
  ""DOVER|19904"",
  ""LAKE SCHOOLS WALLED|48390"",
  ""EAST HOSPITAL ORANGE VA|07018""
]",8283dd47ad1d468f,2026-08-18 18:08:31.571000
FED_HUD_ASSISTED_HOUSING_PROJECTS,FED_HUD_PUBLIC_HOUSING_AUTHORITIES,NAME@ZIP,CORROBORATED,NAME+STD_ZIP5,FORMAL_PARTICIPANT_NAME+STD_ZIP5,71,24871.0,3774.0,1.9,0.35,"[
  ""AUTHORITY HOUSING LINTON|47441"",
  ""AUTHORITY CITY HOUSING JEFFERSON|65109"",
  ""AUTHORITY HOUSING KEMP|75143"",
  ""AUTHORITY CITY HOUSING SAYRE|73662""
]",8283dd47ad1d468f,2026-08-18 18:08:31.571000
FED_CMS_HOSPICE_ENROLLMENTS,FED_CMS_MEDICARE_INPATIENT_HOSPITALS_BY_PROVIDER,NAME@ZIP,CORROBORATED,ORGANIZATION_NAME+ZIP_CODE,RNDRNG_PRVDR_ORG_NAME+RNDRNG_PRVDR_ZIP5,62,6064.0,3044.0,2.0,0.35,"[
  ""HEALTH RANGE REGIONAL SERVICES|55746"",
  ""HEALTH LAKE REGIONAL SYSTEM|65065"",
  ""ARKANSAS CENTER MEDICAL NORTH REGIONAL|72601"",
  ""CENTER HAMILTON MEDICAL|30720""
]",8283dd47ad1d468f,2026-08-18 18:08:31.571000
FED_CMS_HOSPICE_ENROLLMENTS,FED_CMS_MEDICARE_OUTPATIENT_HOSPITALS_BY_PROVIDER_AND_SERVICE,NAME@ZIP,CORROBORATED,ORGANIZATION_NAME+ZIP_CODE,RNDRNG_PRVDR_ORG_NAME+RNDRNG_PRVDR_ZIP5,60,6064.0,3121.0,1.9,0.35,"[
  ""HEALTH LAKE REGIONAL SYSTEM|65065"",
  ""ARKANSAS CENTER MEDICAL NORTH REGIONAL|72601"",
  ""CENTER HAMILTON MEDICAL|30720"",
  ""CENTER COLUSA MEDICAL|95932""
]",8283dd47ad1d468f,2026-08-18 18:08:31.571000
FED_CMS_MEDICARE_INPATIENT_HOSPITALS_BY_PROVIDER,FED_CMS_MEDICARE_PHYSICIAN_OTHER_PRACTITIONERS_BY_PROVIDER_AND_SERVI,NAME@ZIP,CORROBORATED,RNDRNG_PRVDR_ORG_NAME+RNDRNG_PRVDR_ZIP5,RNDRNG_PRVDR_LAST_ORG_NAME+RNDRNG_PRVDR_ZIP5,60,3044.0,1125418.0,2.0,0.35,"[
  ""CHRIST HOSPITAL|45219"",
  ""BASIN CENTER MEDICAL UINTAH|84066"",
  ""CENTER MEDICAL MERITUS|21742"",
  ""CENTER MEDICAL PIKEVILLE|41501""
]",8283dd47ad1d468f,2026-08-18 18:08:31.571000
FED_CMS_MEDICARE_INPATIENT_HOSPITALS_BY_PROVIDER_AND_SERVICE,FED_CMS_MEDICARE_PHYSICIAN_OTHER_PRACTITIONERS_BY_PROVIDER_AND_SERVI,NAME@ZIP,CORROBORATED,RNDRNG_PRVDR_ORG_NAME+RNDRNG_PRVDR_ZIP5,RNDRNG_PRVDR_LAST_ORG_NAME+RNDRNG_PRVDR_ZIP5,59,2906.0,1125418.0,2.0,0.35,"[
  ""CHRIST HOSPITAL|45219"",
  ""BASIN CENTER MEDICAL UINTAH|84066"",
  ""CENTER MEDICAL MERITUS|21742"",
  ""CENTER MEDICAL PIKEVILLE|41501""
]",8283dd47ad1d468f,2026-08-18 18:08:31.571000
FED_EPA_SDWA_SDWA_PUB_WATER_SYSTEMS,FED_EPA_SUPERFUND_SITE_BOUNDARIES,NAME@ZIP,CORROBORATED,PWS_NAME+ZIP_CODE,SITE_NAME+ZIP_CODE,38,395686.0,1906.0,2.0,0.35,"[
  ""PACIFIC RAILROAD UNION|83201"",
  ""CHEMETCO|62048"",
  ""CULPEPER PRESERVERS WOOD|22701"",
  ""AMERICAN BRASS|36345""
]",8283dd47ad1d468f,2026-08-18 18:08:31.571000
FED_CMS_OPIOID_TREATMENT_PROGRAM_PROVIDERS,FED_EPA_FRS_FULL,NAME@ZIP,CORROBORATED,PROVIDER_NAME+ZIP,PRIMARY_NAME+POSTAL_CODE,29,1541.0,4325132.0,1.9,0.35,"[
  ""BEHAVIORAL HEALTH NETWORK|01301"",
  ""COUNTY MARION|97301"",
  ""CLARA COUNTY SANTA|95046"",
  ""SERVICES SPECIALIZED TREATMENT|55413""
]",8283dd47ad1d468f,2026-08-18 18:08:31.571000
FED_ICE_DETENTION_FACILITY_CODES,FED_OSHA_ITA_CASE_DETAIL_2023,NAME@ZIP,CORROBORATED,DETENTION_FACILITY_NAME+ZIP,ESTABLISHMENT_NAME+ZIP_CODE,25,1327.0,85607.0,1.9,0.35,"[
  ""CLEARFIELD HIGHLANDS PENN|16830"",
  ""FLORIDA HCA HOSPITAL MEMORIAL|32216"",
  ""CROSS HOLY HOSPITAL|60629"",
  ""HOSPITAL METHODIST METROPOLITAN|78212""
]",8283dd47ad1d468f,2026-08-18 18:08:31.571000
FED_ICE_DETENTION_FACILITY_CODES,FED_OSHA_ITA_CASE_DETAIL_2025,NAME@ZIP,CORROBORATED,DETENTION_FACILITY_NAME+ZIP,ESTABLISHMENT_NAME+ZIP_CODE,25,1327.0,33457.0,1.9,0.35,"[
  ""CROSS HOLY HOSPITAL|60629"",
  ""HOSPITAL METHODIST METROPOLITAN|78212"",
  ""BUFFALO GENERAL HOSPITAL|14203"",
  ""HOSPITAL MERCY|55433""
]",8283dd47ad1d468f,2026-08-18 18:08:31.571000
FED_CMS_HOME_HEALTH_AGENCY_ENROLLMENTS,FED_CMS_IRF,NAME@ZIP,CORROBORATED,ORGANIZATION_NAME+ZIP_CODE,PROVIDER_NAME+ZIP_CODE,23,11478.0,1222.0,1.9,0.35,"[
  ""GRAND HOSPITAL VIEW|18960"",
  ""HANNIBAL HEALTHCARE REGIONAL SYSTEM|63401"",
  ""BELLIN HOSPITAL MEMORIAL|54301"",
  ""CENTER COUNTY LABETTE MEDICAL|67357""
]",8283dd47ad1d468f,2026-08-18 18:08:31.571000
FED_CMS_HOME_HEALTH_AGENCY_ENROLLMENTS,FED_CMS_MEDICARE_DIABETES_PREVENTION_PROGRAM,NAME@ZIP,CORROBORATED,ORGANIZATION_NAME+ZIP_CODE,LOCATION_NAME+ZIP_CODE,19,11478.0,935.0,2.0,0.35,"[
  ""BELLIN HOSPITAL MEMORIAL|54301"",
  ""CITY HEALTH HOSPITALS NEW YORK|10004"",
  ""HEALTH IHC SERVICES|84770"",
  ""HEALTH OREGON PROVIDENCE SERVICES|97504""
]",8283dd47ad1d468f,2026-08-18 18:08:31.571000
FED_CMS_MEDICARE_DIABETES_PREVENTION_PROGRAM,FED_USASPENDING_CONTRACTS,NAME@ZIP,CORROBORATED,LOCATION_NAME+ZIP_CODE,RECIPIENT_NAME+RECIPIENT_ZIP_4_CODE,18,935.0,91616.0,1.9,0.35,"[
  ""CITY HEALTH HOSPITALS NEW YORK|10004"",
  ""CALIFORNIA IRVINE UNIVERSITY|92868"",
  ""AT BRANCH GALVESTON MEDICAL TEXAS UNIVERSITY|77555"",
  ""COUNTY LEWIS|13367""
]",8283dd47ad1d468f,2026-08-18 18:08:31.571000
FED_CMS_LTCH,FED_EPA_ICIS_ICIS_AIR_FACILITIES,NAME@ZIP,CORROBORATED,PROVIDER_NAME+ZIP_CODE,FACILITY_NAME+ZIP_CODE,6,311.0,270351.0,1.9,0.35,"[
  ""GAYLORD HOSPITAL|06492"",
  ""HOSPITAL LEMUEL SHATTUCK|02130"",
  ""CENTER HEBREW REHABILITATION|02131"",
  ""HOSPITAL TEWKSBURY|01876""
]",8283dd47ad1d468f,2026-08-18 18:08:31.571000
FED_CMS_LTCH,FED_EPA_ICIS_AIR_ICIS_AIR_FACILITIES,NAME@ZIP,CORROBORATED,PROVIDER_NAME+ZIP_CODE,FACILITY_NAME+ZIP_CODE,6,311.0,270351.0,1.9,0.35,"[
  ""GAYLORD HOSPITAL|06492"",
  ""HOSPITAL LEMUEL SHATTUCK|02130"",
  ""CENTER HEBREW REHABILITATION|02131"",
  ""HOSPITAL TEWKSBURY|01876""
]",8283dd47ad1d468f,2026-08-18 18:08:31.571000
FED_CMS_ORDER_AND_REFERRING,FED_CMS_POS_OTHER,CCN~NPI,BRIDGE,,,16185,2018350.0,41262.0,39.2,0.349,"[
  ""143029 -> 1215382189"",
  ""242004 -> 1558324780"",
  ""142008 -> 1942330576"",
  ""171306 -> 1841281607""
]",8283dd47ad1d468f,2026-08-18 18:08:31.571000
FED_OSHA_ITA_300A_SUMMARY_2024,FED_USCG_NRC_INCIDENTS,NAME@ZIP,CORROBORATED,ESTABLISHMENT_NAME+ZIP_CODE,RESPONSIBLE_COMPANY+RESPONSIBLE_ZIP,1720,360069.0,93650.0,1.8,0.349,"[
  ""BP CHERRY POINT|98230"",
  ""INDUSTRIES MAIN|23661"",
  ""MATERIALS MILESTONE|54650"",
  ""EXTRUSIONS GATEWAY|63084""
]",8283dd47ad1d468f,2026-08-18 18:08:31.571000
FED_OSHA_ITA_300A_SUMMARY_2025,FED_USCG_NRC_INCIDENTS,NAME@ZIP,CORROBORATED,ESTABLISHMENT_NAME+ZIP_CODE,RESPONSIBLE_COMPANY+RESPONSIBLE_ZIP,1642,375575.0,93650.0,1.8,0.349,"[
  ""INDUSTRIES MAIN|23661"",
  ""MATERIALS MILESTONE|54650"",
  ""EXTRUSIONS GATEWAY|63084"",
  ""LINDE|14150""
]",8283dd47ad1d468f,2026-08-18 18:08:31.571000
FED_CMS_POS_OTHER,FED_EPA_ICIS_AIR_ICIS_AIR_FACILITIES,NAME@ZIP,CORROBORATED,FAC_NAME+ZIP_CD,FACILITY_NAME+ZIP_CODE,733,40109.0,270351.0,1.8,0.349,"[
  ""CENTER HOSPITAL PUTNAM|10512"",
  ""GAYLORD HOSPITAL|06492"",
  ""CHRIST HOSPITAL|45219"",
  ""HOSPITAL JEROME ST|14020""
]",8283dd47ad1d468f,2026-08-18 18:08:31.571000
FED_CMS_POS_OTHER,FED_EPA_ICIS_ICIS_AIR_FACILITIES,NAME@ZIP,CORROBORATED,FAC_NAME+ZIP_CD,FACILITY_NAME+ZIP_CODE,733,40109.0,270351.0,1.8,0.349,"[
  ""BUSH CENTER HEALTH LINCOLN SARAH|61938"",
  ""ARRIBA CLINICA DE DEL LA PUEBLO RIO|87575"",
  ""ANTHONYS HOSPITAL MEMORIAL ST|62401"",
  ""CENTER MEDICAL PARKWEST|37923""
]",8283dd47ad1d468f,2026-08-18 18:08:31.571000
FED_EPA_FRS_FRS_PROGRAM_LINKS,FED_HUD_ASSISTED_HOUSING_PROJECTS,NAME@ZIP,CORROBORATED,PRIMARY_NAME+POSTAL_CODE,NAME+STD_ZIP5,415,3338955.0,24871.0,1.7,0.349,"[
  ""APARTMENTS KENMORE|60640"",
  ""TUCUMCARI|88401"",
  ""ALLAPATTAH COMMUNITY HOUSING|33125"",
  ""APARTMENTS CAROLINA HEIGHTS|94590""
]",8283dd47ad1d468f,2026-08-18 18:08:31.571000
FED_NTSB_AVIATION_EVENTS,FED_OSHA_ITA_300A_SUMMARY_2023,NAME@ZIP,CORROBORATED,APT_NAME+EV_SITE_ZIPCODE,ESTABLISHMENT_NAME+ZIP_CODE,273,15605.0,373106.0,1.7,0.349,"[
  ""CLUB OCEAN REEF|33037"",
  ""CHINO|91710"",
  ""CITY GROVE|16127"",
  ""CARE HEALTH SPECIALTY UNITY|72143""
]",8283dd47ad1d468f,2026-08-18 18:08:31.571000
FED_EPA_FRS_FRS_FACILITIES,FED_NTSB_AVIATION_AIRCRAFT,NAME@ZIP,CORROBORATED,FAC_NAME+FAC_ZIP,OPER_NAME+OWNER_ZIP,270,2699357.0,14890.0,1.8,0.349,"[
  ""AIRLINES ATLANTIC SOUTHEAST|30354"",
  ""HIGHWAY MISSOURI PATROL STATE|65102"",
  ""ACADEMY AIRLINE SKYBORNE|32960"",
  ""JETS PREMIER|97124""
]",8283dd47ad1d468f,2026-08-18 18:08:31.571000
FED_EPA_SDWA_SDWA_PUB_WATER_SYSTEMS,FED_USCG_NRC_INCIDENT_REPORTS,NAME@ZIP,CORROBORATED,PWS_NAME+ZIP_CODE,RESPONSIBLE_COMPANY+RESPONSIBLE_ZIP,251,395686.0,15011.0,1.7,0.349,"[
  ""CORE CRETE INGREDIENTS|68333"",
  ""PAPER PORT TOWNSEND|98368"",
  ""CHEMICAL SHELL|70734"",
  ""CENTRAL MEAT VALLEY|93230""
]",8283dd47ad1d468f,2026-08-18 18:08:31.571000
FED_EPA_FRS_FRS_PROGRAM_LINKS,IRS527_RELATED_ENTITIES,NAME@ZIP,CORROBORATED,PRIMARY_NAME+POSTAL_CODE,ENTITY_NAME+ENTITY_ZIP,204,3338955.0,11739.0,1.7,0.349,"[
  ""CLARA RELATED SANTA|95054"",
  ""CHEMICAL EASTMAN|37662"",
  ""PARCEL SERVICE UNITED|30328"",
  ""ARIZONA DAIRYMEN UNITED|85282""
]",8283dd47ad1d468f,2026-08-18 18:08:31.571000
FED_EPA_FRS_FULL,IRS527_RELATED_ENTITIES,NAME@ZIP,CORROBORATED,PRIMARY_NAME+POSTAL_CODE,ENTITY_NAME+ENTITY_ZIP,203,4325132.0,11739.0,1.7,0.349,"[
  ""CLARA RELATED SANTA|95054"",
  ""CHEMICAL EASTMAN|37662"",
  ""PARCEL SERVICE UNITED|30328"",
  ""ENTERPRISE HAULING TRUCKING WASTE|46402""
]",8283dd47ad1d468f,2026-08-18 18:08:31.571000
IRS527_DIRECTORS_OFFICERS,IRS527_RELATED_ENTITIES,NAME@ZIP,CORROBORATED,ENTITY_NAME+ENTITY_ZIP,ENTITY_NAME+ENTITY_ZIP,197,118803.0,11739.0,1.7,0.349,"[
  ""BRYANT E JAMES|32080"",
  ""EDWARD GARCIA|33406"",
  ""CERIZO GARRETT|96793"",
  ""C C REED|33136""
]",8283dd47ad1d468f,2026-08-18 18:08:31.571000
CA_LOBBY_CHG_LOG,FED_SEC_13F_FILERS,NAME@ZIP,CORROBORATED,FILER_FULL_NAME+FILER_ZIP,FILINGMANAGER_NAME+FILINGMANAGER_ZIPCODE,188,10498.0,18430.0,1.8,0.349,"[
  ""GILEAD SCIENCES|94404"",
  ""AQR CAPITAL MANAGEMENT|06830"",
  ""FLORA FOUNDATION HEWLETT WILLIAM|94025"",
  ""ISAM USA|33486""
]",8283dd47ad1d468f,2026-08-18 18:08:31.571000
