YR,ST,FIPS5,ROWS_ALL,APPS,APPS_WIDE,DENIED,ORIG,ORIG_RS,ORIG_HOEPA,ORIG_LIEN1,ORIG_LIEN1_RS,AVG_RS
2017,MN,27009,1708,1316,1472,182,1096,55,0,1016,53,2.927273
2017,AL,01015,4352,3119,3842,963,1999,271,9,1881,265,3.409594
2017,CA,06009,3681,2506,3236,537,1859,85,0,1805,81,2.541176
2017,MN,27131,2472,1752,2024,250,1448,71,0,1354,68,3.056338
2017,AZ,04003,5339,3352,4301,768,2423,201,0,2355,200,2.273632
2017,MO,29135,510,409,468,80,316,23,0,295,23,2.173913
2015,IA,19125,1205,917,1031,166,717,38,0,636,33,3.763158
2017,PR,72013,1012,860,949,355,456,26,0,282,26,2.384615
2017,NC,37059,1781,1281,1582,297,935,61,0,905,58,2.442623
2017,KS,20015,3016,2162,2532,352,1695,112,0,1579,111,2.437500
2015,NC,37015,412,287,386,136,141,22,0,129,22,4.000000
2016,MN,27141,7142,4939,5740,800,4014,142,0,3767,130,2.485915
2017,VT,50027,1703,1249,1519,285,909,38,0,866,38,2.342105
2016,OR,41053,5042,3593,4457,738,2726,100,0,2683,97,2.440000
2017,VA,51015,3152,2237,2723,467,1710,79,2,1579,76,2.974684
2017,WI,55073,5852,4728,5449,784,3762,162,0,3301,157,2.555556
2016,SC,45085,4372,3214,3815,1284,1801,138,0,1712,138,3.644928
2016,TN,47115,1304,985,1196,280,641,112,0,541,108,3.330357
2015,MI,26089,1109,849,1012,168,635,13,0,607,13,3.384615
2016,VA,51093,2562,1761,2171,432,1272,51,0,1200,48,2.843137
2017,KS,20037,1049,802,939,195,575,67,0,546,66,2.298507
2015,TN,47031,1949,1331,1545,305,975,88,0,940,87,2.659091
2015,UT,49043,3981,3011,3657,535,2371,75,0,2330,72,2.533333
2017,GA,13047,3300,2216,2767,493,1625,141,0,1532,135,2.624113
2016,IN,18061,2097,1521,1766,389,1047,102,0,1004,99,2.970588
2017,OR,41053,4508,3273,3997,523,2624,89,1,2523,77,2.685393
2017,AZ,04007,2905,1831,2413,394,1326,116,0,1294,116,2.370690
2015,ME,23027,1470,1136,1320,350,739,30,1,660,27,2.866667
2017,MN,27099,1280,958,1107,132,793,60,0,682,58,2.183333
2017,VA,51197,974,715,904,223,454,65,0,416,64,2.723077
2017,LA,22063,6849,4526,5749,1106,3166,558,5,2966,537,3.731183
2015,MO,29161,1135,906,1044,233,615,64,1,597,63,2.843750
2017,ME,23011,3725,2545,3165,632,1805,130,0,1684,124,2.469231
2017,WI,55111,2537,2012,2349,404,1484,88,1,1412,84,3.397727
2015,PR,72025,2821,2241,2523,756,1386,113,6,986,113,2.504425
2016,NE,31021,247,205,231,44,153,17,0,141,14,2.764706
2015,OH,39007,3440,2691,3079,865,1702,196,0,1573,189,2.494898
2016,NY,36013,2899,2392,2715,634,1697,116,0,1402,112,2.456897
2015,ND,38015,5002,3829,4179,363,3335,162,0,3051,154,3.401235
2017,NY,36031,1189,904,1090,203,643,28,1,572,28,2.500000
2017,KY,21173,1125,789,952,187,570,42,0,492,42,3.190476
2016,OR,41013,1478,1082,1340,245,776,49,0,772,48,2.387755
2017,VA,51001,1324,979,1200,283,656,38,0,596,38,2.500000
2015,NY,36065,6545,5397,5836,1071,4162,248,8,3158,228,3.608871
2016,AZ,04023,2010,1223,1552,406,789,35,0,772,35,2.228571
2015,OH,39011,1326,1006,1150,249,720,53,0,686,51,2.301887
2017,NC,37127,3415,2375,3116,741,1543,139,0,1479,138,2.683453
2016,MN,27025,3822,2658,3111,489,2099,72,1,1979,68,2.638889
2016,CO,08045,4094,3047,3738,649,2271,111,0,2227,107,2.810811
2017,WI,55137,1122,881,1030,193,638,44,1,590,42,3.000000
2015,NC,37159,5114,3753,4560,1166,2421,207,0,2286,203,2.565217
2015,NY,36053,2187,1703,1899,370,1288,79,0,1040,70,3.101266
2017,NC,37113,1889,1307,1669,310,943,44,0,916,44,2.795455
2017,OR,41023,241,174,219,44,125,8,0,123,8,2.250000
2016,AK,02122,3185,1987,2376,425,1450,50,0,1376,31,3.500000
2017,UT,49051,2563,1775,2215,238,1453,36,1,1380,32,2.500000
2017,AR,05145,3084,2100,2521,650,1322,144,0,1229,138,4.111111
2015,VA,51735,663,451,561,73,367,9,0,337,8,3.000000
2017,PA,42047,803,646,756,177,450,36,1,411,35,2.638889
2016,MD,24029,971,682,822,194,456,14,0,427,14,2.285714
2017,WA,53037,2597,1989,2394,318,1568,80,0,1514,79,2.175000
2015,NC,37085,6059,4038,5000,932,2955,120,0,2860,120,3.075000
2016,MN,27035,3566,2647,3035,461,2118,114,0,2032,113,2.561404
2017,AL,01021,1896,1374,1695,479,827,166,7,772,166,3.801205
2017,MO,29209,1750,1229,1502,269,919,66,0,886,64,2.378788
2016,GA,13133,1038,748,895,187,538,30,0,527,30,2.800000
2015,FL,12107,1704,1225,1555,547,632,123,0,607,123,3.073171
2017,PR,72047,333,292,311,146,124,3,0,59,3,2.000000
2016,IA,19137,345,297,319,74,214,12,0,206,11,2.500000
2017,MN,27025,3441,2320,2783,376,1869,98,0,1711,94,2.530612
2017,NC,37137,491,333,449,91,233,14,1,222,14,2.785714
2016,IL,17203,1609,1369,1498,240,1078,35,4,1014,35,2.314286
2017,LA,22105,5412,3607,4551,1101,2314,290,3,2178,280,3.796552
2017,SD,46099,9518,7020,7769,833,5587,184,0,5242,176,2.831522
2015,TX,48055,1310,905,1146,278,580,110,0,554,106,3.554545
2016,MD,24023,1516,1178,1361,267,857,46,1,809,45,2.543478
2015,MO,29057,261,204,236,42,153,11,0,140,11,3.000000
2016,OK,40019,1918,1442,1655,342,1047,95,0,947,95,3.210526
2017,OH,39023,4831,3609,4221,819,2620,228,1,2417,222,2.289474
2016,MN,27017,1799,1326,1550,257,1028,108,2,957,93,2.814815
2017,TN,47099,1487,1040,1272,303,684,79,0,615,77,2.721519
2017,TN,47019,2084,1515,1843,446,987,155,3,897,154,2.729032
2016,TX,48341,611,406,492,125,274,34,0,242,33,2.647059
2015,LA,22113,1963,1541,1792,426,1060,204,0,940,201,3.436275
2017,PA,42027,4136,3320,3797,524,2680,59,0,2407,57,2.559322
2015,AL,01001,2906,2063,2508,530,1426,117,0,1322,117,3.555556
2017,FL,12043,258,199,243,84,102,27,0,89,26,3.000000
2016,WV,54079,2978,2295,2698,556,1622,110,0,1515,108,3.545455
2016,MO,29186,902,648,763,161,459,31,0,429,31,2.419355
2015,NC,37033,645,483,574,174,288,29,0,275,29,2.655172
2016,VA,51061,5489,3716,4587,814,2765,52,0,2640,40,2.903846
2016,CA,06045,2969,2094,2703,612,1412,37,0,1389,36,2.378378
2016,GA,13083,778,591,696,155,422,34,0,356,33,3.500000
2015,TN,47001,3134,2387,2761,653,1595,173,0,1494,167,3.225434
2016,MI,26063,1125,944,1059,211,698,49,1,629,46,2.591837
2016,MI,26111,3580,2703,3322,494,2130,159,3,2020,155,2.591195
2017,OH,39137,959,798,875,128,639,21,1,537,21,2.238095
2015,KS,20085,519,419,479,100,304,28,0,292,28,2.571429
2016,NV,32510,2972,2212,2655,491,1633,159,0,1617,159,2.276730
2016,WA,53075,1444,1086,1323,250,796,38,0,777,36,2.342105
2017,MN,27039,1060,798,904,111,665,29,1,595,28,2.310345
2017,VA,51139,899,642,784,169,451,30,0,423,30,2.066667
2017,MS,28081,3216,2584,2995,582,1900,153,1,1772,152,3.163399
2015,CO,08051,1058,826,981,192,594,17,0,586,14,2.588235
2015,MS,28037,180,132,165,52,75,34,0,68,34,5.794118
2015,NC,37027,2763,2020,2391,603,1354,74,0,1291,74,2.878378
2015,TX,48363,847,629,741,179,413,72,0,387,70,2.930556
2015,WI,55089,4880,3832,4418,542,3168,59,2,2970,38,3.525424
2016,AR,05107,340,268,315,124,126,16,0,102,16,4.187500
2016,VA,51640,193,137,172,47,88,5,0,80,5,2.000000
2017,LA,22053,1137,904,1051,199,640,192,5,586,188,3.421875
2016,MN,27097,1413,1107,1283,241,812,73,0,774,72,2.493151
2015,LA,22097,2514,1904,2262,700,1105,184,2,956,180,3.603261
2017,OK,40135,1453,1064,1226,284,736,76,0,639,75,3.513158
2016,MN,27111,2869,2169,2490,396,1694,55,0,1603,55,2.345455
2015,PR,72029,817,653,738,255,365,21,1,246,21,2.142857
2017,PR,72127,4424,3595,4064,1281,2111,224,1,1678,223,2.084821
2017,WI,55001,1050,837,975,210,601,47,2,585,47,2.744681
2016,NC,37175,1681,1208,1513,308,848,34,0,830,34,3.411765
2016,MI,26137,1306,1057,1199,308,689,59,0,625,59,2.288136
2016,TX,48365,538,410,487,175,218,47,1,207,45,4.404255
2016,AK,02130,435,303,368,103,189,9,0,177,6,3.444444
2016,IL,17073,2081,1636,1828,295,1297,94,0,1196,90,2.680851
2015,TX,48147,1015,756,886,219,503,102,0,464,102,2.813725
2017,ND,38015,4051,3089,3468,326,2665,172,4,2381,169,3.087209
2015,TX,48289,406,279,368,114,146,32,0,143,32,4.218750
2015,PR,72027,454,375,425,127,228,41,1,173,41,2.902439
2017,GA,13085,1861,1267,1580,228,982,52,0,920,51,2.538462
2016,MO,29209,2058,1437,1719,364,1022,68,0,968,64,2.808824
2015,AZ,04001,1108,812,1013,411,373,64,0,362,64,4.375000
2015,AL,01053,1008,804,924,347,425,71,0,365,70,3.084507
2016,WI,55021,3221,2628,3033,576,1946,79,0,1853,76,3.278481
2015,TX,48323,1037,671,828,243,401,81,0,389,81,3.432099
2017,MO,29039,505,346,413,85,250,26,0,240,26,2.576923
2016,KY,21155,692,440,548,122,306,22,0,293,20,2.727273
2016,IL,17005,618,496,557,119,343,17,0,326,17,2.235294
2016,WY,56015,620,464,515,115,320,27,0,291,27,2.222222
2016,ME,23025,1599,1246,1453,386,805,62,0,730,62,2.693548
2016,VA,51075,1446,1047,1238,226,764,13,0,738,13,2.153846
2016,PR,72135,1475,1060,1213,357,664,48,0,534,48,2.270833
2017,MS,28151,1177,968,1097,290,635,113,0,490,112,3.097345
2015,KY,21195,1448,1158,1390,494,583,93,0,452,93,3.892473
2015,OH,39015,1733,1329,1577,443,823,100,0,793,100,2.260000
2016,VA,51683,2877,1847,2347,410,1373,53,2,1312,50,2.396226
2015,CA,06033,2950,2090,2637,577,1426,100,0,1394,97,2.530000
2017,LA,22111,964,732,889,217,485,144,0,427,141,4.048611
2016,IN,18113,2060,1548,1764,379,1120,107,0,1046,103,2.280374
2016,TX,48493,2672,1895,2346,561,1240,153,0,1146,153,3.307190
2016,OH,39071,1569,1211,1428,334,804,107,0,780,102,2.355140
2017,WI,55135,2582,2091,2365,346,1664,100,2,1465,95,3.040000
2016,WY,56023,1132,805,985,195,571,8,0,557,8,2.000000
2016,NC,37185,728,528,670,177,330,34,0,321,34,4.000000
2015,NC,37013,1493,1051,1331,317,690,61,0,671,61,3.622951
2016,IL,17107,975,743,802,152,562,52,1,536,51,2.423077
2015,WA,53009,3162,2384,2873,438,1850,87,1,1815,82,3.011494
2015,MS,28127,743,551,665,194,341,76,1,297,74,3.907895
2016,VA,51149,1659,1150,1410,311,793,33,0,748,31,3.333333
2016,KY,21101,1798,1419,1615,306,1052,121,0,981,117,2.611570
2016,ID,16031,629,510,559,135,337,11,0,321,11,2.818182
2017,WI,55115,1910,1531,1802,224,1263,60,0,1106,59,2.383333
2015,NH,33009,2459,1822,2187,451,1305,58,0,1248,57,2.275862
2015,TN,47009,6267,4605,5451,1139,3248,170,0,3117,163,3.494118
2016,TX,48363,882,657,783,176,447,74,0,427,74,2.837838
2017,MN,27103,1214,957,1073,99,823,36,0,762,34,2.527778
2016,NC,37113,1927,1396,1719,422,916,38,0,902,38,2.315789
2015,PR,72097,913,759,897,283,439,36,1,295,36,2.333333
2015,AL,01023,308,240,285,89,128,33,0,90,33,4.151515
2016,IL,17083,826,663,740,119,504,23,0,476,23,2.304348
2016,AL,01071,1606,1182,1418,354,753,80,0,685,80,3.875000
2017,GA,13143,1169,796,966,246,519,57,1,493,57,2.789474
2016,IN,18083,1273,961,1138,265,676,38,0,589,38,2.000000
2016,KY,21231,532,394,494,114,271,44,0,240,44,3.545455
2015,IA,19037,369,321,354,38,274,10,0,243,10,2.100000
2017,CO,08087,1464,992,1236,230,716,79,0,684,79,2.126582
2015,TX,48149,643,502,584,125,347,50,0,311,49,3.500000
2017,KY,21141,897,714,798,175,513,28,0,453,28,3.035714
2015,TX,48471,1689,1187,1453,352,777,141,0,738,140,3.581560
2015,IL,17135,664,528,580,110,383,30,0,344,28,2.600000
2015,VA,51011,644,446,546,126,304,30,0,269,30,2.800000
2016,AR,05089,669,531,600,144,367,38,0,329,35,2.736842
2016,MD,24011,1533,993,1229,332,628,34,0,585,32,2.294118
2015,VA,51047,3021,2089,2474,497,1529,57,0,1449,50,2.719298
2016,LA,22119,1319,1010,1196,344,624,105,8,565,101,4.390476
2015,MN,27169,1462,1269,1393,173,998,48,3,921,48,4.416667
2016,SC,45087,648,469,589,214,232,42,0,213,42,3.928571
2017,WI,55053,578,459,542,88,355,16,1,336,14,3.562500
2015,IA,19129,836,615,701,98,499,19,0,461,19,2.157895
2016,MO,29023,1417,1055,1212,285,716,148,0,679,146,2.466216
2016,GA,13087,823,571,707,230,330,36,0,306,35,4.666667
2015,ND,38105,1685,1138,1407,230,866,114,1,829,114,3.026316
2017,AL,01041,521,428,508,140,274,120,1,231,118,4.550000
2016,VA,51157,410,277,346,68,198,4,0,186,3,3.500000
2017,PR,72077,582,483,522,189,260,8,0,174,8,2.000000
2015,PR,72089,549,446,504,161,257,25,1,196,25,2.480000
2016,IA,19179,962,770,922,196,559,61,0,499,54,2.475410
2016,TX,48277,925,691,793,199,460,63,0,448,63,2.619048
2016,GA,13131,626,449,565,161,275,43,0,264,43,4.000000
2016,MN,27079,1565,1210,1364,212,954,61,0,890,59,2.360656
2017,VA,51141,540,400,498,112,275,20,0,224,19,3.650000
2015,TX,48099,2205,1529,1860,379,1097,102,0,1058,102,3.107843
2015,OK,40083,2370,1723,2016,376,1281,137,1,1113,131,3.051095
2017,MD,24019,1214,817,1057,223,564,35,0,529,33,2.600000
2017,WV,54037,3101,2198,2590,460,1661,44,0,1570,41,2.386364
2015,IA,19065,621,522,598,89,412,23,1,361,21,2.695652
2015,ND,38089,1856,1301,1475,202,1036,81,0,995,80,2.740741
2015,GA,13155,206,154,189,43,109,27,0,102,26,2.925926
2016,MI,26127,1041,784,937,234,523,54,0,489,54,2.333333
2015,MD,24041,1865,1260,1525,282,920,16,0,881,16,2.375000
2015,OK,40065,852,574,660,160,402,44,0,377,41,3.068182
2016,IN,18001,1190,951,1060,199,721,78,0,682,75,2.282051
2016,KS,20113,726,557,628,108,429,17,1,402,16,2.647059
2016,IN,18041,804,680,749,215,418,65,1,379,61,2.292308
2017,LA,22117,1496,1158,1369,392,706,204,1,573,203,3.436275
2017,WI,55041,494,393,475,65,313,24,0,283,24,2.500000
2016,IL,17121,1168,949,1080,305,598,56,0,548,56,2.750000
2017,TN,47177,1233,898,1049,258,588,84,0,552,83,2.880952
2017,MO,29013,578,446,512,117,316,50,1,304,48,2.560000
2017,IL,17083,727,579,653,120,417,31,0,394,28,2.483871
2015,OR,41031,991,672,846,146,494,49,0,488,49,2.142857
2015,KS,20057,636,476,539,115,346,24,0,318,21,2.916667
2016,WI,55113,1042,843,981,181,637,41,0,623,41,2.146341
2017,IN,18073,1486,1018,1196,183,772,89,0,724,88,2.191011
2017,MS,28031,604,443,545,171,230,75,1,201,75,4.000000
2016,GA,13145,2300,1579,1956,418,1100,46,0,1046,45,2.869565
2017,AR,05015,1103,880,994,188,645,73,0,569,72,2.575342
2016,SD,46033,480,347,393,97,239,19,0,230,19,2.894737
2017,OH,39029,3120,2391,2810,665,1656,153,1,1513,152,2.241830
2015,IN,18179,1310,956,1082,194,725,54,1,657,51,2.481481
2017,MN,27113,429,314,343,40,266,15,0,254,15,3.266667
2016,ID,16015,676,506,615,139,343,19,0,334,18,2.210526
2015,TN,47047,2044,1448,1665,314,1053,55,0,971,54,2.890909
2016,NY,36033,1067,840,966,269,539,33,0,407,32,2.818182
2015,GA,13143,1125,757,939,259,483,58,0,460,56,2.775862
2015,IL,17023,350,311,332,88,195,10,0,187,10,2.400000
2016,KY,21115,648,470,570,175,267,32,0,241,32,4.375000
2015,WI,55107,508,388,489,82,298,17,1,269,17,2.882353
2015,WI,55113,985,817,936,171,620,18,0,599,14,2.888889
2017,KY,21235,1177,859,1063,319,497,103,0,473,103,3.980583
2016,WI,55047,767,623,718,157,443,38,3,409,37,3.605263
2017,OH,39145,2262,1726,2053,567,1052,123,0,939,123,2.601626
2016,IA,19145,327,268,294,81,182,5,0,174,4,3.000000
2016,CO,08105,345,235,296,84,142,6,0,137,6,2.000000
2015,VA,51075,1301,924,1104,172,710,22,0,674,21,2.545455
2016,TX,48025,693,477,595,190,267,59,0,255,59,3.576271
2015,VT,50019,1006,829,965,222,560,64,0,512,60,2.781250
2016,IL,17021,1077,870,945,183,643,77,0,573,75,2.233766
2015,TN,47005,466,378,418,117,240,39,0,222,38,3.205128
2015,OH,39053,696,547,667,174,334,77,1,299,77,2.987013
2017,MN,27101,228,154,190,29,116,9,0,109,9,2.111111
2016,SC,45023,1064,817,992,339,431,83,3,417,83,3.277108
2017,TX,48481,1006,767,908,268,479,83,1,446,80,4.132530
2016,VA,51790,1107,778,954,159,605,21,0,568,21,2.333333
2016,TN,47153,861,667,793,150,485,96,0,392,95,3.083333
2015,KS,20055,746,553,634,130,413,24,0,405,24,2.958333
2016,GA,13281,778,533,678,157,356,8,0,338,7,2.750000
2015,KY,21161,497,412,474,130,264,36,0,243,35,2.305556
2016,WV,54097,636,483,587,176,286,40,0,281,38,3.400000
2015,KS,20043,230,205,220,39,155,21,0,147,21,2.333333
2017,MN,27017,1720,1254,1476,239,981,91,3,892,83,2.615385
2015,IA,19123,692,557,634,106,437,46,0,394,45,2.326087
2016,OR,41027,1286,891,1123,187,668,8,0,657,8,3.125000
2016,MT,30015,148,115,128,31,84,10,0,63,10,3.000000
2015,VA,51105,565,444,540,137,298,112,0,255,112,3.178571
2017,AR,05063,1229,858,1018,218,593,96,0,542,93,3.260417
2015,IN,18103,873,682,796,192,467,49,0,438,44,2.979592
2017,WI,55123,658,528,625,99,401,32,0,369,32,3.156250
2015,IA,19023,648,514,576,81,405,27,0,309,26,2.518519
2015,WA,53049,1053,747,914,186,525,32,0,498,30,2.406250
2017,TX,48055,1587,1105,1441,361,684,156,1,635,155,3.685897
2016,KY,21235,1116,812,997,291,477,104,0,454,104,3.923077
2015,NC,37047,1401,929,1274,444,455,96,0,426,96,4.125000
2016,MO,29013,586,462,539,130,322,61,1,312,61,2.901639
2015,VA,51820,842,610,733,138,444,10,0,408,10,2.700000
2017,TN,47029,1113,793,1032,280,456,88,4,438,87,3.215909
2015,CA,06035,991,639,821,157,458,60,0,452,59,2.133333
2016,LA,22125,491,360,442,94,253,35,2,225,35,4.542857
2017,NE,31045,290,239,260,38,193,2,0,185,2,3.000000
2016,AR,05149,669,486,566,149,316,37,0,297,36,3.810811
2015,WI,55029,1737,1417,1617,278,1090,31,0,1059,31,3.161290
2016,NE,31019,1601,1308,1434,237,1042,30,0,981,30,2.400000
2015,PR,72123,475,375,415,148,204,21,0,129,21,2.666667
2016,MO,29125,300,233,274,64,155,42,0,151,41,2.785714
2015,MO,29119,716,544,635,204,317,95,0,289,93,3.789474
2017,AL,01061,945,699,842,205,467,145,2,440,145,3.151724
2015,CO,08099,294,220,279,64,148,21,0,128,21,2.190476
2017,MS,28057,685,549,643,149,373,46,3,335,45,4.043478
2015,VA,51035,882,632,778,197,421,38,0,386,38,3.657895
2015,OH,39131,635,502,589,173,300,74,0,283,73,2.391892
2015,KY,21137,658,459,559,136,301,39,0,271,39,4.512821
2016,PR,72013,1300,1070,1191,396,622,45,0,413,45,2.666667
2015,IL,17195,1267,1000,1123,232,732,44,0,670,43,2.227273
2017,KY,21163,1439,1085,1286,245,773,75,0,698,74,2.573333
2016,ID,16021,628,483,566,137,316,12,0,306,12,2.000000
2015,TX,48219,702,451,543,130,301,41,0,290,41,3.365854
2015,MN,27047,865,666,757,171,467,46,0,434,46,2.673913
2017,TN,47161,583,410,496,120,277,47,0,269,47,2.787234
2015,NC,37169,1586,1152,1401,361,759,56,0,728,55,2.607143
2017,NE,31101,368,266,302,51,209,24,1,195,22,2.333333
2017,GA,13241,786,539,697,132,388,20,1,368,19,2.800000
2017,KY,21099,577,447,537,137,286,63,0,247,62,2.936508
2017,WI,55119,747,585,683,89,484,25,0,445,24,2.560000
2015,AR,05149,601,445,504,147,270,27,0,253,27,3.296296
2016,FL,12125,378,264,340,132,121,40,1,116,40,4.325000
2016,MO,29089,312,264,297,49,210,18,0,194,15,2.944444
2015,OH,39075,636,536,601,113,396,29,0,364,29,2.586207
2016,KY,21137,748,501,628,130,354,41,0,298,41,2.804878
2017,MS,28043,690,561,658,149,391,27,0,332,26,3.259259
2015,SC,45031,1716,1267,1540,448,760,109,0,719,108,3.816514
2015,NE,31185,474,381,428,76,287,22,0,230,21,2.454545
2017,MS,28133,626,547,588,161,362,98,0,291,97,3.071429
2016,MO,29009,1485,1099,1300,329,715,95,0,676,92,3.105263
2015,IL,17083,836,655,731,119,507,36,0,481,35,2.222222
2017,AR,05055,2070,1502,1700,306,1099,104,1,1001,101,2.903846
2015,WI,55123,666,517,629,121,367,24,0,343,22,3.500000
2017,GA,13281,729,489,608,107,374,13,0,353,13,2.692308
2017,MI,26069,927,710,854,174,510,35,5,472,34,2.342857
2015,GA,13211,868,648,769,175,445,32,0,420,32,2.375000
2017,MN,27161,635,482,538,74,394,29,0,354,28,2.586207
2017,NC,37107,1278,891,1151,321,523,75,0,494,74,3.346667
2017,PR,72005,591,507,572,178,301,18,0,201,18,2.166667
2015,WI,55019,1038,847,969,209,600,49,0,567,48,2.408163
2016,AK,02261,314,204,254,50,148,2,0,141,2,2.000000
2015,GA,13149,446,259,316,93,157,18,0,137,17,3.055556
2015,CA,06015,747,526,664,147,363,33,0,357,32,2.363636
2016,MT,30085,135,100,117,39,57,11,0,51,10,3.181818
2015,FL,12045,925,587,793,192,370,47,0,361,47,2.957447
2017,IL,17087,355,279,316,100,160,26,0,155,24,2.692308
2017,ID,16069,1699,1265,1541,203,992,49,0,952,45,2.387755
2015,MN,27075,437,324,377,77,234,24,0,225,24,2.375000
2016,MI,26135,313,253,290,73,167,18,0,159,18,2.055556
2016,UT,49019,511,370,461,88,264,5,0,261,4,2.400000
2015,MS,28099,595,481,552,153,314,37,0,286,37,3.783784
2015,MN,27065,751,560,663,149,389,65,1,369,64,2.830769
2017,GA,13319,170,136,157,51,80,12,0,74,12,3.333333
2017,OH,39167,1497,1105,1347,266,778,69,0,754,69,2.217391
2016,MI,26151,1300,1038,1204,258,742,99,10,689,99,2.272727
2017,TN,47023,605,446,525,88,342,50,0,314,47,2.760000
2015,GA,13083,684,551,625,142,394,21,1,322,21,4.809524
2017,CO,08047,574,375,498,76,283,16,0,272,15,2.562500
2017,GA,13317,298,235,279,53,179,57,1,170,57,3.333333
2016,PR,72087,373,298,324,136,157,20,0,99,20,2.200000
2015,IN,18047,949,803,899,215,527,28,0,485,25,2.571429
2016,PR,72067,243,199,226,64,122,6,0,80,6,2.166667
2015,ID,16067,541,417,478,124,259,19,0,249,19,2.263158
2015,IL,17173,419,332,364,70,252,19,0,217,18,2.736842
2015,NE,31101,383,301,322,58,235,27,0,211,26,2.592593
2017,TX,48007,1326,941,1170,305,585,77,2,553,76,3.909091
2017,LA,22077,747,592,694,163,404,133,1,371,131,3.428571
2017,AR,05121,744,585,671,147,404,48,0,364,46,2.541667
2015,AZ,04012,436,306,391,100,190,14,0,186,14,3.357143
2015,IN,18079,1008,793,906,237,516,38,1,456,36,2.578947
2017,TN,47005,556,424,490,104,293,49,0,252,49,2.897959
2016,TX,48159,422,295,357,80,194,30,0,186,29,2.833333
2016,CA,06011,933,683,851,222,435,22,0,426,21,2.227273
2015,WA,53019,203,138,179,47,89,7,0,87,7,2.000000
2016,MO,29069,525,407,471,151,243,53,0,228,53,2.396226
2015,MN,27161,618,468,523,70,373,36,0,336,34,2.361111
2015,MO,29135,482,410,457,83,302,19,0,283,19,2.842105
2016,PR,72131,377,316,349,105,194,6,0,130,6,2.000000
2015,MN,27121,425,308,361,68,234,18,0,227,18,2.388889
2016,IA,19141,241,188,221,45,139,10,0,129,8,2.600000
2015,PA,42067,708,592,676,165,412,32,0,344,29,2.656250
2017,GA,13269,165,130,150,44,80,20,1,70,20,3.650000
2016,ME,23021,665,550,610,152,384,39,0,347,39,2.230769
2017,OH,39171,1153,955,1083,208,710,49,0,663,47,2.387755
2017,KS,20133,292,216,252,47,158,29,0,148,28,2.517241
2017,NE,31013,299,233,276,52,175,13,0,161,13,2.230769
2017,CO,08063,260,201,234,72,117,17,0,105,16,2.294118
2016,AR,05039,197,156,178,64,88,25,0,71,24,3.720000
2017,MI,26003,218,165,200,54,99,6,0,96,6,2.666667
2016,TX,48331,750,553,668,198,336,62,0,318,62,3.483871
2016,TN,47087,433,324,383,128,182,49,0,172,49,3.244898
2017,ND,38021,115,83,93,17,66,5,0,57,5,2.400000
2017,WI,55011,359,276,339,62,201,11,0,186,11,2.272727
2016,WY,56011,301,200,238,50,135,10,0,126,10,2.700000
2015,NE,31151,453,336,374,65,259,14,0,239,13,3.214286
2017,NY,36097,626,518,596,113,381,24,1,285,24,2.791667
2017,IA,19091,267,223,246,34,183,8,0,176,8,2.625000
2015,FL,12043,199,149,181,62,84,22,0,81,22,2.636364
2015,GA,13191,546,436,495,128,295,42,0,267,42,3.357143
2017,ID,16049,461,343,434,89,233,3,0,228,3,2.000000
2016,IA,19119,305,266,286,49,201,9,0,190,9,2.222222
2015,AL,01027,319,253,309,123,124,16,0,114,15,3.312500
2015,IA,19001,182,152,166,35,112,6,0,97,5,3.833333
2015,MT,30001,294,176,224,36,135,7,0,127,7,2.714286
2016,WY,56017,193,154,175,38,101,7,0,93,7,2.285714
2015,CA,06049,269,194,250,74,108,10,0,104,10,2.300000
2016,TX,48489,268,182,234,88,82,15,0,71,15,2.466667
2017,UT,49001,301,194,236,26,162,13,0,158,13,2.153846
2017,TX,48451,3853,2613,3130,557,1968,218,0,1823,211,2.623853
2015,TX,48185,949,677,849,225,418,98,1,383,97,3.846939
2016,VA,51735,742,516,639,99,399,9,0,372,7,2.777778
2017,OK,40141,184,154,165,46,95,22,0,74,22,2.863636
2017,LA,22091,369,276,350,131,128,49,0,119,49,5.081633
2017,OK,40087,2194,1573,1830,333,1163,109,1,1021,105,3.238532
2015,TX,48395,430,315,390,110,178,41,0,167,41,3.463415
2015,AR,05113,431,319,371,102,199,29,0,180,29,3.172414
2016,IL,17193,334,277,315,79,190,20,0,178,20,3.250000
2015,TX,48459,1465,1097,1298,319,720,211,1,690,206,3.227488
2015,GA,13177,1515,1131,1303,256,831,32,0,768,32,2.937500
2015,SC,45061,338,271,325,178,83,19,0,76,19,5.105263
2015,IN,18025,341,277,318,87,173,33,0,160,31,2.818182
2016,IA,19149,1143,988,1081,143,817,26,0,736,20,3.423077
2015,GA,13071,1080,823,972,297,501,87,0,461,84,2.931034
2016,NC,37007,575,422,520,169,227,46,0,210,46,3.043478
2015,KY,21043,580,402,515,161,217,40,0,205,40,3.950000
2017,AR,05149,670,481,570,146,308,51,0,276,50,2.980392
2017,IA,19015,1178,911,1029,165,709,74,0,617,64,2.972973
2017,CO,08033,77,50,65,16,32,7,0,31,7,2.142857
2017,OK,40001,403,302,361,103,186,28,1,159,26,4.035714
2017,AR,05021,401,318,363,100,202,30,1,176,30,2.633333
2017,MT,30067,827,566,722,107,442,11,0,433,11,2.363636
2015,OK,40087,2045,1470,1717,351,1052,89,0,894,86,3.382022
