id	status	score	a	a_key	c	c_key	a_schema	c_schema	a_rows	c_rows	via	via_count	tags	look_for	charts	traps	found	finding_ids	by	date
H:ENVIRONMENT__FED_EPA_NPDES_NPDES_PS_VIOLATIONS~ENVIRONMENT__FED_EPA_TRI_BASIC_2023	untouched	4.4	ENVIRONMENT__FED_EPA_NPDES_NPDES_PS_VIOLATIONS	NPDES_ID	ENVIRONMENT__FED_EPA_TRI_BASIC_2023	FRS_ID	ENVIRONMENT	ENVIRONMENT	397615	78647	NPDES_ID to FRS_ID via FED_EPA_NPDES_NPDES_INSPECTIONS, FED_EPA_NPDES_NPDES_INFORMAL_ENFORCEMENT_ACTIONS	1	HARM HOP	does it land: share of FED_EPA_NPDES_NPDES_PS_VIOLATIONS NPDES_ID values that reach a FRS_ID through the crosswalk, and on to FED_EPA_TRI_BASIC_2023 :: flow diagram | gap: share of FED_EPA_NPDES_NPDES_PS_VIOLATIONS rows with a VIOLATION_DESC, matched vs unmatched :: paired bars | gap: C_14_HORIZONTAL_DATUM in FED_EPA_TRI_BASIC_2023 for matched vs unmatched :: paired bars | after: does FED_EPA_TRI_BASIC_2023 keep going after REPORT_RECEIVED_DATE in FED_EPA_NPDES_NPDES_PS_VIOLATIONS :: before-after line	before-after_line flow_diagram paired_bars	nursing-home-chow-flag-constant reach-is-not-a-usable-join				
H:ENVIRONMENT__FED_EPA_NPDES_NPDES_PS_VIOLATIONS~ENVIRONMENT__FED_EPA_TRI_FACILITY	untouched	4.4	ENVIRONMENT__FED_EPA_NPDES_NPDES_PS_VIOLATIONS	NPDES_ID	ENVIRONMENT__FED_EPA_TRI_FACILITY	FRS_ID	ENVIRONMENT	ENVIRONMENT	397615	64990	NPDES_ID to FRS_ID via FED_EPA_NPDES_NPDES_INSPECTIONS, FED_EPA_NPDES_NPDES_INFORMAL_ENFORCEMENT_ACTIONS	1	HARM HOP	does it land: share of FED_EPA_NPDES_NPDES_PS_VIOLATIONS NPDES_ID values that reach a FRS_ID through the crosswalk, and on to FED_EPA_TRI_FACILITY :: flow diagram | gap: share of FED_EPA_NPDES_NPDES_PS_VIOLATIONS rows with a VIOLATION_DESC, matched vs unmatched :: paired bars | gap: ASGN_TECHNICAL_CONTACT in FED_EPA_TRI_FACILITY for matched vs unmatched :: paired bars | after: does FED_EPA_TRI_FACILITY keep going after REPORT_RECEIVED_DATE in FED_EPA_NPDES_NPDES_PS_VIOLATIONS :: before-after line	before-after_line flow_diagram paired_bars	nursing-home-chow-flag-constant reach-is-not-a-usable-join				
H:ENVIRONMENT__FED_EPA_NPDES_NPDES_SE_VIOLATIONS~ENVIRONMENT__FED_EPA_TRI_BASIC_2023	untouched	4.4	ENVIRONMENT__FED_EPA_NPDES_NPDES_SE_VIOLATIONS	NPDES_ID	ENVIRONMENT__FED_EPA_TRI_BASIC_2023	FRS_ID	ENVIRONMENT	ENVIRONMENT	305445	78647	NPDES_ID to FRS_ID via FED_EPA_NPDES_NPDES_INSPECTIONS, FED_EPA_NPDES_NPDES_INFORMAL_ENFORCEMENT_ACTIONS	1	HARM HOP	does it land: share of FED_EPA_NPDES_NPDES_SE_VIOLATIONS NPDES_ID values that reach a FRS_ID through the crosswalk, and on to FED_EPA_TRI_BASIC_2023 :: flow diagram | gap: share of FED_EPA_NPDES_NPDES_SE_VIOLATIONS rows with a VIOLATION_DESC, matched vs unmatched :: paired bars | gap: C_14_HORIZONTAL_DATUM in FED_EPA_TRI_BASIC_2023 for matched vs unmatched :: paired bars | after: does FED_EPA_TRI_BASIC_2023 keep going after SINGLE_EVENT_VIOLATION_DATE in FED_EPA_NPDES_NPDES_SE_VIOLATIONS :: before-after line	before-after_line flow_diagram paired_bars	nursing-home-chow-flag-constant reach-is-not-a-usable-join				
H:ENVIRONMENT__FED_EPA_NPDES_NPDES_SE_VIOLATIONS~ENVIRONMENT__FED_EPA_TRI_FACILITY	untouched	4.4	ENVIRONMENT__FED_EPA_NPDES_NPDES_SE_VIOLATIONS	NPDES_ID	ENVIRONMENT__FED_EPA_TRI_FACILITY	FRS_ID	ENVIRONMENT	ENVIRONMENT	305445	64990	NPDES_ID to FRS_ID via FED_EPA_NPDES_NPDES_INSPECTIONS, FED_EPA_NPDES_NPDES_INFORMAL_ENFORCEMENT_ACTIONS	1	HARM HOP	does it land: share of FED_EPA_NPDES_NPDES_SE_VIOLATIONS NPDES_ID values that reach a FRS_ID through the crosswalk, and on to FED_EPA_TRI_FACILITY :: flow diagram | gap: share of FED_EPA_NPDES_NPDES_SE_VIOLATIONS rows with a VIOLATION_DESC, matched vs unmatched :: paired bars | gap: ASGN_TECHNICAL_CONTACT in FED_EPA_TRI_FACILITY for matched vs unmatched :: paired bars | after: does FED_EPA_TRI_FACILITY keep going after SINGLE_EVENT_VIOLATION_DATE in FED_EPA_NPDES_NPDES_SE_VIOLATIONS :: before-after line	before-after_line flow_diagram paired_bars	nursing-home-chow-flag-constant reach-is-not-a-usable-join				
H:ENVIRONMENT__XC_EPA_CORPORATE_CROSSWALK~HEALTH__FED_FDA_GUDID	untouched	4.4	ENVIRONMENT__XC_EPA_CORPORATE_CROSSWALK	UEI	HEALTH__FED_FDA_GUDID	DUNS	ENVIRONMENT	HEALTH	5300149	5083948	UEI to DUNS via FED_USASPENDING_ASSISTANCE_FULL, FED_USASPENDING_CONTRACTS_FULL_R2 +5	1	CROSS HOP	does it land: share of XC_EPA_CORPORATE_CROSSWALK UEI values that reach a DUNS through the crosswalk, and on to FED_FDA_GUDID :: flow diagram | gap: MATCH_CONFIDENCE in XC_EPA_CORPORATE_CROSSWALK for matched vs unmatched :: paired bars	flow_diagram paired_bars	ein-and-cik-width-mismatch				
H:FINANCE__FED_EPA_ICIS_FEC_CASE_ENFORCEMENT_CONCLUSION_FACILITIES~FINANCE__FED_SEC_EDGAR_FINANCIALS	untouched	4.4	FINANCE__FED_EPA_ICIS_FEC_CASE_ENFORCEMENT_CONCLUSION_FACILITIES	FRS_ID	FINANCE__FED_SEC_EDGAR_FINANCIALS	CIK	FINANCE	FINANCE	150866	55635	FRS_ID to CIK via XC_EPA_CORPORATE_CROSSWALK	1	HARM HOP	does it land: share of FED_EPA_ICIS_FEC_CASE_ENFORCEMENT_CONCLUSION_FACILITIES FRS_ID values that reach a CIK through the crosswalk, and on to FED_SEC_EDGAR_FINANCIALS :: flow diagram	flow_diagram	ein-and-cik-width-mismatch reach-is-not-a-usable-join				
H:FINANCE__FED_EPA_ICIS_FEC_CASE_ENFORCEMENT_CONCLUSION_FACILITIES~FINANCE__FED_SEC_EDGAR_INSIDERS	untouched	4.4	FINANCE__FED_EPA_ICIS_FEC_CASE_ENFORCEMENT_CONCLUSION_FACILITIES	FRS_ID	FINANCE__FED_SEC_EDGAR_INSIDERS	CIK	FINANCE	FINANCE	150866	69259	FRS_ID to CIK via XC_EPA_CORPORATE_CROSSWALK	1	HARM HOP	does it land: share of FED_EPA_ICIS_FEC_CASE_ENFORCEMENT_CONCLUSION_FACILITIES FRS_ID values that reach a CIK through the crosswalk, and on to FED_SEC_EDGAR_INSIDERS :: flow diagram	flow_diagram	ein-and-cik-width-mismatch reach-is-not-a-usable-join				
H:FINANCE__FED_IRS527_SCHEDULE_B_EXPENDITURES~FINANCE__FED_SEC_EDGAR_INSIDERS	untouched	4.4	FINANCE__FED_IRS527_SCHEDULE_B_EXPENDITURES	EIN	FINANCE__FED_SEC_EDGAR_INSIDERS	CIK	FINANCE	FINANCE	8191177	69259	EIN to CIK via FED_SEC_EDGAR_FINANCIALS, FED_US_SEC_EDGAR +10	1	MONEY HOP	does it land: share of FED_IRS527_SCHEDULE_B_EXPENDITURES EIN values that reach a CIK through the crosswalk, and on to FED_SEC_EDGAR_INSIDERS :: flow diagram | gap: EXPENDITURE_AMOUNT in FED_IRS527_SCHEDULE_B_EXPENDITURES for matched vs unmatched :: paired bars	flow_diagram paired_bars	ein-and-cik-width-mismatch reach-is-not-a-usable-join				
H:ECONOMICS__INTL_GLEIF_REPEX~ENVIRONMENT__FED_EPA_FRS_FRS_FACILITIES	untouched	4.3	ECONOMICS__INTL_GLEIF_REPEX	LEI	ENVIRONMENT__FED_EPA_FRS_FRS_FACILITIES	FRS_ID	ECONOMICS	ENVIRONMENT	6313372	3277557	LEI to FRS_ID via XC_EPA_CORPORATE_CROSSWALK	1	CROSS HOP	does it land: share of INTL_GLEIF_REPEX LEI values that reach a FRS_ID through the crosswalk, and on to FED_EPA_FRS_FRS_FACILITIES :: flow diagram	flow_diagram	reach-is-not-a-usable-join				
H:ECONOMICS__INTL_GLEIF_REPEX~ENVIRONMENT__FED_EPA_FRS_FRS_PROGRAM_LINKS	untouched	4.3	ECONOMICS__INTL_GLEIF_REPEX	LEI	ENVIRONMENT__FED_EPA_FRS_FRS_PROGRAM_LINKS	FRS_ID	ECONOMICS	ENVIRONMENT	6313372	4406498	LEI to FRS_ID via XC_EPA_CORPORATE_CROSSWALK	1	CROSS HOP	does it land: share of INTL_GLEIF_REPEX LEI values that reach a FRS_ID through the crosswalk, and on to FED_EPA_FRS_FRS_PROGRAM_LINKS :: flow diagram	flow_diagram	reach-is-not-a-usable-join				
H:ECONOMICS__INTL_GLEIF~ENVIRONMENT__FED_EPA_FRS_FACILITIES	untouched	4.3	ECONOMICS__INTL_GLEIF	LEI	ENVIRONMENT__FED_EPA_FRS_FACILITIES	FRS_ID	ECONOMICS	ENVIRONMENT	3382301	5300149	LEI to FRS_ID via XC_EPA_CORPORATE_CROSSWALK	1	CROSS HOP	does it land: share of INTL_GLEIF LEI values that reach a FRS_ID through the crosswalk, and on to FED_EPA_FRS_FACILITIES :: flow diagram	flow_diagram	reach-is-not-a-usable-join				
H:ECONOMICS__INTL_GLEIF~ENVIRONMENT__FED_EPA_FRS_FRS_FACILITIES	untouched	4.3	ECONOMICS__INTL_GLEIF	LEI	ENVIRONMENT__FED_EPA_FRS_FRS_FACILITIES	FRS_ID	ECONOMICS	ENVIRONMENT	3382301	3277557	LEI to FRS_ID via XC_EPA_CORPORATE_CROSSWALK	1	CROSS HOP	does it land: share of INTL_GLEIF LEI values that reach a FRS_ID through the crosswalk, and on to FED_EPA_FRS_FRS_FACILITIES :: flow diagram	flow_diagram	reach-is-not-a-usable-join				
H:ECONOMICS__INTL_GLEIF~ENVIRONMENT__FED_EPA_FRS_FRS_PROGRAM_LINKS	untouched	4.3	ECONOMICS__INTL_GLEIF	LEI	ENVIRONMENT__FED_EPA_FRS_FRS_PROGRAM_LINKS	FRS_ID	ECONOMICS	ENVIRONMENT	3382301	4406498	LEI to FRS_ID via XC_EPA_CORPORATE_CROSSWALK	1	CROSS HOP	does it land: share of INTL_GLEIF LEI values that reach a FRS_ID through the crosswalk, and on to FED_EPA_FRS_FRS_PROGRAM_LINKS :: flow diagram	flow_diagram	reach-is-not-a-usable-join				
H:FINANCE__FED_EPA_ICIS_FEC_CASE_ENFORCEMENT_CONCLUSION_FACILITIES~FINANCE__FED_SEC_INVESTMENT_COMPANY_SERIES_CLASS	untouched	4.3	FINANCE__FED_EPA_ICIS_FEC_CASE_ENFORCEMENT_CONCLUSION_FACILITIES	FRS_ID	FINANCE__FED_SEC_INVESTMENT_COMPANY_SERIES_CLASS	CIK	FINANCE	FINANCE	150866	43123	FRS_ID to CIK via XC_EPA_CORPORATE_CROSSWALK	1	HARM HOP	does it land: share of FED_EPA_ICIS_FEC_CASE_ENFORCEMENT_CONCLUSION_FACILITIES FRS_ID values that reach a CIK through the crosswalk, and on to FED_SEC_INVESTMENT_COMPANY_SERIES_CLASS :: flow diagram	flow_diagram	ein-and-cik-width-mismatch reach-is-not-a-usable-join				
H:FINANCE__FED_IRS527_SCHEDULE_B_EXPENDITURES~FINANCE__FED_SEC_INVESTMENT_COMPANY_SERIES_CLASS	untouched	4.3	FINANCE__FED_IRS527_SCHEDULE_B_EXPENDITURES	EIN	FINANCE__FED_SEC_INVESTMENT_COMPANY_SERIES_CLASS	CIK	FINANCE	FINANCE	8191177	43123	EIN to CIK via FED_SEC_EDGAR_FINANCIALS, FED_US_SEC_EDGAR +10	1	MONEY HOP	does it land: share of FED_IRS527_SCHEDULE_B_EXPENDITURES EIN values that reach a CIK through the crosswalk, and on to FED_SEC_INVESTMENT_COMPANY_SERIES_CLASS :: flow diagram | gap: EXPENDITURE_AMOUNT in FED_IRS527_SCHEDULE_B_EXPENDITURES for matched vs unmatched :: paired bars	flow_diagram paired_bars	ein-and-cik-width-mismatch reach-is-not-a-usable-join				
H:ECONOMICS__FED_SEC_EDGAR~HEALTH__FED_CMS_FACILITY_AFFILIATION	untouched	4.2	ECONOMICS__FED_SEC_EDGAR	EIN	HEALTH__FED_CMS_FACILITY_AFFILIATION	CCN	ECONOMICS	HEALTH	200	2260193	EIN to CCN via XWALK_HOSPITAL_CCN_EIN	1	PEOPLE CROSS HOP	does it land: share of FED_SEC_EDGAR EIN values that reach a CCN through the crosswalk, and on to FED_CMS_FACILITY_AFFILIATION :: flow diagram	flow_diagram	ein-and-cik-width-mismatch facility-affiliation-underreports				
H:ECONOMICS__FED_SEC_EDGAR~HEALTH__FED_CMS_HOSPITAL_ENROLLMENTS	untouched	4.2	ECONOMICS__FED_SEC_EDGAR	EIN	HEALTH__FED_CMS_HOSPITAL_ENROLLMENTS	CCN	ECONOMICS	HEALTH	200	9175	EIN to CCN via XWALK_HOSPITAL_CCN_EIN	1	PEOPLE CROSS HOP	does it land: share of FED_SEC_EDGAR EIN values that reach a CCN through the crosswalk, and on to FED_CMS_HOSPITAL_ENROLLMENTS :: flow diagram	flow_diagram	ein-and-cik-width-mismatch no-org-to-person-enrollment-bridge reach-is-not-a-usable-join				
H:ECONOMICS__INTL_GLEIF_REPEX~ENVIRONMENT__FED_EPA_FRS_FRS_NAICS_CODES	untouched	4.2	ECONOMICS__INTL_GLEIF_REPEX	LEI	ENVIRONMENT__FED_EPA_FRS_FRS_NAICS_CODES	FRS_ID	ECONOMICS	ENVIRONMENT	6313372	2179702	LEI to FRS_ID via XC_EPA_CORPORATE_CROSSWALK	1	CROSS HOP	does it land: share of INTL_GLEIF_REPEX LEI values that reach a FRS_ID through the crosswalk, and on to FED_EPA_FRS_FRS_NAICS_CODES :: flow diagram	flow_diagram					
H:ECONOMICS__INTL_GLEIF~ENVIRONMENT__FED_EPA_FRS_FRS_NAICS_CODES	untouched	4.2	ECONOMICS__INTL_GLEIF	LEI	ENVIRONMENT__FED_EPA_FRS_FRS_NAICS_CODES	FRS_ID	ECONOMICS	ENVIRONMENT	3382301	2179702	LEI to FRS_ID via XC_EPA_CORPORATE_CROSSWALK	1	CROSS HOP	does it land: share of INTL_GLEIF LEI values that reach a FRS_ID through the crosswalk, and on to FED_EPA_FRS_FRS_NAICS_CODES :: flow diagram	flow_diagram					
H:FINANCE__FED_EPA_ICIS_FEC_EPA_INFORMAL_ENFORCEMENT_ACTIONS~FINANCE__FED_SEC_13F_SUBMISSIONS	untouched	4.2	FINANCE__FED_EPA_ICIS_FEC_EPA_INFORMAL_ENFORCEMENT_ACTIONS	FRS_ID	FINANCE__FED_SEC_13F_SUBMISSIONS	CIK	FINANCE	FINANCE	21930	336124	FRS_ID to CIK via XC_EPA_CORPORATE_CROSSWALK	1	HARM HOP	does it land: share of FED_EPA_ICIS_FEC_EPA_INFORMAL_ENFORCEMENT_ACTIONS FRS_ID values that reach a CIK through the crosswalk, and on to FED_SEC_13F_SUBMISSIONS :: flow diagram | after: does FED_SEC_13F_SUBMISSIONS keep going after ACHIEVED_DATE in FED_EPA_ICIS_FEC_EPA_INFORMAL_ENFORCEMENT_ACTIONS :: before-after line	before-after_line flow_diagram	ein-and-cik-width-mismatch				
H:FINANCE__FED_EPA_ICIS_FEC_EPA_INFORMAL_ENFORCEMENT_ACTIONS~FINANCE__FED_SEC_EDGAR_FINANCIALS	untouched	4.2	FINANCE__FED_EPA_ICIS_FEC_EPA_INFORMAL_ENFORCEMENT_ACTIONS	FRS_ID	FINANCE__FED_SEC_EDGAR_FINANCIALS	CIK	FINANCE	FINANCE	21930	55635	FRS_ID to CIK via XC_EPA_CORPORATE_CROSSWALK	1	HARM HOP	does it land: share of FED_EPA_ICIS_FEC_EPA_INFORMAL_ENFORCEMENT_ACTIONS FRS_ID values that reach a CIK through the crosswalk, and on to FED_SEC_EDGAR_FINANCIALS :: flow diagram | after: does FED_SEC_EDGAR_FINANCIALS keep going after ACHIEVED_DATE in FED_EPA_ICIS_FEC_EPA_INFORMAL_ENFORCEMENT_ACTIONS :: before-after line	before-after_line flow_diagram	ein-and-cik-width-mismatch				
H:FINANCE__FED_EPA_ICIS_FEC_EPA_INFORMAL_ENFORCEMENT_ACTIONS~FINANCE__FED_SEC_EDGAR_INSIDERS	untouched	4.2	FINANCE__FED_EPA_ICIS_FEC_EPA_INFORMAL_ENFORCEMENT_ACTIONS	FRS_ID	FINANCE__FED_SEC_EDGAR_INSIDERS	CIK	FINANCE	FINANCE	21930	69259	FRS_ID to CIK via XC_EPA_CORPORATE_CROSSWALK	1	HARM HOP	does it land: share of FED_EPA_ICIS_FEC_EPA_INFORMAL_ENFORCEMENT_ACTIONS FRS_ID values that reach a CIK through the crosswalk, and on to FED_SEC_EDGAR_INSIDERS :: flow diagram | after: does FED_SEC_EDGAR_INSIDERS keep going after ACHIEVED_DATE in FED_EPA_ICIS_FEC_EPA_INFORMAL_ENFORCEMENT_ACTIONS :: before-after line	before-after_line flow_diagram	ein-and-cik-width-mismatch				
H:FINANCE__FED_EPA_ICIS_FEC_EPA_INFORMAL_ENFORCEMENT_ACTIONS~FINANCE__FED_SEC_INSIDER_SUBMISSION	untouched	4.2	FINANCE__FED_EPA_ICIS_FEC_EPA_INFORMAL_ENFORCEMENT_ACTIONS	FRS_ID	FINANCE__FED_SEC_INSIDER_SUBMISSION	CIK	FINANCE	FINANCE	21930	1772088	FRS_ID to CIK via XC_EPA_CORPORATE_CROSSWALK	1	HARM HOP	does it land: share of FED_EPA_ICIS_FEC_EPA_INFORMAL_ENFORCEMENT_ACTIONS FRS_ID values that reach a CIK through the crosswalk, and on to FED_SEC_INSIDER_SUBMISSION :: flow diagram | after: does FED_SEC_INSIDER_SUBMISSION keep going after ACHIEVED_DATE in FED_EPA_ICIS_FEC_EPA_INFORMAL_ENFORCEMENT_ACTIONS :: before-after line	before-after_line flow_diagram	ein-and-cik-width-mismatch				
H:FINANCE__FED_EPA_ICIS_FEC_EPA_INFORMAL_ENFORCEMENT_ACTIONS~FINANCE__FED_SEC_INVESTMENT_COMPANY_SERIES_CLASS	untouched	4.2	FINANCE__FED_EPA_ICIS_FEC_EPA_INFORMAL_ENFORCEMENT_ACTIONS	FRS_ID	FINANCE__FED_SEC_INVESTMENT_COMPANY_SERIES_CLASS	CIK	FINANCE	FINANCE	21930	43123	FRS_ID to CIK via XC_EPA_CORPORATE_CROSSWALK	1	HARM HOP	does it land: share of FED_EPA_ICIS_FEC_EPA_INFORMAL_ENFORCEMENT_ACTIONS FRS_ID values that reach a CIK through the crosswalk, and on to FED_SEC_INVESTMENT_COMPANY_SERIES_CLASS :: flow diagram | after: does FED_SEC_INVESTMENT_COMPANY_SERIES_CLASS keep going after ACHIEVED_DATE in FED_EPA_ICIS_FEC_EPA_INFORMAL_ENFORCEMENT_ACTIONS :: before-after line	before-after_line flow_diagram	ein-and-cik-width-mismatch reach-is-not-a-usable-join				
H:HEALTH__FED_CMS_FACILITY_LEVEL_MINIMUM_DATA_SET_FREQUENCY~HEALTH__FED_CMS_FISCAL_INTERMEDIARY_SHARED_SYSTEM_ATTENDING_AND_RENDERING	untouched	4.2	HEALTH__FED_CMS_FACILITY_LEVEL_MINIMUM_DATA_SET_FREQUENCY	CCN	HEALTH__FED_CMS_FISCAL_INTERMEDIARY_SHARED_SYSTEM_ATTENDING_AND_RENDERING	NPI	HEALTH	HEALTH	31403215	2047828	CCN to NPI via FED_CMS_FACILITY_AFFILIATION, FED_CMS_SKILLED_NURSING_FACILITY_ENROLLMENTS +1	1	PEOPLE HOP	does it land: share of FED_CMS_FACILITY_LEVEL_MINIMUM_DATA_SET_FREQUENCY CCN values that reach a NPI through the crosswalk, and on to FED_CMS_FISCAL_INTERMEDIARY_SHARED_SYSTEM_ATTENDING_AND_RENDERING :: flow diagram | gap: OVERALL_PERCENT in FED_CMS_FACILITY_LEVEL_MINIMUM_DATA_SET_FREQUENCY for matched vs unmatched :: paired bars	flow_diagram paired_bars	reach-is-not-a-usable-join				
H:HEALTH__FED_CMS_FACILITY_LEVEL_MINIMUM_DATA_SET_FREQUENCY~HEALTH__FED_CMS_ORDER_AND_REFERRING	untouched	4.2	HEALTH__FED_CMS_FACILITY_LEVEL_MINIMUM_DATA_SET_FREQUENCY	CCN	HEALTH__FED_CMS_ORDER_AND_REFERRING	NPI	HEALTH	HEALTH	31403215	2018354	CCN to NPI via FED_CMS_FACILITY_AFFILIATION, FED_CMS_SKILLED_NURSING_FACILITY_ENROLLMENTS +1	1	PEOPLE HOP	does it land: share of FED_CMS_FACILITY_LEVEL_MINIMUM_DATA_SET_FREQUENCY CCN values that reach a NPI through the crosswalk, and on to FED_CMS_ORDER_AND_REFERRING :: flow diagram | gap: OVERALL_PERCENT in FED_CMS_FACILITY_LEVEL_MINIMUM_DATA_SET_FREQUENCY for matched vs unmatched :: paired bars	flow_diagram paired_bars	reach-is-not-a-usable-join				
H:HEALTH__FED_CMS_FACILITY_LEVEL_MINIMUM_DATA_SET_FREQUENCY~HEALTH__FED_CMS_PECOS_PROVIDER_ENROLLMENT	untouched	4.2	HEALTH__FED_CMS_FACILITY_LEVEL_MINIMUM_DATA_SET_FREQUENCY	CCN	HEALTH__FED_CMS_PECOS_PROVIDER_ENROLLMENT	NPI	HEALTH	HEALTH	31403215	2978925	CCN to NPI via FED_CMS_FACILITY_AFFILIATION, FED_CMS_SKILLED_NURSING_FACILITY_ENROLLMENTS +1; CCN to PECOS_PAC_ID via FED_CMS_FACILITY_AFFILIATION, FED_CMS_SKILLED_NURSING_FACILITY_ENROLLMENTS; CCN to PECOS_ENRLMT_ID via FED_CMS_SKILLED_NURSING_FACILITY_ENROLLMENTS	3	PEOPLE HOP	does it land: share of FED_CMS_FACILITY_LEVEL_MINIMUM_DATA_SET_FREQUENCY CCN values that reach a NPI through the crosswalk, and on to FED_CMS_PECOS_PROVIDER_ENROLLMENT :: flow diagram | gap: OVERALL_PERCENT in FED_CMS_FACILITY_LEVEL_MINIMUM_DATA_SET_FREQUENCY for matched vs unmatched :: paired bars	flow_diagram paired_bars	no-org-to-person-enrollment-bridge reach-is-not-a-usable-join				
H:ECONOMICS__FED_IRS_990_EFILE_INDEX~FINANCE__FED_SEC_INSIDER_SUBMISSION	untouched	4.1	ECONOMICS__FED_IRS_990_EFILE_INDEX	EIN	FINANCE__FED_SEC_INSIDER_SUBMISSION	CIK	ECONOMICS	FINANCE	5544626	1772088	EIN to CIK via FED_SEC_EDGAR_FINANCIALS, FED_US_SEC_EDGAR +10	1	CROSS HOP	does it land: share of FED_IRS_990_EFILE_INDEX EIN values that reach a CIK through the crosswalk, and on to FED_SEC_INSIDER_SUBMISSION :: flow diagram	flow_diagram	ein-and-cik-width-mismatch				
H:ECONOMICS__FED_IRS_PUB78_ELIGIBLE_DONEES~ENVIRONMENT__XC_EPA_CORPORATE_CROSSWALK	untouched	4.1	ECONOMICS__FED_IRS_PUB78_ELIGIBLE_DONEES	EIN	ENVIRONMENT__XC_EPA_CORPORATE_CROSSWALK	CIK	ECONOMICS	ENVIRONMENT	1435544	5300149	EIN to CIK via FED_SEC_EDGAR_FINANCIALS, FED_US_SEC_EDGAR +10	1	CROSS HOP	does it land: share of FED_IRS_PUB78_ELIGIBLE_DONEES EIN values that reach a CIK through the crosswalk, and on to XC_EPA_CORPORATE_CROSSWALK :: flow diagram | gap: MATCH_CONFIDENCE in XC_EPA_CORPORATE_CROSSWALK for matched vs unmatched :: paired bars	flow_diagram paired_bars	ein-and-cik-width-mismatch				
H:ECONOMICS__FED_IRS_PUB78_ELIGIBLE_DONEES~FINANCE__FED_SEC_INSIDER_SUBMISSION	untouched	4.1	ECONOMICS__FED_IRS_PUB78_ELIGIBLE_DONEES	EIN	FINANCE__FED_SEC_INSIDER_SUBMISSION	CIK	ECONOMICS	FINANCE	1435544	1772088	EIN to CIK via FED_SEC_EDGAR_FINANCIALS, FED_US_SEC_EDGAR +10	1	CROSS HOP	does it land: share of FED_IRS_PUB78_ELIGIBLE_DONEES EIN values that reach a CIK through the crosswalk, and on to FED_SEC_INSIDER_SUBMISSION :: flow diagram	flow_diagram	ein-and-cik-width-mismatch				
H:ECONOMICS__INTL_GLEIF_REPEX~ENVIRONMENT__FED_EPA_NPDES_NPDES_INSPECTIONS	untouched	4.1	ECONOMICS__INTL_GLEIF_REPEX	LEI	ENVIRONMENT__FED_EPA_NPDES_NPDES_INSPECTIONS	FRS_ID	ECONOMICS	ENVIRONMENT	6313372	1900067	LEI to FRS_ID via XC_EPA_CORPORATE_CROSSWALK	1	CROSS HOP	does it land: share of INTL_GLEIF_REPEX LEI values that reach a FRS_ID through the crosswalk, and on to FED_EPA_NPDES_NPDES_INSPECTIONS :: flow diagram | after: does INTL_GLEIF_REPEX keep going after ACTUAL_BEGIN_DATE in FED_EPA_NPDES_NPDES_INSPECTIONS :: before-after line	before-after_line flow_diagram					
H:ECONOMICS__INTL_GLEIF_REPEX~FINANCE__FED_SEC_INSIDER_SUBMISSION	untouched	4.1	ECONOMICS__INTL_GLEIF_REPEX	LEI	FINANCE__FED_SEC_INSIDER_SUBMISSION	CIK	ECONOMICS	FINANCE	6313372	1772088	LEI to CIK via XC_EPA_CORPORATE_CROSSWALK	1	CROSS HOP	does it land: share of INTL_GLEIF_REPEX LEI values that reach a CIK through the crosswalk, and on to FED_SEC_INSIDER_SUBMISSION :: flow diagram	flow_diagram	ein-and-cik-width-mismatch				
H:ECONOMICS__INTL_GLEIF~ENVIRONMENT__FED_EPA_NPDES_NPDES_INSPECTIONS	untouched	4.1	ECONOMICS__INTL_GLEIF	LEI	ENVIRONMENT__FED_EPA_NPDES_NPDES_INSPECTIONS	FRS_ID	ECONOMICS	ENVIRONMENT	3382301	1900067	LEI to FRS_ID via XC_EPA_CORPORATE_CROSSWALK	1	CROSS HOP	does it land: share of INTL_GLEIF LEI values that reach a FRS_ID through the crosswalk, and on to FED_EPA_NPDES_NPDES_INSPECTIONS :: flow diagram | after: does INTL_GLEIF keep going after ACTUAL_BEGIN_DATE in FED_EPA_NPDES_NPDES_INSPECTIONS :: before-after line	before-after_line flow_diagram					
H:ECONOMICS__INTL_GLEIF~FINANCE__FED_SEC_INSIDER_SUBMISSION	untouched	4.1	ECONOMICS__INTL_GLEIF	LEI	FINANCE__FED_SEC_INSIDER_SUBMISSION	CIK	ECONOMICS	FINANCE	3382301	1772088	LEI to CIK via XC_EPA_CORPORATE_CROSSWALK	1	CROSS HOP	does it land: share of INTL_GLEIF LEI values that reach a CIK through the crosswalk, and on to FED_SEC_INSIDER_SUBMISSION :: flow diagram	flow_diagram	ein-and-cik-width-mismatch				
H:ENVIRONMENT__FED_EPA_FRS_FACILITIES~FINANCE__FED_SEC_INSIDER_SUBMISSION	untouched	4.1	ENVIRONMENT__FED_EPA_FRS_FACILITIES	FRS_ID	FINANCE__FED_SEC_INSIDER_SUBMISSION	CIK	ENVIRONMENT	FINANCE	5300149	1772088	FRS_ID to CIK via XC_EPA_CORPORATE_CROSSWALK	1	CROSS HOP	does it land: share of FED_EPA_FRS_FACILITIES FRS_ID values that reach a CIK through the crosswalk, and on to FED_SEC_INSIDER_SUBMISSION :: flow diagram	flow_diagram	ein-and-cik-width-mismatch reach-is-not-a-usable-join				
