id	status	score	key	key_is	a	b	a_schema	b_schema	a_col	b_col	a_rows	b_rows	tags	look_for	charts	traps	found	finding_ids	by	date
P:FEC_CMTE_ID:FINANCE__FED_FEC_LEADERSHIP_PAC~POLITICS__FEC_CAND_CMTE_LINK	untouched	4.0	FEC_CMTE_ID	campaign committee	FINANCE__FED_FEC_LEADERSHIP_PAC	POLITICS__FEC_CAND_CMTE_LINK	FINANCE	POLITICS	FEC_COMMITTEE_ID	CMTE_ID	8619	16229	CROSS	land rate: how many FEC_CMTE_ID values, each a campaign committee, sit on both sides; check a name or state agrees :: overlap bar	overlap_bar					
P:FEC_CMTE_ID:FINANCE__FED_FEC_LEADERSHIP_PAC~POLITICS__FEC_COMMITTEE	untouched	4.0	FEC_CMTE_ID	campaign committee	FINANCE__FED_FEC_LEADERSHIP_PAC	POLITICS__FEC_COMMITTEE	FINANCE	POLITICS	FEC_COMMITTEE_ID	CMTE_ID	8619	40945	CROSS	land rate: how many FEC_CMTE_ID values, each a campaign committee, sit on both sides; check a name or state agrees :: overlap bar	overlap_bar	reach-is-not-a-usable-join				
P:NPI:HEALTH__FED_CLINICALTRIALS~HEALTH__FED_CMS_FEDERALLY_QUALIFIED_HEALTH_CENTER_ENROLLMENTS	untouched	4.0	NPI	doctor or clinic	HEALTH__FED_CLINICALTRIALS	HEALTH__FED_CMS_FEDERALLY_QUALIFIED_HEALTH_CENTER_ENROLLMENTS	HEALTH	HEALTH	NPI	NPI	601694	11063	PEOPLE	land rate: how many NPI values, each a doctor or clinic, sit on both sides; check a name or state agrees :: overlap bar | gap: STUDY_DURATION_DAYS in FED_CLINICALTRIALS for matched vs unmatched :: paired bars	overlap_bar paired_bars	no-org-to-person-enrollment-bridge reach-is-not-a-usable-join				
P:NPI:HEALTH__FED_CLINICALTRIALS~HEALTH__FED_CMS_HOME_HEALTH_AGENCY_ENROLLMENTS	untouched	4.0	NPI	doctor or clinic	HEALTH__FED_CLINICALTRIALS	HEALTH__FED_CMS_HOME_HEALTH_AGENCY_ENROLLMENTS	HEALTH	HEALTH	NPI	NPI	601694	11508	PEOPLE	land rate: how many NPI values, each a doctor or clinic, sit on both sides; check a name or state agrees :: overlap bar | gap: STUDY_DURATION_DAYS in FED_CLINICALTRIALS for matched vs unmatched :: paired bars | gap: LOCATION_OTHER_TYPE_TEXT in FED_CMS_HOME_HEALTH_AGENCY_ENROLLMENTS for matched vs unmatched :: paired bars	overlap_bar paired_bars	no-org-to-person-enrollment-bridge reach-is-not-a-usable-join				
P:NPI:HEALTH__FED_CLINICALTRIALS~HEALTH__FED_CMS_HOSPITAL_ENROLLMENTS	untouched	4.0	NPI	doctor or clinic	HEALTH__FED_CLINICALTRIALS	HEALTH__FED_CMS_HOSPITAL_ENROLLMENTS	HEALTH	HEALTH	NPI	NPI	601694	9175	PEOPLE	land rate: how many NPI values, each a doctor or clinic, sit on both sides; check a name or state agrees :: overlap bar | gap: STUDY_DURATION_DAYS in FED_CLINICALTRIALS for matched vs unmatched :: paired bars	overlap_bar paired_bars	no-org-to-person-enrollment-bridge reach-is-not-a-usable-join				
P:NPI:HEALTH__FED_CMS_FACILITY_AFFILIATION~HEALTH__FED_CMS_FEDERALLY_QUALIFIED_HEALTH_CENTER_ENROLLMENTS	untouched	4.0	NPI	doctor or clinic	HEALTH__FED_CMS_FACILITY_AFFILIATION	HEALTH__FED_CMS_FEDERALLY_QUALIFIED_HEALTH_CENTER_ENROLLMENTS	HEALTH	HEALTH	NPI	NPI	2260193	11063	PEOPLE	land rate: how many NPI values, each a doctor or clinic, sit on both sides; check a name or state agrees :: overlap bar	overlap_bar	facility-affiliation-underreports no-org-to-person-enrollment-bridge reach-is-not-a-usable-join				
P:NPI:HEALTH__FED_CMS_FACILITY_AFFILIATION~HEALTH__FED_CMS_HOME_HEALTH_AGENCY_ENROLLMENTS	untouched	4.0	NPI	doctor or clinic	HEALTH__FED_CMS_FACILITY_AFFILIATION	HEALTH__FED_CMS_HOME_HEALTH_AGENCY_ENROLLMENTS	HEALTH	HEALTH	NPI	NPI	2260193	11508	PEOPLE	land rate: how many NPI values, each a doctor or clinic, sit on both sides; check a name or state agrees :: overlap bar | gap: LOCATION_OTHER_TYPE_TEXT in FED_CMS_HOME_HEALTH_AGENCY_ENROLLMENTS for matched vs unmatched :: paired bars	overlap_bar paired_bars	facility-affiliation-underreports no-org-to-person-enrollment-bridge reach-is-not-a-usable-join				
P:NPI:HEALTH__FED_CMS_FACILITY_AFFILIATION~HEALTH__FED_CMS_HOSPITAL_ENROLLMENTS	untouched	4.0	NPI	doctor or clinic	HEALTH__FED_CMS_FACILITY_AFFILIATION	HEALTH__FED_CMS_HOSPITAL_ENROLLMENTS	HEALTH	HEALTH	NPI	NPI	2260193	9175	PEOPLE	land rate: how many NPI values, each a doctor or clinic, sit on both sides; check a name or state agrees :: overlap bar	overlap_bar	facility-affiliation-underreports no-org-to-person-enrollment-bridge reach-is-not-a-usable-join				
P:NPI:HEALTH__FED_CMS_FEDERALLY_QUALIFIED_HEALTH_CENTER_ENROLLMENTS~HEALTH__FED_CMS_FISCAL_INTERMEDIARY_SHARED_SYSTEM_ATTENDING_AND_RENDERING	untouched	4.0	NPI	doctor or clinic	HEALTH__FED_CMS_FEDERALLY_QUALIFIED_HEALTH_CENTER_ENROLLMENTS	HEALTH__FED_CMS_FISCAL_INTERMEDIARY_SHARED_SYSTEM_ATTENDING_AND_RENDERING	HEALTH	HEALTH	NPI	NPI	11063	2047828	PEOPLE	land rate: how many NPI values, each a doctor or clinic, sit on both sides; check a name or state agrees :: overlap bar	overlap_bar	no-org-to-person-enrollment-bridge reach-is-not-a-usable-join				
P:NPI:HEALTH__FED_CMS_FEDERALLY_QUALIFIED_HEALTH_CENTER_ENROLLMENTS~HEALTH__FED_CMS_HOME_HEALTH_AGENCY_ENROLLMENTS	untouched	4.0	NPI	doctor or clinic	HEALTH__FED_CMS_FEDERALLY_QUALIFIED_HEALTH_CENTER_ENROLLMENTS	HEALTH__FED_CMS_HOME_HEALTH_AGENCY_ENROLLMENTS	HEALTH	HEALTH	NPI	NPI	11063	11508	PEOPLE	land rate: how many NPI values, each a doctor or clinic, sit on both sides; check a name or state agrees :: overlap bar | gap: LOCATION_OTHER_TYPE_TEXT in FED_CMS_HOME_HEALTH_AGENCY_ENROLLMENTS for matched vs unmatched :: paired bars	overlap_bar paired_bars	no-org-to-person-enrollment-bridge reach-is-not-a-usable-join				
P:NPI:HEALTH__FED_CMS_FEDERALLY_QUALIFIED_HEALTH_CENTER_ENROLLMENTS~HEALTH__FED_CMS_HOME_HEALTH_OWNERS	untouched	4.0	NPI	doctor or clinic	HEALTH__FED_CMS_FEDERALLY_QUALIFIED_HEALTH_CENTER_ENROLLMENTS	HEALTH__FED_CMS_HOME_HEALTH_OWNERS	HEALTH	HEALTH	NPI	NPI	11063	101188	PEOPLE	land rate: how many NPI values, each a doctor or clinic, sit on both sides; check a name or state agrees :: overlap bar | gap: PERCENTAGE_OWNERSHIP in FED_CMS_HOME_HEALTH_OWNERS for matched vs unmatched :: paired bars	overlap_bar paired_bars	no-org-to-person-enrollment-bridge reach-is-not-a-usable-join				
P:NPI:HEALTH__FED_CMS_FEDERALLY_QUALIFIED_HEALTH_CENTER_ENROLLMENTS~HEALTH__FED_CMS_HOSPITAL_ENROLLMENTS	untouched	4.0	NPI	doctor or clinic	HEALTH__FED_CMS_FEDERALLY_QUALIFIED_HEALTH_CENTER_ENROLLMENTS	HEALTH__FED_CMS_HOSPITAL_ENROLLMENTS	HEALTH	HEALTH	NPI	NPI	11063	9175	PEOPLE	land rate: how many NPI values, each a doctor or clinic, sit on both sides; check a name or state agrees :: overlap bar	overlap_bar	no-org-to-person-enrollment-bridge reach-is-not-a-usable-join				
P:NPI:HEALTH__FED_CMS_FEDERALLY_QUALIFIED_HEALTH_CENTER_ENROLLMENTS~HEALTH__FED_CMS_MEDICARE_DIALYSIS_FACILITIES	untouched	4.0	NPI	doctor or clinic	HEALTH__FED_CMS_FEDERALLY_QUALIFIED_HEALTH_CENTER_ENROLLMENTS	HEALTH__FED_CMS_MEDICARE_DIALYSIS_FACILITIES	HEALTH	HEALTH	NPI	NPI	11063	12456456	PEOPLE	land rate: how many NPI values, each a doctor or clinic, sit on both sides; check a name or state agrees :: overlap bar | gap: MEASURE_SCORE in FED_CMS_MEDICARE_DIALYSIS_FACILITIES for matched vs unmatched :: paired bars	overlap_bar paired_bars	no-org-to-person-enrollment-bridge reach-is-not-a-usable-join				
P:NPI:HEALTH__FED_CMS_FEDERALLY_QUALIFIED_HEALTH_CENTER_ENROLLMENTS~HEALTH__FED_CMS_NPPES	untouched	4.0	NPI	doctor or clinic	HEALTH__FED_CMS_FEDERALLY_QUALIFIED_HEALTH_CENTER_ENROLLMENTS	HEALTH__FED_CMS_NPPES	HEALTH	HEALTH	NPI	NPI, REPLACEMENT_NPI	11063	9606683	PEOPLE	land rate: how many NPI values, each a doctor or clinic, sit on both sides; check a name or state agrees :: overlap bar	overlap_bar	ein-and-cik-width-mismatch no-org-to-person-enrollment-bridge nppes-ein-column-is-empty reach-is-not-a-usable-join				
P:NPI:HEALTH__FED_CMS_FEDERALLY_QUALIFIED_HEALTH_CENTER_ENROLLMENTS~HEALTH__FED_CMS_OPEN_PAYMENTS_PROFILE_SUPPLEMENT	untouched	4.0	NPI	doctor or clinic	HEALTH__FED_CMS_FEDERALLY_QUALIFIED_HEALTH_CENTER_ENROLLMENTS	HEALTH__FED_CMS_OPEN_PAYMENTS_PROFILE_SUPPLEMENT	HEALTH	HEALTH	NPI	NPI	11063	1697025	PEOPLE	land rate: how many NPI values, each a doctor or clinic, sit on both sides; check a name or state agrees :: overlap bar	overlap_bar	no-org-to-person-enrollment-bridge reach-is-not-a-usable-join				
P:NPI:HEALTH__FED_CMS_FEDERALLY_QUALIFIED_HEALTH_CENTER_ENROLLMENTS~HEALTH__FED_CMS_OPT_OUT_AFFIDAVITS	untouched	4.0	NPI	doctor or clinic	HEALTH__FED_CMS_FEDERALLY_QUALIFIED_HEALTH_CENTER_ENROLLMENTS	HEALTH__FED_CMS_OPT_OUT_AFFIDAVITS	HEALTH	HEALTH	NPI	NPI	11063	57101	PEOPLE	land rate: how many NPI values, each a doctor or clinic, sit on both sides; check a name or state agrees :: overlap bar	overlap_bar	no-org-to-person-enrollment-bridge reach-is-not-a-usable-join				
P:NPI:HEALTH__FED_CMS_FEDERALLY_QUALIFIED_HEALTH_CENTER_ENROLLMENTS~HEALTH__FED_CMS_ORDER_AND_REFERRING	untouched	4.0	NPI	doctor or clinic	HEALTH__FED_CMS_FEDERALLY_QUALIFIED_HEALTH_CENTER_ENROLLMENTS	HEALTH__FED_CMS_ORDER_AND_REFERRING	HEALTH	HEALTH	NPI	NPI	11063	2018354	PEOPLE	land rate: how many NPI values, each a doctor or clinic, sit on both sides; check a name or state agrees :: overlap bar	overlap_bar	no-org-to-person-enrollment-bridge reach-is-not-a-usable-join				
P:NPI:HEALTH__FED_CMS_FEDERALLY_QUALIFIED_HEALTH_CENTER_ENROLLMENTS~HEALTH__FED_CMS_PART_D_PRESCRIBERS	untouched	4.0	NPI	doctor or clinic	HEALTH__FED_CMS_FEDERALLY_QUALIFIED_HEALTH_CENTER_ENROLLMENTS	HEALTH__FED_CMS_PART_D_PRESCRIBERS	HEALTH	HEALTH	NPI	NPI	11063	1416883	PEOPLE	land rate: how many NPI values, each a doctor or clinic, sit on both sides; check a name or state agrees :: overlap bar | gap: OPIOID_PRSCRBR_RATE in FED_CMS_PART_D_PRESCRIBERS for matched vs unmatched :: paired bars	overlap_bar paired_bars	no-org-to-person-enrollment-bridge partd-is-dy2022 reach-is-not-a-usable-join				
P:NPI:HEALTH__FED_CMS_FEDERALLY_QUALIFIED_HEALTH_CENTER_ENROLLMENTS~HEALTH__FED_CMS_PECOS_PROVIDER_ENROLLMENT	untouched	4.0	NPI	doctor or clinic	HEALTH__FED_CMS_FEDERALLY_QUALIFIED_HEALTH_CENTER_ENROLLMENTS	HEALTH__FED_CMS_PECOS_PROVIDER_ENROLLMENT	HEALTH	HEALTH	NPI	NPI	11063	2978925	PEOPLE	land rate: how many NPI values, each a doctor or clinic, sit on both sides; check a name or state agrees :: overlap bar	overlap_bar	no-org-to-person-enrollment-bridge reach-is-not-a-usable-join				
P:NPI:HEALTH__FED_CMS_FEDERALLY_QUALIFIED_HEALTH_CENTER_ENROLLMENTS~HEALTH__FED_CMS_SKILLED_NURSING_FACILITY_ENROLLMENTS	untouched	4.0	NPI	doctor or clinic	HEALTH__FED_CMS_FEDERALLY_QUALIFIED_HEALTH_CENTER_ENROLLMENTS	HEALTH__FED_CMS_SKILLED_NURSING_FACILITY_ENROLLMENTS	HEALTH	HEALTH	NPI	NPI	11063	14425	PEOPLE	land rate: how many NPI values, each a doctor or clinic, sit on both sides; check a name or state agrees :: overlap bar	overlap_bar	no-org-to-person-enrollment-bridge owner-flag-columns-exist-but-empty reach-is-not-a-usable-join				
P:NPI:HEALTH__FED_CMS_FEDERALLY_QUALIFIED_HEALTH_CENTER_ENROLLMENTS~HEALTH__FED_HRSA_UDS_SERVICE_DELIVERY_SITES	untouched	4.0	NPI	doctor or clinic	HEALTH__FED_CMS_FEDERALLY_QUALIFIED_HEALTH_CENTER_ENROLLMENTS	HEALTH__FED_HRSA_UDS_SERVICE_DELIVERY_SITES	HEALTH	HEALTH	NPI	FQHC_SITE_NPI_NUMBER	11063	19038	PEOPLE	land rate: how many NPI values, each a doctor or clinic, sit on both sides; check a name or state agrees :: overlap bar | gap: OPERATING_HOURS_PER_WEEK in FED_HRSA_UDS_SERVICE_DELIVERY_SITES for matched vs unmatched :: paired bars	overlap_bar paired_bars	no-org-to-person-enrollment-bridge reach-is-not-a-usable-join				
P:NPI:HEALTH__FED_CMS_FISCAL_INTERMEDIARY_SHARED_SYSTEM_ATTENDING_AND_RENDERING~HEALTH__FED_CMS_HOME_HEALTH_AGENCY_ENROLLMENTS	untouched	4.0	NPI	doctor or clinic	HEALTH__FED_CMS_FISCAL_INTERMEDIARY_SHARED_SYSTEM_ATTENDING_AND_RENDERING	HEALTH__FED_CMS_HOME_HEALTH_AGENCY_ENROLLMENTS	HEALTH	HEALTH	NPI	NPI	2047828	11508	PEOPLE	land rate: how many NPI values, each a doctor or clinic, sit on both sides; check a name or state agrees :: overlap bar | gap: LOCATION_OTHER_TYPE_TEXT in FED_CMS_HOME_HEALTH_AGENCY_ENROLLMENTS for matched vs unmatched :: paired bars	overlap_bar paired_bars	no-org-to-person-enrollment-bridge reach-is-not-a-usable-join				
P:NPI:HEALTH__FED_CMS_FISCAL_INTERMEDIARY_SHARED_SYSTEM_ATTENDING_AND_RENDERING~HEALTH__FED_CMS_HOSPITAL_ENROLLMENTS	untouched	4.0	NPI	doctor or clinic	HEALTH__FED_CMS_FISCAL_INTERMEDIARY_SHARED_SYSTEM_ATTENDING_AND_RENDERING	HEALTH__FED_CMS_HOSPITAL_ENROLLMENTS	HEALTH	HEALTH	NPI	NPI	2047828	9175	PEOPLE	land rate: how many NPI values, each a doctor or clinic, sit on both sides; check a name or state agrees :: overlap bar	overlap_bar	no-org-to-person-enrollment-bridge reach-is-not-a-usable-join				
P:NPI:HEALTH__FED_CMS_HOME_HEALTH_AGENCY_ENROLLMENTS~HEALTH__FED_CMS_HOME_HEALTH_OWNERS	untouched	4.0	NPI	doctor or clinic	HEALTH__FED_CMS_HOME_HEALTH_AGENCY_ENROLLMENTS	HEALTH__FED_CMS_HOME_HEALTH_OWNERS	HEALTH	HEALTH	NPI	NPI	11508	101188	PEOPLE	land rate: how many NPI values, each a doctor or clinic, sit on both sides; check a name or state agrees :: overlap bar | gap: LOCATION_OTHER_TYPE_TEXT in FED_CMS_HOME_HEALTH_AGENCY_ENROLLMENTS for matched vs unmatched :: paired bars | gap: PERCENTAGE_OWNERSHIP in FED_CMS_HOME_HEALTH_OWNERS for matched vs unmatched :: paired bars	overlap_bar paired_bars	no-org-to-person-enrollment-bridge reach-is-not-a-usable-join				
P:NPI:HEALTH__FED_CMS_HOME_HEALTH_AGENCY_ENROLLMENTS~HEALTH__FED_CMS_HOSPITAL_ENROLLMENTS	untouched	4.0	NPI	doctor or clinic	HEALTH__FED_CMS_HOME_HEALTH_AGENCY_ENROLLMENTS	HEALTH__FED_CMS_HOSPITAL_ENROLLMENTS	HEALTH	HEALTH	NPI	NPI	11508	9175	PEOPLE	land rate: how many NPI values, each a doctor or clinic, sit on both sides; check a name or state agrees :: overlap bar | gap: LOCATION_OTHER_TYPE_TEXT in FED_CMS_HOME_HEALTH_AGENCY_ENROLLMENTS for matched vs unmatched :: paired bars	overlap_bar paired_bars	no-org-to-person-enrollment-bridge reach-is-not-a-usable-join				
P:NPI:HEALTH__FED_CMS_HOME_HEALTH_AGENCY_ENROLLMENTS~HEALTH__FED_CMS_MEDICARE_DIALYSIS_FACILITIES	untouched	4.0	NPI	doctor or clinic	HEALTH__FED_CMS_HOME_HEALTH_AGENCY_ENROLLMENTS	HEALTH__FED_CMS_MEDICARE_DIALYSIS_FACILITIES	HEALTH	HEALTH	NPI	NPI	11508	12456456	PEOPLE	land rate: how many NPI values, each a doctor or clinic, sit on both sides; check a name or state agrees :: overlap bar | gap: LOCATION_OTHER_TYPE_TEXT in FED_CMS_HOME_HEALTH_AGENCY_ENROLLMENTS for matched vs unmatched :: paired bars | gap: MEASURE_SCORE in FED_CMS_MEDICARE_DIALYSIS_FACILITIES for matched vs unmatched :: paired bars	overlap_bar paired_bars	no-org-to-person-enrollment-bridge reach-is-not-a-usable-join				
P:NPI:HEALTH__FED_CMS_HOME_HEALTH_AGENCY_ENROLLMENTS~HEALTH__FED_CMS_NPPES	untouched	4.0	NPI	doctor or clinic	HEALTH__FED_CMS_HOME_HEALTH_AGENCY_ENROLLMENTS	HEALTH__FED_CMS_NPPES	HEALTH	HEALTH	NPI	NPI, REPLACEMENT_NPI	11508	9606683	PEOPLE	land rate: how many NPI values, each a doctor or clinic, sit on both sides; check a name or state agrees :: overlap bar | gap: LOCATION_OTHER_TYPE_TEXT in FED_CMS_HOME_HEALTH_AGENCY_ENROLLMENTS for matched vs unmatched :: paired bars	overlap_bar paired_bars	ein-and-cik-width-mismatch no-org-to-person-enrollment-bridge nppes-ein-column-is-empty reach-is-not-a-usable-join				
P:NPI:HEALTH__FED_CMS_HOME_HEALTH_AGENCY_ENROLLMENTS~HEALTH__FED_CMS_OPEN_PAYMENTS_PROFILE_SUPPLEMENT	untouched	4.0	NPI	doctor or clinic	HEALTH__FED_CMS_HOME_HEALTH_AGENCY_ENROLLMENTS	HEALTH__FED_CMS_OPEN_PAYMENTS_PROFILE_SUPPLEMENT	HEALTH	HEALTH	NPI	NPI	11508	1697025	PEOPLE	land rate: how many NPI values, each a doctor or clinic, sit on both sides; check a name or state agrees :: overlap bar | gap: LOCATION_OTHER_TYPE_TEXT in FED_CMS_HOME_HEALTH_AGENCY_ENROLLMENTS for matched vs unmatched :: paired bars	overlap_bar paired_bars	no-org-to-person-enrollment-bridge reach-is-not-a-usable-join				
P:NPI:HEALTH__FED_CMS_HOME_HEALTH_AGENCY_ENROLLMENTS~HEALTH__FED_CMS_OPT_OUT_AFFIDAVITS	untouched	4.0	NPI	doctor or clinic	HEALTH__FED_CMS_HOME_HEALTH_AGENCY_ENROLLMENTS	HEALTH__FED_CMS_OPT_OUT_AFFIDAVITS	HEALTH	HEALTH	NPI	NPI	11508	57101	PEOPLE	land rate: how many NPI values, each a doctor or clinic, sit on both sides; check a name or state agrees :: overlap bar | gap: LOCATION_OTHER_TYPE_TEXT in FED_CMS_HOME_HEALTH_AGENCY_ENROLLMENTS for matched vs unmatched :: paired bars	overlap_bar paired_bars	no-org-to-person-enrollment-bridge reach-is-not-a-usable-join				
P:NPI:HEALTH__FED_CMS_HOME_HEALTH_AGENCY_ENROLLMENTS~HEALTH__FED_CMS_ORDER_AND_REFERRING	untouched	4.0	NPI	doctor or clinic	HEALTH__FED_CMS_HOME_HEALTH_AGENCY_ENROLLMENTS	HEALTH__FED_CMS_ORDER_AND_REFERRING	HEALTH	HEALTH	NPI	NPI	11508	2018354	PEOPLE	land rate: how many NPI values, each a doctor or clinic, sit on both sides; check a name or state agrees :: overlap bar | gap: LOCATION_OTHER_TYPE_TEXT in FED_CMS_HOME_HEALTH_AGENCY_ENROLLMENTS for matched vs unmatched :: paired bars	overlap_bar paired_bars	no-org-to-person-enrollment-bridge reach-is-not-a-usable-join				
P:NPI:HEALTH__FED_CMS_HOME_HEALTH_AGENCY_ENROLLMENTS~HEALTH__FED_CMS_PART_D_PRESCRIBERS	untouched	4.0	NPI	doctor or clinic	HEALTH__FED_CMS_HOME_HEALTH_AGENCY_ENROLLMENTS	HEALTH__FED_CMS_PART_D_PRESCRIBERS	HEALTH	HEALTH	NPI	NPI	11508	1416883	PEOPLE	land rate: how many NPI values, each a doctor or clinic, sit on both sides; check a name or state agrees :: overlap bar | gap: LOCATION_OTHER_TYPE_TEXT in FED_CMS_HOME_HEALTH_AGENCY_ENROLLMENTS for matched vs unmatched :: paired bars | gap: OPIOID_PRSCRBR_RATE in FED_CMS_PART_D_PRESCRIBERS for matched vs unmatched :: paired bars	overlap_bar paired_bars	no-org-to-person-enrollment-bridge partd-is-dy2022 reach-is-not-a-usable-join				
P:NPI:HEALTH__FED_CMS_HOME_HEALTH_AGENCY_ENROLLMENTS~HEALTH__FED_CMS_PECOS_PROVIDER_ENROLLMENT	untouched	4.0	NPI	doctor or clinic	HEALTH__FED_CMS_HOME_HEALTH_AGENCY_ENROLLMENTS	HEALTH__FED_CMS_PECOS_PROVIDER_ENROLLMENT	HEALTH	HEALTH	NPI	NPI	11508	2978925	PEOPLE	land rate: how many NPI values, each a doctor or clinic, sit on both sides; check a name or state agrees :: overlap bar | gap: LOCATION_OTHER_TYPE_TEXT in FED_CMS_HOME_HEALTH_AGENCY_ENROLLMENTS for matched vs unmatched :: paired bars	overlap_bar paired_bars	no-org-to-person-enrollment-bridge reach-is-not-a-usable-join				
P:NPI:HEALTH__FED_CMS_HOME_HEALTH_AGENCY_ENROLLMENTS~HEALTH__FED_CMS_SKILLED_NURSING_FACILITY_ENROLLMENTS	untouched	4.0	NPI	doctor or clinic	HEALTH__FED_CMS_HOME_HEALTH_AGENCY_ENROLLMENTS	HEALTH__FED_CMS_SKILLED_NURSING_FACILITY_ENROLLMENTS	HEALTH	HEALTH	NPI	NPI	11508	14425	PEOPLE	land rate: how many NPI values, each a doctor or clinic, sit on both sides; check a name or state agrees :: overlap bar | gap: LOCATION_OTHER_TYPE_TEXT in FED_CMS_HOME_HEALTH_AGENCY_ENROLLMENTS for matched vs unmatched :: paired bars	overlap_bar paired_bars	no-org-to-person-enrollment-bridge owner-flag-columns-exist-but-empty reach-is-not-a-usable-join				
P:NPI:HEALTH__FED_CMS_HOME_HEALTH_AGENCY_ENROLLMENTS~HEALTH__FED_HRSA_UDS_SERVICE_DELIVERY_SITES	untouched	4.0	NPI	doctor or clinic	HEALTH__FED_CMS_HOME_HEALTH_AGENCY_ENROLLMENTS	HEALTH__FED_HRSA_UDS_SERVICE_DELIVERY_SITES	HEALTH	HEALTH	NPI	FQHC_SITE_NPI_NUMBER	11508	19038	PEOPLE	land rate: how many NPI values, each a doctor or clinic, sit on both sides; check a name or state agrees :: overlap bar | gap: LOCATION_OTHER_TYPE_TEXT in FED_CMS_HOME_HEALTH_AGENCY_ENROLLMENTS for matched vs unmatched :: paired bars | gap: OPERATING_HOURS_PER_WEEK in FED_HRSA_UDS_SERVICE_DELIVERY_SITES for matched vs unmatched :: paired bars	overlap_bar paired_bars	no-org-to-person-enrollment-bridge reach-is-not-a-usable-join				
P:NPI:HEALTH__FED_CMS_HOME_HEALTH_OWNERS~HEALTH__FED_CMS_HOSPITAL_ENROLLMENTS	untouched	4.0	NPI	doctor or clinic	HEALTH__FED_CMS_HOME_HEALTH_OWNERS	HEALTH__FED_CMS_HOSPITAL_ENROLLMENTS	HEALTH	HEALTH	NPI	NPI	101188	9175	PEOPLE	land rate: how many NPI values, each a doctor or clinic, sit on both sides; check a name or state agrees :: overlap bar | gap: PERCENTAGE_OWNERSHIP in FED_CMS_HOME_HEALTH_OWNERS for matched vs unmatched :: paired bars	overlap_bar paired_bars	no-org-to-person-enrollment-bridge reach-is-not-a-usable-join				
P:NPI:HEALTH__FED_CMS_HOSPITAL_ENROLLMENTS~HEALTH__FED_CMS_MEDICARE_DIALYSIS_FACILITIES	untouched	4.0	NPI	doctor or clinic	HEALTH__FED_CMS_HOSPITAL_ENROLLMENTS	HEALTH__FED_CMS_MEDICARE_DIALYSIS_FACILITIES	HEALTH	HEALTH	NPI	NPI	9175	12456456	PEOPLE	land rate: how many NPI values, each a doctor or clinic, sit on both sides; check a name or state agrees :: overlap bar | gap: MEASURE_SCORE in FED_CMS_MEDICARE_DIALYSIS_FACILITIES for matched vs unmatched :: paired bars	overlap_bar paired_bars	no-org-to-person-enrollment-bridge reach-is-not-a-usable-join				
P:NPI:HEALTH__FED_CMS_HOSPITAL_ENROLLMENTS~HEALTH__FED_CMS_NPPES	untouched	4.0	NPI	doctor or clinic	HEALTH__FED_CMS_HOSPITAL_ENROLLMENTS	HEALTH__FED_CMS_NPPES	HEALTH	HEALTH	NPI	NPI, REPLACEMENT_NPI	9175	9606683	PEOPLE	land rate: how many NPI values, each a doctor or clinic, sit on both sides; check a name or state agrees :: overlap bar	overlap_bar	ein-and-cik-width-mismatch no-org-to-person-enrollment-bridge nppes-ein-column-is-empty reach-is-not-a-usable-join				
P:NPI:HEALTH__FED_CMS_HOSPITAL_ENROLLMENTS~HEALTH__FED_CMS_OPEN_PAYMENTS_PROFILE_SUPPLEMENT	untouched	4.0	NPI	doctor or clinic	HEALTH__FED_CMS_HOSPITAL_ENROLLMENTS	HEALTH__FED_CMS_OPEN_PAYMENTS_PROFILE_SUPPLEMENT	HEALTH	HEALTH	NPI	NPI	9175	1697025	PEOPLE	land rate: how many NPI values, each a doctor or clinic, sit on both sides; check a name or state agrees :: overlap bar	overlap_bar	no-org-to-person-enrollment-bridge reach-is-not-a-usable-join				
P:NPI:HEALTH__FED_CMS_HOSPITAL_ENROLLMENTS~HEALTH__FED_CMS_OPT_OUT_AFFIDAVITS	untouched	4.0	NPI	doctor or clinic	HEALTH__FED_CMS_HOSPITAL_ENROLLMENTS	HEALTH__FED_CMS_OPT_OUT_AFFIDAVITS	HEALTH	HEALTH	NPI	NPI	9175	57101	PEOPLE	land rate: how many NPI values, each a doctor or clinic, sit on both sides; check a name or state agrees :: overlap bar	overlap_bar	no-org-to-person-enrollment-bridge reach-is-not-a-usable-join				
P:NPI:HEALTH__FED_CMS_HOSPITAL_ENROLLMENTS~HEALTH__FED_CMS_ORDER_AND_REFERRING	untouched	4.0	NPI	doctor or clinic	HEALTH__FED_CMS_HOSPITAL_ENROLLMENTS	HEALTH__FED_CMS_ORDER_AND_REFERRING	HEALTH	HEALTH	NPI	NPI	9175	2018354	PEOPLE	land rate: how many NPI values, each a doctor or clinic, sit on both sides; check a name or state agrees :: overlap bar	overlap_bar	no-org-to-person-enrollment-bridge reach-is-not-a-usable-join				
