id	status	score	schema	table	rows	level	geo_col	all_levels	metrics	a	b	tags	look_for	charts	traps	hunt_trap	found	finding_ids	by	date
G2:near:ENVIRONMENT__FED_EPA_NPDES_ICIS_FACILITIES~HEALTH__FED_HRSA_HPSA_PRIMARY_CARE	untouched	5.4	ENVIRONMENT ↔ HEALTH	FED_EPA_NPDES_ICIS_FACILITIES ↔ FED_HRSA_HPSA_PRIMARY_CARE	79158	proximity pair	GEOCODE_LATITUDE, GEOCODE_LONGITUDE / LATITUDE, LONGITUDE		 / HPSA_SCORE, PC_MCTA_SCORE +8	ENVIRONMENT__FED_EPA_NPDES_ICIS_FACILITIES	HEALTH__FED_HRSA_HPSA_PRIMARY_CARE	HARM CROSS PANEL	what sits near what: FED_EPA_NPDES_ICIS_FACILITIES points within a mile of FED_HRSA_HPSA_PRIMARY_CARE points :: point map | count of near neighbors per point; the ones with the most :: ranked bar	point_map ranked_bar	reach-is-not-a-usable-join					
G2:near:ENVIRONMENT__FED_EPA_TRI_BASIC_2023~FINANCE__FED_FDIC_SOD_BRANCH_DEPOSITS	untouched	5.4	ENVIRONMENT ↔ FINANCE	FED_EPA_TRI_BASIC_2023 ↔ FED_FDIC_SOD_BRANCH_DEPOSITS	78647	proximity pair	C_12_LATITUDE, C_13_LONGITUDE / SIMS_LATITUDE, SIMS_LONGITUDE		C_14_HORIZONTAL_DATUM, C_65_ON_SITE_RELEASE_TOTAL +8 / BRANCH_DEPOSITS_THOUSANDS, INSTITUTION_ASSETS_THOUSANDS +5	ENVIRONMENT__FED_EPA_TRI_BASIC_2023	FINANCE__FED_FDIC_SOD_BRANCH_DEPOSITS	MONEY CROSS PANEL	what sits near what: FED_EPA_TRI_BASIC_2023 points within a mile of FED_FDIC_SOD_BRANCH_DEPOSITS points :: point map | count of near neighbors per point; the ones with the most :: ranked bar	point_map ranked_bar	nursing-home-chow-flag-constant reach-is-not-a-usable-join					
G2:near:ENVIRONMENT__FED_EPA_TRI_BASIC_2023~HEALTH__FED_HRSA_HPSA_PRIMARY_CARE	untouched	5.4	ENVIRONMENT ↔ HEALTH	FED_EPA_TRI_BASIC_2023 ↔ FED_HRSA_HPSA_PRIMARY_CARE	78647	proximity pair	C_12_LATITUDE, C_13_LONGITUDE / LATITUDE, LONGITUDE		C_14_HORIZONTAL_DATUM, C_65_ON_SITE_RELEASE_TOTAL +8 / HPSA_SCORE, PC_MCTA_SCORE +8	ENVIRONMENT__FED_EPA_TRI_BASIC_2023	HEALTH__FED_HRSA_HPSA_PRIMARY_CARE	HARM CROSS PANEL	what sits near what: FED_EPA_TRI_BASIC_2023 points within a mile of FED_HRSA_HPSA_PRIMARY_CARE points :: point map | count of near neighbors per point; the ones with the most :: ranked bar	point_map ranked_bar	nursing-home-chow-flag-constant reach-is-not-a-usable-join					
G2:near:ENVIRONMENT__FED_EPA_TRI_BASIC_2023~HEALTH__FED_HRSA_SHORTAGE_AREAS	untouched	5.4	ENVIRONMENT ↔ HEALTH	FED_EPA_TRI_BASIC_2023 ↔ FED_HRSA_SHORTAGE_AREAS	78647	proximity pair	C_12_LATITUDE, C_13_LONGITUDE / LONGITUDE, LATITUDE		C_14_HORIZONTAL_DATUM, C_65_ON_SITE_RELEASE_TOTAL +8 / rows with HPSA_DISCIPLINE_CLASS	ENVIRONMENT__FED_EPA_TRI_BASIC_2023	HEALTH__FED_HRSA_SHORTAGE_AREAS	HARM CROSS PANEL	what sits near what: FED_EPA_TRI_BASIC_2023 points within a mile of FED_HRSA_SHORTAGE_AREAS points :: point map | count of near neighbors per point; the ones with the most :: ranked bar	point_map ranked_bar	nursing-home-chow-flag-constant reach-is-not-a-usable-join					
G2:near:ENVIRONMENT__FED_EPA_TRI_BASIC_2023~JUSTICE__INTL_UCDP_GED	untouched	5.4	ENVIRONMENT ↔ JUSTICE	FED_EPA_TRI_BASIC_2023 ↔ INTL_UCDP_GED	78647	proximity pair	C_12_LATITUDE, C_13_LONGITUDE / LATITUDE, LONGITUDE		C_14_HORIZONTAL_DATUM, C_65_ON_SITE_RELEASE_TOTAL +8 / DEATHS_A, DEATHS_B +10	ENVIRONMENT__FED_EPA_TRI_BASIC_2023	JUSTICE__INTL_UCDP_GED	HARM CROSS PANEL	what sits near what: FED_EPA_TRI_BASIC_2023 points within a mile of INTL_UCDP_GED points :: point map | count of near neighbors per point; the ones with the most :: ranked bar	point_map ranked_bar	nursing-home-chow-flag-constant reach-is-not-a-usable-join					
G2:near:ENVIRONMENT__FED_EPA_TRI_BASIC_2023~TRANSPORT__FED_FRA_CASUALTIES	untouched	5.4	ENVIRONMENT ↔ TRANSPORT	FED_EPA_TRI_BASIC_2023 ↔ FED_FRA_CASUALTIES	78647	proximity pair	C_12_LATITUDE, C_13_LONGITUDE / LATITUDE, LONGITUDE		C_14_HORIZONTAL_DATUM, C_65_ON_SITE_RELEASE_TOTAL +8 / POSITIVE_ALCOHOL_TESTS, POSITIVE_DRUG_TESTS +8	ENVIRONMENT__FED_EPA_TRI_BASIC_2023	TRANSPORT__FED_FRA_CASUALTIES	HARM CROSS PANEL	what sits near what: FED_EPA_TRI_BASIC_2023 points within a mile of FED_FRA_CASUALTIES points :: point map | count of near neighbors per point; the ones with the most :: ranked bar	point_map ranked_bar	nursing-home-chow-flag-constant reach-is-not-a-usable-join					
G2:near:ENVIRONMENT__FED_EPA_TRI_FACILITY~FINANCE__FED_FDIC_SOD_BRANCH_DEPOSITS	untouched	5.4	ENVIRONMENT ↔ FINANCE	FED_EPA_TRI_FACILITY ↔ FED_FDIC_SOD_BRANCH_DEPOSITS	64990	proximity pair	FAC_LATITUDE, FAC_LONGITUDE, PREF_LATITUDE, PREF_LONGITUDE / SIMS_LATITUDE, SIMS_LONGITUDE		ASGN_TECHNICAL_CONTACT, MAIL +1 / BRANCH_DEPOSITS_THOUSANDS, INSTITUTION_ASSETS_THOUSANDS +5	ENVIRONMENT__FED_EPA_TRI_FACILITY	FINANCE__FED_FDIC_SOD_BRANCH_DEPOSITS	MONEY CROSS PANEL	what sits near what: FED_EPA_TRI_FACILITY points within a mile of FED_FDIC_SOD_BRANCH_DEPOSITS points :: point map | count of near neighbors per point; the ones with the most :: ranked bar	point_map ranked_bar	nursing-home-chow-flag-constant reach-is-not-a-usable-join					
G2:near:ENVIRONMENT__FED_EPA_TRI_FACILITY~HEALTH__FED_HRSA_HPSA_PRIMARY_CARE	untouched	5.4	ENVIRONMENT ↔ HEALTH	FED_EPA_TRI_FACILITY ↔ FED_HRSA_HPSA_PRIMARY_CARE	64990	proximity pair	FAC_LATITUDE, FAC_LONGITUDE, PREF_LATITUDE, PREF_LONGITUDE / LATITUDE, LONGITUDE		ASGN_TECHNICAL_CONTACT, MAIL +1 / HPSA_SCORE, PC_MCTA_SCORE +8	ENVIRONMENT__FED_EPA_TRI_FACILITY	HEALTH__FED_HRSA_HPSA_PRIMARY_CARE	HARM CROSS PANEL	what sits near what: FED_EPA_TRI_FACILITY points within a mile of FED_HRSA_HPSA_PRIMARY_CARE points :: point map | count of near neighbors per point; the ones with the most :: ranked bar	point_map ranked_bar	nursing-home-chow-flag-constant reach-is-not-a-usable-join					
G2:near:ENVIRONMENT__FED_EPA_TRI_FACILITY~HEALTH__FED_HRSA_SHORTAGE_AREAS	untouched	5.4	ENVIRONMENT ↔ HEALTH	FED_EPA_TRI_FACILITY ↔ FED_HRSA_SHORTAGE_AREAS	64990	proximity pair	FAC_LATITUDE, FAC_LONGITUDE, PREF_LATITUDE, PREF_LONGITUDE / LONGITUDE, LATITUDE		ASGN_TECHNICAL_CONTACT, MAIL +1 / rows with HPSA_DISCIPLINE_CLASS	ENVIRONMENT__FED_EPA_TRI_FACILITY	HEALTH__FED_HRSA_SHORTAGE_AREAS	HARM CROSS PANEL	what sits near what: FED_EPA_TRI_FACILITY points within a mile of FED_HRSA_SHORTAGE_AREAS points :: point map | count of near neighbors per point; the ones with the most :: ranked bar	point_map ranked_bar	nursing-home-chow-flag-constant reach-is-not-a-usable-join					
G2:near:ENVIRONMENT__FED_EPA_TRI_FACILITY~JUSTICE__INTL_UCDP_GED	untouched	5.4	ENVIRONMENT ↔ JUSTICE	FED_EPA_TRI_FACILITY ↔ INTL_UCDP_GED	64990	proximity pair	FAC_LATITUDE, FAC_LONGITUDE, PREF_LATITUDE, PREF_LONGITUDE / LATITUDE, LONGITUDE		ASGN_TECHNICAL_CONTACT, MAIL +1 / DEATHS_A, DEATHS_B +10	ENVIRONMENT__FED_EPA_TRI_FACILITY	JUSTICE__INTL_UCDP_GED	HARM CROSS PANEL	what sits near what: FED_EPA_TRI_FACILITY points within a mile of INTL_UCDP_GED points :: point map | count of near neighbors per point; the ones with the most :: ranked bar	point_map ranked_bar	nursing-home-chow-flag-constant reach-is-not-a-usable-join					
G2:near:ENVIRONMENT__FED_EPA_TRI_FACILITY~TRANSPORT__FED_FRA_CASUALTIES	untouched	5.4	ENVIRONMENT ↔ TRANSPORT	FED_EPA_TRI_FACILITY ↔ FED_FRA_CASUALTIES	64990	proximity pair	FAC_LATITUDE, FAC_LONGITUDE, PREF_LATITUDE, PREF_LONGITUDE / LATITUDE, LONGITUDE		ASGN_TECHNICAL_CONTACT, MAIL +1 / POSITIVE_ALCOHOL_TESTS, POSITIVE_DRUG_TESTS +8	ENVIRONMENT__FED_EPA_TRI_FACILITY	TRANSPORT__FED_FRA_CASUALTIES	HARM CROSS PANEL	what sits near what: FED_EPA_TRI_FACILITY points within a mile of FED_FRA_CASUALTIES points :: point map | count of near neighbors per point; the ones with the most :: ranked bar	point_map ranked_bar	nursing-home-chow-flag-constant reach-is-not-a-usable-join					
G2:near:ENVIRONMENT__FED_FRACFOCUS_DISCLOSURE_LIST~HEALTH__FED_HRSA_HPSA_PRIMARY_CARE	untouched	5.4	ENVIRONMENT ↔ HEALTH	FED_FRACFOCUS_DISCLOSURE_LIST ↔ FED_HRSA_HPSA_PRIMARY_CARE	79158	proximity pair	LATITUDE, LONGITUDE / LATITUDE, LONGITUDE		TVD, TOTAL_BASE_WATER_VOLUME +1 / HPSA_SCORE, PC_MCTA_SCORE +8	ENVIRONMENT__FED_FRACFOCUS_DISCLOSURE_LIST	HEALTH__FED_HRSA_HPSA_PRIMARY_CARE	HARM CROSS PANEL	what sits near what: FED_FRACFOCUS_DISCLOSURE_LIST points within a mile of FED_HRSA_HPSA_PRIMARY_CARE points :: point map | count of near neighbors per point; the ones with the most :: ranked bar	point_map ranked_bar	reach-is-not-a-usable-join					
G2:near:ENVIRONMENT__FED_FRACFOCUS_REGISTRY~HEALTH__FED_HRSA_HPSA_PRIMARY_CARE	untouched	5.4	ENVIRONMENT ↔ HEALTH	FED_FRACFOCUS_REGISTRY ↔ FED_HRSA_HPSA_PRIMARY_CARE	79158	proximity pair	LATITUDE, LONGITUDE / LATITUDE, LONGITUDE		TVD, TOTAL_BASE_WATER_VOLUME +4 / HPSA_SCORE, PC_MCTA_SCORE +8	ENVIRONMENT__FED_FRACFOCUS_REGISTRY	HEALTH__FED_HRSA_HPSA_PRIMARY_CARE	HARM CROSS PANEL	what sits near what: FED_FRACFOCUS_REGISTRY points within a mile of FED_HRSA_HPSA_PRIMARY_CARE points :: point map | count of near neighbors per point; the ones with the most :: ranked bar	point_map ranked_bar	reach-is-not-a-usable-join					
G2:near:ENVIRONMENT__FED_NID_DAMS~HEALTH__FED_HRSA_HPSA_PRIMARY_CARE	untouched	5.4	ENVIRONMENT ↔ HEALTH	FED_NID_DAMS ↔ FED_HRSA_HPSA_PRIMARY_CARE	79158	proximity pair	LATITUDE, LONGITUDE / LATITUDE, LONGITUDE		NID_HEIGHT_FT, DAM_LENGTH_FT +8 / HPSA_SCORE, PC_MCTA_SCORE +8	ENVIRONMENT__FED_NID_DAMS	HEALTH__FED_HRSA_HPSA_PRIMARY_CARE	HARM CROSS PANEL	what sits near what: FED_NID_DAMS points within a mile of FED_HRSA_HPSA_PRIMARY_CARE points :: point map | count of near neighbors per point; the ones with the most :: ranked bar	point_map ranked_bar	reach-is-not-a-usable-join					
G2:near:ENVIRONMENT__FED_NID_DAMS~JUSTICE__FED_ATF_FFL	untouched	5.4	ENVIRONMENT ↔ JUSTICE	FED_NID_DAMS ↔ FED_ATF_FFL	77514	proximity pair	LATITUDE, LONGITUDE / LONGITUDE, LATITUDE		NID_HEIGHT_FT, DAM_LENGTH_FT +8 / 	ENVIRONMENT__FED_NID_DAMS	JUSTICE__FED_ATF_FFL	HARM CROSS PANEL	what sits near what: FED_NID_DAMS points within a mile of FED_ATF_FFL points :: point map | count of near neighbors per point; the ones with the most :: ranked bar	point_map ranked_bar	atf-zips-lost-leading-zeros					
G2:near:ENVIRONMENT__FED_NOAA_STORM_EVENTS~HEALTH__FED_HRSA_HPSA_PRIMARY_CARE	untouched	5.4	ENVIRONMENT ↔ HEALTH	FED_NOAA_STORM_EVENTS ↔ FED_HRSA_HPSA_PRIMARY_CARE	79158	proximity pair	BEGIN_LAT, BEGIN_LON, END_LAT, END_LON / LATITUDE, LONGITUDE		INJURIES_DIRECT, INJURIES_INDIRECT +8 / HPSA_SCORE, PC_MCTA_SCORE +8	ENVIRONMENT__FED_NOAA_STORM_EVENTS	HEALTH__FED_HRSA_HPSA_PRIMARY_CARE	HARM CROSS PANEL	what sits near what: FED_NOAA_STORM_EVENTS points within a mile of FED_HRSA_HPSA_PRIMARY_CARE points :: point map | count of near neighbors per point; the ones with the most :: ranked bar	point_map ranked_bar	reach-is-not-a-usable-join					
G2:near:ENVIRONMENT__FED_NOAA_STORM_EVENTS~JUSTICE__FED_ATF_FFL	untouched	5.4	ENVIRONMENT ↔ JUSTICE	FED_NOAA_STORM_EVENTS ↔ FED_ATF_FFL	77514	proximity pair	BEGIN_LAT, BEGIN_LON, END_LAT, END_LON / LONGITUDE, LATITUDE		INJURIES_DIRECT, INJURIES_INDIRECT +8 / 	ENVIRONMENT__FED_NOAA_STORM_EVENTS	JUSTICE__FED_ATF_FFL	HARM CROSS PANEL	what sits near what: FED_NOAA_STORM_EVENTS points within a mile of FED_ATF_FFL points :: point map | count of near neighbors per point; the ones with the most :: ranked bar	point_map ranked_bar	atf-zips-lost-leading-zeros					
G2:near:ENVIRONMENT__FED_USGS_MINERALS~HEALTH__FED_HRSA_HPSA_PRIMARY_CARE	untouched	5.4	ENVIRONMENT ↔ HEALTH	FED_USGS_MINERALS ↔ FED_HRSA_HPSA_PRIMARY_CARE	79158	proximity pair	LATITUDE, LONGITUDE / LATITUDE, LONGITUDE		 / HPSA_SCORE, PC_MCTA_SCORE +8	ENVIRONMENT__FED_USGS_MINERALS	HEALTH__FED_HRSA_HPSA_PRIMARY_CARE	HARM CROSS PANEL	what sits near what: FED_USGS_MINERALS points within a mile of FED_HRSA_HPSA_PRIMARY_CARE points :: point map | count of near neighbors per point; the ones with the most :: ranked bar	point_map ranked_bar	reach-is-not-a-usable-join					
G2:near:ENVIRONMENT__FED_USGS_ORPHANED_OIL_GAS_WELLS~HEALTH__FED_HRSA_HPSA_PRIMARY_CARE	untouched	5.4	ENVIRONMENT ↔ HEALTH	FED_USGS_ORPHANED_OIL_GAS_WELLS ↔ FED_HRSA_HPSA_PRIMARY_CARE	79158	proximity pair	LATITUDE, LONGITUDE / LATITUDE, LONGITUDE		 / HPSA_SCORE, PC_MCTA_SCORE +8	ENVIRONMENT__FED_USGS_ORPHANED_OIL_GAS_WELLS	HEALTH__FED_HRSA_HPSA_PRIMARY_CARE	HARM CROSS PANEL	what sits near what: FED_USGS_ORPHANED_OIL_GAS_WELLS points within a mile of FED_HRSA_HPSA_PRIMARY_CARE points :: point map | count of near neighbors per point; the ones with the most :: ranked bar	point_map ranked_bar	reach-is-not-a-usable-join					
G2:near:ENVIRONMENT__FED_USGS_WATER~JUSTICE__FED_ATF_FFL	untouched	5.4	ENVIRONMENT ↔ JUSTICE	FED_USGS_WATER ↔ FED_ATF_FFL	77514	proximity pair	LATITUDE, LONGITUDE / LONGITUDE, LATITUDE		VALUE / 	ENVIRONMENT__FED_USGS_WATER	JUSTICE__FED_ATF_FFL	MONEY CROSS PANEL	what sits near what: FED_USGS_WATER points within a mile of FED_ATF_FFL points :: point map | count of near neighbors per point; the ones with the most :: ranked bar	point_map ranked_bar	atf-zips-lost-leading-zeros					
G2:near:FINANCE__FED_FDIC_SOD_BRANCH_DEPOSITS~JUSTICE__FED_ATF_FFL	untouched	5.4	FINANCE ↔ JUSTICE	FED_FDIC_SOD_BRANCH_DEPOSITS ↔ FED_ATF_FFL	77514	proximity pair	SIMS_LATITUDE, SIMS_LONGITUDE / LONGITUDE, LATITUDE		BRANCH_DEPOSITS_THOUSANDS, INSTITUTION_ASSETS_THOUSANDS +5 / 	FINANCE__FED_FDIC_SOD_BRANCH_DEPOSITS	JUSTICE__FED_ATF_FFL	MONEY CROSS PANEL	what sits near what: FED_FDIC_SOD_BRANCH_DEPOSITS points within a mile of FED_ATF_FFL points :: point map | count of near neighbors per point; the ones with the most :: ranked bar	point_map ranked_bar	atf-zips-lost-leading-zeros reach-is-not-a-usable-join					
G2:near:HEALTH__FED_HRSA_HPSA_PRIMARY_CARE~JUSTICE__FED_ATF_FFL	untouched	5.4	HEALTH ↔ JUSTICE	FED_HRSA_HPSA_PRIMARY_CARE ↔ FED_ATF_FFL	77514	proximity pair	LATITUDE, LONGITUDE / LONGITUDE, LATITUDE		HPSA_SCORE, PC_MCTA_SCORE +8 / 	HEALTH__FED_HRSA_HPSA_PRIMARY_CARE	JUSTICE__FED_ATF_FFL	HARM CROSS PANEL	what sits near what: FED_HRSA_HPSA_PRIMARY_CARE points within a mile of FED_ATF_FFL points :: point map | count of near neighbors per point; the ones with the most :: ranked bar	point_map ranked_bar	atf-zips-lost-leading-zeros reach-is-not-a-usable-join					
G2:near:HEALTH__FED_HRSA_HPSA_PRIMARY_CARE~JUSTICE__INTL_UCDP_GED	untouched	5.4	HEALTH ↔ JUSTICE	FED_HRSA_HPSA_PRIMARY_CARE ↔ INTL_UCDP_GED	79158	proximity pair	LATITUDE, LONGITUDE / LATITUDE, LONGITUDE		HPSA_SCORE, PC_MCTA_SCORE +8 / DEATHS_A, DEATHS_B +10	HEALTH__FED_HRSA_HPSA_PRIMARY_CARE	JUSTICE__INTL_UCDP_GED	HARM CROSS PANEL	what sits near what: FED_HRSA_HPSA_PRIMARY_CARE points within a mile of INTL_UCDP_GED points :: point map | count of near neighbors per point; the ones with the most :: ranked bar	point_map ranked_bar	reach-is-not-a-usable-join					
G2:near:HEALTH__FED_HRSA_HPSA_PRIMARY_CARE~LABOR__FED_MSHA_MINES	untouched	5.4	HEALTH ↔ LABOR	FED_HRSA_HPSA_PRIMARY_CARE ↔ FED_MSHA_MINES	79158	proximity pair	LATITUDE, LONGITUDE / LATITUDE, LONGITUDE		HPSA_SCORE, PC_MCTA_SCORE +8 / DAYS_PER_WEEK, HOURS_PER_SHIFT	HEALTH__FED_HRSA_HPSA_PRIMARY_CARE	LABOR__FED_MSHA_MINES	HARM CROSS PANEL	what sits near what: FED_HRSA_HPSA_PRIMARY_CARE points within a mile of FED_MSHA_MINES points :: point map | count of near neighbors per point; the ones with the most :: ranked bar	point_map ranked_bar	reach-is-not-a-usable-join three-tables-not-what-they-look-like					
G2:near:HEALTH__FED_HRSA_HPSA_PRIMARY_CARE~MARITIME__FED_NOAA_AIS	untouched	5.4	HEALTH ↔ MARITIME	FED_HRSA_HPSA_PRIMARY_CARE ↔ FED_NOAA_AIS	79158	proximity pair	LATITUDE, LONGITUDE / LATITUDE, LONGITUDE		HPSA_SCORE, PC_MCTA_SCORE +8 / SPEED_OVER_GROUND, COURSE_OVER_GROUND +4	HEALTH__FED_HRSA_HPSA_PRIMARY_CARE	MARITIME__FED_NOAA_AIS	HARM CROSS PANEL	what sits near what: FED_HRSA_HPSA_PRIMARY_CARE points within a mile of FED_NOAA_AIS points :: point map | count of near neighbors per point; the ones with the most :: ranked bar	point_map ranked_bar	reach-is-not-a-usable-join					
G2:near:HEALTH__FED_HRSA_HPSA_PRIMARY_CARE~SCIENCE__FED_USGS_EARTHQUAKES	untouched	5.4	HEALTH ↔ SCIENCE	FED_HRSA_HPSA_PRIMARY_CARE ↔ FED_USGS_EARTHQUAKES	79158	proximity pair	LATITUDE, LONGITUDE / LATITUDE, LONGITUDE		HPSA_SCORE, PC_MCTA_SCORE +8 / DEPTH, MAG +8	HEALTH__FED_HRSA_HPSA_PRIMARY_CARE	SCIENCE__FED_USGS_EARTHQUAKES	HARM CROSS PANEL	what sits near what: FED_HRSA_HPSA_PRIMARY_CARE points within a mile of FED_USGS_EARTHQUAKES points :: point map | count of near neighbors per point; the ones with the most :: ranked bar	point_map ranked_bar	reach-is-not-a-usable-join					
G2:near:HEALTH__FED_HRSA_HPSA_PRIMARY_CARE~TRANSPORT__FED_FRA_CASUALTIES	untouched	5.4	HEALTH ↔ TRANSPORT	FED_HRSA_HPSA_PRIMARY_CARE ↔ FED_FRA_CASUALTIES	79158	proximity pair	LATITUDE, LONGITUDE / LATITUDE, LONGITUDE		HPSA_SCORE, PC_MCTA_SCORE +8 / POSITIVE_ALCOHOL_TESTS, POSITIVE_DRUG_TESTS +8	HEALTH__FED_HRSA_HPSA_PRIMARY_CARE	TRANSPORT__FED_FRA_CASUALTIES	HARM CROSS PANEL	what sits near what: FED_HRSA_HPSA_PRIMARY_CARE points within a mile of FED_FRA_CASUALTIES points :: point map | count of near neighbors per point; the ones with the most :: ranked bar	point_map ranked_bar	reach-is-not-a-usable-join					
G2:near:HEALTH__FED_HRSA_SHORTAGE_AREAS~JUSTICE__FED_ATF_FFL	untouched	5.4	HEALTH ↔ JUSTICE	FED_HRSA_SHORTAGE_AREAS ↔ FED_ATF_FFL	77514	proximity pair	LONGITUDE, LATITUDE / LONGITUDE, LATITUDE		rows with HPSA_DISCIPLINE_CLASS / 	HEALTH__FED_HRSA_SHORTAGE_AREAS	JUSTICE__FED_ATF_FFL	HARM CROSS PANEL	what sits near what: FED_HRSA_SHORTAGE_AREAS points within a mile of FED_ATF_FFL points :: point map | count of near neighbors per point; the ones with the most :: ranked bar	point_map ranked_bar	atf-zips-lost-leading-zeros reach-is-not-a-usable-join					
G2:near:JUSTICE__FED_ATF_FFL~TRANSPORT__FED_FRA_CASUALTIES	untouched	5.4	JUSTICE ↔ TRANSPORT	FED_ATF_FFL ↔ FED_FRA_CASUALTIES	77514	proximity pair	LONGITUDE, LATITUDE / LATITUDE, LONGITUDE		 / POSITIVE_ALCOHOL_TESTS, POSITIVE_DRUG_TESTS +8	JUSTICE__FED_ATF_FFL	TRANSPORT__FED_FRA_CASUALTIES	HARM CROSS PANEL	what sits near what: FED_ATF_FFL points within a mile of FED_FRA_CASUALTIES points :: point map | count of near neighbors per point; the ones with the most :: ranked bar	point_map ranked_bar	atf-zips-lost-leading-zeros					
G:ECONOMICS__FED_DOL_OSHA_INSPECTIONS	untouched	5.4	ECONOMICS	ECONOMICS__FED_DOL_OSHA_INSPECTIONS	5196412	ZIP code	SITE_ZIP, MAIL_ZIP	ZIP code, state	NR_IN_ESTAB			MAP OUTCOME	rank every ZIP code by NR_IN_ESTAB per person :: choropleth map | correlate against every other ZIP code number; see the county panel rows :: scatter | which places moved most over OPEN_DATE :: slope chart | top and bottom tenth: name them, then name the boring reason :: decile staircase	choropleth_map decile_staircase scatter slope_chart	reach-is-not-a-usable-join					
G:ECONOMICS__FED_IRS_527_ORGS	untouched	5.4	ECONOMICS	ECONOMICS__FED_IRS_527_ORGS	77591	ZIP code	MAIL_ZIP	ZIP code, state	row count only			MAP OUTCOME TEXT	rank every ZIP code by row count per person :: choropleth map | correlate against every other ZIP code number; see the county panel rows :: scatter | which places moved most over FILED_DATE :: slope chart | top and bottom tenth: name them, then name the boring reason :: decile staircase	choropleth_map decile_staircase scatter slope_chart	ein-and-cik-width-mismatch reach-is-not-a-usable-join					
G:ENERGY__FED_EIA861_SALES_ULT_CUST_CS	untouched	5.4	ENERGY	ENERGY__FED_EIA861_SALES_ULT_CUST_CS	674	state	STATE	state	RESIDENTIAL_REVENUES_THOUSAND_DOLLARS, RESIDENTIAL_SALES_MWH, COMMERCIAL_REVENUES_THOUSAND_DOLLARS, COMMERCIAL_SALES_MWH, INDUSTRIAL_REVENUES_THOUSAND_DOLLARS, INDUSTRIAL_SALES_MWH +9			MONEY MAP	rank every state by RESIDENTIAL_REVENUES_THOUSAND_DOLLARS per person :: choropleth map | correlate against every other state number; see the county panel rows :: scatter | top and bottom tenth: name them, then name the boring reason :: decile staircase	choropleth_map decile_staircase scatter						
G:ENVIRONMENT__FED_EPA_TRI_FACILITY	untouched	5.4	ENVIRONMENT	ENVIRONMENT__FED_EPA_TRI_FACILITY	64990	county	STATE_COUNTY_FIPS_CODE	county, ZIP code, state, map point, country	ASGN_TECHNICAL_CONTACT, MAIL, ASGN_TECHNICAL_CONTACT_EMAIL			MAP	rank every county by ASGN_TECHNICAL_CONTACT per person, using CORE.DIM_COUNTY population :: choropleth map | correlate against every other county number; see the county panel rows :: scatter | top and bottom tenth: name them, then name the boring reason :: decile staircase	choropleth_map decile_staircase scatter	nursing-home-chow-flag-constant reach-is-not-a-usable-join					
G:ENVIRONMENT__FED_FRACFOCUS_REGISTRY	untouched	5.4	ENVIRONMENT	ENVIRONMENT__FED_FRACFOCUS_REGISTRY	7200550	map point	LATITUDE, LONGITUDE	map point	TVD, TOTAL_BASE_WATER_VOLUME, TOTAL_BASE_NON_WATER_VOLUME, PERCENT_HIGH_ADDITIVE, PERCENT_HF_JOB, MASS_INGREDIENT			MAP TEXT	rank every map point by TVD per person :: point map | clusters: where the points bunch; then what they sit near, see the proximity rows :: point map | which places moved most over JOB_START_DATE :: slope chart | top and bottom tenth: name them, then name the boring reason :: decile staircase	decile_staircase point_map slope_chart						
G:HEALTH__FED_CMS_OPT_OUT_AFFIDAVITS	untouched	5.4	HEALTH	HEALTH__FED_CMS_OPT_OUT_AFFIDAVITS	57101	ZIP code	ZIP_CODE	ZIP code, state	row count only			PEOPLE MAP	rank every ZIP code by row count per person :: choropleth map | correlate against every other ZIP code number; see the county panel rows :: scatter | which places moved most over OPTOUT_EFFECTIVE_DATE :: slope chart | top and bottom tenth: name them, then name the boring reason :: decile staircase	choropleth_map decile_staircase scatter slope_chart	reach-is-not-a-usable-join					
G:HEALTH__FED_FDA_DEVICE_PMA	untouched	5.4	HEALTH	HEALTH__FED_FDA_DEVICE_PMA	56853	ZIP code	ZIP	ZIP code, state	row count only			MAP OUTCOME TEXT	rank every ZIP code by row count per person :: choropleth map | correlate against every other ZIP code number; see the county panel rows :: scatter | which places moved most over DATE_RECEIVED :: slope chart | top and bottom tenth: name them, then name the boring reason :: decile staircase	choropleth_map decile_staircase scatter slope_chart	reach-is-not-a-usable-join					
G2:county:ECONOMICS__FED_BLS_QCEW~ENVIRONMENT__FED_EPA_FRS_FACILITIES	untouched	5.3	ECONOMICS ↔ ENVIRONMENT	FED_BLS_QCEW ↔ FED_EPA_FRS_FACILITIES	3619437	county pair	AREA_FIPS / FIPS_CODE		ANNUAL_AVG_ESTABLISHMENTS, ANNUAL_AVG_EMPLOYMENT +5 / 	ECONOMICS__FED_BLS_QCEW	ENVIRONMENT__FED_EPA_FRS_FACILITIES	CROSS PANEL	roll both to county: ANNUAL_AVG_ESTABLISHMENTS against row count, per person :: scatter | top tenth of counties by ANNUAL_AVG_ESTABLISHMENTS: where do they sit on row count :: decile staircase | counties high on both: name them, then the boring reason :: two-color map	decile_staircase scatter two-color_map	reach-is-not-a-usable-join					
