model,layer,subject,family,class,thing_token,map_evidence,map_confidence,grain_phrase,spine_entity,natural_key,n_columns,column_quality,pre_aggregated,sem_date,sem_money,sem_geo,sem_id,sem_code,sem_population,sem_flag,sem_quantity
stg_portal_cka_analyze_boston_bbe6f0fd04__records,staging,portal_cka_analyze_boston_bbe6f0fd04,organization,noun,districts,dataset title token 'districts' in: police districts,medium,record,,ID,10,star-cte-resolved,False,0,0,4,1,0,0,0,0
stg_portal_cka_analyze_boston_d5a9ad584e__filings,staging,portal_cka_analyze_boston_d5a9ad584e,filing,event+noun,filing,grain says 'one row per filing',high,filing,filing.,"ZIP_CODE, PERMIT_APPLICATION_FILING_DATE, PERMIT_ISSUED_DATE, REZONING_EFFECTIVE_DATE, PARCEL_ID, SAM_ID",65,star-cte-resolved,False,5,0,9,4,4,0,3,6
stg_portal_cka_analyze_boston_db1aefd5b6__records,staging,portal_cka_analyze_boston_db1aefd5b6,organization,noun,business,dataset title token 'business' in: business inventory,medium,record,,ID,30,star-cte-resolved,False,1,0,6,2,2,0,0,2
stg_portal_cka_analyze_boston_db29ec5366__records,staging,portal_cka_analyze_boston_db29ec5366,place,noun,trees,dataset title token 'trees' in: bprd trees,medium,record,,ID,21,star-cte-resolved,False,1,0,7,2,0,0,0,0
stg_portal_cka_analyze_boston_dd269d0a1d__places,staging,portal_cka_analyze_boston_dd269d0a1d,place,noun,places,name token 'places',medium,record,place.,"ZIP_R, SEGMENT_ID",38,star-cte-resolved,False,0,2,4,1,1,0,0,1
stg_portal_cka_analyze_boston_df52d983a2__places,staging,portal_cka_analyze_boston_df52d983a2,place,noun,place,grain says 'one row per place',high,place,place.,GEOID20,310,star-cte-resolved,False,1,63,4,0,0,129,0,0
stg_portal_cka_analyze_boston_e1262d25c2__places,staging,portal_cka_analyze_boston_e1262d25c2,place,noun,place,grain says 'one row per place',high,place,place.,SHAPE_WKT,30,star-cte-resolved,False,0,0,4,2,0,0,0,0
stg_portal_cka_analyze_boston_e4c004d662__cases,staging,portal_cka_analyze_boston_e4c004d662,case,event+noun,case,grain says 'one row per case',high,case,case.,CASE_ID,30,star-cte-resolved,False,5,0,9,1,3,0,0,0
stg_portal_cka_analyze_boston_eb235cdc7a__places,staging,portal_cka_analyze_boston_eb235cdc7a,place,noun,place,grain says 'one row per place',high,place,place.,SHAPE_WKT,15,star-cte-resolved,False,0,0,3,1,0,0,0,0
stg_portal_cka_analyze_boston_f1b3f76830__places,staging,portal_cka_analyze_boston_f1b3f76830,place,noun,places,name token 'places',medium,record,place.,"CONTACT_ZIP, STATUS_DTTM",26,star-cte-resolved,False,0,0,10,3,3,0,0,0
stg_portal_cka_california_open_0ad648012f__records,staging,portal_cka_california_open_0ad648012f,measurement,event,water,dataset title token 'water' in: water quality data,medium,record,,STATION_ID,13,star-cte-resolved,False,2,0,3,2,1,0,0,1
stg_portal_cka_california_open_0bc18bba68__places,staging,portal_cka_california_open_0bc18bba68,place,noun,place,grain says 'one row per place',high,place,place.,SHAPE__LENGTH,13,star-cte-resolved,False,0,0,1,0,0,0,0,0
stg_portal_cka_california_open_21e0e694b5__places,staging,portal_cka_california_open_21e0e694b5,place,noun,place,grain says 'one row per place',high,place,place.,SHAPE__LENGTH,49,star-cte-resolved,False,0,0,0,1,1,0,0,5
stg_portal_cka_california_open_27dc9c9e51__places,staging,portal_cka_california_open_27dc9c9e51,place,noun,place,grain says 'one row per place',high,place,place.,SHAPE__LENGTH,24,star-cte-resolved,False,3,0,1,4,1,0,0,1
stg_portal_cka_california_open_31deeff0a8__places,staging,portal_cka_california_open_31deeff0a8,place,noun,place,grain says 'one row per place',high,place,place.,SHAPE__LENGTH,15,star-cte-resolved,False,5,0,0,0,0,0,0,0
stg_portal_cka_california_open_35e42b9770__records,staging,portal_cka_california_open_35e42b9770,measurement,event,water,"dataset title token 'water' in: urban retail water supplier - water conservation, supply, an",medium,record,,"ORG_ID, WATER_SYSTEM_ID, REPORT_PERIOD_START_DATE",36,star-cte-resolved,False,2,0,2,2,1,0,4,0
stg_portal_cka_california_open_37c04cba4a__places,staging,portal_cka_california_open_37c04cba4a,place,noun,place,grain says 'one row per place',high,place,place.,SHAPE__LENGTH,9,star-cte-resolved,False,0,0,1,0,0,0,0,0
stg_portal_cka_california_open_3b70ad4f80__records,staging,portal_cka_california_open_3b70ad4f80,inspection,event,monitoring,dataset title token 'monitoring' in: gsp monitoring data,medium,record,,STN_ID,36,star-cte-resolved,False,7,0,2,2,5,0,0,1
stg_portal_cka_california_open_3ba640aa6e__places,staging,portal_cka_california_open_3ba640aa6e,place,noun,place,grain says 'one row per place',high,place,place.,SHAPE__LENGTH,21,star-cte-resolved,False,2,0,2,1,2,0,0,0
stg_portal_cka_california_open_41b8625438__places,staging,portal_cka_california_open_41b8625438,place,noun,place,grain says 'one row per place',high,place,place.,LONGITUDE,22,star-cte-resolved,False,0,0,3,1,3,0,0,0
stg_portal_cka_california_open_490b55c81b__records,staging,portal_cka_california_open_490b55c81b,program,noun,system,dataset title token 'system' in: dry well reporting system data,medium,record,,ID,24,star-cte-resolved,False,5,1,4,1,3,0,0,1
stg_portal_cka_california_open_49d5a45de1__places,staging,portal_cka_california_open_49d5a45de1,place,noun,place,grain says 'one row per place',high,place,place.,SHAPE__LENGTH,13,star-cte-resolved,False,0,0,1,0,0,0,0,0
stg_portal_cka_california_open_6083f016d2__places,staging,portal_cka_california_open_6083f016d2,place,noun,place,grain says 'one row per place',high,place,place.,SHAPE__LENGTH,13,star-cte-resolved,False,0,0,1,0,0,0,0,0
stg_portal_cka_california_open_6611464444__places,staging,portal_cka_california_open_6611464444,place,noun,places,name token 'places',medium,record,place.,"LONGITUDE, SITE_CODE",22,star-cte-resolved,False,0,0,3,1,3,0,0,0
stg_portal_cka_california_open_6a4468b24f__places,staging,portal_cka_california_open_6a4468b24f,place,noun,place,grain says 'one row per place',high,place,place.,SHAPE__LENGTH,13,star-cte-resolved,False,0,0,1,0,0,0,0,0
stg_portal_cka_california_open_7f65d27db7__records,staging,portal_cka_california_open_7f65d27db7,accident,event,incidents,dataset title token 'incidents' in: power outage incidents,medium,record,,INDICENT_ID,17,star-cte-resolved,False,2,0,1,1,2,1,0,0
stg_portal_cka_california_open_823711435d__places,staging,portal_cka_california_open_823711435d,place,noun,place,grain says 'one row per place',high,place,place.,SHAPE__LENGTH,13,star-cte-resolved,False,0,0,3,0,0,3,0,0
stg_portal_cka_california_open_8c4aa754ce__places,staging,portal_cka_california_open_8c4aa754ce,place,noun,place,grain says 'one row per place',high,place,place.,SHAPE__LENGTH,13,star-cte-resolved,False,0,0,1,0,0,0,0,0
stg_portal_cka_california_open_9c50aef41d__places,staging,portal_cka_california_open_9c50aef41d,place,noun,place,grain says 'one row per place',high,place,place.,ZIP_CODE,15,star-cte-resolved,False,8,0,0,0,1,0,0,0
stg_portal_cka_california_open_a5d78a8b63__places,staging,portal_cka_california_open_a5d78a8b63,place,noun,places,name token 'places',medium,record,place.,"LATITUDE, LAST_MODIFIED_DATE, DATE_DATA_REFERS_TO, DWR_GW_SITE_CODE",18,star-cte-resolved,False,2,0,3,2,2,0,0,0
stg_portal_cka_california_open_ac6c9e2b47__records,staging,portal_cka_california_open_ac6c9e2b47,measurement,event,measurements,dataset title token 'measurements' in: periodic groundwater level measurements,medium,record,,STN_ID,21,star-cte-resolved,False,0,0,3,3,4,0,0,0
stg_portal_cka_california_open_b7d3e2c140__places,staging,portal_cka_california_open_b7d3e2c140,place,noun,place,grain says 'one row per place',high,place,place.,SHAPE__LENGTH,14,star-cte-resolved,False,2,0,1,1,2,1,0,0
stg_portal_cka_california_open_c19a7c8625__places,staging,portal_cka_california_open_c19a7c8625,place,noun,places,name token 'places',medium,record,place.,"COUNTRY, SUBMITTED_DATE",192,star-cte-resolved,False,20,17,4,5,10,1,0,19
stg_portal_cka_california_open_c65b641866__records,staging,portal_cka_california_open_c65b641866,measurement,event,water,dataset title token 'water' in: i08 stations discrete grab water quality,medium,record,,STATION_ID,22,star-cte-resolved,False,4,0,4,2,1,0,0,1
stg_portal_cka_california_open_c86733ed60__places,staging,portal_cka_california_open_c86733ed60,place,noun,place,grain says 'one row per place',high,place,place.,SHAPE__LENGTH,33,star-cte-resolved,False,0,0,1,1,0,0,0,1
stg_portal_cka_california_open_cb7c3747fc__places,staging,portal_cka_california_open_cb7c3747fc,place,noun,place,grain says 'one row per place',high,place,place.,SHAPE__LENGTH,15,star-cte-resolved,False,3,0,2,1,0,0,0,0
stg_portal_cka_california_open_e2cdcdbc2c__places,staging,portal_cka_california_open_e2cdcdbc2c,place,noun,place,grain says 'one row per place',high,place,place.,LAT_DDM,10,star-cte-resolved,False,0,0,3,0,0,0,0,0
stg_portal_cka_california_open_ee216e8506__places,staging,portal_cka_california_open_ee216e8506,place,noun,place,grain says 'one row per place',high,place,place.,SHAPE__LENGTH,14,star-cte-resolved,False,0,0,2,0,0,0,0,0
stg_portal_cka_california_open_f039e82e72__places,staging,portal_cka_california_open_f039e82e72,place,noun,place,grain says 'one row per place',high,place,place.,SHAPE__LENGTH,24,star-cte-resolved,False,3,0,1,4,1,0,0,1
stg_portal_cka_california_open_f406aad424__places,staging,portal_cka_california_open_f406aad424,place,noun,place,grain says 'one row per place',high,place,place.,SHAPE__LENGTH,23,star-cte-resolved,False,3,0,1,4,1,0,0,1
stg_portal_cka_california_open_f8f7b5716b__records,staging,portal_cka_california_open_f8f7b5716b,filing,event+noun,report,dataset title token 'report' in: urban water use objectives – compiled report data,medium,record,,"ORG_ID, FY_START_DATE",11,star-cte-resolved,False,4,0,0,1,0,0,0,0
stg_portal_cka_houston_open_dat_07c9c99eb1__events,staging,portal_cka_houston_open_dat_07c9c99eb1,action,event,event,grain says 'one row per event',high,event,event.,"TEMP_EVENT_ID, INSPECTION_DATE, ACTIVITY_TYPE, STAFF_CODE",12,star-cte-resolved,False,1,0,0,2,3,0,0,1
stg_portal_cka_houston_open_dat_092dc52bc1__records,staging,portal_cka_houston_open_dat_092dc52bc1,measurement,event,level,dataset title token 'level' in: acs 5-year population estimates by age and sex at block grou,medium,record,,GEO_ID,53,star-cte-resolved,False,0,0,1,0,0,0,0,0
stg_portal_cka_houston_open_dat_09fd7e454a__records,staging,portal_cka_houston_open_dat_09fd7e454a,UNMAPPED,unclassified,,no signal matched,none,record,,ID,11,star-cte-resolved,False,0,0,0,1,1,0,0,0
stg_portal_cka_houston_open_dat_0a6665137f__records,staging,portal_cka_houston_open_dat_0a6665137f,measurement,event,level,dataset title token 'level' in: acs 5-year population estimates by language spoken at home a,medium,record,,GEO_ID,71,star-cte-resolved,False,0,0,1,0,0,0,0,0
stg_portal_cka_houston_open_dat_1629ef6392__records,staging,portal_cka_houston_open_dat_1629ef6392,measurement,event,estimates,dataset title token 'estimates' in: city of houston population estimates by education attainment,medium,record,,"GEO_ID, YEAR",22,star-cte-resolved,False,2,0,1,0,0,0,0,1
stg_portal_cka_houston_open_dat_19cbd263cc__records,staging,portal_cka_houston_open_dat_19cbd263cc,role,link,tenure,dataset title token 'tenure' in: city of houston average household size by tenure,medium,record,,"GEO_ID, YEAR",8,star-cte-resolved,False,1,0,1,0,0,0,0,0
stg_portal_cka_houston_open_dat_2e1926ecb2__records,staging,portal_cka_houston_open_dat_2e1926ecb2,measurement,event,estimates,dataset title token 'estimates' in: city of houston population estimates by employment status,medium,record,,"GEO_ID, YEAR",12,star-cte-resolved,False,1,0,1,0,0,0,0,0
stg_portal_cka_houston_open_dat_399393985d__records,staging,portal_cka_houston_open_dat_399393985d,measurement,event,estimates,dataset title token 'estimates' in: city of houston population estimates by age and sex,medium,record,,"GEO_ID, YEAR",54,star-cte-resolved,False,1,0,1,0,0,0,0,0
stg_portal_cka_houston_open_dat_405fbdb44a__records,staging,portal_cka_houston_open_dat_405fbdb44a,measurement,event,level,dataset title token 'level' in: acs 5-year population estimates by race and ethnicity at blo,medium,record,,GEO_ID,25,star-cte-resolved,False,0,0,1,0,0,0,0,0
stg_portal_cka_houston_open_dat_442a765041__records,staging,portal_cka_houston_open_dat_442a765041,measurement,event,level,dataset title token 'level' in: acs 5-year median gross rent estimates at block group level ,medium,record,,GEO_ID,5,star-cte-resolved,False,0,0,1,0,0,0,0,0
stg_portal_cka_houston_open_dat_48b03033d3__records,staging,portal_cka_houston_open_dat_48b03033d3,place,noun,areas,dataset title token 'areas' in: city of houston business areas,medium,record,,BUSINESS_AREA_ID,6,star-cte-resolved,False,0,0,0,0,0,0,0,4
stg_portal_cka_houston_open_dat_4df426d97d__records,staging,portal_cka_houston_open_dat_4df426d97d,measurement,event,level,dataset title token 'level' in: acs 5-year housing value estimates at block group level (har,medium,record,,GEO_ID,31,star-cte-resolved,False,0,0,1,0,0,0,0,0
stg_portal_cka_houston_open_dat_501ee45dc7__records,staging,portal_cka_houston_open_dat_501ee45dc7,measurement,event,level,dataset title token 'level' in: acs 5-year population estimates by education attainment at b,medium,record,,GEO_ID,29,star-cte-resolved,False,0,0,1,0,0,0,0,0
stg_portal_cka_houston_open_dat_583918009f__records,staging,portal_cka_houston_open_dat_583918009f,measurement,event,level,dataset title token 'level' in: acs 5-year population estimates by employment status at bloc,medium,record,,GEO_ID,11,star-cte-resolved,False,0,0,1,0,0,0,0,0
stg_portal_cka_houston_open_dat_5848c85560__records,staging,portal_cka_houston_open_dat_5848c85560,asset,noun,vehicles,dataset title token 'vehicles' in: all active vehicles regulated by ara transportation section ,medium,record,,"TRANSPORTATION_ID, VEHICLE_ID",22,star-cte-resolved,False,5,0,0,5,2,0,0,1
stg_portal_cka_houston_open_dat_6082321c0c__records,staging,portal_cka_houston_open_dat_6082321c0c,measurement,event,level,dataset title token 'level' in: acs 5-year household income estimates at block group level (,medium,record,,GEO_ID,21,star-cte-resolved,False,0,0,1,0,0,0,0,0
stg_portal_cka_houston_open_dat_702315b033__records,staging,portal_cka_houston_open_dat_702315b033,organization,noun,companies,dataset title token 'companies' in: all active transportation companies regulated by ara transpo,medium,record,,TRANSPORTATION_ID,14,star-cte-resolved,False,0,0,3,2,1,0,0,2
stg_portal_cka_houston_open_dat_76e445329f__records,staging,portal_cka_houston_open_dat_76e445329f,registration,event+noun,permits,dataset title token 'permits' in: all paid vehicle permits 05/01/2011 to 04/30/2012,medium,record,,"TRANSPORTATION_ID, VEHICLE_ID",24,star-cte-resolved,False,6,0,0,5,3,0,0,1
stg_portal_cka_houston_open_dat_7a8148751c__records,staging,portal_cka_houston_open_dat_7a8148751c,role,link,tenure,dataset title token 'tenure' in: city of houston housing unit estimates by occupancy and tenu,medium,record,,"GEO_ID, YEAR",14,star-cte-resolved,False,1,0,1,0,0,0,0,0
stg_portal_cka_houston_open_dat_95cc6891bd__records,staging,portal_cka_houston_open_dat_95cc6891bd,measurement,event,level,dataset title token 'level' in: acs 5-year housing unit estimates by occupancy and tenure at,medium,record,,GEO_ID,9,star-cte-resolved,False,0,0,1,0,0,0,0,0
stg_portal_cka_houston_open_dat_a4490182ba__places,staging,portal_cka_houston_open_dat_a4490182ba,place,noun,places,name token 'places',medium,record,place.,"ZIPCODE, SR_CREATE_DATE, DUE_DATE, DATE_CLOSED, TAX_ID",47,star-cte-resolved,False,9,0,14,5,3,0,0,2
stg_portal_cka_houston_open_dat_aa67e5b416__records,staging,portal_cka_houston_open_dat_aa67e5b416,measurement,event,estimates,dataset title token 'estimates' in: city of houston population estimates by means of transportat,medium,record,,"GEO_ID, YEAR",26,star-cte-resolved,False,1,0,1,0,0,0,0,0
stg_portal_cka_houston_open_dat_ab35bb6552__places,staging,portal_cka_houston_open_dat_ab35bb6552,place,noun,places,name token 'places',medium,record,place.,"ZIP, IN_DATE, DUE_DATE, OUT_DATE, ID",23,star-cte-resolved,False,3,0,5,1,3,0,0,1
stg_portal_cka_houston_open_dat_aeb065e230__records,staging,portal_cka_houston_open_dat_aeb065e230,measurement,event,estimates,dataset title token 'estimates' in: city of houston population estimates by race and ethnicity,medium,record,,"GEO_ID, YEAR",26,star-cte-resolved,False,1,0,1,0,0,0,0,0
stg_portal_cka_houston_open_dat_aefb1b6a56__records,staging,portal_cka_houston_open_dat_aefb1b6a56,measurement,event,level,dataset title token 'level' in: acs 5-year median household income and median housing value ,medium,record,,GEO_ID,6,star-cte-resolved,False,0,0,1,0,0,0,0,0
stg_portal_cka_houston_open_dat_bdf3a70a86__records,staging,portal_cka_houston_open_dat_bdf3a70a86,measurement,event,estimates,dataset title token 'estimates' in: city of houston population estimates by language spoken at h,medium,record,,"GEO_ID, YEAR",24,star-cte-resolved,False,1,0,1,0,0,0,0,0
stg_portal_cka_houston_open_dat_cfdcdf13fd__records,staging,portal_cka_houston_open_dat_cfdcdf13fd,unresolved,event,,columns only: dated rows,low,record,,"GEO_ID, YEAR",6,star-cte-resolved,False,1,0,1,0,0,0,0,0
stg_portal_cka_houston_open_dat_ebcdf36b9e__records,staging,portal_cka_houston_open_dat_ebcdf36b9e,measurement,event,level,dataset title token 'level' in: acs 5-year gross rent estimates at block group level (harris,medium,record,,GEO_ID,31,star-cte-resolved,False,0,0,1,0,0,0,0,0
stg_portal_cka_houston_open_dat_f572136326__records,staging,portal_cka_houston_open_dat_f572136326,unresolved,event,,columns only: dated rows,low,record,,"GEO_ID, YEAR",7,star-cte-resolved,False,1,0,1,0,0,0,0,0
stg_portal_cka_houston_open_dat_fb1f968c19__records,staging,portal_cka_houston_open_dat_fb1f968c19,facility,noun,centers,dataset title token 'centers' in: city of houston fund centers,medium,record,,FUND_CENTER_ID,4,star-cte-resolved,False,0,0,0,1,0,0,0,0
stg_portal_cka_indiana_data_hub_7747efe139__records,staging,portal_cka_indiana_data_hub_7747efe139,UNMAPPED,unclassified,,no signal matched,none,record,,ID,13,star-cte-resolved,False,0,0,2,1,0,0,0,0
stg_portal_cka_indiana_data_hub_78f3e49d13__places,staging,portal_cka_indiana_data_hub_78f3e49d13,place,noun,places,name token 'places',medium,record,place.,"COUNTY_FIPS, SCHOOL_YEAR, SUBMISSION_STATUS, SCHOOL_ID",16,star-cte-resolved,False,1,0,7,1,1,1,0,2
stg_portal_cka_indiana_data_hub_83ba6435c2__places,staging,portal_cka_indiana_data_hub_83ba6435c2,place,noun,places,name token 'places',medium,record,place.,"LOCATION_ID, DATE",19,star-cte-resolved,False,2,0,2,0,0,0,0,6
stg_portal_cka_indiana_data_hub_90819d705e__places,staging,portal_cka_indiana_data_hub_90819d705e,place,noun,place,grain says 'one row per place',high,place,place.,ZIP_CD,6,star-cte-resolved,False,0,0,0,0,1,1,0,1
stg_portal_cka_indiana_data_hub_90c2a3ca78__places,staging,portal_cka_indiana_data_hub_90c2a3ca78,place,noun,place,grain says 'one row per place',high,place,place.,ZCTA,5,star-cte-resolved,False,1,0,1,0,0,0,0,0
stg_portal_cka_indiana_data_hub_ba1b037c9e__places,staging,portal_cka_indiana_data_hub_ba1b037c9e,place,noun,place,grain says 'one row per place',high,place,place.,LOCATION_ZIP,12,star-cte-resolved,False,0,0,7,0,0,0,0,0
stg_portal_cka_indiana_data_hub_bd531b17f6__places,staging,portal_cka_indiana_data_hub_bd531b17f6,place,noun,place,grain says 'one row per place',high,place,place.,FIPS,14,star-cte-resolved,False,0,0,2,0,1,0,0,6
stg_portal_cka_indiana_data_hub_d4dae8d984__places,staging,portal_cka_indiana_data_hub_d4dae8d984,place,noun,places,name token 'places',medium,record,place.,"ZIPCODE, YEAR, AGE_GROUP",10,star-cte-resolved,False,1,1,1,0,1,0,0,3
stg_portal_cka_indiana_data_hub_fe00d42acc__places,staging,portal_cka_indiana_data_hub_fe00d42acc,place,noun,places,name token 'places',medium,record,place.,"FIPS, DATE",12,star-cte-resolved,False,1,0,3,0,0,0,0,0
stg_portal_cka_ireland_national_12f7eae1d9__places,staging,portal_cka_ireland_national_12f7eae1d9,place,noun,place,grain says 'one row per place',high,place,place.,SHAPE__LENGTH,11,star-cte-resolved,False,0,0,0,0,1,0,0,1
stg_portal_cka_ireland_national_4049d41c91__places,staging,portal_cka_ireland_national_4049d41c91,place,noun,place,grain says 'one row per place',high,place,place.,SHAPE__LENGTH,14,star-cte-resolved,False,0,0,1,1,2,0,0,1
stg_portal_cka_ireland_national_73a82cb256__places,staging,portal_cka_ireland_national_73a82cb256,place,noun,place,grain says 'one row per place',high,place,place.,SHAPE__LENGTH,9,star-cte-resolved,False,0,0,0,1,0,0,0,0
stg_portal_cka_ireland_national_f2efde1a8c__records,staging,portal_cka_ireland_national_f2efde1a8c,award,event+noun,grant,dataset title token 'grant' in: research ireland grant commitments,medium,record,,PROJECT_ID,13,star-cte-resolved,False,2,1,0,3,0,0,0,0
stg_portal_cka_israel_national_03d9d0d534__places,staging,portal_cka_israel_national_03d9d0d534,place,noun,places,name token 'places',medium,record,place.,"ZIPCODE, OPEN_DATE, CLOSE_DATE, BRANCH_CODE, ID",16,star-cte-resolved,False,2,0,3,1,2,0,0,0
stg_portal_cka_israel_national_05cd5564c6__records,staging,portal_cka_israel_national_05cd5564c6,payment,event,refund,dataset title token 'refund' in: עסקים במסגרת החזר מעמ לתייר - vat refund stores,medium,record,,ID,23,star-cte-resolved,False,3,0,2,1,2,0,0,0
stg_portal_cka_israel_national_07ec1af377__records,staging,portal_cka_israel_national_07ec1af377,unresolved,event,,columns only: dated rows,low,record,,"DEACEASED_ID, DEACEASED_DATE",10,star-cte-resolved,False,2,0,1,2,0,0,0,0
stg_portal_cka_israel_national_12fc0d7b44__places,staging,portal_cka_israel_national_12fc0d7b44,place,noun,place,grain says 'one row per place',high,place,place.,SHAPE_AREA,31,star-cte-resolved,False,0,0,2,0,0,0,0,0
stg_portal_cka_israel_national_23ec89fe35__records,staging,portal_cka_israel_national_23ec89fe35,unresolved,noun,,"columns only: named located rows, undated",low,record,,GIS_ID,15,star-cte-resolved,False,0,0,1,1,0,0,0,0
stg_portal_cka_israel_national_2d69dc52e0__places,staging,portal_cka_israel_national_2d69dc52e0,place,noun,place,grain says 'one row per place',high,place,place.,SHAPE_AREA,15,star-cte-resolved,False,0,0,1,1,0,0,0,1
stg_portal_cka_israel_national_32cf786f4c__records,staging,portal_cka_israel_national_32cf786f4c,unresolved,event,,columns only: dated rows,low,record,,"PROJECT_ID, BUILDING_ID",49,star-cte-resolved,False,6,0,5,12,1,0,0,7
stg_portal_cka_israel_national_338ef2b642__records,staging,portal_cka_israel_national_338ef2b642,unresolved,event,,columns only: dated money rows,low,record,,"FUND_ID, MANAGING_CORPORATION_LEGAL_ID, REPORT_PERIOD",34,star-cte-resolved,False,3,6,0,2,1,1,0,1
stg_portal_cka_israel_national_44788840fc__records,staging,portal_cka_israel_national_44788840fc,UNMAPPED,unclassified,,no signal matched,none,record,,"EQUIPMENT_GROUP_ID, MANUFACTER_ID, MODEL_ID",13,star-cte-resolved,False,0,0,0,4,2,0,1,0
stg_portal_cka_israel_national_50096ddb0e__records,staging,portal_cka_israel_national_50096ddb0e,unresolved,event,,columns only: dated rows,low,record,,WARRENT_ID,12,star-cte-resolved,False,1,0,1,2,1,0,0,0
stg_portal_cka_israel_national_511b70eb2b__records,staging,portal_cka_israel_national_511b70eb2b,unresolved,event,,columns only: dated rows,low,record,,BUS_LICENSE_ID,14,star-cte-resolved,False,1,0,1,1,0,0,0,1
stg_portal_cka_israel_national_6272f09a75__places,staging,portal_cka_israel_national_6272f09a75,place,noun,places,name token 'places',medium,record,place.,"ZIP_CODE, CATEGORY, BANK_CODE",12,star-cte-resolved,False,0,0,3,0,4,0,0,0
stg_portal_cka_israel_national_6c5e40114c__records,staging,portal_cka_israel_national_6c5e40114c,unresolved,event,,columns only: dated money rows,low,record,,"FUND_ID, REPORT_PERIOD",26,star-cte-resolved,False,2,4,0,3,1,0,0,1
stg_portal_cka_israel_national_6fa4de9040__places,staging,portal_cka_israel_national_6fa4de9040,place,noun,place,grain says 'one row per place',high,place,place.,SHAPE_AREA,31,star-cte-resolved,False,0,0,1,0,0,0,0,0
stg_portal_cka_israel_national_7362ebc06f__records,staging,portal_cka_israel_national_7362ebc06f,document,noun,library,dataset title token 'library' in: ספרייה מקצועית - professional library,medium,record,,ITEM_ID,11,star-cte-resolved,False,1,0,0,1,0,0,0,0
stg_portal_cka_israel_national_964780e58d__records,staging,portal_cka_israel_national_964780e58d,unresolved,event,,columns only: dated rows,low,record,,TYPE_ID,19,star-cte-resolved,False,2,0,0,1,1,0,0,0
stg_portal_cka_israel_national_b37ba647d0__records,staging,portal_cka_israel_national_b37ba647d0,unresolved,noun,,"columns only: named located rows, undated",low,record,,MISGERET_ID,31,star-cte-resolved,False,0,0,2,4,3,1,0,2
stg_portal_cka_israel_national_c05e5881a0__places,staging,portal_cka_israel_national_c05e5881a0,place,noun,places,name token 'places',medium,record,place.,"ZIP_CODE, INSTITUTE_CODE",19,star-cte-resolved,False,0,0,3,0,2,0,0,1
stg_portal_cka_israel_national_c596979f55__places,staging,portal_cka_israel_national_c596979f55,place,noun,place,grain says 'one row per place',high,place,place.,SHAPE_LENGTH,16,star-cte-resolved,False,0,0,2,1,1,0,0,0
stg_portal_cka_israel_national_d59087e169__records,staging,portal_cka_israel_national_d59087e169,unresolved,event,,columns only: dated money rows,low,record,,"FUND_ID, MANAGING_CORPORATION_LEGAL_ID, REPORT_PERIOD",34,star-cte-resolved,False,3,6,0,3,1,0,0,1
stg_portal_cka_israel_national_da3ca6db5d__records,staging,portal_cka_israel_national_da3ca6db5d,unresolved,noun,,"columns only: named located rows, undated",low,record,,WORK_ID,13,star-cte-resolved,False,0,0,1,2,0,0,1,1
stg_portal_cka_israel_national_e3d369b05f__places,staging,portal_cka_israel_national_e3d369b05f,place,noun,places,name token 'places',medium,record,place.,"STN_LAT, DATE_OPEN, DATE_CLOSE",18,star-cte-resolved,False,4,0,2,0,1,0,0,2
stg_portal_cka_israel_national_ee52e94997__records,staging,portal_cka_israel_national_ee52e94997,unresolved,event,,columns only: dated rows,low,record,,ANIMAL_LAB_ID,23,star-cte-resolved,False,2,0,0,1,0,0,0,0
stg_portal_cka_israel_national_ff540a3c79__places,staging,portal_cka_israel_national_ff540a3c79,place,noun,place,grain says 'one row per place',high,place,place.,GEOM,24,star-cte-resolved,False,0,0,3,1,0,2,0,0
stg_portal_cka_open_data_sa_136d910ad7__places,staging,portal_cka_open_data_sa_136d910ad7,place,noun,place,grain says 'one row per place',high,place,place.,SHAPE__LENGTH,8,star-cte-resolved,False,0,0,1,0,0,0,0,0
stg_portal_cka_open_data_sa_19461cbd4a__places,staging,portal_cka_open_data_sa_19461cbd4a,place,noun,place,grain says 'one row per place',high,place,place.,SHAPE__LENGTH,8,star-cte-resolved,False,0,0,1,1,0,0,0,0
stg_portal_cka_open_data_sa_19f13722dd__places,staging,portal_cka_open_data_sa_19f13722dd,place,noun,place,grain says 'one row per place',high,place,place.,SHAPE__LENGTH,6,star-cte-resolved,False,0,0,0,0,0,0,0,0
stg_portal_cka_open_data_sa_1c37ee3869__places,staging,portal_cka_open_data_sa_1c37ee3869,place,noun,places,name token 'places',medium,record,place.,"SHAPE__LENGTH, FISCAL_YEAR",32,star-cte-resolved,False,3,1,5,0,5,0,0,1
stg_portal_cka_open_data_sa_1e2348f9b1__places,staging,portal_cka_open_data_sa_1e2348f9b1,place,noun,place,grain says 'one row per place',high,place,place.,SHAPE__LENGTH,9,star-cte-resolved,False,0,0,0,0,0,0,0,0
stg_portal_cka_open_data_sa_1f87a7ae2d__places,staging,portal_cka_open_data_sa_1f87a7ae2d,place,noun,place,grain says 'one row per place',high,place,place.,SHAPE__LENGTH,9,star-cte-resolved,False,0,0,0,0,0,0,0,0
