NPI,EXCLUSION_TYPE,GENERAL_CATEGORY,SPECIALTY,STATE,EXCLUSION_YEAR,REINSTATEMENT_YEAR,PAY_YEAR,NATURE_OF_PAYMENT,N_PAYMENTS,TOTAL_DOLLARS,AFTER_EXCLUSION_FLAG
1417927229,1128a4,"PHYSICIAN (MD, DO)",PAIN MANAGEMENT,KY,2025,,2024,Debt forgiveness,1,1076.06,0
1295166577,1128a1,IND- LIC HC SERV PRO,PHYSICIAN ASSISTANT,TX,2025,,2023,Food and Beverage,37,1073.39,0
1891876520,1128a3,IND- LIC HC SERV PRO,PODIATRY,CA,2023,,2023,Travel and Lodging,3,1066.22,1
1881634954,1128a1,"MEDICAL PRACTICE, MD",INTERNAL MEDICINE,NY,2011,,2022,Food and Beverage,10,1027.14,1
1841258738,1128a2,"PHYSICIAN (MD, DO)",ENDOCRINOLOGY,AR,2025,,2022,Travel and Lodging,6,1017.57,0
1518967207,1128a1,"PHYSICIAN (MD, DO)",ORTHOPEDICS,MD,2023,,2022,Food and Beverage,10,1002.25,0
1184641714,1128b6,"PHYSICIAN (MD, DO)",INTERNAL MEDICINE,PA,2019,,2022,Food and Beverage,1,19.08,1
1881681666,1128b4,"PHYSICIAN (MD, DO)",GENERAL PRACTICE,TN,2014,,2022,Food and Beverage,1,18.99,1
1578936076,1128a1,IND- LIC HC SERV PRO,NURSE PRACTITIONER (,WI,2025,,2022,Food and Beverage,1,18.96,0
1710937651,1128a3,"PHYSICIAN (MD, DO)",GENERAL PRACTICE,PR,2012,,2024,Food and Beverage,1,18.91,1
1740238112,1128a1,"PHYSICIAN (MD, DO)",GENERAL PRACTICE,AL,2024,,2023,Food and Beverage,1,18.9,0
1972039451,1128b4,IND- LIC HC SERV PRO,NURSE PRACTITIONER (,AZ,2019,,2024,Food and Beverage,1,18.83,1
1265988653,1128a1,IND- LIC HC SERV PRO,NURSE PRACTITIONER (,MN,2022,,2022,Food and Beverage,1,18.69,1
1407817240,1128b4,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,MS,2023,,2022,Food and Beverage,1,18.66,0
1659431724,1128a4,IND- LIC HC SERV PRO,DENTIST,WI,2022,,2024,Food and Beverage,1,18.65,1
1750420303,1128a1,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,PA,2022,,2023,Food and Beverage,1,18.62,1
1306310875,1128a4,IND- LIC HC SERV PRO,NURSE/NURSES AIDE,CO,2022,,2022,Food and Beverage,1,18.61,1
1568828325,1128a1,IND- LIC HC SERV PRO,NURSE/NURSES AIDE,FL,2024,,2022,Food and Beverage,1,18.6,0
1013123892,1128a1,"PHYSICIAN (MD, DO)",INTERNAL MEDICINE,CA,2022,,2024,Food and Beverage,1,18.51,1
1891854873,1128a4,"PHYSICIAN (MD, DO)",GENERAL PRACTICE,SC,2024,,2024,Food and Beverage,1,18.5,1
1245329325,1128b4,"PHYSICIAN (MD, DO)",EMERGENCY MEDICINE,TX,2024,,2023,Food and Beverage,1,18.46,0
1942318134,1128a3,"PHYSICIAN (MD, DO)",ORTHOPEDICS,CA,2024,,2022,Food and Beverage,1,18.44,0
1760524573,1128a4,"PHYSICIAN (MD, DO)",PAIN MANAGEMENT,CA,2025,,2022,Food and Beverage,1,18.33,0
1891185948,1128b1,BUS OWNER/EXEC,CLINIC,FL,2024,,2022,Education,3,18.33,0
1376522961,1128a1,"PHYSICIAN (MD, DO)",INTERNAL MEDICINE,FL,2015,,2024,Food and Beverage,1,18.26,1
1245271105,1128b4,IND- LIC HC SERV PRO,NURSE/NURSES AIDE,CA,2014,,2024,Food and Beverage,1,18.23,1
1265715395,1128a1,IND- LIC HC SERV PRO,NURSE PRACTITIONER (,FL,2023,,2022,Food and Beverage,1,18.18,0
1992071468,1128a4,"PHYSICIAN (MD, DO)",GENERAL PRACTICE,NC,2020,,2024,Food and Beverage,1,18.15,1
1255382008,1128b4,"PHYSICIAN (MD, DO)",GASTROENTEROLOGY,OH,2025,,2023,Food and Beverage,1,17.99,0
1790126316,1128a2,"PHYSICIAN (MD, DO)",PLASTIC SURGERY,CA,2025,,2023,Food and Beverage,1,17.98,0
1811934318,1128a1,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,NC,2023,,2023,Food and Beverage,1,17.93,1
1780680470,1128a1,"PHYSICIAN (MD, DO)",PSYCHIATRY,TX,2024,,2023,Food and Beverage,1,17.93,0
1407817240,1128b4,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,MS,2023,,2023,Food and Beverage,1,17.88,1
1083673180,1128b4,"PHYSICIAN (MD, DO)",GENERAL PRACTICE,SC,2025,,2024,Food and Beverage,1,17.86,0
1174559108,1128b4,"PHYSICIAN (MD, DO)",RADIOLOGY,MI,2025,,2022,Food and Beverage,1,17.86,0
1043470370,1128a1,"PHYSICIAN (MD, DO)",INTERNAL MEDICINE,HI,2021,,2023,Food and Beverage,1,17.84,1
1407961188,1128a3,"PHYSICIAN (MD, DO)",NEUROLOGY,CA,2022,,2023,Food and Beverage,1,17.83,1
1255405064,1128a1,IND- LIC HC SERV PRO,DENTIST,CA,2026,,2023,Food and Beverage,1,17.8,0
1801901814,1128b4,"PHYSICIAN (MD, DO)",INTERNAL MEDICINE,MN,2014,,2024,Food and Beverage,1,17.75,1
1588614606,1128a4,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,WV,2014,,2023,Food and Beverage,1,17.72,1
1134472707,1128b4,IND- LIC HC SERV PRO,PHYSICIAN ASSISTANT,CA,2014,,2024,Food and Beverage,1,17.7,1
1144380114,1128a1,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,NY,2026,,2023,Food and Beverage,1,17.7,0
1386639474,1128a1,"PHYSICIAN (MD, DO)",PAIN MANAGEMENT,KY,2023,,2022,Food and Beverage,1,17.65,0
1811235872,1128a4,IND- LIC HC SERV PRO,PODIATRY,MI,2023,,2024,Food and Beverage,1,17.63,1
1255479804,1128a2,IND- LIC HC SERV PRO,NURSE/NURSES AIDE,PA,2013,,2024,Food and Beverage,1,17.62,1
1538395876,1128a4,IND- LIC HC SERV PRO,NURSE PRACTITIONER (,WV,2018,,2022,Food and Beverage,1,17.61,1
1992916076,1128b4,IND- LIC HC SERV PRO,NURSE/NURSES AIDE,FL,2015,,2022,Food and Beverage,1,17.56,1
1225144264,1128b4,"PHYSICIAN (MD, DO)",SURGERY,UT,2016,,2024,Food and Beverage,1,17.54,1
1457590796,1128a4,IND- LIC HC SERV PRO,NURSE PRACTITIONER (,HI,2024,,2024,Food and Beverage,1,17.51,1
1497843460,1128a1,"PHYSICIAN (MD, DO)",ONCOLOGY,IL,2017,,2024,Food and Beverage,1,17.39,1
1538237482,1128a1,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,MI,2018,,2023,Food and Beverage,1,17.37,1
1558407411,1128b7,"PHYSICIAN (MD, DO)",PLASTIC SURGERY,CA,2023,,2024,Food and Beverage,1,17.37,1
1811934318,1128a1,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,NC,2023,,2024,Food and Beverage,1,17.3,1
1043276686,1128b4,IND- LIC HC SERV PRO,NURSE/NURSES AIDE,CO,2021,,2022,Food and Beverage,1,17.29,1
1790035921,1128a1,IND- LIC HC SERV PRO,NURSE PRACTITIONER (,FL,2024,,2022,Food and Beverage,1,17.28,0
1871571406,1128a1,"PHYSICIAN (MD, DO)",ONCOLOGY,NM,2016,,2022,Education,1,17.13,1
1114989092,1128b4,"PHYSICIAN (MD, DO)",RADIOLOGY,TX,2025,,2024,Food and Beverage,1,17.13,0
1881746501,1128b7,"PHYSICIAN (MD, DO)",PSYCHIATRY,IL,2016,,2024,Food and Beverage,1,17.12,1
1366433187,1128b4,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,TN,2025,,2022,Food and Beverage,1,17.09,0
1346249257,1128a1,"PHYSICIAN (MD, DO)",UROLOGY,GA,2022,,2022,Food and Beverage,1,17.08,1
1629062435,1128a3,"PHYSICIAN (MD, DO)",GENERAL PRACTICE,CA,2024,,2022,Food and Beverage,1,17.04,0
1447280243,1128a1,"PHYSICIAN (MD, DO)",PSYCHIATRY,PA,2017,,2024,Food and Beverage,1,17.03,1
1497770622,1128a1,"PHYSICIAN (MD, DO)",ANESTHESIOLOGY,AZ,2026,,2022,Food and Beverage,1,17.02,0
1780642736,1128b7,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,IL,2022,,2023,Food and Beverage,1,17.02,1
1285671206,1128b4,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,CA,2024,,2024,Food and Beverage,1,16.96,1
1912999384,1128b4,PHYSICIAN ASSISTANT,,NC,2008,,2022,Food and Beverage,1,16.91,1
1740636596,1128b4,IND- LIC HC SERV PRO,NURSE/NURSES AIDE,PA,2024,,2023,Food and Beverage,1,16.87,0
1871675769,1128a1,IND- LIC HC SERV PRO,DENTIST,NJ,2019,,2024,Food and Beverage,1,16.84,1
1376001925,1128b4,IND- LIC HC SERV PRO,NURSE/NURSES AIDE,AZ,2025,,2022,Food and Beverage,1,16.84,0
1134297062,1128a4,"PHYSICIAN (MD, DO)",ORTHOPEDICS,NY,2021,,2023,Food and Beverage,1,16.83,1
1861431892,1128b4,IND- LIC HC SERV PRO,DENTIST,NC,2016,,2024,Food and Beverage,1,16.8,1
1609945294,1128b4,"PHYSICIAN (MD, DO)",GENERAL PRACTICE,FL,2013,,2022,Food and Beverage,1,16.79,1
1114075827,1128a4,NURSING PROFESSION,NURSE/NURSES AIDE,PA,2011,,2024,Food and Beverage,1,16.76,1
1649597055,1128b4,"PHYSICIAN (MD, DO)",PSYCHIATRY,ID,2026,,2022,Food and Beverage,1,16.74,0
1053398503,1128a1,IND- LIC HC SERV PRO,CHIROPRACTIC,SC,2024,,2023,Food and Beverage,1,16.73,0
1881681666,1128b4,"PHYSICIAN (MD, DO)",GENERAL PRACTICE,TN,2014,,2024,Food and Beverage,1,16.71,1
1720135726,1128a1,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,CA,2026,,2024,Food and Beverage,1,16.69,0
1922096452,1128a1,"PHYSICIAN (MD, DO)",NEUROLOGY,WV,2023,,2023,Food and Beverage,1,16.64,1
1972560449,1128a1,"PHYSICIAN (MD, DO)",SURGERY,CA,2016,,2023,Food and Beverage,1,16.63,1
1881700581,1128a1,"PHYSICIAN (MD, DO)",OPHTHALMOLOGY,TX,2014,,2022,Food and Beverage,1,16.51,1
1558356907,1128b4,"PHYSICIAN (MD, DO)",PAIN MANAGEMENT,WV,2017,,2022,Food and Beverage,1,16.51,1
1477537496,1128b4,"PHYSICIAN (MD, DO)",INTERNAL MEDICINE,NY,2014,,2022,Food and Beverage,1,16.45,1
1104912278,1128a4,IND- LIC HC SERV PRO,DENTIST,ID,2019,,2023,Food and Beverage,1,16.33,1
1851339576,1128a3,IND- LIC HC SERV PRO,NURSE/NURSES AIDE,MO,2026,,2022,Food and Beverage,1,16.33,0
1891854873,1128a4,"PHYSICIAN (MD, DO)",GENERAL PRACTICE,SC,2024,,2023,Food and Beverage,1,16.27,0
1174506711,1128a1,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,NY,2017,,2024,Food and Beverage,1,16.2,1
1255308417,1128a1,"PHYSICIAN (MD, DO)",ANESTHESIOLOGY,MO,2024,,2022,Food and Beverage,1,16.19,0
1265518567,1128a1,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,GA,2025,,2022,Food and Beverage,1,16.11,0
1912999087,1128b4,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,CA,2024,,2023,Food and Beverage,1,16.06,0
1770542151,1128a1,"PHYSICIAN (MD, DO)",INTERNAL MEDICINE,PA,2018,,2023,Food and Beverage,1,15.97,1
1932312691,1128b4,"PHYSICIAN (MD, DO)",PSYCHIATRY,OK,2016,,2022,Food and Beverage,1,15.93,1
1588795561,1128b4,PHYSICIAN ASSISTANT,,CA,2010,,2024,Food and Beverage,1,15.92,1
1245594282,1128a2,IND- LIC HC SERV PRO,NURSE PRACTITIONER (,VA,2026,,2024,Food and Beverage,1,15.88,0
1760723092,1128a1,IND- LIC HC SERV PRO,NURSE PRACTITIONER (,NV,2024,,2022,Food and Beverage,1,15.78,0
1497726137,1128b4,"PHYSICIAN (MD, DO)",INTERNAL MEDICINE,AL,2023,,2023,Food and Beverage,1,15.63,1
1376631663,1128b4,"PHYSICIAN (MD, DO)",GYN/OBS,GA,2026,,2022,Food and Beverage,1,15.57,0
1487071908,1128a1,IND- LIC HC SERV PRO,NURSE PRACTITIONER (,ND,2022,,2022,Food and Beverage,1,15.47,1
1447422712,1128b4,IND- LIC HC SERV PRO,NURSE/NURSES AIDE,TN,2024,,2024,Food and Beverage,1,15.45,1
1053452615,1128b4,"PHYSICIAN (MD, DO)",SURGERY,ME,2023,,2022,Food and Beverage,1,15.45,0
1659431724,1128a4,IND- LIC HC SERV PRO,DENTIST,WI,2022,,2022,Food and Beverage,1,15.4,1
1831547868,1128a1,IND- LIC HC SERV PRO,NURSE PRACTITIONER (,FL,2026,,2024,Food and Beverage,1,15.37,0
1518063593,1128b4,IND- LIC HC SERV PRO,CHIROPRACTIC,UT,2024,,2024,Food and Beverage,1,15.32,1
1912103680,1128a3,IND- LIC HC SERV PRO,CHIROPRACTIC,CA,2023,,2023,Food and Beverage,1,15.29,1
1053301671,1128b4,"PHYSICIAN (MD, DO)",OTORHINOLARYNGOLOGY,OH,2025,,2023,Food and Beverage,1,15.22,0
1366433187,1128b4,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,TN,2025,,2024,Food and Beverage,1,15.19,0
1013009000,1128a2,"PHYSICIAN (MD, DO)",PSYCHIATRY,MI,2014,,2023,Food and Beverage,1,15.17,1
1992030050,1128b4,IND- LIC HC SERV PRO,NURSE/NURSES AIDE,TN,2018,,2023,Food and Beverage,1,15.14,1
1144603721,1128a1,IND- LIC HC SERV PRO,PHYSICIAN ASSISTANT,MI,2025,,2022,Food and Beverage,1,15.11,0
1255345492,1128a2,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,IA,2014,,2024,Food and Beverage,1,15.11,1
1659431724,1128a4,IND- LIC HC SERV PRO,DENTIST,WI,2022,,2023,Food and Beverage,1,15.08,1
1316230816,1128a3,"PHYSICIAN (MD, DO)",GENERAL PRACTICE,AR,2024,,2022,Food and Beverage,1,15.06,0
1457658338,1128a1,IND- LIC HC SERV PRO,DENTIST,CA,2025,,2023,Food and Beverage,1,15.02,0
1962555193,1128a1,"MEDICAL PRACTICE, MD",FAMILY PRACTICE,NY,2010,,2024,Food and Beverage,1,14.99,1
1972530418,1128b4,"PHYSICIAN (MD, DO)",PEDIATRICS,CA,2024,,2022,Food and Beverage,1,14.95,0
1497812010,1128a2,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,MI,2015,,2022,Food and Beverage,1,14.92,1
1497047435,1128a4,"PHYSICIAN (MD, DO)",GENERAL PRACTICE,WI,2019,,2022,Education,1,14.85,1
1144473208,1128b4,"PHYSICIAN (MD, DO)",SURGERY,PA,2026,,2022,Education,1,14.85,0
1073705315,1128b4,IND- LIC HC SERV PRO,PHYSICIAN ASSISTANT,WA,2024,,2022,Food and Beverage,1,14.82,0
1174559108,1128b4,"PHYSICIAN (MD, DO)",RADIOLOGY,MI,2025,,2024,Food and Beverage,1,14.8,0
1871708180,1128b4,"PHYSICIAN (MD, DO)",GENERAL PRACTICE,FL,2026,,2023,Food and Beverage,1,14.8,0
1346251105,1128a4,IND- LIC HC SERV PRO,DENTIST,ID,2018,,2023,Food and Beverage,1,14.78,1
1922169572,1128a1,IND- LIC HC SERV PRO,PHYSICIAN ASSISTANT,FL,2025,,2022,Food and Beverage,1,14.74,0
1649213463,1128a1,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,MI,2026,,2024,Food and Beverage,1,14.57,0
1255343570,1128a3,IND- LIC HC SERV PRO,NURSE/NURSES AIDE,MS,2022,,2023,Food and Beverage,1,14.56,1
1003952185,1128b4,IND- LIC HC SERV PRO,NURSE/NURSES AIDE,TX,2025,,2023,Food and Beverage,1,14.53,0
1346342920,1128a1,"PHYSICIAN (MD, DO)",SURGERY,IN,2026,,2022,Food and Beverage,1,14.41,0
1659348548,1128b4,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,FL,2026,,2024,Food and Beverage,1,14.25,0
1942247689,1128a1,"PHYSICIAN (MD, DO)",GENERAL PRACTICE,MI,2024,,2022,Food and Beverage,1,14.1,0
1366482358,1128b4,"PHYSICIAN (MD, DO)",EMERGENCY MEDICINE,CO,2016,,2023,Food and Beverage,1,30.08,1
1649207853,1128a4,"PHYSICIAN (MD, DO)",PAIN MANAGEMENT,NY,2016,,2024,Food and Beverage,1,30.01,1
1104903301,1128a1,IND- LIC HC SERV PRO,DENTIST,FL,2026,,2023,Food and Beverage,2,29.94,0
1225039258,1128b4,"PHYSICIAN (MD, DO)",INTERNAL MEDICINE,KY,2025,,2022,Food and Beverage,2,29.92,0
1093164311,1128a1,IND- LIC HC SERV PRO,NURSE PRACTITIONER (,IA,2022,,2024,Food and Beverage,2,29.87,1
1033534292,1128b1,IND- LIC HC SERV PRO,DENTIST,OH,2026,,2022,Food and Beverage,2,29.7,0
1689662041,1128a3,"PHYSICIAN (MD, DO)",ANESTHESIOLOGY,CA,2022,,2022,Food and Beverage,1,29.58,1
1356404909,1128a1,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,PR,2023,,2023,Food and Beverage,2,29.5,1
1699149492,1128b4,IND- LIC HC SERV PRO,NURSE PRACTITIONER (,MD,2025,,2023,Food and Beverage,1,29.39,0
1396796033,1128a4,"MEDICAL PRACTICE, MD",GENERAL PRACTICE,FL,2008,,2024,Food and Beverage,2,29.39,1
1265431316,1128a1,"PHYSICIAN (MD, DO)",INTERNAL MEDICINE,CA,2020,,2022,Food and Beverage,2,29.35,1
1982756235,1128a4,"PHYSICIAN (MD, DO)",PAIN MANAGEMENT,FL,2023,,2022,Food and Beverage,1,29.21,0
1295952729,1128a2,"PHYSICIAN (MD, DO)",PLASTIC SURGERY,CO,2024,,2023,Food and Beverage,1,29.18,0
1720475247,1128b4,"PHYSICIAN (MD, DO)",GENERAL PRACTICE,FL,2026,,2024,Food and Beverage,1,29.03,0
1790706745,1128a1,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,PA,2024,,2024,Food and Beverage,1,28.99,1
1073977302,1128a4,"PHYSICIAN (MD, DO)",ANESTHESIOLOGY,OK,2025,,2023,Food and Beverage,2,28.76,0
1770519720,1128b4,"PHYSICIAN (MD, DO)",ANESTHESIOLOGY,WA,2024,,2022,Food and Beverage,2,28.68,0
1851353866,1128a1,"PHYSICIAN (MD, DO)",GYN/OBS,IN,2024,,2022,Food and Beverage,2,28.61,0
1992860977,1128b4,"PHYSICIAN (MD, DO)",INTERNAL MEDICINE,CA,2022,,2022,Education,1,28.48,1
1942470422,1128a1,IND- LIC HC SERV PRO,DENTIST,CA,2024,,2023,Food and Beverage,1,28.43,0
1255373452,1128a3,"PHYSICIAN (MD, DO)",INTERNAL MEDICINE,IL,2025,,2023,Food and Beverage,1,28.41,0
1306936844,1128a1,IND- LIC HC SERV PRO,DENTIST,KY,2021,,2024,Education,2,28.41,1
1649201153,1128b4,IND- LIC HC SERV PRO,PODIATRY,ME,2025,,2022,Food and Beverage,1,28.28,0
1922561414,1128b4,IND- LIC HC SERV PRO,NURSE/NURSES AIDE,UT,2025,,2023,Food and Beverage,2,28.28,0
1326209354,1128a1,"PHYSICIAN (MD, DO)",GENERAL PRACTICE,TX,2021,,2022,Food and Beverage,1,28.19,1
1114992104,1128b4,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,OR,2024,,2023,Food and Beverage,1,28.1,0
1689084675,1128a1,IND- LIC HC SERV PRO,PHYSICIAN ASSISTANT,TX,2025,,2024,Food and Beverage,1,28.05,0
1902819550,1128b4,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,NM,2026,,2023,Food and Beverage,2,27.88,0
1821147976,1128b1,"PHYSICIAN (MD, DO)",ORTHOPEDICS,CA,2023,,2023,Food and Beverage,1,27.74,1
1356788616,1128b4,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,NE,2026,,2023,Food and Beverage,1,27.66,0
1275643116,1128b4,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,NJ,2025,,2022,Food and Beverage,2,27.61,0
1386682169,1128b4,"PHYSICIAN (MD, DO)",PEDIATRICS,DE,2026,,2023,Food and Beverage,2,27.59,0
1982099297,1128b4,"PHYSICIAN (MD, DO)",INTERNAL MEDICINE,CO,2025,,2024,Food and Beverage,1,27.57,0
1174525687,1128a2,"PHYSICIAN (MD, DO)",GENERAL PRACTICE,TX,2015,,2023,Food and Beverage,1,27.57,1
1730264854,1128a1,"PHYSICIAN (MD, DO)",GENERAL PRACTICE,CA,2019,,2022,Food and Beverage,1,27.51,1
1235146002,1128a3,"PHYSICIAN (MD, DO)",ONCOLOGY,WV,2026,,2024,Travel and Lodging,1,27.47,0
1780768861,1128a3,"PHYSICIAN (MD, DO)",EMERGENCY MEDICINE,SD,2026,,2022,Food and Beverage,1,27.45,0
1215948245,1128a3,"PHYSICIAN (MD, DO)",PSYCHIATRY,NY,2022,,2023,Food and Beverage,1,27.41,1
1043361546,1128b4,"PHYSICIAN (MD, DO)",INTERNAL MEDICINE,CA,2026,,2023,Food and Beverage,2,27.35,0
1801937545,1128a1,"PHYSICIAN (MD, DO)",INTERNAL MEDICINE,IL,2019,,2024,Food and Beverage,1,27.34,1
1518246669,1128a1,IND- LIC HC SERV PRO,NURSE/NURSES AIDE,PA,2023,,2023,Food and Beverage,1,27.34,1
1427128073,1128a1,"PHYSICIAN (MD, DO)",SURGERY,CA,2025,,2024,Food and Beverage,1,27.17,0
1780054429,1128a4,IND- LIC HC SERV PRO,PHYSICIAN ASSISTANT,TX,2025,,2022,Food and Beverage,2,27.13,0
1255889655,1128a4,IND- LIC HC SERV PRO,NURSE PRACTITIONER (,TX,2023,,2022,Food and Beverage,2,26.85,0
1407835473,1128a1,"PHYSICIAN (MD, DO)",PSYCHIATRY,FL,2015,,2023,Food and Beverage,1,26.71,1
1902057854,1128b7,IND- LIC HC SERV PRO,CHIROPRACTIC,NV,2021,,2024,Food and Beverage,1,26.62,1
1407449234,1128b4,IND- LIC HC SERV PRO,PHYSICIAN ASSISTANT,FL,2026,,2022,Food and Beverage,1,26.62,0
1356404909,1128a1,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,PR,2023,,2024,Food and Beverage,1,26.54,1
1386684868,1128a4,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,ME,2025,,2024,Food and Beverage,1,26.51,0
1851301204,1128a1,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,TX,2025,,2023,Food and Beverage,1,26.29,0
1093164311,1128a1,IND- LIC HC SERV PRO,NURSE PRACTITIONER (,IA,2022,,2022,Food and Beverage,1,26.26,1
1861487308,1128a2,"PHYSICIAN (MD, DO)",GENERAL PRACTICE,FL,2016,,2024,Food and Beverage,1,26.06,1
1841290749,1128a4,"PHYSICIAN (MD, DO)",PAIN MANAGEMENT,TX,2025,,2022,Food and Beverage,2,25.97,0
1013093178,1128a3,"PHYSICIAN (MD, DO)",NEUROLOGY,WI,2016,,2023,Royalty or License,1,25.9,1
1205000353,1128b4,"PHYSICIAN (MD, DO)",PSYCHIATRY,CA,2015,,2023,Food and Beverage,1,25.87,1
1841332012,1128a4,"PHYSICIAN (MD, DO)",PSYCHIATRY,KY,2022,,2022,Food and Beverage,1,25.83,1
1861584476,1128a4,"PHYSICIAN (MD, DO)",INTERNAL MEDICINE,LA,2023,,2022,Food and Beverage,2,25.79,0
1538229497,1128a3,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,VA,2026,,2023,Food and Beverage,1,25.72,0
1710381082,1128a1,IND- LIC HC SERV PRO,NURSE PRACTITIONER (,AR,2025,,2024,Food and Beverage,1,25.67,0
1356333645,BRCH SA,"PHYSICIAN (MD, DO)",DERMATOLOGY,GA,2016,,2022,Food and Beverage,1,25.63,1
1710181151,1128b4,"PHYSICIAN (MD, DO)",ORTHOPEDICS,NE,2024,,2022,Food and Beverage,1,25.59,0
1659342897,1128b4,"PHYSICIAN (MD, DO)",GENERAL PRACTICE,FL,2019,,2024,Food and Beverage,1,25.59,1
1346342920,1128a1,"PHYSICIAN (MD, DO)",SURGERY,IN,2026,,2023,Food and Beverage,1,25.42,0
1740247766,1128a1,IND- LIC HC SERV PRO,PODIATRY,AL,2024,,2022,Food and Beverage,2,25.4,0
1063537215,1128a1,"PHYSICIAN (MD, DO)",GENERAL PRACTICE,PA,2017,,2023,Food and Beverage,1,25.38,1
1346354917,1128b4,"PHYSICIAN (MD, DO)",INTERNAL MEDICINE,NV,2024,,2024,Food and Beverage,1,25.23,1
1821085531,1128a1,"MEDICAL PRACTICE, MD",SURGERY,IN,2011,,2024,Food and Beverage,1,25.21,1
1871606244,1128b14,IND- LIC HC SERV PRO,OPTOMETRY,IA,2018,,2022,Food and Beverage,1,25.19,1
1891920492,1128b4,"PHYSICIAN (MD, DO)",PSYCHIATRY,FL,2022,,2024,Food and Beverage,1,25.15,1
1043310956,1128a1,"MEDICAL PRACTICE, MD",INTERNAL MEDICINE,NY,2000,,2022,Food and Beverage,1,25.03,1
1447207618,1128a4,"PHYSICIAN (MD, DO)",INTERNAL MEDICINE,TN,2022,,2023,Food and Beverage,1,25.01,1
1710065958,1128a1,IND- LIC HC SERV PRO,PODIATRY,NY,2019,,2024,Food and Beverage,1,24.95,1
1275590499,1128a1,"PHYSICIAN (MD, DO)",GENERAL PRACTICE,FL,2014,,2023,Food and Beverage,1,24.95,1
1275590499,1128a1,"PHYSICIAN (MD, DO)",GENERAL PRACTICE,FL,2014,,2024,Food and Beverage,1,24.95,1
1427427178,1128a1,IND- LIC HC SERV PRO,NURSE PRACTITIONER (,WY,2025,,2022,Food and Beverage,1,24.94,0
1245363761,1128a4,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,NH,2026,,2023,Food and Beverage,1,24.92,0
1275596827,1128a1,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,AZ,2025,,2023,Food and Beverage,1,24.78,0
1225092372,1128a1,"PHYSICIAN (MD, DO)",INTERNAL MEDICINE,KS,2020,,2024,Food and Beverage,1,24.71,1
1255303947,1128a1,"PHYSICIAN (MD, DO)",CARDIOLOGY,FL,2024,,2023,Food and Beverage,1,24.53,0
1629076120,1128a4,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,LA,2023,,2022,Food and Beverage,2,24.5,0
1114968856,1128a4,"PHYSICIAN (MD, DO)",INTERNAL MEDICINE,TN,2024,,2023,Food and Beverage,1,24.37,0
1306894118,1128a1,"PHYSICIAN (MD, DO)",GENERAL PRACTICE,TX,2016,,2023,Food and Beverage,1,24.17,1
1073723433,1128a4,"PHYSICIAN (MD, DO)",GENERAL PRACTICE,CA,2019,,2023,Food and Beverage,1,24.04,1
1780768861,1128a3,"PHYSICIAN (MD, DO)",EMERGENCY MEDICINE,SD,2026,,2023,Food and Beverage,1,24.02,0
1295943595,1128b4,"PHYSICIAN (MD, DO)",GENERAL PRACTICE,WA,2024,,2022,Food and Beverage,1,24.0,0
1194893198,1128a1,"PHYSICIAN (MD, DO)",INTERNAL MEDICINE,AL,2016,,2024,Food and Beverage,1,23.77,1
1790792380,1128a4,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,NE,2021,,2024,Food and Beverage,1,23.72,1
1750363834,1128a4,"PHYSICIAN (MD, DO)",RHEUMATOLOGY,PR,2021,,2024,Food and Beverage,1,23.7,1
1831547868,1128a1,IND- LIC HC SERV PRO,NURSE PRACTITIONER (,FL,2026,,2022,Food and Beverage,1,23.52,0
