story_id	lead_ids	primary_lead	headline	number	grade	verdict	novelty_guess	pre_known	sections	tables	watch_out	frozen_sha1
S101	120	120	83 new Arizona hospices (2020-23) listed Los Angeles phone numbers; only 12 ever got Medicare certification, 4 still enrolled	12 of 83 ever certified and 4 still on Medicare's enrollment roll, vs about 120 certified and 81 enrolled among the other 246 new Arizona hospices; 43 of the 83 registered in 2022 Q1, the quarter new LA-area hospice registrations fell to 3	B	narrowed	3		deep3	`LIBRARY_MARTS.HEALTH.HEALTH__FED_CMS_NPPES`, `LIBRARY_MARTS.IMMIGRATION.IMMIGRATION__FED_CMS_HOSPICE_ENROLLMENTS`, `LIBRARY_MARTS.HEALTH.HEALTH__FED_CMS_HOSPICE`	"A hospice that enrolled and was later revoked drops off the current enrollment file, so ""never enrolled"" may really mean ""revoked."""	dd9dbdf31667
S102	122,123	122	Arizona overdose deaths rose 11.5% in a year as the median state fell 14%, hitting 2,980, its most since 2015	2,980 deaths in the 12 months to Oct 2025 (old high 2,829, Aug 2023); cocaine-involved deaths 261 to 443 while the US figure fell 12%	B	narrowed	3		deep3	`LIBRARY_MARTS.HEALTH.HEALTH__FED_CDC_OVERDOSE`	One dull explanation is untested: a change in how Maricopa's medical examiner certifies deaths.	fe69e5c113d3
S103	124,131,132,133	124	Generic makers Teva, Actavis and Mutual filed about 15,500 lawyer-sourced metoclopramide (Reglan) side-effect reports: 91% of the generic's reports	9,089 arrived Apr-Sep 2011, when the FDA got about 16 a quarter in 2004-2009; the median drug has 0.05% lawyer-coded reports	B	narrowed	1	lead_cites_press	deep3	`LIBRARY_MARTS.HEALTH.HEALTH__FED_FDA_FAERS_DRUG`, `LIBRARY_MARTS.HEALTH.HEALTH__FED_FDA_FAERS_DEMO`	These are lawsuit claims sent in through the drugmaker, not a new safety signal, and the file ends 2014q2.	47376840cc8e
S104	125	125	Oroville Hospital, California, had 1.78 stays per traditional-Medicare patient, tied for highest of 2,109 big hospitals; median 1.34	3,938 stays for 2,213 patients; sepsis codes on 30% of stays (1,194) vs a 15% California median	B	narrowed	3		deep3	`LIBRARY_MARTS.HEALTH.HEALTH__FED_CMS_MEDICARE_INPATIENT_HOSPITALS_BY_PROVIDER`, `LIBRARY_MARTS.HEALTH.HEALTH__FED_CMS_MEDICARE_INPATIENT_HOSPITALS_BY_PROVIDER_AND_SERVICE`	The file has no data year and only one vintage, so nobody has tested whether 1.78 holds year to year.	65264e5186d9
S105	126	126	Medicare's ordering list still clears 83% of recently deactivated clinicians to order equipment; for older deactivations it's 0.2%	1,036 of 1,247 2024 Part B billers deactivated Sep 2025-Jun 2026 are still on the list with the equipment flag Y (power wheelchairs Y on 71%); 2 of 1,040 for Oct 2024-Jun 2025; the sister list carries 10 of the 1,247	B	narrowed	4		deep3	`LIBRARY_MARTS.HEALTH.HEALTH__FED_CMS_ORDER_AND_REFERRING`, `LIBRARY_MARTS.HEALTH.HEALTH__FED_CMS_NPPES`, `LIBRARY_MARTS.HEALTH.HEALTH__FED_CMS_FISCAL_INTERMEDIARY_SHARED_SYSTEM_ATTENDING_AND_RENDERING`, `LIBRARY_MARTS.HEALTH.HEALTH__FED_CMS_MEDICARE_PHYSICIAN_OTHER_PRACTITIONERS_BY_PROVIDER`	One copy of the file can't tell a designed grace window from a hole, and no equipment claim paid after a deactivation is shown.	413837bc65fa
S106	127	127	944 for-profit nursing homes with operating companies formed 2022 to Sept 2024 rate 0.28 stars below same-state for-profit peers	52% are one- or two-star, 8 points above same-state for-profit homes; the median home sits 0.42 stars below	B	narrowed	2		deep3	`LIBRARY_MARTS.HEALTH.HEALTH__FED_CMS_SKILLED_NURSING_FACILITY_ENROLLMENTS`, `LIBRARY_MARTS.HEALTH.HEALTH__FED_CMS_NURSING_HOME`	"The company formation date only stands in for a sale and goes blank after Sept 2024; ""worse after the change"" did not survive matching (+0.9 citations, t about 1.5)."	2fd7acc0fad2
S107	128	128	Five Los Angeles-area postal zones (ZIP 912-916) hold 35% of home health agencies enrolled since 2019; before 2013, 3%	1,259 of 3,597 still-enrolled agencies that enrolled 2019 or later, vs 190 of 6,145 that enrolled before 2013; one Van Nuys building, 14545 Friar St, holds 49 agencies and 9 hospices	B	narrowed	3		deep3	`LIBRARY_MARTS.HEALTH.HEALTH__FED_CMS_HOME_HEALTH_AGENCY_ENROLLMENTS`, `LIBRARY_MARTS.HEALTH.HEALTH__FED_CMS_HOME_HEALTH`, `LIBRARY_MARTS.IMMIGRATION.IMMIGRATION__FED_CMS_HOSPICE_ENROLLMENTS`	The enrollment file lists only agencies still enrolled, so closed agencies are invisible (survivorship).	511db757cb8e
S108	130	130	Only 7 of 26 Indian Health Service and tribal hospitals have a Medicare star rating; similar hospitals predict about 13	7 rated vs about 13 expected from same-state hospitals with as many Medicare stays; Fort Defiance, Tuba City and Chinle (Navajo area) are nearly half the gap	B	narrowed	3		deep3	`LIBRARY_MARTS.HEALTH.HEALTH__FED_IHS_FACILITIES`, `LIBRARY_MARTS.HEALTH.HEALTH__FED_CMS_HOSPITAL_GENERAL`, `LIBRARY_MARTS.HEALTH.HEALTH__FED_CMS_MEDICARE_INPATIENT_HOSPITALS_BY_PROVIDER`	A missing star can mean too few cases rather than a refusal to report; the footnotes that tell them apart aren't landed.	d4f25f597290
S109	134	134	Ingredient makers filed 83 semaglutide (Ozempic) files with the drug regulator since 2023, the biggest four-year rush since 1980	83 files Jan 2023-Jun 2026 (65 for the ingredient itself, from 54 companies); next real wave tirzepatide 40, then esomeprazole 36; Harbin Jixianglong Biotech recalled semaglutide ingredient on 2026-02-13	B	narrowed	3		deep3	`LIBRARY_MARTS.HEALTH.HEALTH__FED_FDA_DRUG_MASTER_FILES`, `LIBRARY_MARTS.HEALTH.HEALTH__FED_FDA_DRUG_ENFORCEMENT`	"A master file is not an approval, and the 1990s antibiotic ""waves"" include a one-day paperwork batch (56 files dated 1998-09-01)."	375026a24f5e
S110	135	135	The CDC's weekly disease table shows 17,197 cyclospora parasite infections by late July 2026, at least 5x any 2022-25 year	Michigan 7,395 and Ohio 4,408; six Midwest and Plains states hold 78%; best prior year at week 30 was 3,451 (2023, late reports included)	B	narrowed	4		deep3	`LIBRARY_MARTS.HEALTH.HEALTH__FED_CDC_NNDSS_WEEKLY_2024`	Provisional data: Michigan's year-to-date is 5.3x the sum of its weekly counts, so about 6,000 cases arrived as back-filled totals.	03120165862b
S111	136	136	24 of 72 Mississippi hospitals are worse than the national death rate on some measure; only 1 is better	Big hospitals in Mississippi, Arkansas, Alabama and Tennessee: 43 worse and 4 better, where look-alike hospitals predict about 20 and 25	B	confirmed	2		deep3	`LIBRARY_MARTS.HEALTH.HEALTH__FED_CMS_HOSPITAL_GENERAL`, `LIBRARY_MARTS.HEALTH.HEALTH__FED_CMS_MEDICARE_INPATIENT_HOSPITALS_BY_PROVIDER`	The table carries no release date, and CMS death models adjust for clinical risk, not income.	7b6669f21d5d
S112	137	137	Florida went from 17 freestanding rehab hospitals in mid-2019 to 40 now, +135%, with zero closures; rest of US +31%	23 new hospitals and 1,144 beds, 0 closures; Florida's net +24 is the most of any state (Texas +26%)	B	narrowed	3		deep3	`LIBRARY_MARTS.HEALTH.HEALTH__FED_CMS_IRF`, `LIBRARY_MARTS.HEALTH.HEALTH__FED_CMS_POS_OTHER`	"Hospital rehab-unit ""openings"" are mostly old units with reset dates, so only freestanding hospitals count."	8d53e3dfcb22
S113	138	138	Rep. Thomas Kean (R-NJ) missed 140 recorded House votes in a row, 33 voting days, the longest run this Congress	140 straight, 2026-03-17 to 2026-06-25, where the member-vote file ends; the median member's longest run is 3	B	narrowed	1		deep3	`LIBRARY_MARTS.POLITICS.POLITICS__FED_VOTEVIEW_MEMBERS`, `LIBRARY_MARTS.POLITICS.POLITICS__VOTEVIEW_VOTES`, `LIBRARY_MARTS.POLITICS.POLITICS__VOTEVIEW_ROLLCALLS`	The member-vote file ends 2026-06-25, so the streak may be longer, and it is very likely already reported.	8644ec2f16d2
S114	139	139	16 House members running for Senate doubled their missed votes in campaign season, but did the same two years earlier	Median missed rate 1.8% (Jan-Nov 2025) to 3.5% (Dec 2025-Jun 2026), other members flat; the same 16 rose 0.3% to 2.4% in the same months of 2023-24	B	narrowed	1		deep3	`LIBRARY_MARTS.POLITICS.POLITICS__MEMBER_VOTING_RECORD`, `LIBRARY_MARTS.POLITICS.POLITICS__VOTEVIEW_VOTES`, `LIBRARY_MARTS.POLITICS.POLITICS__VOTEVIEW_ROLLCALLS`, `LIBRARY_MARTS.POLITICS.POLITICS__FEC_CANDIDATE`, `LIBRARY_MARTS.POLITICS.POLITICS__FEC_CANDIDATE_SUMMARY`	The placebo kills the cause: net of the same 16's rise two years earlier, the gap is not significant, and the menu says drop it.	c74bb770b484
S115	140	140	California employers naming artificial intelligence on lobbying reports: 1 in 2022, 58 in 2024, 59 in 2025	1.8% of employers writing real activity text in 2024 and 2025, vs 0.03% in 2022; 45 in the first half of 2026	B	narrowed	2		deep3	`LIBRARY_MARTS.POLITICS.POLITICS__CA_LOBBY_COVER`	Bill numbers repeat across sessions, so the 175-229 floor that counts AI bills by number holds only after that session check.	013b7de94bc2
S116	141	141	Sean Duffy's old House fund raised $0 from donors but gave $1.5M to Northwoods Future PAC, about half its money	$1.5M in two checks (2025-10-27 and 2026-07-15); the $1M check is the biggest from any dormant campaign committee in 2025-26 (next: $215K); the PAC spent about $2.2M-$3.2M backing Michael Alfonso in Wisconsin's 7th	B	narrowed	3		deep3	`LIBRARY_MARTS.POLITICS.POLITICS__FEC_CANDIDATE_SUMMARY`, `LIBRARY_MARTS.POLITICS.POLITICS__FEC_CANDIDATE`, `LIBRARY_RAW.LANDING.FED_FEC_COMMITTEE_TO_COMMITTEE`, `LIBRARY_MARTS.FINANCE.FINANCE__FED_FEC_INDIV_CONTRIBUTIONS`, `LIBRARY_MARTS.FINANCE.FINANCE__FED_FEC_INDEPENDENT_EXPENDITURES`	Leftover campaign money can legally go to a super PAC; the story is the size and who it backs, not a broken rule.	c900a4f7862e
S117	142	142	Texas lobby reports with $1,000+ in gifts named a recipient 1 time in 4 in 2005-11; since 2019, 3.7%	61 of 228 reports in 2005-11 vs 9 of 243 since 2019; the drop hit in 2012, and the same 15 filers went from 22 of 63 to 1 of 47	B	narrowed	3		deep3	`LIBRARY_MARTS.POLITICS.POLITICS__TX_LOBBY_COVER`, `LIBRARY_MARTS.POLITICS.POLITICS__TX_LOBBY_GIFTS`, `LIBRARY_MARTS.POLITICS.POLITICS__TX_LOBBY_FOOD_BEVERAGE`	If the itemization threshold jumped in 2012, it's a rule change, not lobbyists hiding names; that hasn't been checked.	a559c1c041f4
S118	143	143	1 in 4 new IRS political-group notices, Dec 2022-Dec 2025, came from businesses, including 141 look-alike companies	2,596 of 10,464 new notices tagged business or charity (24.8%), vs 6.8% in 2019-Nov 2022 and 4.6% since Jan 2026; 8 of the look-alikes, in 7 states, filed within 31 minutes on July 8, 2025	B	narrowed	4		deep3	`LIBRARY_MARTS.POLITICS.POLITICS__IRS527_8871_ORGS`	The business tag is a keyword rule (hand checks about 95% right), the batch rule isn't saved in analyze.py, and custodian names shouldn't be printed.	589097a62184
S119	144	144	34 of Trump's 45 second-term judges (76%) got no Democratic votes; Biden's 2023-24 judges: 25% got no Republican votes	34 of 45, including all 7 appeals judges, got zero Democratic or independent votes; Biden 32 of 130 (25%); without Collins, Murkowski and Graham, Biden's figure would be 58%	B	narrowed	2		deep3	`LIBRARY_MARTS.POLITICS.POLITICS__FJC_APPOINTMENT`, `LIBRARY_MARTS.POLITICS.POLITICS__FED_VOTEVIEW_ROLLCALL_META`, `LIBRARY_MARTS.POLITICS.POLITICS__VOTEVIEW_VOTES`, `LIBRARY_MARTS.POLITICS.POLITICS__FED_VOTEVIEW_MEMBERS`	Most of the gap is three Republican senators (Collins, Murkowski, Graham), and partisan confirmations are widely covered.	cbb9d86e8083
S120	145	145	The Senate held 659 recorded votes in 2025, second only to 1976; 356 were on nominations, a record since 1989	659 Senate roll calls (1976: 700); after the Sept 2025 en bloc rule change, nomination votes fell from 37.3 a month to 12.6; 41.5% of 119th Senate votes had zero crossover vs 13.5% in the 118th	B	narrowed	2		deep3	`LIBRARY_MARTS.POLITICS.POLITICS__FED_VOTEVIEW_ROLLCALL_META`, `LIBRARY_MARTS.POLITICS.POLITICS__VOTEVIEW_VOTES`, `LIBRARY_MARTS.POLITICS.POLITICS__FED_VOTEVIEW_MEMBERS`	"Nominations are only tagged from 1989, so ""record"" can't reach further back, and the vote counts were covered in real time."	751af9c2a985
S121	146	146	Fetterman was the only Democrat voting with Republicans on all 12 Senate Iran war-powers votes; two failed by one vote	S.J.Res.163 failed 49-50 on 2026-05-13 with Ricketts absent; S.J.Res.172 failed 47-48 on 2026-06-16 with Sanders, Bennet and Booker absent	B	narrowed	1		deep3	`LIBRARY_MARTS.POLITICS.POLITICS__VOTEVIEW_VOTES`, `LIBRARY_MARTS.POLITICS.POLITICS__FED_VOTEVIEW_MEMBERS`, `LIBRARY_MARTS.POLITICS.POLITICS__FED_VOTEVIEW_ROLLCALL_META`, `LIBRARY_MARTS.POLITICS.POLITICS__VOTEVIEW_ROLLCALLS`	The member-by-member table ends 2026-06-24, so two later Iran votes, one a 49-50 failure, are unseen.	0b930160cdad
S122	147	147	Argentina sided with the US on 78% of UN votes in 2024-25, up 19 points, biggest rise of 178 countries	59% to 78% in the Sept 2024-Sept 2025 session; the typical country fell 13 points; Argentina ended third most out of step, behind only Israel and the US and level with Russia	B	narrowed	3		deep3	`LIBRARY_MARTS.POLITICS.POLITICS__INTL_VOETEN_UNGA_VOTES`	The session straddles Biden and Trump, so part of the rise may be the US changing its own votes; that split isn't done.	1c20e80ba0c3
S123	148	148	Just 12% of House bills passed by roll call this Congress got an amendment roll call; the 1995-2024 median: 61%	14 of 118 in the first 538 days (12.7% with data to 2026-08-08); same point 1995-2024: 39.2% to 74.1%, median 60.8%; the defense bills still drew 17 and 19 amendment votes	B	narrowed	3		deep3	`LIBRARY_MARTS.POLITICS.POLITICS__VOTEVIEW_ROLLCALLS`, `LIBRARY_MARTS.POLITICS.POLITICS__FED_VOTEVIEW_ROLLCALL_META`	No amendment roll call doesn't mean no amendments: voice votes and en bloc packages don't show in this data.	a921ee810caa
S124	149	149	16 of 38 Supreme Court cases from the 5th Circuit in 2021-24 were federal-government appeals; in 2015-20, 1 of 26	16 of 38 (17 counting the consumer finance bureau, CFPB); the other 11 regional circuits stayed at about 12% in both periods; Supreme Court cases per 1,000 5th Circuit appeals rose from 0.57 to 1.50	B	narrowed	2		deep3	`LIBRARY_MARTS.POLITICS.POLITICS__XC_JCS_MEDIANS`, `LIBRARY_MARTS.JUSTICE.JUSTICE__FED_SCDB`, `LIBRARY_MARTS.JUSTICE.JUSTICE__FED_FJC_IDB_APPELLATE`	The table this lead is filed under adds nothing; every count comes from the Supreme Court Database and the FJC appeals file.	c5d7b5086879
S125	150	150	Jackson Area credit union (Mississippi) holds $148.2M in deposits on $71.4M in assets: a $77M hole	Deposits are 2.08x assets, the only one of 4,250 credit unions over 2x (median 0.86x); a $91.7M loss in Q1 2026 leaves net worth about -$77M (-107.9%)	B	confirmed	4		deep3	`LIBRARY_MARTS.FINANCE.FINANCE__FED_NCUA_FEDERALLY_INSURED_CU_LIST`, `LIBRARY_MARTS.FINANCE.FINANCE__FED_NCUA_CALL_REPORTS_FOICU`, `LIBRARY_MARTS.FINANCE.FINANCE__FED_NCUA_CALL_REPORTS_FS220`	Only one quarter (Q1 2026) is loaded, and the account codes behind the $91.7M loss are labeled by matching the data, not NCUA's dictionary.	ac31ef110bff
S126	151	151	Since 2020 the bank regulator (FDIC) put 11 of 107 minority-owned banks under cleanup orders: about 2.7x similar banks	2020-26: 11 of 107 (10.3%) got a new bank-level consent order vs 86 of 3,167 peers (2.7%); matched on size and region you'd expect about 4	B	narrowed	3		deep3	`LIBRARY_MARTS.FINANCE.FINANCE__FED_FDIC_BANK_DATA`, `LIBRARY_MARTS.JUSTICE.JUSTICE__FED_FDIC_ENFORCEMENT_ORDERS`	Minority status is today's value and the order texts are unread; money-laundering orders on remittance-heavy banks could carry the whole gap.	6bbec1595311
S127	152	152	Boxlight insiders filed 30 of 76 stock-sale reports late; 38 of 2,740 companies ran 10%+ late; median zero	38 of 2,740 companies with 30+ sale reports had 10%+ filed 11-365 days late (22 under the strict rule); 90th percentile 2.9%	B	narrowed	2		deep3	`LIBRARY_MARTS.FINANCE.FINANCE__FED_SEC_INSIDER_SUBMISSION`, `LIBRARY_MARTS.FINANCE.FINANCE__FED_SEC_INSIDER_NONDERIV_TRANS`, `LIBRARY_MARTS.FINANCE.FINANCE__FED_SEC_INSIDER_REPORTINGOWNER`	A late sale report is a paperwork failure, not proof of insider trading; co-owners filing the same trade twice can fake lateness (55 such mirrors were dropped).	fbbbb5830b49
S128	153,156	153	Since 2024, 31 per 1,000 money-manager stock reports ran a year-plus late, vs 9.5 before; Malaysia's pension fund back-filed 68	31 of every 1,000 original 13F holdings reports (Jan 2024-May 2026) filed 1+ year late vs 9.5 per 1,000 (mid-2013 to Sep 2022); 105 managers back-filed 8+ reports	B	narrowed	3		deep3	`LIBRARY_MARTS.FINANCE.FINANCE__FED_SEC_13F_FILERS`, `LIBRARY_MARTS.FINANCE.FINANCE__FED_SEC_13F_SUBMISSIONS`, `LIBRARY_MARTS.FINANCE.FINANCE__FED_SEC_13F_HOLDINGS`	Filings from Oct 2022 to Dec 2023 aren't loaded, so 2024 is when the wave shows up in the data, not proof it started then.	22e187d0713c
S129	154	154	At least 36 US-sanctioned banks still hold numbers on the tax agency's (IRS) foreign-bank list, including Russia's central depository	36 OFAC-blocked institutions with a live FATCA registration (31 Russian, 3 Belarusian, 1 Armenian, 1 London); 5 match on the GIIN that OFAC's own record prints	B	narrowed	4		deep3	`LIBRARY_MARTS.FINANCE.FINANCE__FED_FATCA_FFI`, `LIBRARY_MARTS.JUSTICE.JUSTICE__FED_OFAC_SDN`, `LIBRARY_MARTS.JUSTICE.JUSTICE__INTL_OPENSANCTIONS`	Only 5 match on an ID; the rest are name plus country. A blocked bank on the list is two Treasury arms disagreeing, not proof money moved.	26c1102090d1
S130	155	155	355 fund holdings reports still count in thousands, not dollars: about $2.6 trillion missing, a third from T. Rowe Price	355 of 8,631 original Q1 2026 13F reports in thousands (the rule has said dollars since Jan 2023); x1,000 that's about $2.6T; T. Rowe's own cover page totals $864,926,710	B	narrowed	3		deep3	`LIBRARY_MARTS.FINANCE.FINANCE__FED_SEC_13F_SUBMISSION`, `LIBRARY_MARTS.FINANCE.FINANCE__FED_SEC_13F_FILERS`, `LIBRARY_MARTS.FINANCE.FINANCE__FED_SEC_13F_HOLDINGS`	13F_SUBMISSION is an exact copy of the Mar-May 2026 window inside 13F_HOLDINGS; union the two and you double-count.	143bf281ad0a
S131	157	157	18 small public companies filed annual reports past the legal extension three years running; 4 still list on major exchanges	18 past the 15-day extension FY2023-FY2025; 4 still list a Nasdaq/NYSE ticker: Laser Photonics, Global Interactive Technologies, BIO-key, EON Resources	B	narrowed	2		deep3	`LIBRARY_MARTS.FINANCE.FINANCE__FED_SEC_DERA_SUB_2026Q1`, `LIBRARY_MARTS.FINANCE.FINANCE__FED_SEC_DERA_SUB_2024Q1` to `LIBRARY_MARTS.FINANCE.FINANCE__FED_SEC_DERA_SUB_2025Q4` (8 quarterly files), `LIBRARY_MARTS.FINANCE.FINANCE__FED_SEC_EDGAR_FINANCIALS`, `LIBRARY_MARTS.FINANCE.FINANCE__FED_SEC_EDGAR_COMPANY_TICKERS_EXCHANGE`	FY2025 lateness comes from audit-report dates, not actual 10-K filing dates; about half of the 439 FY2025 misses dated their audits inside the extension.	6ba1eac0e8ac
S132	158	158	Louisiana re-inspected only 90 of 182 hazardous-waste manufacturing plants in five years, last of 28 states; median 91.8%	90 of 182 (49.5%) got another full on-site inspection in the five years to July 2026; next lowest Illinois 62.7%, Texas 66.5%	B	narrowed	3		deep3	`LIBRARY_MARTS.ENVIRONMENT.ENVIRONMENT__FED_EPA_RCRA_FACILITIES`, `LIBRARY_MARTS.ENVIRONMENT.ENVIRONMENT__FED_EPA_RCRA_EVALUATIONS`, `LIBRARY_MARTS.ENVIRONMENT.ENVIRONMENT__FED_EPA_RCRA_RCRA_NAICS`	An approved alternative compliance-monitoring plan would make this legal; not checked. Louisiana's small-generator inspections more than doubled over the same years.	4bc276493d74
S133	159	159	40 of 102 working major cement plants drew a serious Clean Air Act violation in 2020-25, top of 63 industries	39% of operating major cement plants got a new high-priority violation vs a 9.8% median industry; 3.7x other major plants in the same states	B	narrowed	3		deep3	`LIBRARY_MARTS.ENVIRONMENT.ENVIRONMENT__FED_EPA_ICIS_AIR_ICIS_AIR_FACILITIES`, `LIBRARY_MARTS.ENVIRONMENT.ENVIRONMENT__FED_EPA_ICIS_AIR_ICIS_AIR_VIOLATION_HISTORY`, `LIBRARY_MARTS.ENVIRONMENT.ENVIRONMENT__FED_EPA_ICIS_AIR_ICIS_AIR_FORMAL_ACTIONS`	Cement kilns run continuous monitors, so more breaches get caught; and the plant list may be padded with grinding terminals or bagging plants (Quikrete Calera, Systech Paulding).	343cc6510847
S134	160	160	Yuma, Arizona's water plant broke the acute chlorine-dioxide limit 21 months straight; none reached federal records until May 2022	21 acute violations, one a month Jul 2020-Mar 2022, readings 0.9-2.0 mg/L vs a 0.8 limit; 21 of 54 such violations nationally since 2015 (next-worst: 6)	B	narrowed	3		deep3	`LIBRARY_MARTS.ENVIRONMENT.ENVIRONMENT__FED_EPA_SDWA_SDWA_PN_VIOLATION_ASSOC`, `LIBRARY_MARTS.ENVIRONMENT.ENVIRONMENT__FED_EPA_SDWA_SDWA_VIOLATIONS_ENFORCEMENT`, `LIBRARY_MARTS.ENVIRONMENT.ENVIRONMENT__FED_EPA_SDWA_SDWA_PUB_WATER_SYSTEMS`	Code 13 is read as the acute chlorine-dioxide limit from the data, not EPA's code list; the public-notice violations closed 2022-06-02, so a notice probably went out late, not never.	282f0f14d453
S135	161	161	17 landfills stopped filing federal climate reports with no legal way out; at least five hold operating air permits	"17 landfills on EPA's own ""stopped reporting, unknown reason"" list; median last report 85,741 t CO2e, 16 of 17 over 25,000 t; 11 flagged 5+ years"	B	narrowed	4		deep3	`LIBRARY_MARTS.ENVIRONMENT.ENVIRONMENT__FED_EPA_GHGRP_FACILITY`, `LIBRARY_MARTS.ENVIRONMENT.ENVIRONMENT__FED_EPA_GHGRP_EMISSION`, `LIBRARY_MARTS.ENVIRONMENT.ENVIRONMENT__FED_EPA_FRS_FACILITIES`, `LIBRARY_MARTS.ENVIRONMENT.ENVIRONMENT__FED_EPA_ICIS_AIR_ICIS_AIR_FACILITIES`, `LIBRARY_MARTS.ENVIRONMENT.ENVIRONMENT__FED_EPA_ICIS_AIR_ICIS_AIR_FORMAL_ACTIONS`	Reporting year 2024 isn't loaded, and the Sept-2025 repeal proposal and rule changes aren't checked; an unprocessed exit notice would make it paperwork lag.	80543bff47f3
S136	162	162	Oregon logged zero state water-permit inspections in the federal file for 22 months; its warning letters kept arriving	0 Oregon state inspections after 2024-09-30 through July 2026, after 161 in 2023 and 169 in Jan-Sep 2024; its letters kept coming (110 in 2025, 74 in 2026)	B	narrowed	3		deep3	`LIBRARY_MARTS.ENVIRONMENT.ENVIRONMENT__FED_EPA_NPDES_NPDES_INSPECTIONS`, `LIBRARY_MARTS.ENVIRONMENT.ENVIRONMENT__FED_EPA_NPDES_NPDES_INFORMAL_ENFORCEMENT_ACTIONS`, `LIBRARY_MARTS.ENVIRONMENT.ENVIRONMENT__FED_EPA_NPDES_NPDES_QNCR_HISTORY`	The warehouse can't tell stopped inspections from a broken state data feed; one call to Oregon DEQ decides it.	ab8ce6a3b7a8
S137	163	163	433 wastewater permits broke discharge limits in most quarters for six years with no formal enforcement; Missouri 97, Ohio 68	433 individual permits over limits in 8+ of 12 quarters in both 2020-23 and 2023-26, none with a formal action; Missouri 97 and Ohio 68, about half of each state's chronic violators vs 18% elsewhere	B	narrowed	3		deep3	`LIBRARY_MARTS.ENVIRONMENT.ENVIRONMENT__FED_EPA_NPDES_ICIS_FACILITIES`, `LIBRARY_MARTS.ENVIRONMENT.ENVIRONMENT__FED_EPA_NPDES_NPDES_QNCR_HISTORY`, `LIBRARY_MARTS.ENVIRONMENT.ENVIRONMENT__FED_EPA_NPDES_NPDES_FORMAL_ENFORCEMENT_ACTIONS`	State orders that never reach EPA's system look exactly like no enforcement; the data can't yet tell them apart.	a2a48af51210
S138	164	164	Cheniere's Sabine Pass gas-export terminal went from 0.18 to 6.26 million tonnes of greenhouse gas, 2015-23: the registry's biggest rise	+6.08 Mt CO2e, rank 1 of 6,021 facilities that reported both years (next: +2.90); seven LNG facility IDs went 0.38 to 16.48 Mt while all direct emissions fell 3,058 to 2,578 Mt	B	narrowed	2		deep3	`LIBRARY_MARTS.ENVIRONMENT.ENVIRONMENT__FED_EPA_GHGRP_EMISSION`, `LIBRARY_MARTS.ENVIRONMENT.ENVIRONMENT__FED_EPA_GHGRP_FACILITY`	It's a new-plant story: rank 1 needs the window to start before exports began (from 2017 it's rank 4), and emissions likely just track LNG shipped.	0d6e28250c70
S139	165	165	Tesla's Fremont plant drew 356 Bay Area air violation notices since 2019, second of 86 plants; no district enforcement order	356 notices written on 133 days since 2019; other heavily cited Bay Area plants got a median 28 formal actions per 100 notices; Tesla and Phillips 66 Rodeo (213 notices) got none	B	narrowed	2		deep3	`LIBRARY_MARTS.ENVIRONMENT.ENVIRONMENT__FED_EPA_ICIS_AIR_ICIS_AIR_INFORMAL_ACTIONS`, `LIBRARY_MARTS.ENVIRONMENT.ENVIRONMENT__FED_EPA_ICIS_AIR_ICIS_AIR_FACILITIES`, `LIBRARY_MARTS.ENVIRONMENT.ENVIRONMENT__FED_EPA_ICIS_AIR_ICIS_AIR_FORMAL_ACTIONS`	The district may act outside the federal file (a 2024 abatement petition was reported); its last recorded action is a $1,000 order in 2014, and EPA's own $275,000 paint-shop penalty came in 2022.	3e8779ba3274
S140	166	166	"438 place names still say ""Negro""; in 2020-23, 641 ""Squaw"" names changed vs at least 41 ""Negro"" or n-word ones"	438 official federal names in the English sense (426 current, 12 historical); 105 list the n-word as an older name in the same file	B	narrowed	3		deep3	`LIBRARY_MARTS.REFERENCE.REFERENCE__FED_USGS_GNIS_ALL_NAMES`	"Citation dates stop on 2023-03-17, so renamings after that can't be counted by year; 50 Spanish ""negro"" (black) names were removed by hand."	4c5aa5f0dcad
S141	167	167	The 4th Circuit appeals court published 375 decisions in fiscal 2025, up 25% from 2019; the median circuit fell 17%	375 published decisions FY2025 vs 299 FY2019 (+25%); published share 8.8% to 13.7%; 363 of the 375 were argued	B	narrowed	3		deep3	`LIBRARY_MARTS.JUSTICE.JUSTICE__FED_COURTLISTENER_OPINION_CLUSTERS`, `LIBRARY_MARTS.JUSTICE.JUSTICE__FED_COURTLISTENER_DOCKETS`, `LIBRARY_MARTS.JUSTICE.JUSTICE__FED_FJC_IDB_APPELLATE`	The FJC code meanings (published, argued) are read from the data; confirm them in the FJC codebook. The older +74% figure starts from a 2020 COVID low.	90a7165699c1
S142	168	168	Detained immigrants' release petitions (habeas): 33 in Oct 2024, about 8,820 in Mar 2026, 24% of new federal civil cases	About 8,820 new detention habeas cases in Mar 2026, 24% of 36,088 new federal civil cases; of 16,849 closed Oct 2025-Mar 2026, detainees won 7,340 and the government 831	B	narrowed	2		deep3	`LIBRARY_MARTS.JUSTICE.JUSTICE__FED_FJC_IDB_APPELLATE`, `LIBRARY_MARTS.JUSTICE.JUSTICE__FED_FJC_IDB_CIVIL`	"Winner and ""closed without a ruling"" codes are decoded from the data, not the codebook; half the closures have no winner coded, mostly dismissals."	6891b03e82c7
