realm,table,column,data_type,column_meaning,source,joins_to,semantic_type
CORPORATE_REGISTRY,CORPORATE_REGISTRY__FED_ICIJ_OFFSHORELEAKS_RELATIONSHIPS,NODE_ID_END,TEXT,node ID end,inferred,,
CORPORATE_REGISTRY,CORPORATE_REGISTRY__FED_ICIJ_OFFSHORELEAKS_RELATIONSHIPS,REL_TYPE,TEXT,rel type,inferred,,
CORPORATE_REGISTRY,CORPORATE_REGISTRY__FED_ICIJ_OFFSHORELEAKS_RELATIONSHIPS,LINK,TEXT,link,inferred,,
CORPORATE_REGISTRY,CORPORATE_REGISTRY__FED_ICIJ_OFFSHORELEAKS_RELATIONSHIPS,STATUS,TEXT,status,inferred,,
CORPORATE_REGISTRY,CORPORATE_REGISTRY__FED_ICIJ_OFFSHORELEAKS_RELATIONSHIPS,START_DATE,DATE,start date,inferred,,datetime
CORPORATE_REGISTRY,CORPORATE_REGISTRY__FED_ICIJ_OFFSHORELEAKS_RELATIONSHIPS,END_DATE,DATE,end date,inferred,,datetime
CORPORATE_REGISTRY,CORPORATE_REGISTRY__FED_ICIJ_OFFSHORELEAKS_RELATIONSHIPS,SOURCE_LEAK,TEXT,source leak,inferred,,
CORPORATE_REGISTRY,CORPORATE_REGISTRY__FED_ICIJ_OFFSHORELEAKS_RELATIONSHIPS,_INGESTED_AT,TIMESTAMP_NTZ,ingested at,inferred,,plumbing
CORPORATE_REGISTRY,CORPORATE_REGISTRY__FED_ICIJ_OFFSHORELEAKS_RELATIONSHIPS,_SOURCE_RUN_ID,TEXT,source run ID,inferred,,plumbing
CORPORATE_REGISTRY,CORPORATE_REGISTRY__FED_IRS_EO_BMF,EIN,TEXT,tax EIN,inferred,ECONOMICS__FED_IRS_527_ORGS via EIN [MEASURED 260 shared values]; ECONOMICS__FED_IRS_990 via EIN [MEASURED 191 shared values]; ECONOMICS__FED_IRS_990_EFILE_INDEX via EIN [MEASURED 776349 shared values],
CORPORATE_REGISTRY,CORPORATE_REGISTRY__FED_IRS_EO_BMF,ORG_NAME,TEXT,org name,inferred,,
CORPORATE_REGISTRY,CORPORATE_REGISTRY__FED_IRS_EO_BMF,IN_CARE_OF,TEXT,in care of,inferred,,
CORPORATE_REGISTRY,CORPORATE_REGISTRY__FED_IRS_EO_BMF,STREET,TEXT,street,inferred,,
CORPORATE_REGISTRY,CORPORATE_REGISTRY__FED_IRS_EO_BMF,CITY,TEXT,city,inferred,,geo
CORPORATE_REGISTRY,CORPORATE_REGISTRY__FED_IRS_EO_BMF,STATE,TEXT,state,inferred,,geo
CORPORATE_REGISTRY,CORPORATE_REGISTRY__FED_IRS_EO_BMF,ZIP,TEXT,ZIP code,inferred,CA_LOBBY_CHG_LOG via NAME@ZIP [CORROBORATED 2%]; FED_ATF_FFL via NAME@ZIP [CORROBORATED 0%]; FED_CMS_DIALYSIS via NAME@ZIP [CORROBORATED 0%],geo
CORPORATE_REGISTRY,CORPORATE_REGISTRY__FED_IRS_EO_BMF,GROUP_EXEMPTION_NUM,TEXT,group exemption number,inferred,,
CORPORATE_REGISTRY,CORPORATE_REGISTRY__FED_IRS_EO_BMF,SUBSECTION_CODE,TEXT,subsection code,inferred,,
CORPORATE_REGISTRY,CORPORATE_REGISTRY__FED_IRS_EO_BMF,AFFILIATION_CODE,TEXT,affiliation code,inferred,,
CORPORATE_REGISTRY,CORPORATE_REGISTRY__FED_IRS_EO_BMF,CLASSIFICATION_CODE,TEXT,classification code,inferred,,
CORPORATE_REGISTRY,CORPORATE_REGISTRY__FED_IRS_EO_BMF,RULING_YYYYMM,TEXT,ruling yyyymm,inferred,,
CORPORATE_REGISTRY,CORPORATE_REGISTRY__FED_IRS_EO_BMF,RULING_DATE,DATE,ruling date,inferred,,datetime
CORPORATE_REGISTRY,CORPORATE_REGISTRY__FED_IRS_EO_BMF,DEDUCTIBILITY_CODE,TEXT,deductibility code,inferred,,
CORPORATE_REGISTRY,CORPORATE_REGISTRY__FED_IRS_EO_BMF,FOUNDATION_CODE,TEXT,foundation code,inferred,,
CORPORATE_REGISTRY,CORPORATE_REGISTRY__FED_IRS_EO_BMF,ACTIVITY_CODES,TEXT,activity codes,inferred,,
CORPORATE_REGISTRY,CORPORATE_REGISTRY__FED_IRS_EO_BMF,ORGANIZATION_CODE,TEXT,organization code,inferred,,
CORPORATE_REGISTRY,CORPORATE_REGISTRY__FED_IRS_EO_BMF,STATUS_CODE,TEXT,status code,inferred,,
CORPORATE_REGISTRY,CORPORATE_REGISTRY__FED_IRS_EO_BMF,TAX_PERIOD_YYYYMM,TEXT,tax period yyyymm,inferred,,
CORPORATE_REGISTRY,CORPORATE_REGISTRY__FED_IRS_EO_BMF,TAX_PERIOD_MONTH,DATE,tax period month,inferred,,datetime
CORPORATE_REGISTRY,CORPORATE_REGISTRY__FED_IRS_EO_BMF,ASSET_CODE,TEXT,asset code,inferred,,
CORPORATE_REGISTRY,CORPORATE_REGISTRY__FED_IRS_EO_BMF,INCOME_CODE,TEXT,income code,inferred,,
CORPORATE_REGISTRY,CORPORATE_REGISTRY__FED_IRS_EO_BMF,FILING_REQ_CODE,TEXT,filing req code,inferred,,
CORPORATE_REGISTRY,CORPORATE_REGISTRY__FED_IRS_EO_BMF,PF_FILING_REQ_CODE,TEXT,pf filing req code,inferred,,
CORPORATE_REGISTRY,CORPORATE_REGISTRY__FED_IRS_EO_BMF,ACCOUNTING_PERIOD_MONTH,TEXT,accounting period month,inferred,,datetime
CORPORATE_REGISTRY,CORPORATE_REGISTRY__FED_IRS_EO_BMF,ASSET_AMT,NUMBER,asset amount,inferred,,
CORPORATE_REGISTRY,CORPORATE_REGISTRY__FED_IRS_EO_BMF,INCOME_AMT,NUMBER,income amount,inferred,,
CORPORATE_REGISTRY,CORPORATE_REGISTRY__FED_IRS_EO_BMF,REVENUE_AMT,NUMBER,revenue amount,inferred,,
CORPORATE_REGISTRY,CORPORATE_REGISTRY__FED_IRS_EO_BMF,NTEE_CODE,TEXT,ntee code,inferred,,
CORPORATE_REGISTRY,CORPORATE_REGISTRY__FED_IRS_EO_BMF,SORT_NAME,TEXT,sort name,inferred,,
CORPORATE_REGISTRY,CORPORATE_REGISTRY__FED_IRS_EO_BMF,_INGESTED_AT,TIMESTAMP_NTZ,ingested at,inferred,,plumbing
CORPORATE_REGISTRY,CORPORATE_REGISTRY__FED_IRS_EO_BMF,_SOURCE_RUN_ID,TEXT,source run ID,inferred,,plumbing
CORPORATE_REGISTRY,CORPORATE_REGISTRY__INTL_ES_BORME,COMPANY_ID,TEXT,company ID,inferred,,
CORPORATE_REGISTRY,CORPORATE_REGISTRY__INTL_ES_BORME,COUNTRY,TEXT,country,inferred,,geo
CORPORATE_REGISTRY,CORPORATE_REGISTRY__INTL_ES_BORME,DATE,DATE,date,inferred,,datetime
CORPORATE_REGISTRY,CORPORATE_REGISTRY__INTL_ES_BORME,BORME_ISSUE_NUMBER,TEXT,borme issue number,inferred,,
CORPORATE_REGISTRY,CORPORATE_REGISTRY__INTL_ES_BORME,SECTION,TEXT,section,inferred,,
CORPORATE_REGISTRY,CORPORATE_REGISTRY__INTL_ES_BORME,CVE,TEXT,cve,inferred,,
CORPORATE_REGISTRY,CORPORATE_REGISTRY__INTL_ES_BORME,COMPANY_NAME,TEXT,company name,inferred,,
CORPORATE_REGISTRY,CORPORATE_REGISTRY__INTL_ES_BORME,PROVINCE,TEXT,province,inferred,,
CORPORATE_REGISTRY,CORPORATE_REGISTRY__INTL_ES_BORME,ACT_TYPE,TEXT,act type,inferred,,
CORPORATE_REGISTRY,CORPORATE_REGISTRY__INTL_ES_BORME,ACT_DESCRIPTION,TEXT,act description,inferred,,
CORPORATE_REGISTRY,CORPORATE_REGISTRY__INTL_ES_BORME,PDF_URL,TEXT,pdf url,inferred,,
CORPORATE_REGISTRY,CORPORATE_REGISTRY__INTL_ES_BORME,_INGESTED_AT,NUMBER,ingested at,inferred,,plumbing
CORPORATE_REGISTRY,CORPORATE_REGISTRY__INTL_ES_BORME,_SOURCE_RUN_ID,TEXT,source run ID,inferred,,plumbing
CORPORATE_REGISTRY,CORPORATE_REGISTRY__INTL_ES_BORME,ACT_MONTH,DATE,act month,inferred,,datetime
CORPORATE_REGISTRY,CORPORATE_REGISTRY__INTL_ES_BORME,ACT_YEAR,DATE,act year,inferred,,datetime
CORPORATE_REGISTRY,CORPORATE_REGISTRY__INTL_ES_BORME,SOURCE_ID,TEXT,source ID,inferred,,
CORPORATE_REGISTRY,CORPORATE_REGISTRY__INTL_IE_CRO,CORPORATE_REGISTRY_KEY,TEXT,corporate registry key,inferred,,
CORPORATE_REGISTRY,CORPORATE_REGISTRY__INTL_IE_CRO,COMPANY_ID,TEXT,company ID,inferred,,
CORPORATE_REGISTRY,CORPORATE_REGISTRY__INTL_IE_CRO,COUNTRY,TEXT,country,inferred,,geo
CORPORATE_REGISTRY,CORPORATE_REGISTRY__INTL_IE_CRO,COMPANY_NAME,TEXT,company name,inferred,,
CORPORATE_REGISTRY,CORPORATE_REGISTRY__INTL_IE_CRO,COMPANY_STATUS,TEXT,company status,inferred,,
CORPORATE_REGISTRY,CORPORATE_REGISTRY__INTL_IE_CRO,COMPANY_TYPE,TEXT,company type,inferred,,
CORPORATE_REGISTRY,CORPORATE_REGISTRY__INTL_IE_CRO,REGISTERED_ADDRESS,TEXT,registered address,inferred,,geo
CORPORATE_REGISTRY,CORPORATE_REGISTRY__INTL_IE_CRO,INCORPORATION_DATE,DATE,incorporation date,inferred,,datetime
CORPORATE_REGISTRY,CORPORATE_REGISTRY__INTL_IE_CRO,FINANCIAL_YEAR_END,DATE,financial year end,inferred,,datetime
CORPORATE_REGISTRY,CORPORATE_REGISTRY__INTL_IE_CRO,INCORPORATION_YEAR,NUMBER,incorporation year,inferred,,datetime
CORPORATE_REGISTRY,CORPORATE_REGISTRY__INTL_IE_CRO,COMPANY_AGE_YEARS,NUMBER,company age years,inferred,,datetime
CORPORATE_REGISTRY,CORPORATE_REGISTRY__INTL_IE_CRO,SOURCE_ID,TEXT,source ID,inferred,,
CORPORATE_REGISTRY,CORPORATE_REGISTRY__INTL_IE_CRO,DATASET_NAME,TEXT,dataset name,inferred,,
CORPORATE_REGISTRY,CORPORATE_REGISTRY__INTL_IE_CRO,_INGESTED_AT,TIMESTAMP_NTZ,ingested at,inferred,,plumbing
CORPORATE_REGISTRY,CORPORATE_REGISTRY__INTL_IE_CRO,_SOURCE_RUN_ID,TEXT,source run ID,inferred,,plumbing
CORPORATE_REGISTRY,CORPORATE_REGISTRY__INTL_UK_COMPANIES_HOUSE,COMPANY_NUMBER,TEXT,company number,inferred,CORPORATE_REGISTRY__UK_COMPANIES_HOUSE_PSC via COMPANY_NUMBER [MEASURED 5582726 shared values],
CORPORATE_REGISTRY,CORPORATE_REGISTRY__INTL_UK_COMPANIES_HOUSE,COMPANY_NAME,TEXT,company name,inferred,,
CORPORATE_REGISTRY,CORPORATE_REGISTRY__INTL_UK_COMPANIES_HOUSE,ADDRESS_LINE_1,TEXT,address line 1,inferred,,geo
CORPORATE_REGISTRY,CORPORATE_REGISTRY__INTL_UK_COMPANIES_HOUSE,ADDRESS_LINE_2,TEXT,address line 2,inferred,,geo
CORPORATE_REGISTRY,CORPORATE_REGISTRY__INTL_UK_COMPANIES_HOUSE,POST_TOWN,TEXT,post town,inferred,,
CORPORATE_REGISTRY,CORPORATE_REGISTRY__INTL_UK_COMPANIES_HOUSE,COUNTY,TEXT,county,inferred,,geo
CORPORATE_REGISTRY,CORPORATE_REGISTRY__INTL_UK_COMPANIES_HOUSE,COUNTRY,TEXT,country,inferred,,geo
CORPORATE_REGISTRY,CORPORATE_REGISTRY__INTL_UK_COMPANIES_HOUSE,POST_CODE,TEXT,post code,inferred,,
CORPORATE_REGISTRY,CORPORATE_REGISTRY__INTL_UK_COMPANIES_HOUSE,COMPANY_CATEGORY,TEXT,company category,inferred,,
CORPORATE_REGISTRY,CORPORATE_REGISTRY__INTL_UK_COMPANIES_HOUSE,COMPANY_STATUS,TEXT,company status,inferred,,
CORPORATE_REGISTRY,CORPORATE_REGISTRY__INTL_UK_COMPANIES_HOUSE,COUNTRY_OF_ORIGIN,TEXT,country of origin,inferred,,geo
CORPORATE_REGISTRY,CORPORATE_REGISTRY__INTL_UK_COMPANIES_HOUSE,DISSOLUTION_DATE,DATE,dissolution date,inferred,,datetime
CORPORATE_REGISTRY,CORPORATE_REGISTRY__INTL_UK_COMPANIES_HOUSE,INCORPORATION_DATE,DATE,incorporation date,inferred,,datetime
CORPORATE_REGISTRY,CORPORATE_REGISTRY__INTL_UK_COMPANIES_HOUSE,ACCOUNT_CATEGORY,TEXT,account category,inferred,,
CORPORATE_REGISTRY,CORPORATE_REGISTRY__INTL_UK_COMPANIES_HOUSE,NUM_MORTGAGE_CHARGES,NUMBER,number mortgage charges,inferred,,
CORPORATE_REGISTRY,CORPORATE_REGISTRY__INTL_UK_COMPANIES_HOUSE,NUM_MORTGAGES_OUTSTANDING,NUMBER,number mortgages outstanding,inferred,,
CORPORATE_REGISTRY,CORPORATE_REGISTRY__INTL_UK_COMPANIES_HOUSE,IS_ACTIVE,BOOLEAN,is active,inferred,,
CORPORATE_REGISTRY,CORPORATE_REGISTRY__INTL_UK_COMPANIES_HOUSE,_LOADED_AT,TIMESTAMP_NTZ,loaded at,inferred,,plumbing
CORPORATE_REGISTRY,CORPORATE_REGISTRY__INTL_UK_COMPANIES_HOUSE,_SOURCE_RUN_ID,TEXT,source run ID,inferred,,plumbing
CORPORATE_REGISTRY,CORPORATE_REGISTRY__UK_COMPANIES_HOUSE_PSC,PSC_LINK_SELF,TEXT,psc link self,inferred,,
CORPORATE_REGISTRY,CORPORATE_REGISTRY__UK_COMPANIES_HOUSE_PSC,COMPANY_NUMBER,TEXT,company number,inferred,CORPORATE_REGISTRY__INTL_UK_COMPANIES_HOUSE via COMPANY_NUMBER [MEASURED 5582726 shared values],
CORPORATE_REGISTRY,CORPORATE_REGISTRY__UK_COMPANIES_HOUSE_PSC,ETAG,TEXT,etag,inferred,,
CORPORATE_REGISTRY,CORPORATE_REGISTRY__UK_COMPANIES_HOUSE_PSC,KIND,TEXT,kind,inferred,,
CORPORATE_REGISTRY,CORPORATE_REGISTRY__UK_COMPANIES_HOUSE_PSC,NAME,TEXT,name,inferred,,
CORPORATE_REGISTRY,CORPORATE_REGISTRY__UK_COMPANIES_HOUSE_PSC,NAME_TITLE,TEXT,name title,inferred,,
CORPORATE_REGISTRY,CORPORATE_REGISTRY__UK_COMPANIES_HOUSE_PSC,NAME_FORENAME,TEXT,name forename,inferred,,
CORPORATE_REGISTRY,CORPORATE_REGISTRY__UK_COMPANIES_HOUSE_PSC,NAME_MIDDLE,TEXT,name middle,inferred,,
CORPORATE_REGISTRY,CORPORATE_REGISTRY__UK_COMPANIES_HOUSE_PSC,NAME_SURNAME,TEXT,name surname,inferred,,
CORPORATE_REGISTRY,CORPORATE_REGISTRY__UK_COMPANIES_HOUSE_PSC,NATIONALITY,TEXT,nationality,inferred,,
CORPORATE_REGISTRY,CORPORATE_REGISTRY__UK_COMPANIES_HOUSE_PSC,COUNTRY_OF_RESIDENCE,TEXT,country of residence,inferred,,geo
CORPORATE_REGISTRY,CORPORATE_REGISTRY__UK_COMPANIES_HOUSE_PSC,DOB_MONTH,NUMBER,date of birth month,inferred,,datetime
CORPORATE_REGISTRY,CORPORATE_REGISTRY__UK_COMPANIES_HOUSE_PSC,DOB_YEAR,NUMBER,date of birth year,inferred,,datetime
CORPORATE_REGISTRY,CORPORATE_REGISTRY__UK_COMPANIES_HOUSE_PSC,ADDRESS_PREMISES,TEXT,address premises,inferred,,geo
CORPORATE_REGISTRY,CORPORATE_REGISTRY__UK_COMPANIES_HOUSE_PSC,ADDRESS_LINE_1,TEXT,address line 1,inferred,,geo
CORPORATE_REGISTRY,CORPORATE_REGISTRY__UK_COMPANIES_HOUSE_PSC,ADDRESS_LOCALITY,TEXT,address locality,inferred,,geo
CORPORATE_REGISTRY,CORPORATE_REGISTRY__UK_COMPANIES_HOUSE_PSC,ADDRESS_POSTAL_CODE,TEXT,address postal code,inferred,,geo
CORPORATE_REGISTRY,CORPORATE_REGISTRY__UK_COMPANIES_HOUSE_PSC,ADDRESS_COUNTRY,TEXT,address country,inferred,,geo
CORPORATE_REGISTRY,CORPORATE_REGISTRY__UK_COMPANIES_HOUSE_PSC,REGISTRATION_NUMBER,TEXT,registration number,inferred,FOREIGN_INFLUENCE__FED_FARA_BULK via REGISTRATION_NUMBER [MEASURED 634 shared values]; HEALTH__FED_FDA_ESTABLISHMENT_REG via REGISTRATION_NUMBER [MEASURED 13 shared values],
CORPORATE_REGISTRY,CORPORATE_REGISTRY__UK_COMPANIES_HOUSE_PSC,LEGAL_FORM,TEXT,legal form,inferred,,
CORPORATE_REGISTRY,CORPORATE_REGISTRY__UK_COMPANIES_HOUSE_PSC,COUNTRY_REGISTERED,TEXT,country registered,inferred,,geo
CORPORATE_REGISTRY,CORPORATE_REGISTRY__UK_COMPANIES_HOUSE_PSC,NATURES_OF_CONTROL,TEXT,natures of control,inferred,,
CORPORATE_REGISTRY,CORPORATE_REGISTRY__UK_COMPANIES_HOUSE_PSC,NOTIFIED_ON,DATE,notified on,inferred,,
CORPORATE_REGISTRY,CORPORATE_REGISTRY__UK_COMPANIES_HOUSE_PSC,CEASED_ON,DATE,ceased on,inferred,,
CORPORATE_REGISTRY,CORPORATE_REGISTRY__UK_COMPANIES_HOUSE_PSC,_INGESTED_AT,NUMBER,ingested at,inferred,,plumbing
CORPORATE_REGISTRY,CORPORATE_REGISTRY__UK_COMPANIES_HOUSE_PSC,_SOURCE_RUN_ID,TEXT,source run ID,inferred,,plumbing
CORPORATE_REGISTRY,CORPORATE_REGISTRY__UK_COMPANIES_HOUSE_PSC,_SRC_SHA256,TEXT,source sha256,inferred,,plumbing
CRIMINAL_JUSTICE,CRIMINAL_JUSTICE__FED_BJS_DATA,PERSON_ID,TEXT,person ID,inferred,,
CRIMINAL_JUSTICE,CRIMINAL_JUSTICE__FED_BJS_DATA,YEAR_QUARTER,TEXT,year quarter,inferred,,datetime
CRIMINAL_JUSTICE,CRIMINAL_JUSTICE__FED_BJS_DATA,SURVEY_YEAR,FLOAT,survey year,inferred,,datetime
CRIMINAL_JUSTICE,CRIMINAL_JUSTICE__FED_BJS_DATA,AGE_GROUP_CODE,TEXT,age group code,inferred,,
CRIMINAL_JUSTICE,CRIMINAL_JUSTICE__FED_BJS_DATA,SEX_CODE,TEXT,sex code,inferred,,
CRIMINAL_JUSTICE,CRIMINAL_JUSTICE__FED_BJS_DATA,HISPANIC_CODE,TEXT,hispanic code,inferred,,
CRIMINAL_JUSTICE,CRIMINAL_JUSTICE__FED_BJS_DATA,RACE_CODE,TEXT,race code,inferred,,
CRIMINAL_JUSTICE,CRIMINAL_JUSTICE__FED_BJS_DATA,RACE_ETHNICITY_CODE,TEXT,race ethnicity code,inferred,,
CRIMINAL_JUSTICE,CRIMINAL_JUSTICE__FED_BJS_DATA,HOUSEHOLD_INCOME_CODE_1,TEXT,household income code 1,inferred,,
CRIMINAL_JUSTICE,CRIMINAL_JUSTICE__FED_BJS_DATA,HOUSEHOLD_INCOME_CODE_2,TEXT,household income code 2,inferred,,
CRIMINAL_JUSTICE,CRIMINAL_JUSTICE__FED_BJS_DATA,MARITAL_STATUS_CODE,TEXT,marital status code,inferred,,
CRIMINAL_JUSTICE,CRIMINAL_JUSTICE__FED_BJS_DATA,POPULATION_SIZE_CODE,TEXT,population size code,inferred,,geo
CRIMINAL_JUSTICE,CRIMINAL_JUSTICE__FED_BJS_DATA,REGION_CODE,TEXT,region code,inferred,,geo
CRIMINAL_JUSTICE,CRIMINAL_JUSTICE__FED_BJS_DATA,MSA_CODE,TEXT,msa code,inferred,,
CRIMINAL_JUSTICE,CRIMINAL_JUSTICE__FED_BJS_DATA,LOCALITY_CODE,TEXT,locality code,inferred,,
CRIMINAL_JUSTICE,CRIMINAL_JUSTICE__FED_BJS_DATA,EDUCATION_CODE_1,TEXT,education code 1,inferred,,
CRIMINAL_JUSTICE,CRIMINAL_JUSTICE__FED_BJS_DATA,EDUCATION_CODE_2,TEXT,education code 2,inferred,,
CRIMINAL_JUSTICE,CRIMINAL_JUSTICE__FED_BJS_DATA,VETERAN_CODE,TEXT,veteran code,inferred,,
CRIMINAL_JUSTICE,CRIMINAL_JUSTICE__FED_BJS_DATA,CITIZEN_CODE,TEXT,citizen code,inferred,,
CRIMINAL_JUSTICE,CRIMINAL_JUSTICE__FED_BJS_DATA,CRIME_TYPE_CODE,TEXT,crime type code,inferred,,
CRIMINAL_JUSTICE,CRIMINAL_JUSTICE__FED_BJS_DATA,OFFENSE_CODE,TEXT,offense code,inferred,,
CRIMINAL_JUSTICE,CRIMINAL_JUSTICE__FED_BJS_DATA,SERIOUS_VIOLENT_CODE,TEXT,serious violent code,inferred,,
CRIMINAL_JUSTICE,CRIMINAL_JUSTICE__FED_BJS_DATA,POLICE_NOTIFIED_CODE,TEXT,police notified code,inferred,,
CRIMINAL_JUSTICE,CRIMINAL_JUSTICE__FED_BJS_DATA,VICTIM_SERVICES_CODE,TEXT,victim services code,inferred,,
CRIMINAL_JUSTICE,CRIMINAL_JUSTICE__FED_BJS_DATA,LOCATION_CODE,TEXT,location code,inferred,,
CRIMINAL_JUSTICE,CRIMINAL_JUSTICE__FED_BJS_DATA,VICTIM_OFFENDER_RELATIONSHIP_CODE,TEXT,victim offender relationship code,inferred,,geo
CRIMINAL_JUSTICE,CRIMINAL_JUSTICE__FED_BJS_DATA,WEAPON_CODE,TEXT,weapon code,inferred,,
CRIMINAL_JUSTICE,CRIMINAL_JUSTICE__FED_BJS_DATA,WEAPON_CATEGORY_CODE,TEXT,weapon category code,inferred,,
CRIMINAL_JUSTICE,CRIMINAL_JUSTICE__FED_BJS_DATA,INJURY_CODE,TEXT,injury code,inferred,,
CRIMINAL_JUSTICE,CRIMINAL_JUSTICE__FED_BJS_DATA,SERIOUS_INJURY_CODE,TEXT,serious injury code,inferred,,
CRIMINAL_JUSTICE,CRIMINAL_JUSTICE__FED_BJS_DATA,MEDICAL_TREATMENT_CODE,TEXT,medical treatment code,inferred,,
CRIMINAL_JUSTICE,CRIMINAL_JUSTICE__FED_BJS_DATA,OFFENDER_AGE_CODE,TEXT,offender age code,inferred,,
CRIMINAL_JUSTICE,CRIMINAL_JUSTICE__FED_BJS_DATA,OFFENDER_SEX_CODE,TEXT,offender sex code,inferred,,
CRIMINAL_JUSTICE,CRIMINAL_JUSTICE__FED_BJS_DATA,OFFENDER_RACE_CODE,TEXT,offender race code,inferred,,
CRIMINAL_JUSTICE,CRIMINAL_JUSTICE__FED_BJS_DATA,VICTIMIZATION_WEIGHT,FLOAT,victimization weight,inferred,,
CRIMINAL_JUSTICE,CRIMINAL_JUSTICE__FED_BJS_DATA,SERIES_FLAG,TEXT,series flag,inferred,,
CRIMINAL_JUSTICE,CRIMINAL_JUSTICE__FED_BJS_DATA,ADJUSTED_WEIGHT,FLOAT,adjusted weight,inferred,,
CRIMINAL_JUSTICE,CRIMINAL_JUSTICE__FED_BJS_DATA,_INGESTED_AT,NUMBER,ingested at,inferred,,plumbing
CRIMINAL_JUSTICE,CRIMINAL_JUSTICE__FED_BJS_DATA,_SOURCE_RUN_ID,TEXT,source run ID,inferred,,plumbing
ECONOMICS,ECONOMICS__FED_BLS_QCEW,AREA_FIPS,TEXT,area FIPS geo code,inferred,FED_CDC_DRUG_POISONING_COUNTY via FIPS [GEO 100%]; FED_CDC_INJURY_VIOLENCE_COUNTY via FIPS [GEO 100%]; FED_EPA_ECHO via FIPS [GEO 100%],geo
ECONOMICS,ECONOMICS__FED_BLS_QCEW,STATE_FIPS,TEXT,state FIPS geo code,inferred,EDUCATION__FED_ED_COLLEGE_SCORECARD_INSTITUTION via STATE_FIPS [MEASURED 46 shared values]; ENVIRONMENT__FED_NOAA_STORM_EVENTS via STATE_FIPS [MEASURED 44 shared values]; FINANCE__FED_IRS_SOI via STATE_FIPS [MEASURED 44 shared values],geo
ECONOMICS,ECONOMICS__FED_BLS_QCEW,OWNERSHIP_CODE,TEXT,ownership code,inferred,,
ECONOMICS,ECONOMICS__FED_BLS_QCEW,INDUSTRY_CODE,TEXT,industry code,inferred,,
ECONOMICS,ECONOMICS__FED_BLS_QCEW,AGGREGATION_LEVEL_CODE,TEXT,aggregation level code,inferred,,
ECONOMICS,ECONOMICS__FED_BLS_QCEW,SIZE_CODE,TEXT,size code,inferred,,
ECONOMICS,ECONOMICS__FED_BLS_QCEW,YEAR,NUMBER,year,inferred,,datetime
ECONOMICS,ECONOMICS__FED_BLS_QCEW,QUARTER,NUMBER,quarter,inferred,,
ECONOMICS,ECONOMICS__FED_BLS_QCEW,DISCLOSURE_CODE,TEXT,disclosure code,inferred,,
ECONOMICS,ECONOMICS__FED_BLS_QCEW,ANNUAL_AVG_ESTABLISHMENTS,NUMBER,annual avg establishments,inferred,,
ECONOMICS,ECONOMICS__FED_BLS_QCEW,ANNUAL_AVG_EMPLOYMENT,NUMBER,annual avg employment,inferred,,
ECONOMICS,ECONOMICS__FED_BLS_QCEW,TOTAL_ANNUAL_WAGES,NUMBER,total annual wages,inferred,,
ECONOMICS,ECONOMICS__FED_BLS_QCEW,ANNUAL_AVG_WEEKLY_WAGE,NUMBER,annual avg weekly wage,inferred,,
ECONOMICS,ECONOMICS__FED_BLS_QCEW,AVG_ANNUAL_PAY,NUMBER,avg annual pay,inferred,,
ECONOMICS,ECONOMICS__FED_BLS_QCEW,YOY_EMPLOYMENT_PCT_CHANGE,FLOAT,yoy employment percent change,inferred,,
ECONOMICS,ECONOMICS__FED_BLS_QCEW,YOY_WAGES_PCT_CHANGE,FLOAT,yoy wages percent change,inferred,,
ECONOMICS,ECONOMICS__FED_DOL_FORM5500,ACK_ID,TEXT,ack ID,inferred,,
ECONOMICS,ECONOMICS__FED_DOL_FORM5500,FORM_YEAR,TEXT,form year,inferred,,datetime
ECONOMICS,ECONOMICS__FED_DOL_FORM5500,PLAN_YEAR_BEGIN_DATE,DATE,plan year begin date,inferred,,datetime
ECONOMICS,ECONOMICS__FED_DOL_FORM5500,PLAN_YEAR_END_DATE,DATE,plan year end date,inferred,,datetime
ECONOMICS,ECONOMICS__FED_DOL_FORM5500,EIN,TEXT,tax EIN,inferred,,
ECONOMICS,ECONOMICS__FED_DOL_FORM5500,PLAN_NUM,TEXT,plan number,inferred,,
ECONOMICS,ECONOMICS__FED_DOL_FORM5500,PLAN_NAME,TEXT,plan name,inferred,FED_CMS_HCRIS via NAME@ZIP [CORROBORATED 0%]; FED_CMS_HOSPITAL_GENERAL via NAME@ZIP [CORROBORATED 0%]; FED_CMS_MEDICARE_DURABLE_MEDICAL_EQUIPMENT_DEVICES_SUPPLIES_BY_SUPPL via NAME@ZIP [CORROBORATED 0%],
ECONOMICS,ECONOMICS__FED_DOL_FORM5500,SPONSOR_DFE_NAME,TEXT,sponsor dfe name,inferred,,
ECONOMICS,ECONOMICS__FED_DOL_FORM5500,SPONSOR_DFE_EIN,TEXT,sponsor dfe tax EIN,inferred,,
ECONOMICS,ECONOMICS__FED_DOL_FORM5500,SPONS_DFE_MAIL_US_STATE,TEXT,spons dfe mail us state,inferred,,geo
ECONOMICS,ECONOMICS__FED_DOL_FORM5500,TYPE_PLAN_ENTITY_CD,TEXT,type plan entity code,inferred,,
ECONOMICS,ECONOMICS__FED_DOL_FORM5500,TOT_PARTCP_BOY_CNT,NUMBER,total partcp boy count,inferred,,
ECONOMICS,ECONOMICS__FED_DOL_FORM5500,TOT_ACTIVE_PARTCP_CNT,NUMBER,total active partcp count,inferred,,
