table	column	data_type	table_rows	sampled	filled	blank	null_word	number	int	int_dot_zero	leading_zero	date	date8	date8_mdy	ts	bool_tf	bool_yn	distinct_approx	max_len	min_value	max_value
PORTAL_ARC_TUCSON_OPEN_DATA_664D252729	MAIL4	TEXT	2259	2259	466	1793	0	0	0	0	0	0	0	0	0	0	0	106	29	.	YUMA AZ
PORTAL_ARC_TUCSON_OPEN_DATA_664D252729	VAN	TEXT	2259	2259	2259	0	0	0	0	0	0	0	0	0	0	0	0	2	14	not_van	van_vacant_lot
PORTAL_ARC_TUCSON_OPEN_DATA_664D252729	SEQ_NUM_S	TEXT	2259	2259	2242	17	0	2242	2242	0	0	0	0	0	0	0	0	21	11	0	89036053
PORTAL_ARC_TUCSON_OPEN_DATA_664D252729	ADDRESS_OL	TEXT	2259	2259	1340	919	0	0	0	0	0	0	0	0	0	0	0	1336	19	1 E BROADWAY BL	985 E 12TH ST
PORTAL_ARC_TUCSON_OPEN_DATA_664D252729	OBJECTID	TEXT	2259	2259	2259	0	0	2259	2259	0	0	0	0	0	0	0	0	2250	4	1	999
PORTAL_ARC_TUCSON_OPEN_DATA_664D252729	LEGAL5	TEXT	2259	2259	251	2008	0	0	0	0	0	0	0	0	0	0	0	16	39	(COMMERCIAL AMENITIES)	tax) per ARS 42-12104(A)
PORTAL_ARC_TUCSON_OPEN_DATA_664D252729	SITE_ADDRESS	TEXT	2259	2259	1802	457	0	0	0	0	0	0	0	0	0	0	0	1827	19	1 E BROADWAY BL	998 E UNIVERSITY BL
PORTAL_ARC_TUCSON_OPEN_DATA_664D252729	GEOMETRY	TEXT	2259	2259	2259	0	0	0	0	0	0	0	0	0	0	0	0	2196	9361	{"type": "MultiPolygon", "coordinates": [[[[-110.95609670607	{"type": "Polygon", "coordinates": [[[-110.977451324267, 32.
PORTAL_ARC_TUCSON_OPEN_DATA_664D252729	SHAPE_LENG	TEXT	2259	2259	0	2259	0	0	0	0	0	0	0	0	0	0	0	0	0		
PORTAL_ARC_TUCSON_OPEN_DATA_664D252729	LIMNET	TEXT	2259	2259	2226	33	0	2226	2226	0	0	0	0	0	0	0	0	1620	7	0	9996
PORTAL_ARC_TUCSON_OPEN_DATA_664D252729	Y_HPGN	TEXT	2259	2259	2259	0	0	2259	0	0	0	0	0	0	0	0	0	2149	15	443761.53170889	450528.92524021
PORTAL_ARC_TUCSON_OPEN_DATA_664D252729	JURIS_OL	TEXT	2259	2259	2259	0	0	0	0	0	0	0	0	0	0	0	0	1	6	TUCSON	TUCSON
PORTAL_ARC_TUCSON_OPEN_DATA_664D252729	ADDRESSEE	TEXT	2259	2259	2256	3	0	0	0	0	0	0	0	0	0	0	0	1598	116	1 TOOLE LLC ATTN: PEACH PROPERTIES HM INC	ZULUAGA JUAN A & WENDY CP/RS
PORTAL_ARC_TUCSON_OPEN_DATA_664D252729	LINK	TEXT	2259	2259	2259	0	0	0	0	0	0	0	0	0	0	0	0	2274	38	HTTPS://GIS.PIMA.GOV/D.HTM?P=11504516A	HTTPS://GIS.PIMA.GOV/D.HTM?P=12412132A
PORTAL_ARC_TUCSON_OPEN_DATA_664D252729	YEARBUILT	TEXT	2259	2259	0	2259	0	0	0	0	0	0	0	0	0	0	0	0	0		
PORTAL_ARC_TUCSON_OPEN_DATA_664D252729	ZIP4	TEXT	2259	2259	2252	7	0	2252	2252	0	314	0	0	0	0	0	0	1047	4	0000	9777
PORTAL_ARC_TUCSON_OPEN_DATA_EAB8D87A4D	MP_OL	TEXT	2259	2259	2194	65	0	2194	2194	0	1927	0	0	0	0	0	0	48	5	01003	64069
PORTAL_ARC_TUCSON_OPEN_DATA_EAB8D87A4D	GISAREA	TEXT	2259	2259	2259	0	0	2259	0	0	0	0	0	0	0	0	0	2210	16	100.07523087	99960.60876249
PORTAL_ARC_TUCSON_OPEN_DATA_EAB8D87A4D	OBJECTID_1	TEXT	2259	2259	2235	24	0	2235	2235	0	0	0	0	0	0	0	0	2198	6	117332	94768
PORTAL_ARC_TUCSON_OPEN_DATA_EAB8D87A4D	LEGAL4	TEXT	2259	2259	283	1976	0	0	0	0	0	0	0	0	0	0	0	27	41	& LIMITED COMMON ELEMENTS 1, 2 & 3	WALKWAYS/SIDEWALKS/UTILITIES/
PORTAL_ARC_TUCSON_OPEN_DATA_EAB8D87A4D	TAXYR	TEXT	2259	2259	2226	33	0	2226	2226	0	0	0	0	0	0	0	0	1	4	2026	2026
PORTAL_ARC_TUCSON_OPEN_DATA_EAB8D87A4D	URL2	TEXT	2259	2259	2259	0	0	0	0	0	0	0	0	0	0	0	0	2265	47	http://gis.pima.gov/maps/detail.cfm?p=11504516A	http://gis.pima.gov/maps/detail.cfm?p=12412132A
PORTAL_ARC_TUCSON_OPEN_DATA_EAB8D87A4D	X_HPGN	TEXT	2259	2259	2259	0	0	2259	0	0	0	0	0	0	0	0	0	2186	15	990382.83192352	998778.63642864
PORTAL_ARC_TUCSON_OPEN_DATA_EAB8D87A4D	MAIL3	TEXT	2259	2259	2241	18	0	0	0	0	0	0	0	0	0	0	0	431	40	#47 CALLE MATCH	ZEPHYR COVE NV
PORTAL_ARC_TUCSON_OPEN_DATA_EAB8D87A4D	DATASOURCE	TEXT	2259	2259	2259	0	0	0	0	0	0	0	0	0	0	0	0	1	8	PAREGION	PAREGION
PORTAL_ARC_TUCSON_OPEN_DATA_EAB8D87A4D	SECTMODIF	TEXT	2259	2259	24	2235	0	0	0	0	0	0	0	0	0	0	0	1	1	*	*
PORTAL_ARC_TUCSON_OPEN_DATA_EAB8D87A4D	LOT	TEXT	2259	2259	2148	111	0	2109	2109	0	2106	0	0	0	0	0	0	190	5	00000	2
PORTAL_ARC_TUCSON_OPEN_DATA_EAB8D87A4D	POSTAL_CODE	TEXT	2259	2259	2253	5	1	0	0	0	0	0	0	0	0	0	0	1112	10	00000-0000	99708-2811
PORTAL_ARC_TUCSON_OPEN_DATA_EAB8D87A4D	LEGAL5	TEXT	2259	2259	251	2008	0	0	0	0	0	0	0	0	0	0	0	16	39	(COMMERCIAL AMENITIES)	tax) per ARS 42-12104(A)
PORTAL_ARC_TUCSON_OPEN_DATA_EAB8D87A4D	MAIL1	TEXT	2259	2259	2256	3	0	0	0	0	0	0	0	0	0	0	0	1548	49	1 TOOLE LLC	ZULUAGA JUAN A & WENDY CP/RS
PORTAL_ARC_TUCSON_OPEN_DATA_EAB8D87A4D	MAIL4	TEXT	2259	2259	466	1793	0	0	0	0	0	0	0	0	0	0	0	106	29	.	YUMA AZ
PORTAL_ARC_TUCSON_OPEN_DATA_EAB8D87A4D	PARID	TEXT	2259	2259	514	1745	0	325	325	0	0	0	0	0	0	0	0	508	9	11504556A	124120130
PORTAL_ARC_TUCSON_OPEN_DATA_EAB8D87A4D	SHAPE__LENGTH	TEXT	2259	2259	2259	0	0	2259	0	0	0	0	0	0	0	0	0	2253	18	100.00011596048132	991.187030165104
PORTAL_ARC_TUCSON_OPEN_DATA_EAB8D87A4D	LEGAL3	TEXT	2259	2259	144	2115	0	0	0	0	0	0	0	0	0	0	0	85	49	& NLY PTN LOT 8 & ALL VACATED PTN HUGHES ST &	special note) FOREIGN TRADE ZONE
PORTAL_ARC_TUCSON_OPEN_DATA_EAB8D87A4D	LOT_R	TEXT	2259	2259	2144	115	0	2105	2105	0	0	0	0	0	0	0	0	180	3	1	RB
PORTAL_ARC_TUCSON_OPEN_DATA_EAB8D87A4D	SOURCE_RUN_ID	TEXT	2259	2259	2259	0	0	0	0	0	0	0	0	0	0	0	0	1	36	a1e150d9-cfb6-4729-81f1-a6d72ecc2997	a1e150d9-cfb6-4729-81f1-a6d72ecc2997
PORTAL_ARC_TUCSON_OPEN_DATA_EAB8D87A4D	SEQ_NUM_S	TEXT	2259	2259	2242	17	0	2242	2242	0	0	0	0	0	0	0	0	21	11	0	89036053
PORTAL_ARC_TUCSON_OPEN_DATA_EAB8D87A4D	PAGE	TEXT	2259	2259	2247	12	0	2247	2247	0	0	0	0	0	0	0	0	809	5	0	997
PORTAL_ARC_TUCSON_OPEN_DATA_EAB8D87A4D	OWN	TEXT	2259	2259	2259	0	0	0	0	0	0	0	0	0	0	0	0	3	7	Federal	UPRR
PORTAL_ARC_TUCSON_OPEN_DATA_EAB8D87A4D	LAT	TEXT	2259	2259	2259	0	0	2259	0	0	0	0	0	0	0	0	0	2222	11	32.21636482	32.23505528
PORTAL_ARC_TUCSON_OPEN_DATA_EAB8D87A4D	PARCEL_1	TEXT	2259	2259	2235	24	0	1649	1649	0	0	0	0	0	0	0	0	2219	9	11504516A	12412132A
PORTAL_ARC_TUCSON_OPEN_DATA_EAB8D87A4D	COMM_SECT_TOTAL_AREA	TEXT	2259	2259	514	1745	0	514	514	0	0	0	0	0	0	0	0	476	7	10000	98764
PORTAL_ARC_TUCSON_OPEN_DATA_EAB8D87A4D	INGESTED_AT	TEXT	2259	2259	2259	0	0	0	0	0	0	2259	0	0	2259	0	0	1	26	2026-09-07 23:38:25.310810	2026-09-07 23:38:25.310810
PORTAL_ARC_TUCSON_OPEN_DATA_EAB8D87A4D	LANDUNIT	TEXT	2259	2259	2256	3	0	0	0	0	0	0	0	0	0	0	0	3	1	A	S
PORTAL_ARC_TUCSON_OPEN_DATA_EAB8D87A4D	RECTRACT	TEXT	2259	2259	0	2259	0	0	0	0	0	0	0	0	0	0	0	0	0		
PORTAL_ARC_TUCSON_OPEN_DATA_EAB8D87A4D	COMM_SECT_GRNDFLR_AREA	TEXT	2259	2259	514	1745	0	514	514	0	0	0	0	0	0	0	0	460	7	10000	9847
PORTAL_ARC_TUCSON_OPEN_DATA_EAB8D87A4D	GEOMETRY	TEXT	2259	2259	2259	0	0	0	0	0	0	0	0	0	0	0	0	2193	9361	{"type": "MultiPolygon", "coordinates": [[[[-110.95609670607	{"type": "Polygon", "coordinates": [[[-110.977451324267, 32.
PORTAL_ARC_TUCSON_OPEN_DATA_EAB8D87A4D	SEQ_NUM_D	TEXT	2259	2259	2248	11	0	2248	2248	0	0	0	0	0	0	0	0	1599	11	0	98008296
PORTAL_ARC_TUCSON_OPEN_DATA_EAB8D87A4D	CURZONE_OL	TEXT	2259	2259	2259	0	0	0	0	0	0	0	0	0	0	0	0	26	9	C-1	UHC-1
PORTAL_ARC_TUCSON_OPEN_DATA_EAB8D87A4D	SHAPE__AREA	TEXT	2259	2259	2259	0	0	2259	0	0	0	0	0	0	0	0	0	2166	18	100.07522583007812	99960.60879462957
PORTAL_ARC_TUCSON_OPEN_DATA_EAB8D87A4D	ADR_STATUS	TEXT	2259	2259	1802	457	0	0	0	0	0	0	0	0	0	0	0	2	8	MULTIPLE	ONE
PORTAL_ARC_TUCSON_OPEN_DATA_EAB8D87A4D	CREATED_USER_COT	TEXT	2259	2259	2259	0	0	0	0	0	0	0	0	0	0	0	0	1	7	GISDATA	GISDATA
PORTAL_ARC_TUCSON_OPEN_DATA_EAB8D87A4D	COMBO_RES	TEXT	2259	2259	2259	0	0	2259	2259	0	0	0	0	0	0	0	0	589	4	0	996
PORTAL_ARC_TUCSON_OPEN_DATA_EAB8D87A4D	LEGAL_DESC	TEXT	2259	2259	2255	4	0	0	0	0	0	0	0	0	0	0	0	2246	203	12.10' X 70' PCL LYG S & ADJ TO 10TH ST &; JACOBUS AVE	WEST UNIVERSITY COURT LOT 7
PORTAL_ARC_TUCSON_OPEN_DATA_EAB8D87A4D	ADDRESS	TEXT	2259	2259	2238	21	0	0	0	0	0	0	0	0	0	0	0	1354	46	& CITY OF TUCSON	URB RIVIERA COURT #47 CALLE MATCH BAYAMON PR
PORTAL_ARC_TUCSON_OPEN_DATA_EAB8D87A4D	LEGAL1	TEXT	2259	2259	2256	3	0	0	0	0	0	0	0	0	0	0	0	2184	49	12.10' X 70' PCL LYG S & ADJ TO 10TH ST &	WEST UNIVERSITY COURT LOT 7
PORTAL_ARC_TUCSON_OPEN_DATA_EAB8D87A4D	DOCKET	TEXT	2259	2259	2247	12	0	2247	2247	0	0	0	0	0	0	0	0	810	5	0	9997
PORTAL_ARC_TUCSON_OPEN_DATA_EAB8D87A4D	SITE_ZIPCITY	TEXT	2259	2259	1802	457	0	0	0	0	0	0	0	0	0	0	0	1	6	TUCSON	TUCSON
PORTAL_ARC_TUCSON_OPEN_DATA_EAB8D87A4D	SRC_SHA256	TEXT	2259	2259	2259	0	0	0	0	0	0	0	0	0	0	0	0	1	64	6f11d777ad66d7052b6d8fa7c960cc61fd2c97fc3baeaee81d2655dc4a06	6f11d777ad66d7052b6d8fa7c960cc61fd2c97fc3baeaee81d2655dc4a06
PORTAL_ARC_TUCSON_OPEN_DATA_EAB8D87A4D	USE_DESC	TEXT	2259	2259	2256	3	0	0	0	0	0	0	0	0	0	0	0	137	44	APARTMENTS  5 - 24 UNITS 2 TO 4 BUILDINGS	WAREHOUSING
PORTAL_ARC_TUCSON_OPEN_DATA_EAB8D87A4D	GLOBALID	TEXT	2259	2259	2259	0	0	0	0	0	0	0	0	0	0	0	0	2251	36	004c29ba-01a8-446b-9e14-0729dcf771f9	ffa3bc0b-b513-4d57-b936-4c89176e284d
PORTAL_ARC_TUCSON_OPEN_DATA_EAB8D87A4D	LASTCHANGE	TEXT	2259	2259	2256	3	0	2256	2256	0	0	0	0	0	0	0	0	1176	13	1121126400000	1772085016000
PORTAL_ARC_TUCSON_OPEN_DATA_EAB8D87A4D	MAS_SQFT	TEXT	2259	2259	910	1349	0	910	910	0	0	0	0	0	0	0	0	588	4	1000	996
PORTAL_ARC_TUCSON_OPEN_DATA_EAB8D87A4D	IMP_FCV	TEXT	2259	2259	1290	969	0	1290	1290	0	0	0	1	0	0	0	0	965	9	0	999912
PORTAL_ARC_TUCSON_OPEN_DATA_EAB8D87A4D	COMBO_TOTAL	TEXT	2259	2259	2259	0	0	2259	2259	0	0	0	0	0	0	0	0	1372	7	0	998
PORTAL_ARC_TUCSON_OPEN_DATA_EAB8D87A4D	LAST_EDITED_USER	TEXT	2259	2259	2259	0	0	0	0	0	0	0	0	0	0	0	0	14	21	GISPARFAB	u156101@CENTRAL
PORTAL_ARC_TUCSON_OPEN_DATA_EAB8D87A4D	SHAPE_LENG	TEXT	2259	2259	0	2259	0	0	0	0	0	0	0	0	0	0	0	0	0		
PORTAL_ARC_TUCSON_OPEN_DATA_EAB8D87A4D	VAN	TEXT	2259	2259	2259	0	0	0	0	0	0	0	0	0	0	0	0	2	14	not_van	van_vacant_lot
PORTAL_ARC_TUCSON_OPEN_DATA_EAB8D87A4D	ZIP4	TEXT	2259	2259	2252	7	0	2252	2252	0	314	0	0	0	0	0	0	1047	4	0000	9777
PORTAL_ARC_TUCSON_OPEN_DATA_EAB8D87A4D	CREATED_DATE_COT	TEXT	2259	2259	2259	0	0	2259	2259	0	0	0	0	0	0	0	0	1	13	1772628604000	1772628604000
PORTAL_ARC_TUCSON_OPEN_DATA_EAB8D87A4D	PPT_DESC	TEXT	2259	2259	2256	3	0	0	0	0	0	0	0	0	0	0	0	5	13	Commercial	Vacant Land
PORTAL_ARC_TUCSON_OPEN_DATA_EAB8D87A4D	RECORDDATE	TEXT	2259	2259	2190	69	0	2190	2190	0	0	0	2190	0	0	0	0	1614	8	19640324	20260113
PORTAL_ARC_TUCSON_OPEN_DATA_EAB8D87A4D	Y_HPGN	TEXT	2259	2259	2259	0	0	2259	0	0	0	0	0	0	0	0	0	2149	15	443761.53170889	450528.92524021
PORTAL_ARC_TUCSON_OPEN_DATA_EAB8D87A4D	GPLET	TEXT	2259	2259	5	2254	0	0	0	0	0	0	0	0	0	0	5	1	3	Yes	Yes
PORTAL_ARC_TUCSON_OPEN_DATA_EAB8D87A4D	LAST_EDITED_USER_COT	TEXT	2259	2259	2259	0	0	0	0	0	0	0	0	0	0	0	0	1	7	GISDATA	GISDATA
PORTAL_ARC_TUCSON_OPEN_DATA_EAB8D87A4D	COMBO_COMMERCIAL	TEXT	2259	2259	2259	0	0	2259	2259	0	0	0	0	0	0	0	0	859	7	0	998
PORTAL_ARC_TUCSON_OPEN_DATA_EAB8D87A4D	OBJECTID	TEXT	2259	2259	2259	0	0	2259	2259	0	0	0	0	0	0	0	0	2250	4	1	999
PORTAL_ARC_TUCSON_OPEN_DATA_EAB8D87A4D	SITE_ADDRESS	TEXT	2259	2259	1802	457	0	0	0	0	0	0	0	0	0	0	0	1827	19	1 E BROADWAY BL	998 E UNIVERSITY BL
PORTAL_ARC_TUCSON_OPEN_DATA_EAB8D87A4D	LANDMEAS	TEXT	2259	2259	2256	3	0	2256	0	2239	0	0	0	0	0	0	0	1106	8	0.06	99792.0
PORTAL_ARC_TUCSON_OPEN_DATA_EAB8D87A4D	COMM_BLDG_AREA	TEXT	2259	2259	499	1760	0	499	499	0	0	0	0	0	0	0	0	458	7	10000	98764
PORTAL_ARC_TUCSON_OPEN_DATA_EAB8D87A4D	SITE_ZIP	TEXT	2259	2259	1802	457	0	1802	1802	0	0	0	0	0	0	0	0	3	5	85701	85719
PORTAL_ARC_TUCSON_OPEN_DATA_EAB8D87A4D	SPT_DESC	TEXT	2259	2259	2256	3	0	0	0	0	0	0	0	0	0	0	0	34	19	COM BANK/S & L/CU	VAC RES UNS URB
PORTAL_ARC_TUCSON_OPEN_DATA_EAB8D87A4D	LIMNET	TEXT	2259	2259	2226	33	0	2226	2226	0	0	0	0	0	0	0	0	1620	7	0	9996
PORTAL_ARC_TUCSON_OPEN_DATA_EAB8D87A4D	LAND_FCV	TEXT	2259	2259	1290	969	0	1290	1290	0	0	0	0	0	0	0	0	777	7	10000	99760
PORTAL_ARC_TUCSON_OPEN_DATA_EAB8D87A4D	LEGAL2	TEXT	2259	2259	750	1509	0	0	0	0	0	0	0	0	0	0	0	553	48	& .29' M/L WIDE STRIP ADJ TO W LINE THEREOF	WLY PTN LOT C & SLY PTN LOT B
PORTAL_ARC_TUCSON_OPEN_DATA_EAB8D87A4D	YEARBUILT	TEXT	2259	2259	0	2259	0	0	0	0	0	0	0	0	0	0	0	0	0		
PORTAL_ARC_TUCSON_OPEN_DATA_EAB8D87A4D	JURIS_OL	TEXT	2259	2259	2259	0	0	0	0	0	0	0	0	0	0	0	0	1	6	TUCSON	TUCSON
PORTAL_ARC_TUCSON_OPEN_DATA_EAB8D87A4D	ZONE	TEXT	2259	2259	201	2058	0	0	0	0	0	0	0	0	0	0	0	1	2	In	In
PORTAL_ARC_TUCSON_OPEN_DATA_EAB8D87A4D	MAIL5	TEXT	2259	2259	93	2166	0	0	0	0	0	0	0	0	0	0	0	10	16	.	UNITED KINGDOM
PORTAL_ARC_TUCSON_OPEN_DATA_EAB8D87A4D	COMM_GRNDFLR_AREA	TEXT	2259	2259	514	1745	0	514	514	0	0	0	0	0	0	0	0	460	7	10000	9847
PORTAL_ARC_TUCSON_OPEN_DATA_EAB8D87A4D	FREQUENCY	TEXT	2259	2259	2235	24	0	2235	2235	0	0	0	0	0	0	0	0	15	3	1	9
PORTAL_ARC_TUCSON_OPEN_DATA_EAB8D87A4D	COUNTRY	TEXT	2259	2259	3	2256	0	0	0	0	0	0	0	0	0	0	0	3	14	KUWAIT	UNITED KINGDOM
PORTAL_ARC_TUCSON_OPEN_DATA_EAB8D87A4D	ZIP	TEXT	2259	2259	2255	4	0	2255	2255	0	135	0	0	0	0	0	0	286	5	00000	99708
PORTAL_ARC_TUCSON_OPEN_DATA_EAB8D87A4D	FCV_1	TEXT	2259	2259	2235	24	0	2235	2235	0	0	0	0	0	0	0	0	1962	9	100120	999755
PORTAL_ARC_TUCSON_OPEN_DATA_EAB8D87A4D	LAST_EDITED_DATE_COT	TEXT	2259	2259	2259	0	0	2259	2259	0	0	0	0	0	0	0	0	1	13	1772628604000	1772628604000
PORTAL_ARC_TUCSON_OPEN_DATA_EAB8D87A4D	LINK	TEXT	2259	2259	2259	0	0	0	0	0	0	0	0	0	0	0	0	2274	38	HTTPS://GIS.PIMA.GOV/D.HTM?P=11504516A	HTTPS://GIS.PIMA.GOV/D.HTM?P=12412132A
PORTAL_ARC_TUCSON_OPEN_DATA_EAB8D87A4D	TRS_OL	TEXT	2259	2259	2259	0	0	0	0	0	0	0	0	0	0	0	0	4	7	141312E	141418E
PORTAL_ARC_TUCSON_OPEN_DATA_EAB8D87A4D	MAIL2	TEXT	2259	2259	2240	19	0	0	0	0	0	0	0	0	0	0	0	1419	40	& BLUNDA MICHAEL & BLAIR JT/RS	XOKQUE JT/RS 50% & BARAJAS VALENTIN A &
PORTAL_ARC_TUCSON_OPEN_DATA_EAB8D87A4D	CITY	TEXT	2259	2259	2126	133	0	0	0	0	0	0	0	0	0	0	0	175	21	ALAMEDA	ZEPHYR COVE
PORTAL_ARC_TUCSON_OPEN_DATA_EAB8D87A4D	LAST_EDITED_DATE	TEXT	2259	2259	2259	0	0	2259	2259	0	0	0	0	0	0	0	0	245	13	1603155504000	1764708114000
PORTAL_ARC_TUCSON_OPEN_DATA_EAB8D87A4D	ADDRESS_OL	TEXT	2259	2259	1340	919	0	0	0	0	0	0	0	0	0	0	0	1336	19	1 E BROADWAY BL	985 E 12TH ST
PORTAL_ARC_TUCSON_OPEN_DATA_EAB8D87A4D	URL	TEXT	2259	2259	2259	0	0	0	0	0	0	0	0	0	0	0	0	2272	48	https://pro.tucsonaz.gov/parcel_search/11504516A	https://pro.tucsonaz.gov/parcel_search/12412132A
PORTAL_ARC_TUCSON_OPEN_DATA_EAB8D87A4D	GOVTPROPERTY	TEXT	2259	2259	2259	0	0	0	0	0	0	0	0	0	0	0	2090	4	27	CITY OF TUCSON	TUCSON SCHOOL DISTRICT NO 1
PORTAL_ARC_TUCSON_OPEN_DATA_EAB8D87A4D	PARCEL	TEXT	2259	2259	2259	0	0	1658	1658	0	0	0	0	0	0	0	0	2243	9	11504516A	12412132A
PORTAL_ARC_TUCSON_OPEN_DATA_EAB8D87A4D	STATE_PROVINCE	TEXT	2259	2259	2126	133	0	0	0	0	0	0	0	0	0	0	0	33	2	AK	WY
PORTAL_ARC_TUCSON_OPEN_DATA_EAB8D87A4D	LON	TEXT	2259	2259	2259	0	0	2259	0	0	0	0	0	0	0	0	0	2224	19	-110.95042224	-110.97761459
PORTAL_ARC_TUCSON_OPEN_DATA_EAB8D87A4D	PARCEL_USE	TEXT	2259	2259	2256	3	0	2256	2256	0	1450	0	0	0	0	0	0	133	4	0011	9790
PORTAL_ARC_TUCSON_OPEN_DATA_EAB8D87A4D	TAXAREA	TEXT	2259	2259	2256	3	0	2256	2256	0	2256	0	0	0	0	0	0	2	4	0150	0163
PORTAL_ARC_TUCSON_OPEN_DATA_EAB8D87A4D	GISACRES	TEXT	2259	2259	2259	0	0	2259	0	0	0	0	0	0	0	0	0	2162	12	0.00083179	9.8787536
PORTAL_ARC_TUCSON_OPEN_DATA_EAB8D87A4D	MP	TEXT	2259	2259	2176	83	0	2176	2176	0	1908	0	0	0	0	0	0	48	5	01003	64069
PORTAL_ARC_TUCSON_OPEN_DATA_EAB8D87A4D	RES_SFLA	TEXT	2259	2259	445	1814	0	445	445	0	0	0	0	0	0	0	0	419	6	0	998
PORTAL_ARC_TUCSON_OPEN_DATA_EAB8D87A4D	ADDRESSEE	TEXT	2259	2259	2256	3	0	0	0	0	0	0	0	0	0	0	0	1598	116	1 TOOLE LLC ATTN: PEACH PROPERTIES HM INC	ZULUAGA JUAN A & WENDY CP/RS
PORTAL_ARC_TUCSON_OPEN_DATA_EAB8D87A4D	EST_ASSESS	TEXT	2259	2259	2259	0	0	2259	0	0	0	0	0	0	0	0	0	2172	18	1000.188336722322	999.882659381169
PORTAL_ARC_TUCSON_OPEN_DATA_EAB8D87A4D	FCV	TEXT	2259	2259	2226	33	0	2226	2226	0	0	0	0	0	0	0	0	1951	9	100000	999755
PORTAL_ARC_TUCSON_OPEN_DATA_EAB8D87A4D	PCL_COMLA	TEXT	2259	2259	1098	1161	0	1098	1098	0	0	0	0	0	0	0	0	474	7	0	9986
PORTAL_ARC_TUCSON_OPEN_DATA_EAB8D87A4D	PCL_RESLA	TEXT	2259	2259	1098	1161	0	1098	1098	0	0	0	0	0	0	0	0	419	6	0	998
PORTAL_CKA_SAN_JOSE_OPEN_DA_32AED231B0	FACILITYID	TEXT	2254	2254	2254	0	0	2254	2254	0	0	0	0	0	0	0	0	2207	4	1	999
PORTAL_CKA_SAN_JOSE_OPEN_DA_32AED231B0	NAME	TEXT	2254	2254	2254	0	0	0	0	0	0	0	0	0	0	0	0	342	54	Aborn Park	Zolezzi Park
PORTAL_CKA_SAN_JOSE_OPEN_DA_32AED231B0	SHAPE_LENGTH	TEXT	2254	2254	2254	0	0	2254	0	0	0	0	0	0	0	0	0	1877	16	10.1181551512152	997.665150178472
PORTAL_CKA_SAN_JOSE_OPEN_DA_32AED231B0	EXPECTEDLIFE	TEXT	2254	2254	749	1505	0	749	749	0	0	0	0	0	0	0	0	7	2	10	5
PORTAL_CKA_SAN_JOSE_OPEN_DA_32AED231B0	OWNER	TEXT	2254	2254	2221	33	0	0	0	0	0	0	0	0	0	0	0	24	36	Alum Rock Union School District	Union School District
PORTAL_CKA_SAN_JOSE_OPEN_DA_32AED231B0	RECREATIONEXPERIENCE	TEXT	2254	2254	11	2243	0	0	0	0	0	0	0	0	0	0	0	1	17	Active Recreation	Active Recreation
PORTAL_CKA_SAN_JOSE_OPEN_DA_32AED231B0	ENTERPRISEID	TEXT	2254	2254	2254	0	0	0	0	0	0	0	0	0	0	0	0	2229	19	PRN-AMSF-0000000001	PRN-PARM-0000000820
PORTAL_CKA_SAN_JOSE_OPEN_DA_32AED231B0	PARKDISTRICT	TEXT	2254	2254	2197	57	0	2197	2197	0	0	0	0	0	0	0	0	9	1	0	8
PORTAL_CKA_SAN_JOSE_OPEN_DA_32AED231B0	COUNCILDISTRICT	TEXT	2254	2254	2254	0	0	2254	2254	0	0	0	0	0	0	0	0	10	2	1	9
PORTAL_CKA_SAN_JOSE_OPEN_DA_32AED231B0	MANUFACTURER	TEXT	2254	2254	319	1935	0	0	0	0	0	0	0	0	0	0	0	43	44	?	Weevos
PORTAL_CKA_SAN_JOSE_OPEN_DA_32AED231B0	SRC_SHA256	TEXT	2254	2254	2254	0	0	0	0	0	0	0	0	0	0	0	0	1	64	cc8ea62ed1b30c0f5c41ab29ef84dcd9c63dc499a0544d956b1ca5ffc616	cc8ea62ed1b30c0f5c41ab29ef84dcd9c63dc499a0544d956b1ca5ffc616
PORTAL_CKA_SAN_JOSE_OPEN_DA_32AED231B0	INTID	TEXT	2254	2254	2254	0	0	2254	2254	0	0	0	0	0	0	0	0	2207	4	1	999
PORTAL_CKA_SAN_JOSE_OPEN_DA_32AED231B0	CAPACITY	TEXT	2254	2254	28	2226	0	28	28	0	0	0	0	0	0	0	0	6	2	1	80
PORTAL_CKA_SAN_JOSE_OPEN_DA_32AED231B0	PARKCLASS	TEXT	2254	2254	2254	0	0	0	0	0	0	0	0	0	0	0	0	3	5	CRP	TRAIL
PORTAL_CKA_SAN_JOSE_OPEN_DA_32AED231B0	LASTUPDATE	TEXT	2254	2254	2254	0	0	0	0	0	0	0	0	0	0	0	0	409	22	2020/08/12 18:46:42+00	2026/02/06 00:41:52+00
PORTAL_CKA_SAN_JOSE_OPEN_DA_32AED231B0	PARKTYPE	TEXT	2254	2254	2254	0	0	0	0	0	0	0	0	0	0	0	0	15	6	CC	VTA
PORTAL_CKA_SAN_JOSE_OPEN_DA_32AED231B0	AMENITYTYPE	TEXT	2254	2254	2254	0	0	0	0	0	0	0	0	0	0	0	0	47	9	AMP	WATERPLY
PORTAL_CKA_SAN_JOSE_OPEN_DA_32AED231B0	RESERVABLE	TEXT	2254	2254	2254	0	0	2254	2254	0	0	0	0	0	0	0	0	2	1	0	1
