view	source	landing_rows	view_rows	dropped	key	note
STG_FED_HUD_MF_PROPERTIES_OWNERS__ALL	FED_HUD_MF_PROPERTIES_OWNERS	23612	23612	0	PROPERTY_ID	
STG_FED_ICE_DETAINERS__ALL	FED_ICE_DETAINERS	609769	609769	0	(no dedupe)	
STG_FED_ICE_DETENTION_FACILITY_CODES__FACILITY_CODES	FED_ICE_DETENTION_FACILITY_CODES	1490	1490	0	detention_facility_code	
STG_FED_ICE_DETENTION_FACILITY_LIST__FACILITY	FED_ICE_DETENTION_FACILITY_LIST	165	163	2	facility_name	
STG_FED_HUD_PUBLIC_HOUSING_AUTHORITIES__AUTHORITIES	FED_HUD_PUBLIC_HOUSING_AUTHORITIES	3787	3787	0	participant_code	
STG_FED_ICE_STATISTICS__RECORDS	FED_ICE_STATISTICS	221	221	0	(no dedupe)	
STG_FED_ICIJ_OFFSHORELEAKS__ADDRESSES	FED_ICIJ_OFFSHORELEAKS_ADDRESSES	402246	402246	0	(no dedupe)	
STG_FED_ICE_DETENTION_STINTS__ALL	FED_ICE_DETENTION_STINTS	2617844	2617844	0	(no dedupe)	
STG_FED_ICIJ_OFFSHORELEAKS__ENTITIES	FED_ICIJ_OFFSHORELEAKS_ENTITIES	814344	814344	0	(no dedupe)	
STG_FED_ICIJ_OFFSHORELEAKS__INTERMEDIARIES	FED_ICIJ_OFFSHORELEAKS_INTERMEDIARIES	26768	26768	0	(no dedupe)	
STG_FED_ICIJ_OFFSHORELEAKS__OTHERS	FED_ICIJ_OFFSHORELEAKS_OTHERS	2989	2989	0	(no dedupe)	
STG_FED_IHS_FACILITIES__FACILITIES	FED_IHS_FACILITIES	1010	1006	4	IHS_TRIBAL_URBAN_INDIAN_HEALTH_FACILITIES_LIST_RELEASED_JUNE_2023, UNNAMED_1	
STG_FED_ICIJ_OFFSHORELEAKS__RELATIONSHIPS	FED_ICIJ_OFFSHORELEAKS_RELATIONSHIPS	3339267	3339267	0	(no dedupe)	
STG_FED_IHS_SCB_FACILITY__FACILITIES	FED_IHS_SCB_FACILITY	8733	8733	0	ASUFAC_CODE	
STG_FED_ICIJ_OFFSHORELEAKS__OFFICERS	FED_ICIJ_OFFSHORELEAKS_OFFICERS	771315	771315	0	(no dedupe)	
STG_FED_IRS_990__ORGANIZATIONS	FED_IRS_990	200	200	0	ein order by _loaded_at desc) = 1	
STG_FED_IRS_527_ORGS__RECORDS	FED_IRS_527_ORGS	77591	77591	0	submission_id order by _loaded_at desc) = 1	
STG_FED_IRS_990_EFILE_INDEX__RECORDS	FED_IRS_990_EFILE_INDEX	5544626	5544626	0	(no dedupe)	
STG_FED_IRS_AUTO_REVOCATIONS__ORGANIZATIONS	FED_IRS_AUTO_REVOCATIONS	1207295	1187976	19319	ein order by _loaded_at desc) = 1	
STG_FED_IRS_990_OFFICER_PAY__PEOPLE	FED_IRS_990_OFFICER_PAY	526374	526374	0	OBJECT_ID)	
STG_FED_IRS_EO_PR__RECORDS	FED_IRS_EO_PR	2515	2515	0	(no dedupe)	
STG_FED_IRS_EO_BMF__ORGS	FED_IRS_EO_BMF	1983563	1983563	0	(no dedupe)	
STG_FED_IRS_BMF__ORGANIZATIONS	FED_IRS_BMF	1974830	1974830	0	ein order by _loaded_at desc) = 1	
STG_FED_IRS_REVOCATION__ORGANIZATIONS	FED_IRS_REVOCATION	1206628	1187367	19261	ein order by _loaded_at desc) = 1	
STG_FED_IRS_PUB78_ELIGIBLE_DONEES__ORGANIZATIONS	FED_IRS_PUB78_ELIGIBLE_DONEES	1435544	1435544	0	ein order by _loaded_at desc) = 1	
STG_FED_IRS_SOI__RECORDS	FED_IRS_SOI	179796	179796	0	(no dedupe)	
STG_FED_IRS_SOI_CHARITIES__ORGANIZATIONS	FED_IRS_SOI_CHARITIES	2450	2450	0	ein order by _loaded_at desc) = 1	
STG_FED_ITIS_EXPERTS__EXPERTS	FED_ITIS_EXPERTS	197	197	0	expert_id_prefix, expert_id	
STG_FED_ITIS_COMMENTS__COMMENTS	FED_ITIS_COMMENTS	70524	70524	0	comment_id	
STG_FED_ITIS_HIERARCHY__HIERARCHY	FED_ITIS_HIERARCHY	678363	678363	0	tsn	
STG_FED_ITIS_GEOGRAPHIC_DIV__GEOGRAPHIC_DIVISIONS	FED_ITIS_GEOGRAPHIC_DIV	480351	480351	0	tsn, geographic_value	
STG_FED_ITIS_JURISDICTION__JURISDICTIONS	FED_ITIS_JURISDICTION	161922	161922	0	tsn, jurisdiction_value	
STG_FED_ITIS_KINGDOMS__KINGDOMS	FED_ITIS_KINGDOMS	7	7	0	kingdom_id	
STG_FED_ITIS_NODC_IDS__NODC_IDS	FED_ITIS_NODC_IDS	209565	209565	0	nodc_id, tsn	
STG_FED_ITIS_OTHER_SOURCES__OTHER_SOURCES	FED_ITIS_OTHER_SOURCES	1071	1071	0	source_id_prefix, source_id	
STG_FED_ITIS_LONGNAMES__COMPLETE_NAMES	FED_ITIS_LONGNAMES	993346	993346	0	tsn	
STG_FED_ITIS_PUBLICATIONS__PUBLICATIONS	FED_ITIS_PUBLICATIONS	30772	30772	0	pub_id_prefix, publication_id	
STG_FED_ITIS_STRIPPEDAUTHOR__STRIPPED_AUTHORS	FED_ITIS_STRIPPEDAUTHOR	214445	214445	0	taxon_author_id	
STG_FED_ITIS_SYNONYM_LINKS__SYNONYMS	FED_ITIS_SYNONYM_LINKS	315254	315254	0	tsn, tsn_accepted	
STG_FED_ITIS_TAXON_AUTHORS_LKP__AUTHORS	FED_ITIS_TAXON_AUTHORS_LKP	214445	214445	0	taxon_author_id	
STG_FED_ITIS_TAXON_UNIT_TYPES__RANK_TYPES	FED_ITIS_TAXON_UNIT_TYPES	182	182	0	kingdom_id, rank_id	
STG_FED_ITIS_REFERENCE_LINKS__REFERENCE_LINKS	FED_ITIS_REFERENCE_LINKS	1970107	1970107	0	tsn, doc_id_prefix, documentation_id	
STG_FED_FEC_INDIV_CONTRIBUTIONS__RECORDS	FED_FEC_INDIV_CONTRIBUTIONS	283771819	283771819	0	sub_id order by _loaded_at desc) = 1	
STG_FED_ITIS_TAXONOMIC_UNITS__TAXA	FED_ITIS_TAXONOMIC_UNITS	993346	993346	0	tsn	
STG_FED_ITIS_TU_COMMENTS_LINKS__COMMENT_LINKS	FED_ITIS_TU_COMMENTS_LINKS	192851	192851	0	tsn, comment_id	
STG_FED_ITIS_VERN_REF_LINKS__VERNACULAR_REF_LINKS	FED_ITIS_VERN_REF_LINKS	93078	93078	0	tsn, doc_id_prefix, documentation_id, vern_id	
STG_FED_JPML_PENDING_MDLS__MDL_DOCKET	FED_JPML_PENDING_MDLS	162	162	0	mdl_no	
STG_FED_ITIS_VERNACULARS__VERNACULAR_NAMES	FED_ITIS_VERNACULARS	166778	166778	0	tsn, vern_id	
STG_FED_MAPPING_INEQUALITY__HOLC_NEIGHBORHOOD_GRADES	FED_MAPPING_INEQUALITY	10154	1155	8999	holc_neighborhood_key	
STG_FED_MEDSL_PRESIDENT_RETURNS__RECORDS	FED_MEDSL_PRESIDENT_RETURNS	3740	3740	0	(no dedupe)	
STG_FED_MEDSL_HOUSE_RETURNS__RECORDS	FED_MEDSL_HOUSE_RETURNS	29636	29636	0	(no dedupe)	
STG_FED_MSHA_ACCIDENTS__RECORDS	FED_MSHA_ACCIDENTS	273623	273623	0	(no dedupe)	
STG_FED_MEDSL_SENATE_RETURNS__RECORDS	FED_MEDSL_SENATE_RETURNS	3945	3945	0	(no dedupe)	
STG_FED_MSHA_VIOLATIONS__RECORDS	FED_MSHA_VIOLATIONS	3087266	3087266	0	(no dedupe)	
STG_FED_MSHA_MINES__RECORDS	FED_MSHA_MINES	91906	91906	0	(no dedupe)	
STG_FED_MSRB_REGISTRANTS__REGISTRANTS	FED_MSRB_REGISTRANTS	925	925	0	msrb_registrant_id	
STG_FED_NAAG_MULTISTATE_SETTLEMENTS__MULTISTATE_SETTLEMENTS	FED_NAAG_MULTISTATE_SETTLEMENTS	882	882	0	ID order by INGESTED_AT desc) = 1	
STG_FED_NARA_AAD__ARCHIVAL_RECORDS	FED_NARA_AAD	554	9	545	dataset_id, record_id	
STG_FED_NARA_WRA_AAD__JAPANESE_AMERICAN_RELOCATION_RECORDS	FED_NARA_WRA_AAD	36	1	35	record_id	
STG_FED_NASA_OPEN_DATA__RECORDS	FED_NASA_OPEN_DATA	54	54	0	(no dedupe)	
STG_FED_NCUA_CALL_REPORTS__FOICU	FED_NCUA_CALL_REPORTS_FOICU	4336	4336	0	cu_number	
STG_FED_NCUA_CHARTER_MERGER_EVENTS__MERGER_EVENTS	FED_NCUA_CHARTER_MERGER_EVENTS	27	27	0	merging_credit_union_charter	
STG_FED_NCUA_FEDERALLY_INSURED_CU_LIST__CREDIT_UNIONS	FED_NCUA_FEDERALLY_INSURED_CU_LIST	4250	4250	0	charter_number	
STG_FED_NCUA_CALL_REPORTS__FS220	FED_NCUA_CALL_REPORTS_FS220	4336	4336	0	cu_number	
STG_FED_NID_DAMS__STRUCTURES	FED_NID_DAMS	92766	92766	0	(no dedupe)	
STG_FED_NHTSA_COMPLAINTS__RECORDS	FED_NHTSA_COMPLAINTS	2227941	2227941	0	cmplid	
STG_FED_NHTSA_INVESTIGATIONS__RECORDS	FED_NHTSA_INVESTIGATIONS	154380	154380	0	nhtsa_action_number, make, model, year_txt, compname, mfr_name,	
STG_FED_NHTSA_RECALLS__RECORDS	FED_NHTSA_RECALLS	241861	241861	0	record_id	
STG_FED_NIH_REPORTER__PROJECTS	FED_NIH_REPORTER	2122611	2122611	0	(no dedupe)	
STG_FED_NLM_DAILYMED_SPL_SETID_MAP__SETID_MAP	FED_NLM_DAILYMED_SPL_SETID_MAP	158452	158452	0	(no dedupe)	
STG_FED_NSF_AWARDS__RECORDS	FED_NSF_AWARDS	125	125	0	(no dedupe)	
STG_FED_NOAA_WEATHER_API__RECORDS	FED_NOAA_WEATHER_API	287	287	0	id order by _loaded_at desc) = 1	
STG_FED_NOAA_STORM_EVENTS__EVENTS	FED_NOAA_STORM_EVENTS	1780730	1780730	0	event_id order by _loaded_at desc) = 1	
STG_FED_NTSB_AVIATION_AIRCRAFT__AIRCRAFT	FED_NTSB_AVIATION_AIRCRAFT	31503	31503	0	(no dedupe)	
STG_FED_NTSB_AVIATION_INJURY__INJURIES	FED_NTSB_AVIATION_INJURY	179179	179179	0	(no dedupe)	
STG_FED_NTSB_AVIATION_EVENTS__EVENTS	FED_NTSB_AVIATION_EVENTS	30968	30968	0	(no dedupe)	
STG_FED_OCC_NATIONAL_BANKS__BANKS	FED_OCC_NATIONAL_BANKS	724	724	0	charter_no	
STG_FED_NURSINGHOME411__FACILITIES	FED_NURSINGHOME411	14713	14713	0	cms_certification_number_ccn order by _loaded_at desc) = 1	
STG_FED_OCC_THRIFTS__THRIFTS	FED_OCC_THRIFTS	218	218	0	charter_no	
STG_FED_OFAC_SDN__SDN_ENTITIES	FED_OFAC_SDN	19115	19114	1	ent_num	
STG_FED_OSHA_ITA_300A_SUMMARY_2023__RECORDS	FED_OSHA_ITA_300A_SUMMARY_2023	394234	394234	0	id order by _loaded_at desc) = 1	
STG_FED_OSHA_ITA_300A_SUMMARY_2024__RECORDS	FED_OSHA_ITA_300A_SUMMARY_2024	398620	398620	0	id order by _loaded_at desc) = 1	
STG_FED_OSHA_ITA_300A_SUMMARY_2025__RECORDS	FED_OSHA_ITA_300A_SUMMARY_2025	383283	383280	3	id order by _loaded_at desc) = 1	
STG_FED_OSHA_ITA_CASE_DETAIL_2024__RECORDS	FED_OSHA_ITA_CASE_DETAIL_2024	688649	688649	0	id order by _loaded_at desc) = 1	
STG_FED_OSHA_ITA_CASE_DETAIL_2023__RECORDS	FED_OSHA_ITA_CASE_DETAIL_2023	890934	890934	0	id order by _loaded_at desc) = 1	
STG_FED_OSHA_ITA_CASE_DETAIL_2025__RECORDS	FED_OSHA_ITA_CASE_DETAIL_2025	330447	330447	0	id order by _loaded_at desc) = 1	
STG_FED_PBGC_DATA__RECORDS	FED_PBGC_DATA	140454	140454	0	(no dedupe)	
STG_FED_OYEZ__SCOTUS_CASES	FED_OYEZ	25	25	0	case_id, docket	
STG_FED_PBGC_TRUSTEED_PLANS__PLANS	FED_PBGC_TRUSTEED_PLANS	5176	5176	0	(no dedupe)	
STG_FED_PCAOB_FORM_AP_FILINGS__FILINGS	FED_PCAOB_FORM_AP_FILINGS	155384	155384	0	(no dedupe)	
STG_FED_RETRACTION_WATCH__RETRACTIONS	FED_RETRACTION_WATCH	71591	71591	0	(no dedupe)	
STG_FED_PHMSA_FLAGGED_INCIDENTS__INCIDENTS	FED_PHMSA_FLAGGED_INCIDENTS	2039	2039	0	(no dedupe)	
STG_FED_SAM_EXCLUSIONS__RECORDS	FED_SAM_EXCLUSIONS_FULL_R2	168328	168328	0	(no dedupe)	
STG_FED_REVOLVINGDOOR_PROJECT__PERSONNEL_POSITIONS	FED_REVOLVINGDOOR_PROJECT	409	405	4	position_key	
STG_FED_SBIR_STTR_AWARDS__AWARDS	FED_SBIR_STTR_AWARDS	219503	219503	0	AGENCY, PHASE, PROGRAM, AGENCY_TRACKING_NUMBER, CONTRACT, AWARD_YEAR	
STG_FED_SBA_PPP__RECORDS	FED_SBA_PPP	968524	968524	0	(no dedupe)	
STG_FED_SCDB__SUPREME_COURT_CASES	FED_SCDB	83644	83644	0	vote_id	
STG_FED_SEC_13F_SECURITIES_LIST__ALL	FED_SEC_13F_SECURITIES_LIST	25333	25333	0	"LIST_QUARTER", "LINE_NO"	
STG_FED_SBA_LOANS__RECORDS	FED_SBA_LOANS	2174502	2174502	0	(no dedupe)	
STG_FED_SEC_BUSINESS_DEVELOPMENT_COMPANY_REPORT__ORGANIZATIONS	FED_SEC_BUSINESS_DEVELOPMENT_COMPANY_REPORT	212	212	0	cik order by _loaded_at desc) = 1	
STG_FED_SEC_13F_SUBMISSION__ALL	FED_SEC_13F_SUBMISSION_HEADERS	None	336124		sec_accession_number	landing table not found
STG_FED_SEC_CLOSED_END_FUND_INFORMATION__ORGANIZATIONS	FED_SEC_CLOSED_END_FUND_INFORMATION	973	973	0	cik order by _loaded_at desc) = 1	
STG_FED_SEC_DERA_SUB_2025Q4__ORGANIZATIONS	FED_SEC_DERA_SUB_2025Q4	6304	6202	102	cik, period, fy order by _loaded_at desc) = 1	
STG_FED_SEC_EDGAR__RECORDS	FED_SEC_EDGAR	200	200	0	(no dedupe)	
STG_FED_SEC_DERA_SUB_2026Q1__ORGANIZATIONS	FED_SEC_DERA_SUB_2026Q1	6169	6049	120	cik, period, fy order by _loaded_at desc) = 1	
STG_FED_SEC_EDGAR_COMPANY_TICKERS_EXCHANGE__TICKERS	FED_SEC_EDGAR_COMPANY_TICKERS_EXCHANGE	10398	10398	0	(no dedupe)	
STG_FED_SEC_EDGAR_COMPANY_TICKERS__COMPANY_TICKERS	FED_SEC_EDGAR_COMPANY_TICKERS	10414	10414	0	cik, ticker	
STG_FED_SEC_EDGAR_FINANCIALS__RECORDS	FED_SEC_EDGAR_FINANCIALS	55635	55635	0	(no dedupe)	
STG_FED_SEC_INSIDER_NONDERIV_TRANS__RECORDS	FED_SEC_INSIDER_NONDERIV_TRANS	2672841	2672841	0	(no dedupe)	
STG_FED_SEC_INSIDER_DERIV_TRANS__RECORDS	FED_SEC_INSIDER_DERIV_TRANS	1049121	1049121	0	(no dedupe)	
STG_FED_SEC_INSIDER_REPORTINGOWNER__RECORDS	FED_SEC_INSIDER_REPORTINGOWNER	1934673	1934673	0	(no dedupe)	
STG_FED_SEC_INSIDER_SUBMISSION__RECORDS	FED_SEC_INSIDER_SUBMISSION	1772088	1772088	0	(no dedupe)	
STG_FED_SEC_INVESTMENT_COMPANY_SERIES_CLASS__SERIES_CLASSES	FED_SEC_INVESTMENT_COMPANY_SERIES_CLASS	43123	43123	0	CLASS_ID	
STG_FED_SENATE_STOCK_WATCHER__TRANSACTIONS	FED_SENATE_STOCK_WATCHER	8350	8350	0	(no dedupe)	
STG_FED_SLAVEVOYAGES_INTRAAMERICAN__INTRA_AMERICAN_VOYAGES	FED_SLAVEVOYAGES_INTRAAMERICAN	11521	11521	0	voyage_id	
STG_FED_SLAVEVOYAGES_TRANSATLANTIC__RECORDS	FED_SLAVEVOYAGES_TRANSATLANTIC	36108	36108	0	(no dedupe)	
STG_FED_TREASURY_AVG_INTEREST_RATES__AVG_INTEREST_RATES	FED_TREASURY_AVG_INTEREST_RATES	4961	4961	0	record_date, security_type_desc, security_desc	
STG_FED_TREASURY_DEBT_TO_PENNY__DEBT_TO_PENNY	FED_TREASURY_DEBT_TO_PENNY	8329	8329	0	record_date	
STG_FED_US_SEC_EDGAR__EDGAR_FILINGS	FED_US_SEC_EDGAR	48990	48984	6	accession_number	
STG_FED_TREASURY_MTS_RECEIPTS__RECORDS	FED_TREASURY_MTS_RECEIPTS	7490	7490	0	parent_id, classification_id order by _loaded_at desc) = 1	
STG_FED_US_USASPENDING_API__FEDERAL_AWARDS	FED_US_USASPENDING_API	300	300	0	AWARD_ID	
STG_FED_USASPENDING_ASSISTANCE_FULL__RECORDS	FED_USASPENDING_ASSISTANCE_FULL	19902879	19902879	0	(no dedupe)	
STG_FED_USACE_NID_DAMS__RECORDS	FED_USACE_NID_DAMS	92766	91979	787	nid_id order by _loaded_at desc) = 1	
STG_FED_USASPENDING_ASSISTANCE_FY2008__ALL	FED_USASPENDING_ASSISTANCE_FY2008	1610301	1610301	0	ASSISTANCE_TRANSACTION_UNIQUE_KEY	
STG_FED_USASPENDING_ASSISTANCE_FY2007__ALL	FED_USASPENDING_ASSISTANCE_FY2007	1023900	1023900	0	ASSISTANCE_TRANSACTION_UNIQUE_KEY	
STG_FED_USASPENDING_ASSISTANCE_FY2009__ALL	FED_USASPENDING_ASSISTANCE_FY2009	2577010	2577010	0	ASSISTANCE_TRANSACTION_UNIQUE_KEY	
STG_FED_USASPENDING_ASSISTANCE_FY2010__ALL	FED_USASPENDING_ASSISTANCE_FY2010	4589052	4589052	0	ASSISTANCE_TRANSACTION_UNIQUE_KEY	
STG_FED_USASPENDING_ASSISTANCE_FY2011__ALL	FED_USASPENDING_ASSISTANCE_FY2011	4576125	4576125	0	ASSISTANCE_TRANSACTION_UNIQUE_KEY	
STG_FED_USASPENDING_ASSISTANCE_FY2012__ALL	FED_USASPENDING_ASSISTANCE_FY2012	3333203	3333203	0	ASSISTANCE_TRANSACTION_UNIQUE_KEY	
STG_FED_USASPENDING_ASSISTANCE_FY2013__ALL	FED_USASPENDING_ASSISTANCE_FY2013	3547402	3547402	0	ASSISTANCE_TRANSACTION_UNIQUE_KEY	
STG_FED_USASPENDING_ASSISTANCE_FY2014__ALL	FED_USASPENDING_ASSISTANCE_FY2014	3902879	3902879	0	ASSISTANCE_TRANSACTION_UNIQUE_KEY	
STG_FED_USASPENDING_ASSISTANCE_FY2015__ALL	FED_USASPENDING_ASSISTANCE_FY2015	3476240	3476240	0	ASSISTANCE_TRANSACTION_UNIQUE_KEY	
STG_FED_USASPENDING_ASSISTANCE_FY2016__ALL	FED_USASPENDING_ASSISTANCE_FY2016	3739918	3739918	0	ASSISTANCE_TRANSACTION_UNIQUE_KEY	
STG_FED_USASPENDING_ASSISTANCE_FY2017__ALL	FED_USASPENDING_ASSISTANCE_FY2017	3899132	3899132	0	ASSISTANCE_TRANSACTION_UNIQUE_KEY	
STG_FED_USASPENDING_ASSISTANCE_FY2018__ALL	FED_USASPENDING_ASSISTANCE_FY2018	7302758	7302758	0	ASSISTANCE_TRANSACTION_UNIQUE_KEY	
STG_FED_USASPENDING_ASSISTANCE_FY2019__ALL	FED_USASPENDING_ASSISTANCE_FY2019	8029188	8029188	0	ASSISTANCE_TRANSACTION_UNIQUE_KEY	
STG_FED_USASPENDING_ASSISTANCE_FY2020__ALL	FED_USASPENDING_ASSISTANCE_FY2020	25183037	25183037	0	ASSISTANCE_TRANSACTION_UNIQUE_KEY	
STG_FED_USASPENDING_ASSISTANCE_FY2022__ALL	FED_USASPENDING_ASSISTANCE_FY2022	8811030	8811030	0	ASSISTANCE_TRANSACTION_UNIQUE_KEY	
STG_FED_USASPENDING_ASSISTANCE_FY2021__ALL	FED_USASPENDING_ASSISTANCE_FY2021	20637031	20637031	0	ASSISTANCE_TRANSACTION_UNIQUE_KEY	
STG_FED_SEC_13F_POSITIONS__ALL	FED_SEC_13F_POSITIONS	3822885	101261252	-97438367	sec_accession_number, infotable_sk	
STG_FED_USASPENDING_ASSISTANCE_FY2024__ALL	FED_USASPENDING_ASSISTANCE_FY2024	5195175	5195175	0	ASSISTANCE_TRANSACTION_UNIQUE_KEY	
STG_FED_USASPENDING_ASSISTANCE_FY2023__ALL	FED_USASPENDING_ASSISTANCE_FY2023	6175825	6175825	0	ASSISTANCE_TRANSACTION_UNIQUE_KEY	
STG_FED_USASPENDING_ASSISTANCE_FY2025__ALL	FED_USASPENDING_ASSISTANCE_FY2025	6436357	6436357	0	ASSISTANCE_TRANSACTION_UNIQUE_KEY	
STG_FED_USASPENDING_BULK__ORGANIZATIONS	FED_USASPENDING_BULK	50000	49613	387	recipient_uei, action_date, action_date_fiscal_year, period_of_performance_start_date, award_id_piid, parent_award_agency_id, parent_award_id_piid order by _loaded_at desc) = 1	
STG_FED_USASPENDING_ASSISTANCE_FY2026__ALL	FED_USASPENDING_ASSISTANCE_FY2026	4109579	4109579	0	ASSISTANCE_TRANSACTION_UNIQUE_KEY	
STG_FED_USASPENDING_CONTRACTS_FULL__RECORDS	FED_USASPENDING_CONTRACTS_FULL	20000000	20000000	0	(no dedupe)	
STG_FED_USASPENDING_CONTRACTS__ORGANIZATIONS	FED_USASPENDING_CONTRACTS	6325622	6299122	26500	recipient_uei, action_date, period_of_performance_start_date, period_of_performance_current_end_date, award_id_piid order by _loaded_at desc) = 1	
STG_FED_USASPENDING_CONTRACTS_FY2007__ALL	FED_USASPENDING_CONTRACTS_FY2007	4112294	4112294	0	CONTRACT_TRANSACTION_UNIQUE_KEY	
STG_FED_USASPENDING_CONTRACTS_FY2008__ALL	FED_USASPENDING_CONTRACTS_FY2008	4505732	4505732	0	CONTRACT_TRANSACTION_UNIQUE_KEY	
STG_FED_USASPENDING_CONTRACTS_FY2009__ALL	FED_USASPENDING_CONTRACTS_FY2009	3497692	3497692	0	CONTRACT_TRANSACTION_UNIQUE_KEY	
STG_FED_USASPENDING_CONTRACTS_FY2010__ALL	FED_USASPENDING_CONTRACTS_FY2010	3543904	3543904	0	CONTRACT_TRANSACTION_UNIQUE_KEY	
STG_FED_USASPENDING_CONTRACTS_FY2011__ALL	FED_USASPENDING_CONTRACTS_FY2011	3408506	3408506	0	CONTRACT_TRANSACTION_UNIQUE_KEY	
STG_FED_USASPENDING_CONTRACTS_FY2012__ALL	FED_USASPENDING_CONTRACTS_FY2012	3129630	3129630	0	CONTRACT_TRANSACTION_UNIQUE_KEY	
STG_FED_USASPENDING_CONTRACTS_FY2013__ALL	FED_USASPENDING_CONTRACTS_FY2013	2515088	2515088	0	CONTRACT_TRANSACTION_UNIQUE_KEY	
STG_FED_NOAA_AIS__AIS_VESSEL_POSITIONS	FED_NOAA_AIS	58106517	58104610	1907	mmsi, imo_number, date, base_datetime	
STG_FED_USASPENDING_CONTRACTS_FY2014__ALL	FED_USASPENDING_CONTRACTS_FY2014	2528544	2528544	0	CONTRACT_TRANSACTION_UNIQUE_KEY	
STG_FED_USASPENDING_CONTRACTS_FY2015__ALL	FED_USASPENDING_CONTRACTS_FY2015	4375316	4375316	0	CONTRACT_TRANSACTION_UNIQUE_KEY	
STG_FED_USASPENDING_CONTRACTS_FY2016__ALL	FED_USASPENDING_CONTRACTS_FY2016	4821962	4821962	0	CONTRACT_TRANSACTION_UNIQUE_KEY	
STG_FED_USASPENDING_CONTRACTS_FY2017__ALL	FED_USASPENDING_CONTRACTS_FY2017	4913342	4913342	0	CONTRACT_TRANSACTION_UNIQUE_KEY	
STG_FED_USASPENDING_CONTRACTS_FY2018__ALL	FED_USASPENDING_CONTRACTS_FY2018	5619616	5619616	0	CONTRACT_TRANSACTION_UNIQUE_KEY	
STG_FED_USASPENDING_CONTRACTS_FY2019__ALL	FED_USASPENDING_CONTRACTS_FY2019	6488807	6488807	0	CONTRACT_TRANSACTION_UNIQUE_KEY	
STG_FED_USASPENDING_CONTRACTS_FY2020__ALL	FED_USASPENDING_CONTRACTS_FY2020	6306571	6306571	0	CONTRACT_TRANSACTION_UNIQUE_KEY	
STG_FED_USASPENDING_CONTRACTS_FY2021__ALL	FED_USASPENDING_CONTRACTS_FY2021	6405456	6405456	0	CONTRACT_TRANSACTION_UNIQUE_KEY	
STG_FED_USASPENDING_CONTRACTS_FY2022__ALL	FED_USASPENDING_CONTRACTS_FY2022	6667964	6667964	0	CONTRACT_TRANSACTION_UNIQUE_KEY	
STG_FED_USASPENDING_CONTRACTS_FY2023__ALL	FED_USASPENDING_CONTRACTS_FY2023	6693706	6693706	0	CONTRACT_TRANSACTION_UNIQUE_KEY	
STG_FED_USASPENDING_CONTRACTS_FY2025__ALL	FED_USASPENDING_CONTRACTS_FY2025	6638350	6638350	0	CONTRACT_TRANSACTION_UNIQUE_KEY	
STG_FED_USASPENDING_CONTRACTS_FY2024__ALL	FED_USASPENDING_CONTRACTS_FY2024	6692568	6692568	0	CONTRACT_TRANSACTION_UNIQUE_KEY	
STG_FED_USASPENDING_CONTRACTS_FY2026__ALL	FED_USASPENDING_CONTRACTS_FY2026	4110973	4110973	0	CONTRACT_TRANSACTION_UNIQUE_KEY	
STG_FED_USASPENDING_SUBAWARDS__SUBAWARDS	FED_USASPENDING_SUBAWARDS	5000	5000	0	(no dedupe)	
STG_FED_USASPENDING_TAS_FILTER_TREE__TAS_NODES	FED_USASPENDING_TAS_FILTER_TREE	92	92	0	node_id	
STG_FED_USASPENDING_TOPTIER_AGENCIES__RECORDS	FED_USASPENDING_TOPTIER_AGENCIES	111	111	0	agency_id order by _loaded_at desc) = 1	
STG_FED_USCG_NRC_INCIDENT_REPORTS__INCIDENT_REPORTS	FED_USCG_NRC_INCIDENT_REPORTS	116662	116662	0	seqnos	
STG_FED_USCIS_DATA__RECORDS	FED_USCIS_DATA	3204	3204	0	(no dedupe)	
STG_FED_USCOURTS_STATS__RECORDS	FED_USCOURTS_STATS	50	50	0	(no dedupe)	
STG_FED_USCG_NRC_INCIDENTS__INCIDENTS	FED_USCG_NRC_INCIDENTS	1029020	1029020	0	seqnos	
STG_FED_USDA_RD_MFH_ACTIVE_PROJECTS__PROJECTS	FED_USDA_RD_MFH_ACTIVE_PROJECTS	13550	13550	0	borrower_id, project_id	
STG_FED_USGS_3DEP__PLACES	FED_USGS_3DEP	5000	4986	14	shape order by _loaded_at desc) = 1	
STG_FED_USGS_EARTHQUAKES__RECORDS	FED_USGS_EARTHQUAKES	443274	443274	0	id order by _loaded_at desc) = 1	
STG_FED_USGS_ORPHANED_OIL_GAS_WELLS__WELLS	FED_USGS_ORPHANED_OIL_GAS_WELLS	117672	117672	0	WELL_IDENTIFIER	
STG_FED_USGS_MINERALS__RECORDS	FED_USGS_MINERALS	304632	304632	0	dep_id order by _loaded_at desc) = 1	
STG_FED_USGS_TOPOVIEW__RECORDS	FED_USGS_TOPOVIEW	250	250	0	(no dedupe)	
STG_FED_USGS_WATER__RECORDS	FED_USGS_WATER	6694816	6694816	0	(no dedupe)	
STG_FED_USGS_GNIS_ALL_NAMES__NAME_CITATIONS	FED_USGS_GNIS_ALL_NAMES	1249630	1249624	6	feature_id, feature_name, citation	
STG_FED_USGS_WBD_HUC8__WATERSHEDS	FED_USGS_WBD_HUC8	2456	2456	0	huc8	
STG_FED_USITC_DATAWEB__RECORDS	FED_USITC_DATAWEB	7	7	0	(no dedupe)	
