EIN,EST_KEY,COMPANY,ESTABLISHMENT,CITY,STATE,NAICS,INDUSTRY,SIZE_BAND,EMPLOYEES,HOURS,DEATHS,DART_CASES,DAFW_DAYS,DART_RATE,TRIR,DAYS_PER_CASE,COHORT_N,COHORT_MEDIAN_DART,COHORT_POOLED_DART,FOLD_VS_POOLED,FOLD_VS_MEDIAN,Z_SCORE,PCT_RANK_IN_COHORT
362718986,1311737,73 Pacific Region,L and W Supply 7175,SAN DIEGO,CA,4233,Other Building Material Dealers,20-49,33,76408,0,5,111,13.09,13.09,37.0,1072,2.52,3.87,3.38,5.19,1.73,0.8966
454294919,1364824,"Next Level Door & Millwork, Inc.",NLDM CA,INDIO,CA,4233,Doors and door frames merchant wholesalers,250-999,279,541804,0,20,227,7.38,7.38,75.7,16,2.29,2.18,3.38,3.22,2.29,1.0
200602784,1330142,WINCO FOODS,Modesto DC 089,MODESTO,CA,4931,Warehouse Distribution Center,250-999,407,762273,0,53,212,13.91,15.48,12.5,1038,2.82,4.12,3.38,4.93,2.23,0.96
590324412,699559,Publix Super Markets Inc,Lakeland Deli Manufacturing,LAKELAND,FL,3116,Manufacturer of Deli Foods,250-999,583,1165592,0,44,150,7.55,8.24,15.0,272,1.71,2.23,3.38,4.41,2.29,0.9544
160820889,222190,WHITING DOOR MANUFACTURING CORP,BLOOMINGDALE PLANT,AKRON,NY,3326,"Disk and ring springs, heavy gauge metal, manufacturing",50-99,62,119465,0,5,11,8.37,10.04,5.5,84,1.73,2.48,3.38,4.84,2.02,0.931
043061447,1366418,Stop And Shop,Stop And Shop 0544,LAKE RONKONKOMA,NY,4451,Grocery Stores,100-249,157,194186,0,10,689,10.30,13.39,114.8,8151,2.32,3.05,3.38,4.44,2.27,0.9565
932456710,1349117,Caribbean,San Juan PR,CAROLINA,PR,2382,Electrical Contractors and Other Wiring Installation Contractors,50-99,80,203004,0,7,84,6.90,6.90,12.0,2049,1.25,2.04,3.38,5.53,1.47,0.8748
043294200,220500,Trader Joe's,Trader Joe's 0553 Merrick,MERRICK,NY,4451,Grocery Store,100-249,120,155245,0,8,119,10.31,18.04,17.0,8151,2.32,3.05,3.38,4.44,2.27,0.9567
943019135,1141201,Safeway Inc,SWY-0017-0017-01604 FAC-01604-CHANDLER-AZ,CHANDLER,AZ,4451,Supermarkets and Other Grocery except Convenience Stores,50-99,96,139694,0,7,38,10.02,11.45,38.0,5288,2.22,2.97,3.38,4.51,2.19,0.9491
942904084,1320117,XPO Logistics Freight Inc.,BCO,COLUMBUS,OH,4841,Freight Transportation,50-99,93,84989,0,5,117,11.77,14.12,23.4,1163,2.87,3.49,3.38,4.10,2.21,0.97
630818597,1118638,"GAT Airline Ground Support, Inc. UTSLC",UTSLC UTSLC,SALT LAKE CITY,UT,4881,Other Support Activities for Air Transportation,50-99,60,129004,0,7,0,10.85,18.60,,367,1.77,3.21,3.38,6.12,1.7,0.8655
134278589,1073960,Bharat Forge PMT,Bharat Forge PMT,SURGOINSVILLE,TN,3321,"Cold forgings made from purchased iron or steel, unfinished",100-249,155,317194,0,14,163,8.83,15.13,54.3,129,1.91,2.61,3.38,4.61,2.29,0.9623
741618550,1253188,JR Ramon,JR Ramon,SAN ANTONIO,TX,2389,House demolishing,100-249,119,262071,0,5,95,3.82,4.58,47.5,411,0.48,1.13,3.38,7.99,1.32,0.8705
825133187,1289236,GEODIS LOGISTICS,NIND 13,HILLSIDE,IL,4921,COURIERS AND EXPRESS DELIVERY SERVICES,20-49,38,76812,0,8,490,20.83,26.04,98.0,721,4.29,6.15,3.38,4.86,2.05,0.9469
043294200,207452,Trader Joe's,Trader Joe's 0400 Dallas,DALLAS,TX,4451,Grocery Store,50-99,82,119477,0,6,245,10.04,15.07,61.3,5288,2.22,2.97,3.38,4.52,2.2,0.9496
200602784,1330241,WINCO FOODS,Everett 104,EVERETT,WA,4451,Store,100-249,159,251797,0,13,24,10.33,15.89,3.4,8151,2.32,3.05,3.38,4.45,2.28,0.957
951987958,323143,Trader Joe's,Trader Joe's 0221 San Diego,SAN DIEGO,CA,4451,Grocery Store,100-249,108,155163,0,8,479,10.31,15.47,59.9,8151,2.32,3.05,3.38,4.44,2.28,0.9568
200213471,1269425,Avalon Healthcare (San Luis Care Center),San Luis Care Center,NEWMAN,CA,6231,Homes for the elderly with nursing care,50-99,80,126742,0,11,4,17.36,17.36,1.0,2691,2.78,5.14,3.38,6.23,1.47,0.9142
260409591,1207538,Caring For Others,Caring For The Coast,WARRENTON,OR,6216,Home health care agencies,100-249,101,146938,0,5,110,6.81,6.81,22.0,405,1.39,2.01,3.38,4.89,2.0,0.9446
150372290,1168656,The Raymond Corporation,G1,GREENE,NY,3339,"Trucks, industrial, manufacturing",1000+,2087,4059911,0,126,1176,6.21,7.49,27.3,14,1.25,1.84,3.37,4.97,2.9,1.0
340939177,1159828,AVI Foodsystems Inc.,HOSPITAL OF THE UNIV OF PENNSYLVANIA**,PHILADELPHIA,PA,7223,Food Service,50-99,98,190161,0,5,67,5.26,7.36,67.0,336,0.00,1.56,3.37,,1.26,0.7704
882183384,1401777,"RXO, Inc RXO LAST MILE-USMA-FRANKLIN",2618 RXO LAST MILE-USMA-FRANKLIN,FRANKLIN,MA,4931,General Warehousing and Storage,50-99,61,122266,0,5,21,8.18,8.18,10.5,1521,1.49,2.43,3.37,5.51,1.75,0.8922
263391905,937460,,980075,FLOWER MOUND,TX,4931,,50-99,68,146458,0,6,1,8.19,9.56,1.0,1521,1.49,2.43,3.37,5.52,1.75,0.8932
751250562,1266614,Ft. Worth F&D Head Company,Ft. Worth F&D Head Co.,FT. WORTH,TX,3324,"Oil storage tanks, heavy gauge metal, manufacturing",100-249,110,283256,0,7,1,4.94,6.35,1.0,134,0.97,1.46,3.37,5.10,1.66,0.9118
750916445,1301069,United Supermarkets  LLC,USM Store 696 Market Street,MANSFIELD,TX,4451,Supermarket,250-999,329,347007,0,17,32,9.80,9.80,32.0,526,2.12,2.91,3.37,4.62,2.34,0.9752
752172220,727936,Steve Silver Company,Steve Silver Company,FORNEY,TX,4232,"Furniture (except drafting tables, hospital beds, medical furniture) merchant wholesalers",100-249,198,380324,0,14,119,7.36,7.36,14.9,31,1.01,2.19,3.37,7.29,1.9,0.8696
844893897,1005418,Kroger Fulfillment Network,540-FC243,NASHVILLE,TN,4931,General Warehouse and Storage,100-249,172,276417,0,12,589,8.68,9.41,53.5,1381,1.74,2.58,3.37,5.00,1.88,0.9359
840601461,1348848,Vail Resorts Inc.,675 CRESTED BUTTE MTN,CRESTED BUTTE,CO,7211,Alpine skiing facilities with accommodations i.e. ski resorts,250-999,431,424057,0,24,412,11.32,14.15,24.2,517,3.03,3.36,3.37,3.73,2.89,0.9856
150618361,275363,"S.R. Sloan, Inc.","S.R. Sloan, Inc. - Whitesboro, New York",WHITESBORO,NY,3212,"Trusses, wood roof or floor, manufacturing",50-99,77,152140,0,8,110,10.52,14.46,13.8,182,1.97,3.12,3.37,5.33,1.8,0.9516
580257110,1156087,Georgia Power Company,Transmission Construction 205 South Field Parkway Forest Park GA,ATLANTA,GA,2211,Utility,250-999,459,919836,0,9,183,1.96,5.22,91.5,191,0.22,0.58,3.37,8.93,1.38,0.8378
030364282,660037,Casella Waste Systems,Casella Waste - Auburn MA Hauling,AUBURN,MA,5621,Garbage collection services,50-99,88,217798,0,14,15,12.86,13.77,7.5,435,2.83,3.81,3.37,4.55,2.44,0.963
041103580,1078790,Boston Gas Company,WEST ROXBURY RIVERMOOR-MA50,WEST ROXBURY,MA,2212,Natural Gas Distribution,250-999,375,750972,0,14,188,3.73,3.99,94.0,59,0.48,1.11,3.37,7.72,1.49,0.8718
208103228,1003454,,CA110 Modesto Container,MODESTO,CA,3222,,100-249,146,286211,0,8,24,5.59,6.29,12.0,512,1.19,1.66,3.37,4.69,2.2,0.9515
932993321,1327304,Livco East Inc,DGE4,PORT WENTWORTH,GA,4921,Courrier Services,50-99,61,73930,0,10,0,27.05,27.05,,1541,6.22,8.02,3.37,4.35,2.29,0.9651
203665446,1322295,C&H Landscaping,C&H Landscaping,LAKEWOOD,CO,5617,Landscape installation services,20-49,40,92123,0,5,82,10.86,10.86,82.0,2823,0.00,3.22,3.37,,1.57,0.8539
770579815,646878,Significant Cleaning Services LLC,Significant Cleaning Services LLC,SAN JOSE,CA,5617,"Building cleaning services, janitorial",250-999,295,413543,0,13,448,6.29,6.77,49.8,255,1.44,1.86,3.37,4.37,1.96,0.927
361952520,836828,Central Baptist Village,Central Baptist Village,NORRIDGE,IL,6231,Skilled nursing facilities,100-249,241,407808,0,34,332,16.67,21.58,11.9,3641,3.20,4.95,3.37,5.22,1.57,0.9378
364431179,874756,Kellermeyer Bergensons Services,146432,SAN DIEGO,CA,5617,Custodial services,50-99,81,108402,0,5,29,9.22,9.22,14.5,1158,1.82,2.74,3.37,5.06,1.76,0.9114
263832779,1227742,Lebel Landscaping,Lebel Landscaping LLC,THONOTOSASSA,FL,5617,Landscaping services (except planning),50-99,59,108351,0,5,14,9.23,33.23,2.8,1158,1.82,2.74,3.37,5.06,1.76,0.9128
361032420,67161,WORKERS COMPENSATION TRUST OF ILLINOIS,EKLIND TOOL COMPANY,FRANKLIN PARK,IL,3335,Die sets for metal stamping presses manufacturing,100-249,122,241060,0,6,252,4.98,4.98,84.0,130,0.76,1.48,3.37,6.58,1.43,0.9024
200451193,1120787,R  L Carriers Shared Services L.L.C.,R+L Carriers - EBG,EDINBURGH,IN,4841,,100-249,137,284975,0,15,14,10.53,11.23,4.7,871,2.83,3.12,3.37,3.72,2.7,0.9802
420896595,746052,Sukup Manufacturing Co.,Sukup Sheffield Manufacturing Facility,SHEFFIELD,IA,3331,Crop driers manufacturing,250-999,632,1399644,0,35,218,5.00,9.43,24.2,112,1.01,1.48,3.37,4.97,2.16,0.9596
382468306,1307658,Kerkau Manufacturing,Kerkau Manufacturing,BAY CITY,MI,3329,"Sprinklers, lawn, manufacturing",50-99,91,203882,0,7,14,6.87,6.87,3.5,322,1.30,2.04,3.37,5.29,1.58,0.873
043430674,455244,,Tufts Veterinary Emergency Treatment & Specialties,WALPOLE,MA,5419,Small animal veterinary services,100-249,185,370000,0,6,95,3.24,10.27,15.8,27,0.50,0.96,3.37,6.52,1.32,0.6923
840581547,1414746,American Furniture Warehouse,Marana (95),TUCSON,AZ,4421,"Furniture stores (e.g., household, office, outdoor)",50-99,82,198393,0,11,59,11.09,11.09,14.8,50,2.12,3.29,3.37,5.24,2.22,0.9677
200602784,1330262,WINCO FOODS,North Richland Hills 126,NORTH RICHLAND HILLS,TX,4451,Store,100-249,100,155716,0,8,189,10.28,17.98,37.8,8151,2.32,3.05,3.37,4.43,2.26,0.956
202372378,213691,,Fun Sweets LLC,ROYAL PALM BEACH,FL,3113,"Breakfast bars, nonchocolate covered, manufacturing",100-249,130,185998,0,10,61,10.75,12.90,6.1,48,2.50,3.19,3.37,4.30,1.81,0.9524
020668490,1275339,Service Champions,Service Champions Martinez,MARTINEZ,CA,2382,"Heating, ventilation and air-conditioning (HVAC) contractors",50-99,81,145154,0,5,43,6.89,8.27,21.5,2049,1.25,2.04,3.37,5.53,1.47,0.8739
710415188,1396779,Walmart Inc,WM 2476,COLLEGE PLACE,WA,4529,Warehouse Clubs and Supercenters,250-999,424,655293,0,31,105,9.46,16.18,5.3,3102,2.55,2.81,3.37,3.71,3.53,0.9973
391810929,469221,Asher Enterprises Inc,Asher Enterprises Inc,EAU CLAIRE,WI,2383,"Window and door (residential-type) of any material, prefabricated, installation",50-99,57,128234,0,5,90,7.80,9.36,22.5,530,1.46,2.32,3.37,5.36,1.46,0.8824
873863299,1413872,Poolie LLC.,Poolie LLC.,AUSTIN,TX,5617,Swimming pool cleaning and maintenance services,100-249,160,282714,0,10,200,7.07,7.07,20.0,619,1.42,2.10,3.37,4.98,2.06,0.944
451680980,1277566,Five Star Senior Living,NewSeasons at New Britain,CHALFONT,PA,6233,Rest homes without nursing care,50-99,80,93124,0,8,86,17.18,21.48,86.0,2183,3.60,5.09,3.37,4.77,2.0,0.9389
043294200,207501,Trader Joe's,Trader Joe's 0528 Foxborough,FOXBOROUGH,MA,4451,Grocery Store,100-249,177,214076,0,11,403,10.28,27.09,57.6,8151,2.32,3.05,3.37,4.43,2.27,0.9561
921970489,1183605,"WSC Holdco, Inc",Weeks Service Company,LEAGUE CITY,TX,2382,"Heating, ventilation and air-conditioning (HVAC) contractors",50-99,87,174443,0,6,143,6.88,8.03,71.5,2049,1.25,2.04,3.37,5.52,1.46,0.873
251824169,104131,"Ohiopyle Prints, Inc.","Ohiopyle Prints, Inc",OHIOPYLE,PA,3231,"Screen printing apparel and textile products (e.g. caps, napkins, placemats, T-shirts, towels) (except grey goods)",100-249,141,283513,0,8,13,5.64,5.64,3.3,345,1.32,1.67,3.37,4.28,2.19,0.9582
951987958,323127,Trader Joe's,Trader Joe's 0204 Monterey,MONTEREY,CA,4451,Grocery Store,50-99,98,139847,0,7,474,10.01,24.31,67.7,5288,2.22,2.97,3.37,4.51,2.19,0.9488
820184434,1140215,Albertsons LLC,ABS-0017-0016-00341 FAC-00341-PAHRUMP-NV,PAHRUMP,NV,4451,Supermarkets and Other Grocery except Convenience Stores,100-249,103,155559,0,8,476,10.29,11.57,68.0,8151,2.32,3.05,3.37,4.43,2.27,0.9563
860337814,1059442,"Southwest Mold, Inc dba Seitz","Southwest Mold, Inc dba Seitz",TORRINGTON,CT,3332,Injection molding machinery for plastics manufacturing,100-249,169,208601,0,5,11,4.79,6.71,2.2,148,0.97,1.42,3.37,4.95,1.84,0.9063
043061447,1366617,Stop And Shop,Stop And Shop 2595,STATEN ISLAND,NY,4451,Grocery Stores,100-249,165,213773,0,11,500,10.29,15.90,45.5,8151,2.32,3.05,3.37,4.43,2.27,0.9564
134042452,1197635,BOTTLING GROUP LLC,RIDGEFIELD WA,RIDGEFIELD,WA,4244,Other Grocery and Related Products Merchant Wholesalers,50-99,96,208415,0,15,325,14.39,14.39,46.4,619,3.26,4.28,3.36,4.41,2.44,0.9618
453087555,461468,CAPSTONE LLC,30130 - PRICE CHOPPER NY,SCHENECTADY,NY,4931,General warehousing and storage,50-99,73,122623,0,5,241,8.16,8.16,60.3,1521,1.49,2.43,3.36,5.49,1.74,0.8911
200091067,1338375,"F S PROPERTY MAINTENANCE, INC.","F S PROPERTY MAINTENANCE, INC.",MERRITT ISLAND,FL,5617,BUILDINGS OPERATION BY CONTRACTORS,100-249,116,198569,0,7,66,7.05,7.05,11.0,619,1.42,2.10,3.36,4.96,2.05,0.9418
820544687,884166,Amazon.com Services LLC,Amazon.com Services LLC - BFI7,SUMNER,WA,4931,General Warehousing and Storage,100-249,148,276949,0,12,32,8.67,10.11,16.0,1381,1.74,2.58,3.36,4.99,1.88,0.935
043754877,632912,"American Contracting & Environmental Services, Inc.","American Contracting & Environmental Services, Inc.",MARRIOTTSVILLE,MD,2371,"Pumping station, water and sewage system, construction",100-249,239,414211,0,7,9,3.38,8.69,3.0,491,0.51,1.00,3.36,6.68,1.37,0.8608
872011548,1032519,PACKAGE SQUAD LLC,PACKAGE SQUAD,MILLBURN,NJ,4921,Express delivery services (except establishments operating under a universal service obligation),50-99,64,89048,0,12,587,26.95,31.44,48.9,1541,6.22,8.02,3.36,4.33,2.28,0.9643
580942031,1386822,Rollins Inc,BR 569 GRAND RAPIDS MI ORKIN LLC,JENISON,MI,5617,Exterminating and Pest Control Services,20-49,43,92309,0,5,335,10.83,10.83,167.5,2823,0.00,3.22,3.36,,1.56,0.8524
911869047,1237454,Premier Coatings,Premier Finishing,STOCKTON,CA,3328,Painting metals and metal products for the trade,50-99,73,141469,0,6,3,8.48,9.90,3.0,261,1.82,2.53,3.36,4.67,1.84,0.9209
741563240,959438,Southwest Airlines,ITO-GROUND OPS,HILO,HI,4811,Scheduled Passenger Air Transportation,20-49,41,62350,0,5,692,16.04,28.87,138.4,203,3.14,4.77,3.36,5.10,1.55,0.8545
942904084,108419,XPO Logistics Freight Inc.,NRM,CHESTER,VA,4841,Freight Transportation,100-249,125,247621,0,13,231,10.50,11.31,21.0,871,2.83,3.12,3.36,3.71,2.69,0.979
417600000,1160234,US Postal Service,BROOKHOLLOW_1356011,DALLAS,TX,4911,Mail and Parcel Delivery,50-99,89,110265,0,11,180,19.95,19.95,25.7,2251,5.22,5.94,3.36,3.83,3.13,0.9899
853777480,820150,Fresh Texas Austin,Fresh Texas Austin,AUSTIN,TX,3119,"Carrots, cut, peeled or sliced fresh, manufacturing",100-249,130,270893,0,12,3,8.86,8.86,3.0,263,2.11,2.64,3.36,4.20,2.25,0.9563
131502798,1370711,American Airlines Group AA-ONT-ONTARIO,AA-ONT-ONTARIO-ONT-TRML AA-ONT-ONTARIO,ONTARIO,CA,4811,Scheduled Air Transportation,100-249,112,112812,0,15,1129,26.59,26.59,112.9,186,6.03,7.93,3.36,4.41,2.23,0.9581
460986717,852688,"DUFRESNE SPENCER GROUP,LLC",CORPDC-B5510-MEMPHIS DC,MEMPHIS,TN,4421,FURNITURE RETAIL,50-99,57,108616,0,6,175,11.05,12.89,35.0,50,2.12,3.29,3.36,5.22,2.21,0.9355
453290583,1347928,"Bethune Nonwovens, Inc",Suominen Nonwovens,BETHUNE,SC,3132,Nonwoven fabrics manufacturing,100-249,142,342846,0,9,2,5.25,5.25,2.0,76,1.22,1.56,3.36,4.29,2.29,0.95
134042452,292688,BOTTLING GROUP LLC,TWIN FALLS ID,TWIN FALLS,ID,4244,Other Grocery and Related Products Merchant Wholesalers,20-49,36,81418,0,5,99,12.28,12.28,49.5,810,2.18,3.66,3.36,5.64,1.23,0.8947
208103228,1003450,,CA345 LaMirada Corrugated,LA MIRADA,CA,3222,,100-249,125,250997,0,7,16,5.58,8.77,16.0,512,1.19,1.66,3.36,4.68,2.19,0.949
943019135,1141812,Safeway Inc,SWY-0025-0025-00951 FAC-00951-ALAMEDA-CA,ALAMEDA,CA,4451,Supermarkets and Other Grocery except Convenience Stores,50-99,76,120190,0,6,192,9.98,11.65,64.0,5288,2.22,2.97,3.36,4.49,2.18,0.9482
731204879,52640,"Silver Star Construction Co., Inc.","Silver Star Construction Co., Inc.",MOORE,OK,2373,"Pavement, highway, road, street, bridge or airport runway, construction",100-249,221,542257,0,15,211,5.53,6.27,23.4,472,1.28,1.65,3.36,4.32,1.97,0.9431
562173154,1366036,Foodlion,02692 - STORE   2692 HINESVILLE,HINESVILLE,GA,4451,Grocery Stores,50-99,82,100383,0,5,150,9.96,11.95,37.5,5288,2.22,2.97,3.36,4.48,2.17,0.948
951987958,323098,Trader Joe's,Trader Joe's 0173 West Hollywood,WEST HOLLYWOOD,CA,4451,Grocery Store,50-99,71,100144,0,5,52,9.99,17.97,10.4,5288,2.22,2.97,3.36,4.49,2.18,0.9485
581620001,1327908,Cox Enterprises Inc,0405  MANHEIM LAKELAND 8025 STATE RD 33 N,LAKELAND,FL,4231,Automobile and Other Motor Vehicle Merchant Wholesalers,100-249,107,156459,0,8,1,10.23,15.34,1.0,196,2.33,3.04,3.36,4.38,2.48,0.9647
621778917,796109,"The Bryce Company, LLC",Bryce-Searcy Location,SEARCY,AR,3231,"Printing, flexographic (except books, grey goods)",250-999,539,1228296,0,30,110,4.88,5.37,55.0,109,1.24,1.46,3.36,3.94,2.59,0.9798
930964788,574260,Market of Choice,Market of Choice Store #8,BEND,OR,4451,Grocery stores,100-249,115,194904,0,10,40,10.26,13.34,8.0,8151,2.32,3.05,3.36,4.42,2.26,0.9558
991101795,1269947,Juniper Village at Newark,The Vero at Newark,NEWARK,DE,6233,Assisted-living facilities without on-site nursing care facilities,100-249,142,140818,0,11,22,15.62,17.04,2.0,852,3.43,4.65,3.36,4.56,2.07,0.9627
061016573,1063992,"Medford Nursery, Inc","Medford Nursery, Inc - Medford",MEDFORD,NJ,4249,Florist's supplies merchant wholesalers,100-249,148,334671,0,12,3,7.17,9.56,1.5,102,1.35,2.14,3.36,5.33,2.0,0.8824
356001050,1273280,City of Greenwood,Fire HQStation 91,GREENWOOD,IN,9221,Fire Protection,50-99,50,75168,0,5,0,13.30,15.96,,304,2.78,3.96,3.36,4.79,1.96,0.9643
351385672,1265664,"Force Construction Company, Inc. - Columbus, IN",Force Construction Co INC.,COLUMBUS,IN,2373,Road construction,100-249,192,360833,0,10,115,5.54,7.21,57.5,472,1.28,1.65,3.36,4.33,1.98,0.9458
611119251,838176,Vuteq Operations Support Center,Vuteq Operations Support Center,PRINCETON,IN,3361,"Assembly plants, sport utility vehicles on chassis of own manufacture",50-99,87,216296,0,10,2,9.25,10.17,2.0,23,1.62,2.75,3.36,5.72,2.05,1.0
043292755,737679,Adirondack/Polar Beverages,Adirondack Beverages,SCOTIA,NY,3119,"Syrup, beverage, manufacturing",250-999,405,933773,0,32,632,6.85,8.57,21.1,202,1.57,2.04,3.36,4.37,1.89,0.9626
381291439,631957,Cole's Quality Foods,Muskegon Michigan,MUSKEGON,MI,3118,"Frozen bread and bread-type rolls, made in commercial bakeries",100-249,177,417502,0,26,42,12.46,16.77,6.0,272,2.78,3.72,3.35,4.48,1.75,0.9595
710415188,1395034,Walmart Inc.,WM 3853,HURON,SD,4529,,100-249,249,381793,0,17,96,8.91,13.62,9.6,1036,2.29,2.66,3.35,3.90,2.92,0.9859
943226565,350900,"Oakland Pallet Co., Inc.","OPC, Inc. - San Lorenzo",SAN LORENZO,CA,3219,"Skids and pallets, wood or wood and metal combination, manufacturing",100-249,125,225609,0,14,0,12.41,14.18,,273,2.74,3.70,3.35,4.53,2.56,0.9833
481240457,1326513,"Livingston Enterprises, Inc.",Ridge View,FAIRBURY,NE,1122,Pig farming,20-49,30,58729,0,6,15,20.43,23.84,15.0,103,4.06,6.11,3.35,5.04,1.42,0.8806
113841928,1406510,Lineage Logistics,CC_100288,CHARLESTON,SC,4931,Cold Storage Warehouse,50-99,59,123024,0,5,0,8.13,8.13,,1521,1.49,2.43,3.35,5.47,1.73,0.89
010211501,99274,Eastern Maine Medical Center,Northern Light Health Center,BANGOR,ME,6211,"Physicians' (except mental health) offices (e.g., centers, clinics)",250-999,314,514665,0,7,21,2.72,6.22,5.3,171,0.45,0.81,3.35,6.11,1.51,0.8992
362820702,1148167,Colonial Bag Corp,Carol Stream,CAROL STREAM,IL,3261,"Trash bags, plastics film, single wall or multiwall, manufacturing",100-249,126,271287,0,9,15,6.64,8.85,7.5,907,1.39,1.98,3.35,4.78,1.86,0.9253
061356148,1372181,AMERICAN MED RESPONSEGLOBAL MED RESPONSE 015025,New Haven Ct - 47500,NEW HAVEN,CT,6219,,250-999,374,576326,0,36,1018,12.49,17.00,44.3,140,3.73,3.73,3.35,3.35,2.36,0.9683
472504154,1147221,Soho House LLC,L.A. 1000 Santa Fe LLC,LOS ANGELES,CA,7211,"Alpine skiing facilities with accommodations i.e.,ski resort",100-249,157,243711,0,12,84,9.85,10.67,16.8,843,2.16,2.94,3.35,4.55,2.36,0.9578
853129657,1173402,Eagles Logistics LLC,Eagles Logistics- DPL7,MOUNT JOY,PA,4921,Local letter and parcel delivery services as part of intercity courier network,50-99,77,148694,0,20,188,26.90,28.25,13.4,1541,6.22,8.02,3.35,4.32,2.27,0.9636
951987958,850188,Trader Joe's,Trader Joe's 0252 North Hollywood,NORTH HOLLYWOOD,CA,4451,Grocery Store,100-249,135,195902,0,10,352,10.21,13.27,39.1,8151,2.32,3.05,3.35,4.40,2.24,0.9557
854331127,1136851,"Gold Bond Building Products, LLC",Gold Bond Building Products - Portsmouth,PORTSMOUTH,NH,3274,"Columns, architectural or ornamental plaster work, manufacturing",50-99,80,181576,0,6,47,6.61,6.61,15.7,27,1.36,1.97,3.35,4.86,2.05,0.9444
264662035,254800,Sam Dong,Sam Dong Ohio Inc.,DELAWARE,OH,3314,Aircraft and automotive wire or cable made from purchased copper in wire drawing plants,100-249,134,272704,0,9,61,6.60,9.53,6.8,71,1.72,1.97,3.35,3.84,2.25,0.9672
844030613,989973,"Bison Metals Technologies, LLC","Bison Metals Technologies, LLC",SHAWNEE,OK,3314,"Tubing, copper and copper alloy, made from purchased copper or in integrated secondary smelting and rolling, drawing or extruding plants",100-249,190,363601,0,12,0,6.60,6.60,,71,1.72,1.97,3.35,3.84,2.25,0.9836
204663214,698896,Athena,226_340,EAST PROVIDENCE,RI,6231,,100-249,209,277483,0,23,91,16.58,16.58,4.6,3641,3.20,4.95,3.35,5.19,1.55,0.9372
383160957,912744,Ciena Healthcare Management Inc.,Laurels of Coldwater,COLDWATER,MI,6231,Nursing Care Facilities Skilled Nursing Facilities,100-249,148,156730,0,13,67,16.59,24.25,13.4,3641,3.20,4.95,3.35,5.19,1.55,0.9375
383011922,1066602,Technique Inc Water Street,"Technique, Inc. Water Street",JACKSON,MI,3321,"Metal stampings (except automotive, cans, coins), unfinished, manufacturing",50-99,62,198035,0,8,35,8.08,10.10,8.8,141,1.40,2.41,3.35,5.79,1.81,0.8953
842303815,1005804,DAJ Logistics LLC,"6711 Belvedere Rd, West Palm Beach, FL.33413",BOYNTON BEACH,FL,4922,Delivery Service Transportation,50-99,65,105670,0,17,25,32.18,32.18,6.3,389,7.78,9.59,3.35,4.14,2.22,0.9593
860221312,382571,O'Reilly Auto Parts,3523,INDIO,CA,4413,Automotive Parts and Accessories Retailers,20-49,30,62129,0,5,9,16.10,16.10,9.0,1803,4.15,4.80,3.35,3.87,1.92,0.907
411648500,822158,"Phase Electric, Inc","Phase Electric, Inc",BLOOMINGTON,MN,2382,Electric contracting,50-99,98,175672,0,6,53,6.83,13.66,8.8,2049,1.25,2.04,3.35,5.48,1.45,0.8713
562442146,1064658,Rocky Mountain Window Distributors,RMWDS,EVANSVILLE,WY,2361,"Construction management, residential remodeling",100-249,170,257009,0,6,19,4.67,4.67,3.2,285,0.55,1.39,3.35,8.57,1.17,0.8467
261080630,1413955,Monster Brewing Company LLC,Monster Brewing Company - Longmont,LONGMONT,CO,3121,Ale brewing,100-249,187,328588,0,18,18,10.96,17.04,2.6,223,2.45,3.27,3.35,4.48,2.11,0.9521
881506545,929096,,Park Ridge Healthcare Center,PARK RIDGE,IL,6231,Nursing homes,20-49,43,61922,0,5,25,16.15,19.38,5.0,579,2.52,4.83,3.35,6.40,1.39,0.8642
416005890,352548,St. Louis County,Public Works,DULUTH,MN,9211,,100-249,238,504760,0,21,851,8.32,11.89,50.1,329,1.58,2.48,3.35,5.27,1.96,0.9364
941316611,1409942,,"""Raley's 448-West Sacramento""",WEST SACRAMENTO,CA,4451,Grocery,50-99,75,100669,0,5,24,9.93,11.92,8.0,5288,2.22,2.97,3.35,4.47,2.17,0.9474
863462712,1274193,Magnolia Centers,Lafayette Center,FRANCONIA,NH,6231,Skilled nursing facilities,20-49,49,86626,0,7,199,16.16,16.16,66.3,579,2.52,4.83,3.35,6.41,1.39,0.8675
030290459,427777,"Harrison Concrete Construction, Inc.","Harrison Concrete Construction, Inc.",FAIRFAX,VT,2381,"Foundation, building, poured concrete, contractors",20-49,49,108922,0,5,18,9.18,12.85,18.0,1799,0.00,2.74,3.35,,1.43,0.8104
371830395,1072498,Granges Americas Inc - Salisbury,Granges Americas Inc - Salisbury,SALISBURY,NC,3313,Aluminum sheet made in integrated secondary smelting and flat rolling mills,100-249,160,336510,0,13,41,7.73,8.32,41.0,69,1.88,2.31,3.35,4.11,1.96,0.9643
916031913,948950,PCC Community Markets,PCC Community Markets - Central District,SEATTLE,WA,4451,Grocery stores,50-99,91,161010,0,8,39,9.94,9.94,6.5,5288,2.22,2.97,3.35,4.47,2.17,0.9477
390257950,1413172,Olympus Group Inc,Olympus Group Inc,MILWAUKEE,WI,3231,339999,100-249,208,392088,0,11,1,5.61,5.61,,345,1.32,1.67,3.35,4.26,2.17,0.9544
