staging_model,source_name,raw_table,raw_exists,raw_row_count,raw_bytes
stg_portal_arc_orange_county_op_05390f8d55__records,ripple_raw,PORTAL_ARC_ORANGE_COUNTY_OP_05390F8D55,yes,184,35328
stg_portal_arc_orange_county_op_0dea033879__records,ripple_raw,PORTAL_ARC_ORANGE_COUNTY_OP_0DEA033879,yes,54,8192
stg_portal_arc_orange_county_op_2f4310b675__facilities,ripple_raw,PORTAL_ARC_ORANGE_COUNTY_OP_2F4310B675,yes,31,7168
stg_portal_arc_orange_county_op_41e4e2185f__records,ripple_raw,PORTAL_ARC_ORANGE_COUNTY_OP_41E4E2185F,yes,66,9216
stg_portal_arc_orange_county_op_43a1fe3fbe__records,ripple_raw,PORTAL_ARC_ORANGE_COUNTY_OP_43A1FE3FBE,yes,161,31744
stg_portal_arc_orange_county_op_572f3c6271__facilities,ripple_raw,PORTAL_ARC_ORANGE_COUNTY_OP_572F3C6271,yes,10,4608
stg_portal_arc_orange_county_op_62e4574f5e__facilities,ripple_raw,PORTAL_ARC_ORANGE_COUNTY_OP_62E4574F5E,yes,9,4096
stg_portal_arc_orange_county_op_644fb9535b__places,ripple_raw,PORTAL_ARC_ORANGE_COUNTY_OP_644FB9535B,yes,9,3584
stg_portal_arc_orange_county_op_dd64a3f2b8__facilities,ripple_raw,PORTAL_ARC_ORANGE_COUNTY_OP_DD64A3F2B8,yes,31,6656
stg_portal_arc_tn_data_tennesse_655f6bcc6d__records,ripple_raw,PORTAL_ARC_TN_DATA_TENNESSE_655F6BCC6D,yes,500,122880
stg_portal_arc_tucson_open_data_11050c025b__cases,ripple_raw,PORTAL_ARC_TUCSON_OPEN_DATA_11050C025B,yes,8,29184
stg_portal_arc_tucson_open_data_14c7aa5ccf__places,ripple_raw,PORTAL_ARC_TUCSON_OPEN_DATA_14C7AA5CCF,yes,19,8704
stg_portal_arc_tucson_open_data_32a72d9d1d__places,ripple_raw,PORTAL_ARC_TUCSON_OPEN_DATA_32A72D9D1D,yes,5,4608
stg_portal_arc_tucson_open_data_3a7e0821d1__cases,ripple_raw,PORTAL_ARC_TUCSON_OPEN_DATA_3A7E0821D1,yes,61,47104
stg_portal_arc_tucson_open_data_55d5164315__records,ripple_raw,PORTAL_ARC_TUCSON_OPEN_DATA_55D5164315,yes,60,19968
stg_portal_arc_tucson_open_data_63c0193ff1__cases,ripple_raw,PORTAL_ARC_TUCSON_OPEN_DATA_63C0193FF1,yes,18,36864
stg_portal_arc_tucson_open_data_7468cf46db__cases,ripple_raw,PORTAL_ARC_TUCSON_OPEN_DATA_7468CF46DB,yes,6,9728
stg_portal_arc_tucson_open_data_9e24e86b9a__cases,ripple_raw,PORTAL_ARC_TUCSON_OPEN_DATA_9E24E86B9A,yes,2,11264
stg_portal_arc_tucson_open_data_cdffe1002a__cases,ripple_raw,PORTAL_ARC_TUCSON_OPEN_DATA_CDFFE1002A,yes,43,56832
stg_portal_arc_tucson_open_data_e0edea39be__places,ripple_raw,PORTAL_ARC_TUCSON_OPEN_DATA_E0EDEA39BE,yes,2,4096
stg_portal_arc_tucson_open_data_f0203665dd__places,ripple_raw,PORTAL_ARC_TUCSON_OPEN_DATA_F0203665DD,yes,2,4096
stg_portal_arc_tucson_open_data_f919285f50__cases,ripple_raw,PORTAL_ARC_TUCSON_OPEN_DATA_F919285F50,yes,12,20992
stg_portal_arc_vermont_open_geo_62f10327d4__places,ripple_raw,PORTAL_ARC_VERMONT_OPEN_GEO_62F10327D4,yes,424,72704
stg_portal_arc_vermont_open_geo_9e55d67e2c__places,ripple_raw,PORTAL_ARC_VERMONT_OPEN_GEO_9E55D67E2C,yes,286,60928
stg_portal_arc_vermont_open_geo_de261d6f8c__places,ripple_raw,PORTAL_ARC_VERMONT_OPEN_GEO_DE261D6F8C,yes,286,60928
stg_portal_arc_wake_county_open_4b425fd089__organizations,ripple_raw,PORTAL_ARC_WAKE_COUNTY_OPEN_4B425FD089,yes,2000,677888
stg_portal_arc_wisconsin_open_d_022efd1ae5__records,ripple_raw,PORTAL_ARC_WISCONSIN_OPEN_D_022EFD1AE5,yes,2,4608
stg_portal_arc_wisconsin_open_d_07cf3c3824__providers,ripple_raw,PORTAL_ARC_WISCONSIN_OPEN_D_07CF3C3824,yes,2,4608
stg_portal_arc_wisconsin_open_d_4ebc995c5d__records,ripple_raw,PORTAL_ARC_WISCONSIN_OPEN_D_4EBC995C5D,yes,56,18432
stg_portal_arc_wisconsin_open_d_5206358bdd__records,ripple_raw,PORTAL_ARC_WISCONSIN_OPEN_D_5206358BDD,yes,604,80896
stg_portal_arc_wisconsin_open_d_601e691159__providers,ripple_raw,PORTAL_ARC_WISCONSIN_OPEN_D_601E691159,yes,1,3072
stg_portal_arc_wisconsin_open_d_717f8037eb__records,ripple_raw,PORTAL_ARC_WISCONSIN_OPEN_D_717F8037EB,yes,9,6656
stg_portal_arc_wisconsin_open_d_b2efa24715__records,ripple_raw,PORTAL_ARC_WISCONSIN_OPEN_D_B2EFA24715,yes,14,8192
stg_portal_arc_wisconsin_open_d_cb1509f410__records,ripple_raw,PORTAL_ARC_WISCONSIN_OPEN_D_CB1509F410,yes,42,15360
stg_portal_arc_wisconsin_open_d_d05399642c__records,ripple_raw,PORTAL_ARC_WISCONSIN_OPEN_D_D05399642C,yes,8,6656
stg_portal_cka_analyze_boston_0012b002be__places,ripple_raw,PORTAL_CKA_ANALYZE_BOSTON_0012B002BE,yes,539,148480
stg_portal_cka_analyze_boston_0ced34c7c1__places,ripple_raw,PORTAL_CKA_ANALYZE_BOSTON_0CED34C7C1,yes,13,4096
stg_portal_cka_analyze_boston_0f7b6b1f80__records,ripple_raw,PORTAL_CKA_ANALYZE_BOSTON_0F7B6B1F80,yes,26,3584
stg_portal_cka_analyze_boston_1321cb60b5__places,ripple_raw,PORTAL_CKA_ANALYZE_BOSTON_1321CB60B5,yes,156,15360
stg_portal_cka_analyze_boston_236a5362b9__places,ripple_raw,PORTAL_CKA_ANALYZE_BOSTON_236A5362B9,yes,1,1536
stg_portal_cka_analyze_boston_45e7e21495__places,ripple_raw,PORTAL_CKA_ANALYZE_BOSTON_45E7E21495,yes,1,1536
stg_portal_cka_analyze_boston_4eddc3919b__places,ripple_raw,PORTAL_CKA_ANALYZE_BOSTON_4EDDC3919B,yes,8250,733696
stg_portal_cka_analyze_boston_5288db6955__places,ripple_raw,PORTAL_CKA_ANALYZE_BOSTON_5288DB6955,yes,191,38400
stg_portal_cka_analyze_boston_5ccb249b71__records,ripple_raw,PORTAL_CKA_ANALYZE_BOSTON_5CCB249B71,yes,10000,780800
stg_portal_cka_analyze_boston_5fc2a4d010__records,ripple_raw,PORTAL_CKA_ANALYZE_BOSTON_5FC2A4D010,yes,295,55296
stg_portal_cka_analyze_boston_691c77c209__places,ripple_raw,PORTAL_CKA_ANALYZE_BOSTON_691C77C209,yes,1,14336
stg_portal_cka_analyze_boston_7d75fd803f__records,ripple_raw,PORTAL_CKA_ANALYZE_BOSTON_7D75FD803F,yes,134,17920
stg_portal_cka_analyze_boston_7f82f529e8__records,ripple_raw,PORTAL_CKA_ANALYZE_BOSTON_7F82F529E8,yes,60,18432
stg_portal_cka_analyze_boston_824b1b659e__records,ripple_raw,PORTAL_CKA_ANALYZE_BOSTON_824B1B659E,yes,988,317952
stg_portal_cka_analyze_boston_899bb82358__places,ripple_raw,PORTAL_CKA_ANALYZE_BOSTON_899BB82358,yes,572,51200
stg_portal_cka_analyze_boston_8a02ca5e02__places,ripple_raw,PORTAL_CKA_ANALYZE_BOSTON_8A02CA5E02,yes,1382,141824
stg_portal_cka_analyze_boston_97789ab639__places,ripple_raw,PORTAL_CKA_ANALYZE_BOSTON_97789AB639,yes,52,12288
stg_portal_cka_analyze_boston_99d95f2df0__places,ripple_raw,PORTAL_CKA_ANALYZE_BOSTON_99D95F2DF0,yes,207,16896
stg_portal_cka_analyze_boston_9a0fe05b1b__records,ripple_raw,PORTAL_CKA_ANALYZE_BOSTON_9A0FE05B1B,yes,10000,724992
stg_portal_cka_analyze_boston_9fe0838e9f__places,ripple_raw,PORTAL_CKA_ANALYZE_BOSTON_9FE0838E9F,yes,968,258048
stg_portal_cka_analyze_boston_a4a4828973__places,ripple_raw,PORTAL_CKA_ANALYZE_BOSTON_A4A4828973,yes,10000,1012224
stg_portal_cka_analyze_boston_a6c2b4684a__records,ripple_raw,PORTAL_CKA_ANALYZE_BOSTON_A6C2B4684A,yes,18,4608
stg_portal_cka_analyze_boston_acca0df381__records,ripple_raw,PORTAL_CKA_ANALYZE_BOSTON_ACCA0DF381,yes,3758,186368
stg_portal_cka_analyze_boston_b6c7223760__records,ripple_raw,PORTAL_CKA_ANALYZE_BOSTON_B6C7223760,yes,576,90112
stg_portal_cka_analyze_boston_bbe261accb__places,ripple_raw,PORTAL_CKA_ANALYZE_BOSTON_BBE261ACCB,yes,10000,1076224
stg_portal_cka_analyze_boston_bbe6f0fd04__records,ripple_raw,PORTAL_CKA_ANALYZE_BOSTON_BBE6F0FD04,yes,12,2560
stg_portal_cka_analyze_boston_d5a9ad584e__filings,ripple_raw,PORTAL_CKA_ANALYZE_BOSTON_D5A9AD584E,yes,10000,1061888
stg_portal_cka_analyze_boston_db1aefd5b6__records,ripple_raw,PORTAL_CKA_ANALYZE_BOSTON_DB1AEFD5B6,yes,2634,183808
stg_portal_cka_analyze_boston_db29ec5366__records,ripple_raw,PORTAL_CKA_ANALYZE_BOSTON_DB29EC5366,yes,10000,730624
stg_portal_cka_analyze_boston_dd269d0a1d__places,ripple_raw,PORTAL_CKA_ANALYZE_BOSTON_DD269D0A1D,yes,10000,1135616
stg_portal_cka_analyze_boston_df52d983a2__places,ripple_raw,PORTAL_CKA_ANALYZE_BOSTON_DF52D983A2,yes,208,642560
stg_portal_cka_analyze_boston_e1262d25c2__places,ripple_raw,PORTAL_CKA_ANALYZE_BOSTON_E1262D25C2,yes,35,9216
stg_portal_cka_analyze_boston_e4c004d662__cases,ripple_raw,PORTAL_CKA_ANALYZE_BOSTON_E4C004D662,yes,10000,1149440
stg_portal_cka_analyze_boston_eb235cdc7a__places,ripple_raw,PORTAL_CKA_ANALYZE_BOSTON_EB235CDC7A,yes,1314,90112
stg_portal_cka_analyze_boston_f1b3f76830__places,ripple_raw,PORTAL_CKA_ANALYZE_BOSTON_F1B3F76830,yes,9999,995840
stg_portal_cka_california_open_0ad648012f__records,ripple_raw,PORTAL_CKA_CALIFORNIA_OPEN_0AD648012F,yes,10000,415232
stg_portal_cka_california_open_0bc18bba68__places,ripple_raw,PORTAL_CKA_CALIFORNIA_OPEN_0BC18BBA68,yes,2,2048
stg_portal_cka_california_open_21e0e694b5__places,ripple_raw,PORTAL_CKA_CALIFORNIA_OPEN_21E0E694B5,yes,991,160768
stg_portal_cka_california_open_27dc9c9e51__places,ripple_raw,PORTAL_CKA_CALIFORNIA_OPEN_27DC9C9E51,yes,10000,1147904
stg_portal_cka_california_open_31deeff0a8__places,ripple_raw,PORTAL_CKA_CALIFORNIA_OPEN_31DEEFF0A8,yes,25,4608
stg_portal_cka_california_open_35e42b9770__records,ripple_raw,PORTAL_CKA_CALIFORNIA_OPEN_35E42B9770,yes,10000,1381376
stg_portal_cka_california_open_37c04cba4a__places,ripple_raw,PORTAL_CKA_CALIFORNIA_OPEN_37C04CBA4A,yes,1,1536
stg_portal_cka_california_open_3b70ad4f80__records,ripple_raw,PORTAL_CKA_CALIFORNIA_OPEN_3B70AD4F80,yes,7754,972800
stg_portal_cka_california_open_3ba640aa6e__places,ripple_raw,PORTAL_CKA_CALIFORNIA_OPEN_3BA640AA6E,yes,8,3072
stg_portal_cka_california_open_41b8625438__places,ripple_raw,PORTAL_CKA_CALIFORNIA_OPEN_41B8625438,yes,11,4608
stg_portal_cka_california_open_490b55c81b__records,ripple_raw,PORTAL_CKA_CALIFORNIA_OPEN_490B55C81B,yes,6160,435712
stg_portal_cka_california_open_49d5a45de1__places,ripple_raw,PORTAL_CKA_CALIFORNIA_OPEN_49D5A45DE1,yes,1,1536
stg_portal_cka_california_open_6083f016d2__places,ripple_raw,PORTAL_CKA_CALIFORNIA_OPEN_6083F016D2,yes,1,1536
stg_portal_cka_california_open_6611464444__places,ripple_raw,PORTAL_CKA_CALIFORNIA_OPEN_6611464444,yes,770,69632
stg_portal_cka_california_open_6a4468b24f__places,ripple_raw,PORTAL_CKA_CALIFORNIA_OPEN_6A4468B24F,yes,1,1536
stg_portal_cka_california_open_7f65d27db7__records,ripple_raw,PORTAL_CKA_CALIFORNIA_OPEN_7F65D27DB7,yes,71,10240
stg_portal_cka_california_open_823711435d__places,ripple_raw,PORTAL_CKA_CALIFORNIA_OPEN_823711435D,yes,27,3584
stg_portal_cka_california_open_8c4aa754ce__places,ripple_raw,PORTAL_CKA_CALIFORNIA_OPEN_8C4AA754CE,yes,1,1536
stg_portal_cka_california_open_9c50aef41d__places,ripple_raw,PORTAL_CKA_CALIFORNIA_OPEN_9C50AEF41D,yes,1721,125952
stg_portal_cka_california_open_a5d78a8b63__places,ripple_raw,PORTAL_CKA_CALIFORNIA_OPEN_A5D78A8B63,yes,1326,136192
stg_portal_cka_california_open_ac6c9e2b47__records,ripple_raw,PORTAL_CKA_CALIFORNIA_OPEN_AC6C9E2B47,yes,10000,555008
stg_portal_cka_california_open_b7d3e2c140__places,ripple_raw,PORTAL_CKA_CALIFORNIA_OPEN_B7D3E2C140,yes,41,5120
stg_portal_cka_california_open_c19a7c8625__places,ripple_raw,PORTAL_CKA_CALIFORNIA_OPEN_C19A7C8625,yes,4858,3508224
stg_portal_cka_california_open_c65b641866__records,ripple_raw,PORTAL_CKA_CALIFORNIA_OPEN_C65B641866,yes,10000,584704
stg_portal_cka_california_open_c86733ed60__places,ripple_raw,PORTAL_CKA_CALIFORNIA_OPEN_C86733ED60,yes,10000,1078272
stg_portal_cka_california_open_cb7c3747fc__places,ripple_raw,PORTAL_CKA_CALIFORNIA_OPEN_CB7C3747FC,yes,1513,117760
stg_portal_cka_california_open_e2cdcdbc2c__places,ripple_raw,PORTAL_CKA_CALIFORNIA_OPEN_E2CDCDBC2C,yes,134,11264
stg_portal_cka_california_open_ee216e8506__places,ripple_raw,PORTAL_CKA_CALIFORNIA_OPEN_EE216E8506,yes,4,2048
stg_portal_cka_california_open_f039e82e72__places,ripple_raw,PORTAL_CKA_CALIFORNIA_OPEN_F039E82E72,yes,83,16896
stg_portal_cka_california_open_f406aad424__places,ripple_raw,PORTAL_CKA_CALIFORNIA_OPEN_F406AAD424,yes,10000,814080
stg_portal_cka_california_open_f8f7b5716b__records,ripple_raw,PORTAL_CKA_CALIFORNIA_OPEN_F8F7B5716B,yes,808,18432
stg_portal_cka_houston_open_dat_07c9c99eb1__events,ripple_raw,PORTAL_CKA_HOUSTON_OPEN_DAT_07C9C99EB1,yes,2216,101888
stg_portal_cka_houston_open_dat_092dc52bc1__records,ripple_raw,PORTAL_CKA_HOUSTON_OPEN_DAT_092DC52BC1,yes,3524,344064
stg_portal_cka_houston_open_dat_09fd7e454a__records,ripple_raw,PORTAL_CKA_HOUSTON_OPEN_DAT_09FD7E454A,yes,28,4608
stg_portal_cka_houston_open_dat_0a6665137f__records,ripple_raw,PORTAL_CKA_HOUSTON_OPEN_DAT_0A6665137F,yes,3524,297984
stg_portal_cka_houston_open_dat_1629ef6392__records,ripple_raw,PORTAL_CKA_HOUSTON_OPEN_DAT_1629EF6392,yes,15,4096
stg_portal_cka_houston_open_dat_19cbd263cc__records,ripple_raw,PORTAL_CKA_HOUSTON_OPEN_DAT_19CBD263CC,yes,15,2048
stg_portal_cka_houston_open_dat_2e1926ecb2__records,ripple_raw,PORTAL_CKA_HOUSTON_OPEN_DAT_2E1926ECB2,yes,15,2560
stg_portal_cka_houston_open_dat_399393985d__records,ripple_raw,PORTAL_CKA_HOUSTON_OPEN_DAT_399393985D,yes,15,8704
stg_portal_cka_houston_open_dat_405fbdb44a__records,ripple_raw,PORTAL_CKA_HOUSTON_OPEN_DAT_405FBDB44A,yes,3524,176640
stg_portal_cka_houston_open_dat_442a765041__records,ripple_raw,PORTAL_CKA_HOUSTON_OPEN_DAT_442A765041,yes,3524,62464
stg_portal_cka_houston_open_dat_48b03033d3__records,ripple_raw,PORTAL_CKA_HOUSTON_OPEN_DAT_48B03033D3,yes,31,2560
stg_portal_cka_houston_open_dat_4df426d97d__records,ripple_raw,PORTAL_CKA_HOUSTON_OPEN_DAT_4DF426D97D,yes,3524,139264
stg_portal_cka_houston_open_dat_501ee45dc7__records,ripple_raw,PORTAL_CKA_HOUSTON_OPEN_DAT_501EE45DC7,yes,3524,172544
stg_portal_cka_houston_open_dat_583918009f__records,ripple_raw,PORTAL_CKA_HOUSTON_OPEN_DAT_583918009F,yes,3524,115712
stg_portal_cka_houston_open_dat_5848c85560__records,ripple_raw,PORTAL_CKA_HOUSTON_OPEN_DAT_5848C85560,yes,5060,264192
stg_portal_cka_houston_open_dat_6082321c0c__records,ripple_raw,PORTAL_CKA_HOUSTON_OPEN_DAT_6082321C0C,yes,3524,153088
stg_portal_cka_houston_open_dat_702315b033__records,ripple_raw,PORTAL_CKA_HOUSTON_OPEN_DAT_702315B033,yes,1056,57344
stg_portal_cka_houston_open_dat_76e445329f__records,ripple_raw,PORTAL_CKA_HOUSTON_OPEN_DAT_76E445329F,yes,4308,247296
stg_portal_cka_houston_open_dat_7a8148751c__records,ripple_raw,PORTAL_CKA_HOUSTON_OPEN_DAT_7A8148751C,yes,15,3584
stg_portal_cka_houston_open_dat_95cc6891bd__records,ripple_raw,PORTAL_CKA_HOUSTON_OPEN_DAT_95CC6891BD,yes,3524,98304
stg_portal_cka_houston_open_dat_a4490182ba__places,ripple_raw,PORTAL_CKA_HOUSTON_OPEN_DAT_A4490182BA,yes,10000,1456128
stg_portal_cka_houston_open_dat_aa67e5b416__records,ripple_raw,PORTAL_CKA_HOUSTON_OPEN_DAT_AA67E5B416,yes,15,4608
stg_portal_cka_houston_open_dat_ab35bb6552__places,ripple_raw,PORTAL_CKA_HOUSTON_OPEN_DAT_AB35BB6552,yes,9997,495616
stg_portal_cka_houston_open_dat_aeb065e230__records,ripple_raw,PORTAL_CKA_HOUSTON_OPEN_DAT_AEB065E230,yes,15,4608
stg_portal_cka_houston_open_dat_aefb1b6a56__records,ripple_raw,PORTAL_CKA_HOUSTON_OPEN_DAT_AEFB1B6A56,yes,3524,81408
stg_portal_cka_houston_open_dat_bdf3a70a86__records,ripple_raw,PORTAL_CKA_HOUSTON_OPEN_DAT_BDF3A70A86,yes,15,4096
stg_portal_cka_houston_open_dat_cfdcdf13fd__records,ripple_raw,PORTAL_CKA_HOUSTON_OPEN_DAT_CFDCDF13FD,yes,15,1536
stg_portal_cka_houston_open_dat_ebcdf36b9e__records,ripple_raw,PORTAL_CKA_HOUSTON_OPEN_DAT_EBCDF36B9E,yes,3524,131584
stg_portal_cka_houston_open_dat_f572136326__records,ripple_raw,PORTAL_CKA_HOUSTON_OPEN_DAT_F572136326,yes,15,2048
stg_portal_cka_houston_open_dat_fb1f968c19__records,ripple_raw,PORTAL_CKA_HOUSTON_OPEN_DAT_FB1F968C19,yes,1027,22016
stg_portal_cka_indiana_data_hub_7747efe139__records,ripple_raw,PORTAL_CKA_INDIANA_DATA_HUB_7747EFE139,yes,10000,852480
stg_portal_cka_indiana_data_hub_78f3e49d13__places,ripple_raw,PORTAL_CKA_INDIANA_DATA_HUB_78F3E49D13,yes,4730,219136
stg_portal_cka_indiana_data_hub_83ba6435c2__places,ripple_raw,PORTAL_CKA_INDIANA_DATA_HUB_83BA6435C2,yes,10000,336384
stg_portal_cka_indiana_data_hub_90819d705e__places,ripple_raw,PORTAL_CKA_INDIANA_DATA_HUB_90819D705E,yes,770,16896
stg_portal_cka_indiana_data_hub_90c2a3ca78__places,ripple_raw,PORTAL_CKA_INDIANA_DATA_HUB_90C2A3CA78,yes,784,11776
stg_portal_cka_indiana_data_hub_ba1b037c9e__places,ripple_raw,PORTAL_CKA_INDIANA_DATA_HUB_BA1B037C9E,yes,26,4608
stg_portal_cka_indiana_data_hub_bd531b17f6__places,ripple_raw,PORTAL_CKA_INDIANA_DATA_HUB_BD531B17F6,yes,92,5632
stg_portal_cka_indiana_data_hub_d4dae8d984__places,ripple_raw,PORTAL_CKA_INDIANA_DATA_HUB_D4DAE8D984,yes,10000,287232
stg_portal_cka_indiana_data_hub_fe00d42acc__places,ripple_raw,PORTAL_CKA_INDIANA_DATA_HUB_FE00D42ACC,yes,10000,129024
stg_portal_cka_ireland_national_12f7eae1d9__places,ripple_raw,PORTAL_CKA_IRELAND_NATIONAL_12F7EAE1D9,yes,49,6656
stg_portal_cka_ireland_national_4049d41c91__places,ripple_raw,PORTAL_CKA_IRELAND_NATIONAL_4049D41C91,yes,1,2048
stg_portal_cka_ireland_national_73a82cb256__places,ripple_raw,PORTAL_CKA_IRELAND_NATIONAL_73A82CB256,yes,6,2048
stg_portal_cka_ireland_national_f2efde1a8c__records,ripple_raw,PORTAL_CKA_IRELAND_NATIONAL_F2EFDE1A8C,yes,1206,137728
stg_portal_cka_israel_national_03d9d0d534__places,ripple_raw,PORTAL_CKA_ISRAEL_NATIONAL_03D9D0D534,yes,1439,72704
stg_portal_cka_israel_national_05cd5564c6__records,ripple_raw,PORTAL_CKA_ISRAEL_NATIONAL_05CD5564C6,yes,3810,527872
stg_portal_cka_israel_national_07ec1af377__records,ripple_raw,PORTAL_CKA_ISRAEL_NATIONAL_07EC1AF377,yes,3873,200704
stg_portal_cka_israel_national_12fc0d7b44__places,ripple_raw,PORTAL_CKA_ISRAEL_NATIONAL_12FC0D7B44,yes,1174,119296
stg_portal_cka_israel_national_23ec89fe35__records,ripple_raw,PORTAL_CKA_ISRAEL_NATIONAL_23EC89FE35,yes,364,26624
stg_portal_cka_israel_national_2d69dc52e0__places,ripple_raw,PORTAL_CKA_ISRAEL_NATIONAL_2D69DC52E0,yes,43,7168
stg_portal_cka_israel_national_32cf786f4c__records,ripple_raw,PORTAL_CKA_ISRAEL_NATIONAL_32CF786F4C,yes,7534,771584
stg_portal_cka_israel_national_338ef2b642__records,ripple_raw,PORTAL_CKA_ISRAEL_NATIONAL_338EF2B642,yes,10000,468992
stg_portal_cka_israel_national_44788840fc__records,ripple_raw,PORTAL_CKA_ISRAEL_NATIONAL_44788840FC,yes,2551,96256
stg_portal_cka_israel_national_50096ddb0e__records,ripple_raw,PORTAL_CKA_ISRAEL_NATIONAL_50096DDB0E,yes,10000,705024
stg_portal_cka_israel_national_511b70eb2b__records,ripple_raw,PORTAL_CKA_ISRAEL_NATIONAL_511B70EB2B,yes,10000,269824
stg_portal_cka_israel_national_6272f09a75__places,ripple_raw,PORTAL_CKA_ISRAEL_NATIONAL_6272F09A75,yes,17,3584
stg_portal_cka_israel_national_6c5e40114c__records,ripple_raw,PORTAL_CKA_ISRAEL_NATIONAL_6C5E40114C,yes,10000,444928
stg_portal_cka_israel_national_6fa4de9040__places,ripple_raw,PORTAL_CKA_ISRAEL_NATIONAL_6FA4DE9040,yes,2637,211968
stg_portal_cka_israel_national_7362ebc06f__records,ripple_raw,PORTAL_CKA_ISRAEL_NATIONAL_7362EBC06F,yes,9081,598016
stg_portal_cka_israel_national_964780e58d__records,ripple_raw,PORTAL_CKA_ISRAEL_NATIONAL_964780E58D,yes,17,4608
stg_portal_cka_israel_national_b37ba647d0__records,ripple_raw,PORTAL_CKA_ISRAEL_NATIONAL_B37BA647D0,yes,9000,978944
stg_portal_cka_israel_national_c05e5881a0__places,ripple_raw,PORTAL_CKA_ISRAEL_NATIONAL_C05E5881A0,yes,25,6144
stg_portal_cka_israel_national_c596979f55__places,ripple_raw,PORTAL_CKA_ISRAEL_NATIONAL_C596979F55,yes,231,13824
stg_portal_cka_israel_national_d59087e169__records,ripple_raw,PORTAL_CKA_ISRAEL_NATIONAL_D59087E169,yes,10000,546816
stg_portal_cka_israel_national_da3ca6db5d__records,ripple_raw,PORTAL_CKA_ISRAEL_NATIONAL_DA3CA6DB5D,yes,10000,711680
stg_portal_cka_israel_national_e3d369b05f__places,ripple_raw,PORTAL_CKA_ISRAEL_NATIONAL_E3D369B05F,yes,2297,125952
stg_portal_cka_israel_national_ee52e94997__records,ripple_raw,PORTAL_CKA_ISRAEL_NATIONAL_EE52E94997,yes,864,138240
stg_portal_cka_israel_national_ff540a3c79__places,ripple_raw,PORTAL_CKA_ISRAEL_NATIONAL_FF540A3C79,yes,35,379392
stg_portal_cka_open_data_sa_136d910ad7__places,ripple_raw,PORTAL_CKA_OPEN_DATA_SA_136D910AD7,yes,4,2048
stg_portal_cka_open_data_sa_19461cbd4a__places,ripple_raw,PORTAL_CKA_OPEN_DATA_SA_19461CBD4A,yes,19,2560
stg_portal_cka_open_data_sa_19f13722dd__places,ripple_raw,PORTAL_CKA_OPEN_DATA_SA_19F13722DD,yes,801,29696
stg_portal_cka_open_data_sa_1c37ee3869__places,ripple_raw,PORTAL_CKA_OPEN_DATA_SA_1C37EE3869,yes,8640,864768
stg_portal_cka_open_data_sa_1e2348f9b1__places,ripple_raw,PORTAL_CKA_OPEN_DATA_SA_1E2348F9B1,yes,10000,686080
stg_portal_cka_open_data_sa_1f87a7ae2d__places,ripple_raw,PORTAL_CKA_OPEN_DATA_SA_1F87A7AE2D,yes,8547,568320
stg_portal_cka_open_data_sa_2c667a6fc6__places,ripple_raw,PORTAL_CKA_OPEN_DATA_SA_2C667A6FC6,yes,10000,704512
stg_portal_cka_open_data_sa_2f8287a9cb__places,ripple_raw,PORTAL_CKA_OPEN_DATA_SA_2F8287A9CB,yes,1405,94720
stg_portal_cka_open_data_sa_2fcd3aefd6__places,ripple_raw,PORTAL_CKA_OPEN_DATA_SA_2FCD3AEFD6,yes,1214,80384
stg_portal_cka_open_data_sa_320c4dfdb2__places,ripple_raw,PORTAL_CKA_OPEN_DATA_SA_320C4DFDB2,yes,6,1536
stg_portal_cka_open_data_sa_3769bb8138__places,ripple_raw,PORTAL_CKA_OPEN_DATA_SA_3769BB8138,yes,10,2560
stg_portal_cka_open_data_sa_38df78bd6d__places,ripple_raw,PORTAL_CKA_OPEN_DATA_SA_38DF78BD6D,yes,115,8704
stg_portal_cka_open_data_sa_3b9ccbcfd0__places,ripple_raw,PORTAL_CKA_OPEN_DATA_SA_3B9CCBCFD0,yes,15,2560
stg_portal_cka_open_data_sa_424e5a26f3__places,ripple_raw,PORTAL_CKA_OPEN_DATA_SA_424E5A26F3,yes,3597,162304
stg_portal_cka_open_data_sa_46bf1abbc1__places,ripple_raw,PORTAL_CKA_OPEN_DATA_SA_46BF1ABBC1,yes,1,1536
stg_portal_cka_open_data_sa_581de3800b__places,ripple_raw,PORTAL_CKA_OPEN_DATA_SA_581DE3800B,yes,12,2048
stg_portal_cka_open_data_sa_58b0401c9a__places,ripple_raw,PORTAL_CKA_OPEN_DATA_SA_58B0401C9A,yes,10000,720384
stg_portal_cka_open_data_sa_5b3ce659e5__records,ripple_raw,PORTAL_CKA_OPEN_DATA_SA_5B3CE659E5,yes,108,9728
stg_portal_cka_open_data_sa_61f8b1c981__places,ripple_raw,PORTAL_CKA_OPEN_DATA_SA_61F8B1C981,yes,337,26624
stg_portal_cka_open_data_sa_6891c6fcc4__places,ripple_raw,PORTAL_CKA_OPEN_DATA_SA_6891C6FCC4,yes,12,2560
stg_portal_cka_open_data_sa_68bcb9dda1__places,ripple_raw,PORTAL_CKA_OPEN_DATA_SA_68BCB9DDA1,yes,20,3072
stg_portal_cka_open_data_sa_726064391e__places,ripple_raw,PORTAL_CKA_OPEN_DATA_SA_726064391E,yes,292,35328
stg_portal_cka_open_data_sa_7659b16d25__places,ripple_raw,PORTAL_CKA_OPEN_DATA_SA_7659B16D25,yes,7,2048
