domain,table,column,kind,rows,filled,real,distinct,sentinel,verdict,note,top
HEALTH,HEALTH__FED_CMS_NPPES,PROVIDER_BUSINESS_PRACTICE_LOCATION_ADDRESS_FAX_NUMBER,address,9606683,3506559,3506559,1339375,0,coded place (numbers),"codes, not names -- needs a lookup to become a place","[[""8885882752"", 16237], [""8453434477"", 3391], [""3176149655"", 3391], [""8314280101"", 3391], [""9085982392"", 3391]]"
HEALTH,HEALTH__FED_CMS_NPPES,PROVIDER_BUSINESS_PRACTICE_LOCATION_ADDRESS_TELEPHONE_NUMBER,address,9606683,9258603,9258597,3732697,6,coded place (numbers),"codes, not names -- needs a lookup to become a place","[[""2065205000"", 17398], [""8335992560"", 17241], [""8182416780"", 17226], [""3108560800"", 17220], [""4143842000"", 17220]]"
HEALTH,HEALTH__FED_CMS_NPPES,PROVIDER_FIRST_LINE_BUSINESS_MAILING_ADDRESS,address,9606683,9260500,9260488,3828276,12,text place,,"[[""PO BOX 50095"", 17402], [""850 TOWBIN AVE"", 17243], [""PO BOX 416457"", 17225], [""100 N PACIFIC COAST HWY STE 1400"", 17224], [""27777 INKSTER RD"", 17224]]"
HEALTH,HEALTH__FED_CMS_NPPES,PROVIDER_FIRST_LINE_BUSINESS_PRACTICE_LOCATION_ADDRESS,address,9606683,9260502,9260484,2970929,18,text place,,"[[""400 E PRATT ST FL 8"", 17242], [""100 N PACIFIC COAST HWY STE 1400"", 17224], [""5000 W NATIONAL AVE"", 17224], [""27777 INKSTER RD"", 17224], [""601 E ROLLINS ST"", 17217]]"
HEALTH,HEALTH__FED_CMS_NPPES,PROVIDER_SECOND_LINE_BUSINESS_MAILING_ADDRESS,address,9606683,1270440,1270173,225375,267,text place,,"[[""SUITE 100"", 34590], [""SUITE 200"", 26880], [""SUITE A"", 18542], [""SUITE 300"", 16036], [""SUITE 101"", 16014]]"
HEALTH,HEALTH__FED_CMS_NPPES,PROVIDER_SECOND_LINE_BUSINESS_PRACTICE_LOCATION_ADDRESS,address,9606683,1357492,1357228,245831,264,text place,,"[[""SUITE 100"", 39809], [""SUITE 200"", 31074], [""SUITE A"", 23602], [""SUITE 101"", 20689], [""SUITE B"", 19570]]"
HEALTH,HEALTH__FED_CMS_NPPES,PROVIDER_BUSINESS_MAILING_ADDRESS_CITY_NAME,city,9606683,9260500,9260492,28020,8,text place,,"[[""NEW YORK"", 103256], [""CHICAGO"", 93693], [""LOS ANGELES"", 90514], [""HOUSTON"", 83837], [""LAS VEGAS"", 77333]]"
HEALTH,HEALTH__FED_CMS_NPPES,PROVIDER_BUSINESS_PRACTICE_LOCATION_ADDRESS_CITY_NAME,city,9606683,9260502,9260495,28327,7,text place,,"[[""NEW YORK"", 113866], [""HOUSTON"", 86523], [""LOS ANGELES"", 81983], [""BROOKLYN"", 79505], [""CHICAGO"", 79466]]"
HEALTH,HEALTH__FED_CMS_NPPES,PROVIDER_BUSINESS_MAILING_ADDRESS_COUNTRY_CODE_IF_OUTSIDE_U_S,country,9606683,9260501,9260498,139,3,country code (98%+ US),almost no foreign rows -- weak as a join axis,"[[""US"", 9254031], [""CA"", 2031], [""UM"", 1318], [""DE"", 575], [""JP"", 269]]"
HEALTH,HEALTH__FED_CMS_NPPES,PROVIDER_BUSINESS_PRACTICE_LOCATION_ADDRESS_COUNTRY_CODE_IF_OUTSIDE_U_S,country,9606683,9260504,9260502,143,2,country code (98%+ US),almost no foreign rows -- weak as a join axis,"[[""US"", 9254646], [""MX"", 1283], [""UM"", 912], [""CA"", 799], [""DE"", 735]]"
HEALTH,HEALTH__FED_CMS_NPPES,OTHER_PROVIDER_IDENTIFIER_STATE_1,state,9606683,1454388,1454388,59,0,clean 2-letter state,,"[[""CA"", 109211], [""FL"", 104093], [""TX"", 97857], [""NY"", 91855], [""OH"", 79816]]"
HEALTH,HEALTH__FED_CMS_NPPES,OTHER_PROVIDER_IDENTIFIER_STATE_10,state,9606683,13865,13865,57,0,clean 2-letter state,only 0.1% of rows filled,"[[""PA"", 1495], [""NY"", 1055], [""MA"", 880], [""VA"", 838], [""TX"", 753]]"
HEALTH,HEALTH__FED_CMS_NPPES,OTHER_PROVIDER_IDENTIFIER_STATE_11,state,9606683,10355,10355,58,0,clean 2-letter state,only 0.1% of rows filled,"[[""PA"", 1113], [""NY"", 819], [""VA"", 693], [""TX"", 579], [""MA"", 568]]"
HEALTH,HEALTH__FED_CMS_NPPES,OTHER_PROVIDER_IDENTIFIER_STATE_12,state,9606683,7866,7866,57,0,clean 2-letter state,only 0.1% of rows filled,"[[""PA"", 873], [""NY"", 635], [""VA"", 610], [""MA"", 451], [""TX"", 401]]"
HEALTH,HEALTH__FED_CMS_NPPES,OTHER_PROVIDER_IDENTIFIER_STATE_13,state,9606683,6078,6078,55,0,clean 2-letter state,only 0.1% of rows filled,"[[""PA"", 615], [""VA"", 538], [""NY"", 498], [""MA"", 361], [""AL"", 331]]"
HEALTH,HEALTH__FED_CMS_NPPES,OTHER_PROVIDER_IDENTIFIER_STATE_14,state,9606683,4647,4647,56,0,clean 2-letter state,only 0.0% of rows filled,"[[""VA"", 477], [""PA"", 469], [""NY"", 385], [""MA"", 291], [""AL"", 278]]"
HEALTH,HEALTH__FED_CMS_NPPES,OTHER_PROVIDER_IDENTIFIER_STATE_15,state,9606683,3530,3530,53,0,clean 2-letter state,only 0.0% of rows filled,"[[""PA"", 352], [""VA"", 350], [""NY"", 303], [""AL"", 237], [""MA"", 218]]"
HEALTH,HEALTH__FED_CMS_NPPES,OTHER_PROVIDER_IDENTIFIER_STATE_16,state,9606683,2673,2673,52,0,clean 2-letter state,only 0.0% of rows filled,"[[""PA"", 281], [""VA"", 249], [""NY"", 248], [""AL"", 180], [""MA"", 153]]"
HEALTH,HEALTH__FED_CMS_NPPES,OTHER_PROVIDER_IDENTIFIER_STATE_17,state,9606683,2028,2028,52,0,clean 2-letter state,only 0.0% of rows filled,"[[""PA"", 218], [""VA"", 199], [""NY"", 165], [""AL"", 154], [""MA"", 121]]"
HEALTH,HEALTH__FED_CMS_NPPES,OTHER_PROVIDER_IDENTIFIER_STATE_18,state,9606683,1439,1439,51,0,clean 2-letter state,only 0.0% of rows filled,"[[""PA"", 169], [""VA"", 131], [""AL"", 120], [""NY"", 100], [""TX"", 77]]"
HEALTH,HEALTH__FED_CMS_NPPES,OTHER_PROVIDER_IDENTIFIER_STATE_19,state,9606683,937,937,52,0,clean 2-letter state,only 0.0% of rows filled,"[[""PA"", 139], [""AL"", 107], [""VA"", 74], [""TX"", 66], [""FL"", 44]]"
HEALTH,HEALTH__FED_CMS_NPPES,OTHER_PROVIDER_IDENTIFIER_STATE_2,state,9606683,461620,461620,59,0,clean 2-letter state,only 4.8% of rows filled,"[[""TX"", 41234], [""FL"", 31358], [""CA"", 23215], [""NC"", 21881], [""PA"", 20349]]"
HEALTH,HEALTH__FED_CMS_NPPES,OTHER_PROVIDER_IDENTIFIER_STATE_20,state,9606683,709,709,51,0,clean 2-letter state,only 0.0% of rows filled,"[[""PA"", 130], [""AL"", 85], [""TX"", 48], [""VA"", 38], [""FL"", 33]]"
HEALTH,HEALTH__FED_CMS_NPPES,OTHER_PROVIDER_IDENTIFIER_STATE_21,state,9606683,556,556,50,0,clean 2-letter state,only 0.0% of rows filled,"[[""PA"", 100], [""AL"", 59], [""TX"", 33], [""FL"", 29], [""GA"", 26]]"
HEALTH,HEALTH__FED_CMS_NPPES,OTHER_PROVIDER_IDENTIFIER_STATE_22,state,9606683,456,456,48,0,clean 2-letter state,only 0.0% of rows filled,"[[""PA"", 91], [""AL"", 52], [""TX"", 25], [""FL"", 22], [""GA"", 20]]"
HEALTH,HEALTH__FED_CMS_NPPES,OTHER_PROVIDER_IDENTIFIER_STATE_23,state,9606683,395,395,49,0,clean 2-letter state,only 0.0% of rows filled,"[[""PA"", 69], [""AL"", 46], [""FL"", 25], [""TX"", 20], [""NC"", 18]]"
HEALTH,HEALTH__FED_CMS_NPPES,OTHER_PROVIDER_IDENTIFIER_STATE_24,state,9606683,333,333,49,0,clean 2-letter state,only 0.0% of rows filled,"[[""PA"", 45], [""AL"", 39], [""FL"", 17], [""NC"", 16], [""TX"", 14]]"
HEALTH,HEALTH__FED_CMS_NPPES,OTHER_PROVIDER_IDENTIFIER_STATE_25,state,9606683,291,291,49,0,clean 2-letter state,only 0.0% of rows filled,"[[""PA"", 34], [""AL"", 27], [""FL"", 17], [""GA"", 14], [""NY"", 14]]"
HEALTH,HEALTH__FED_CMS_NPPES,OTHER_PROVIDER_IDENTIFIER_STATE_26,state,9606683,259,259,47,0,clean 2-letter state,only 0.0% of rows filled,"[[""AL"", 31], [""PA"", 30], [""NC"", 16], [""FL"", 14], [""NY"", 10]]"
HEALTH,HEALTH__FED_CMS_NPPES,OTHER_PROVIDER_IDENTIFIER_STATE_27,state,9606683,226,226,45,0,clean 2-letter state,only 0.0% of rows filled,"[[""PA"", 24], [""AL"", 19], [""FL"", 13], [""NC"", 12], [""GA"", 11]]"
HEALTH,HEALTH__FED_CMS_NPPES,OTHER_PROVIDER_IDENTIFIER_STATE_28,state,9606683,199,199,43,0,clean 2-letter state,only 0.0% of rows filled,"[[""PA"", 23], [""AL"", 17], [""NC"", 11], [""FL"", 9], [""NY"", 8]]"
HEALTH,HEALTH__FED_CMS_NPPES,OTHER_PROVIDER_IDENTIFIER_STATE_29,state,9606683,181,181,46,0,clean 2-letter state,only 0.0% of rows filled,"[[""PA"", 19], [""AL"", 17], [""NC"", 11], [""FL"", 9], [""NY"", 8]]"
HEALTH,HEALTH__FED_CMS_NPPES,OTHER_PROVIDER_IDENTIFIER_STATE_3,state,9606683,209787,209787,59,0,clean 2-letter state,only 2.2% of rows filled,"[[""TX"", 19703], [""FL"", 11637], [""PA"", 11284], [""NC"", 9918], [""OH"", 9010]]"
HEALTH,HEALTH__FED_CMS_NPPES,OTHER_PROVIDER_IDENTIFIER_STATE_30,state,9606683,168,168,46,0,clean 2-letter state,only 0.0% of rows filled,"[[""PA"", 19], [""AL"", 13], [""NC"", 10], [""FL"", 9], [""GA"", 8]]"
HEALTH,HEALTH__FED_CMS_NPPES,OTHER_PROVIDER_IDENTIFIER_STATE_31,state,9606683,155,155,43,0,clean 2-letter state,only 0.0% of rows filled,"[[""PA"", 21], [""AL"", 12], [""NC"", 11], [""FL"", 6], [""NY"", 6]]"
HEALTH,HEALTH__FED_CMS_NPPES,OTHER_PROVIDER_IDENTIFIER_STATE_32,state,9606683,142,142,46,0,clean 2-letter state,only 0.0% of rows filled,"[[""AL"", 15], [""PA"", 15], [""NC"", 10], [""GA"", 6], [""KY"", 5]]"
HEALTH,HEALTH__FED_CMS_NPPES,OTHER_PROVIDER_IDENTIFIER_STATE_33,state,9606683,129,129,41,0,clean 2-letter state,only 0.0% of rows filled,"[[""PA"", 14], [""AL"", 13], [""NC"", 9], [""IN"", 6], [""GA"", 6]]"
HEALTH,HEALTH__FED_CMS_NPPES,OTHER_PROVIDER_IDENTIFIER_STATE_34,state,9606683,119,119,39,0,clean 2-letter state,only 0.0% of rows filled,"[[""AL"", 14], [""PA"", 9], [""NC"", 8], [""FL"", 6], [""AK"", 5]]"
HEALTH,HEALTH__FED_CMS_NPPES,OTHER_PROVIDER_IDENTIFIER_STATE_35,state,9606683,108,108,38,0,clean 2-letter state,only 0.0% of rows filled,"[[""PA"", 9], [""NC"", 8], [""AL"", 7], [""NJ"", 6], [""GA"", 6]]"
HEALTH,HEALTH__FED_CMS_NPPES,OTHER_PROVIDER_IDENTIFIER_STATE_36,state,9606683,103,103,40,0,clean 2-letter state,only 0.0% of rows filled,"[[""PA"", 10], [""NC"", 9], [""AL"", 7], [""GA"", 5], [""KS"", 4]]"
HEALTH,HEALTH__FED_CMS_NPPES,OTHER_PROVIDER_IDENTIFIER_STATE_37,state,9606683,93,93,33,0,clean 2-letter state,only 0.0% of rows filled,"[[""PA"", 8], [""NC"", 8], [""AL"", 7], [""NY"", 6], [""MA"", 4]]"
HEALTH,HEALTH__FED_CMS_NPPES,OTHER_PROVIDER_IDENTIFIER_STATE_38,state,9606683,78,78,34,0,clean 2-letter state,only 0.0% of rows filled,"[[""PA"", 8], [""NC"", 8], [""AL"", 6], [""FL"", 4], [""VT"", 3]]"
HEALTH,HEALTH__FED_CMS_NPPES,OTHER_PROVIDER_IDENTIFIER_STATE_39,state,9606683,72,72,33,0,clean 2-letter state,only 0.0% of rows filled,"[[""AL"", 5], [""FL"", 5], [""PA"", 5], [""NC"", 5], [""IN"", 4]]"
HEALTH,HEALTH__FED_CMS_NPPES,OTHER_PROVIDER_IDENTIFIER_STATE_4,state,9606683,113930,113930,59,0,clean 2-letter state,only 1.2% of rows filled,"[[""TX"", 9652], [""PA"", 7185], [""NY"", 5644], [""FL"", 5436], [""OH"", 5151]]"
HEALTH,HEALTH__FED_CMS_NPPES,OTHER_PROVIDER_IDENTIFIER_STATE_40,state,9606683,67,67,32,0,clean 2-letter state,only 0.0% of rows filled,"[[""AL"", 7], [""NC"", 5], [""GA"", 4], [""PA"", 4], [""UT"", 4]]"
HEALTH,HEALTH__FED_CMS_NPPES,OTHER_PROVIDER_IDENTIFIER_STATE_41,state,9606683,61,61,29,0,clean 2-letter state,only 0.0% of rows filled,"[[""AL"", 5], [""NC"", 5], [""PA"", 4], [""KY"", 3], [""MO"", 3]]"
HEALTH,HEALTH__FED_CMS_NPPES,OTHER_PROVIDER_IDENTIFIER_STATE_42,state,9606683,53,53,26,0,clean 2-letter state,only 0.0% of rows filled,"[[""NC"", 7], [""KY"", 5], [""AL"", 4], [""NY"", 3], [""PA"", 3]]"
HEALTH,HEALTH__FED_CMS_NPPES,OTHER_PROVIDER_IDENTIFIER_STATE_43,state,9606683,50,50,29,0,clean 2-letter state,only 0.0% of rows filled,"[[""AL"", 5], [""PA"", 4], [""NC"", 4], [""SC"", 2], [""WA"", 2]]"
HEALTH,HEALTH__FED_CMS_NPPES,OTHER_PROVIDER_IDENTIFIER_STATE_44,state,9606683,47,47,27,0,clean 2-letter state,only 0.0% of rows filled,"[[""AL"", 5], [""NC"", 4], [""OH"", 3], [""MS"", 3], [""TX"", 3]]"
HEALTH,HEALTH__FED_CMS_NPPES,OTHER_PROVIDER_IDENTIFIER_STATE_45,state,9606683,45,45,27,0,clean 2-letter state,only 0.0% of rows filled,"[[""AL"", 6], [""NC"", 4], [""FL"", 4], [""DE"", 3], [""NY"", 2]]"
HEALTH,HEALTH__FED_CMS_NPPES,OTHER_PROVIDER_IDENTIFIER_STATE_46,state,9606683,45,45,25,0,clean 2-letter state,only 0.0% of rows filled,"[[""AL"", 6], [""NC"", 4], [""TX"", 4], [""IL"", 3], [""FL"", 3]]"
HEALTH,HEALTH__FED_CMS_NPPES,OTHER_PROVIDER_IDENTIFIER_STATE_47,state,9606683,35,35,23,0,clean 2-letter state,only 0.0% of rows filled,"[[""NC"", 3], [""AL"", 3], [""TN"", 2], [""NJ"", 2], [""NY"", 2]]"
HEALTH,HEALTH__FED_CMS_NPPES,OTHER_PROVIDER_IDENTIFIER_STATE_48,state,9606683,24,24,19,0,clean 2-letter state,only 0.0% of rows filled,"[[""IN"", 2], [""CO"", 2], [""TX"", 2], [""AL"", 2], [""PA"", 2]]"
HEALTH,HEALTH__FED_CMS_NPPES,OTHER_PROVIDER_IDENTIFIER_STATE_49,state,9606683,20,20,15,0,clean 2-letter state,only 0.0% of rows filled,"[[""PA"", 3], [""CO"", 2], [""AL"", 2], [""GA"", 2], [""MT"", 1]]"
HEALTH,HEALTH__FED_CMS_NPPES,OTHER_PROVIDER_IDENTIFIER_STATE_5,state,9606683,71935,71935,59,0,clean 2-letter state,only 0.7% of rows filled,"[[""PA"", 5371], [""TX"", 5217], [""NY"", 4127], [""MA"", 3641], [""OH"", 3333]]"
HEALTH,HEALTH__FED_CMS_NPPES,OTHER_PROVIDER_IDENTIFIER_STATE_50,state,9606683,16,16,12,0,clean 2-letter state,only 0.0% of rows filled,"[[""RI"", 2], [""SC"", 2], [""FL"", 2], [""DE"", 2], [""HI"", 1]]"
HEALTH,HEALTH__FED_CMS_NPPES,OTHER_PROVIDER_IDENTIFIER_STATE_6,state,9606683,49382,49382,58,0,clean 2-letter state,only 0.5% of rows filled,"[[""PA"", 4133], [""TX"", 3163], [""NY"", 3106], [""MA"", 2882], [""OH"", 2389]]"
HEALTH,HEALTH__FED_CMS_NPPES,OTHER_PROVIDER_IDENTIFIER_STATE_7,state,9606683,35139,35139,58,0,clean 2-letter state,only 0.4% of rows filled,"[[""PA"", 3233], [""NY"", 2371], [""MA"", 2215], [""TX"", 1963], [""OH"", 1716]]"
HEALTH,HEALTH__FED_CMS_NPPES,OTHER_PROVIDER_IDENTIFIER_STATE_8,state,9606683,25583,25583,56,0,clean 2-letter state,only 0.3% of rows filled,"[[""PA"", 2567], [""NY"", 1842], [""MA"", 1526], [""TX"", 1346], [""VA"", 1311]]"
HEALTH,HEALTH__FED_CMS_NPPES,OTHER_PROVIDER_IDENTIFIER_STATE_9,state,9606683,18720,18720,58,0,clean 2-letter state,only 0.2% of rows filled,"[[""PA"", 1915], [""NY"", 1454], [""MA"", 1130], [""VA"", 1024], [""TX"", 978]]"
HEALTH,HEALTH__FED_CMS_NPPES,PROVIDER_BUSINESS_MAILING_ADDRESS_STATE_NAME,state,9606683,9260492,9260453,1166,39,clean 2-letter state,,"[[""CA"", 1170473], [""FL"", 651748], [""NY"", 644369], [""TX"", 598033], [""OH"", 405499]]"
HEALTH,HEALTH__FED_CMS_NPPES,PROVIDER_BUSINESS_PRACTICE_LOCATION_ADDRESS_STATE_NAME,state,9606683,9260496,9260467,1089,29,clean 2-letter state,,"[[""CA"", 1160470], [""NY"", 650496], [""FL"", 641879], [""TX"", 595898], [""OH"", 400777]]"
HEALTH,HEALTH__FED_CMS_NPPES,PROVIDER_LICENSE_NUMBER_STATE_CODE_1,state,9606683,6107277,6105664,61,1613,clean 2-letter state,,"[[""CA"", 671843], [""NY"", 490540], [""TX"", 409087], [""FL"", 408440], [""OH"", 258391]]"
HEALTH,HEALTH__FED_CMS_NPPES,PROVIDER_LICENSE_NUMBER_STATE_CODE_10,state,9606683,4533,4533,54,0,clean 2-letter state,only 0.0% of rows filled,"[[""CA"", 364], [""TX"", 284], [""FL"", 280], [""OH"", 246], [""NY"", 234]]"
HEALTH,HEALTH__FED_CMS_NPPES,PROVIDER_LICENSE_NUMBER_STATE_CODE_11,state,9606683,3376,3373,54,3,clean 2-letter state,only 0.0% of rows filled,"[[""CA"", 245], [""TX"", 213], [""FL"", 210], [""OH"", 204], [""NY"", 163]]"
HEALTH,HEALTH__FED_CMS_NPPES,PROVIDER_LICENSE_NUMBER_STATE_CODE_12,state,9606683,2607,2606,54,1,clean 2-letter state,only 0.0% of rows filled,"[[""CA"", 187], [""TX"", 153], [""FL"", 147], [""OH"", 144], [""NY"", 125]]"
HEALTH,HEALTH__FED_CMS_NPPES,PROVIDER_LICENSE_NUMBER_STATE_CODE_13,state,9606683,2008,2007,54,1,clean 2-letter state,only 0.0% of rows filled,"[[""OH"", 137], [""CA"", 135], [""TX"", 116], [""FL"", 110], [""NY"", 102]]"
HEALTH,HEALTH__FED_CMS_NPPES,PROVIDER_LICENSE_NUMBER_STATE_CODE_14,state,9606683,1580,1579,54,1,clean 2-letter state,only 0.0% of rows filled,"[[""OH"", 122], [""CA"", 99], [""TX"", 85], [""FL"", 72], [""NY"", 72]]"
HEALTH,HEALTH__FED_CMS_NPPES,PROVIDER_LICENSE_NUMBER_STATE_CODE_15,state,9606683,1237,1237,53,0,clean 2-letter state,only 0.0% of rows filled,"[[""OH"", 102], [""FL"", 85], [""CA"", 80], [""TX"", 72], [""NY"", 57]]"
HEALTH,HEALTH__FED_CMS_NPPES,PROVIDER_LICENSE_NUMBER_STATE_CODE_2,state,9606683,1272481,1272231,61,250,clean 2-letter state,,"[[""CA"", 123419], [""TX"", 83776], [""FL"", 81919], [""NY"", 78138], [""OH"", 53100]]"
HEALTH,HEALTH__FED_CMS_NPPES,PROVIDER_LICENSE_NUMBER_STATE_CODE_3,state,9606683,355239,355176,59,63,clean 2-letter state,only 3.7% of rows filled,"[[""CA"", 33927], [""FL"", 23528], [""TX"", 23371], [""NY"", 18295], [""OH"", 14298]]"
HEALTH,HEALTH__FED_CMS_NPPES,PROVIDER_LICENSE_NUMBER_STATE_CODE_4,state,9606683,113238,113214,58,24,clean 2-letter state,only 1.2% of rows filled,"[[""CA"", 10662], [""TX"", 8031], [""FL"", 7334], [""NY"", 5428], [""OH"", 4312]]"
HEALTH,HEALTH__FED_CMS_NPPES,PROVIDER_LICENSE_NUMBER_STATE_CODE_5,state,9606683,46036,46022,57,14,clean 2-letter state,only 0.5% of rows filled,"[[""CA"", 4100], [""FL"", 3042], [""TX"", 3020], [""NY"", 2200], [""NV"", 2108]]"
HEALTH,HEALTH__FED_CMS_NPPES,PROVIDER_LICENSE_NUMBER_STATE_CODE_6,state,9606683,23011,23003,56,8,clean 2-letter state,only 0.2% of rows filled,"[[""CA"", 2025], [""FL"", 1633], [""TX"", 1578], [""NY"", 1200], [""OH"", 988]]"
HEALTH,HEALTH__FED_CMS_NPPES,PROVIDER_LICENSE_NUMBER_STATE_CODE_7,state,9606683,13629,13626,57,3,clean 2-letter state,only 0.1% of rows filled,"[[""CA"", 1134], [""TX"", 966], [""FL"", 948], [""NY"", 717], [""NC"", 595]]"
HEALTH,HEALTH__FED_CMS_NPPES,PROVIDER_LICENSE_NUMBER_STATE_CODE_8,state,9606683,9055,9052,56,3,clean 2-letter state,only 0.1% of rows filled,"[[""CA"", 756], [""FL"", 608], [""TX"", 567], [""NY"", 449], [""NC"", 438]]"
HEALTH,HEALTH__FED_CMS_NPPES,PROVIDER_LICENSE_NUMBER_STATE_CODE_9,state,9606683,6275,6274,54,1,clean 2-letter state,only 0.1% of rows filled,"[[""CA"", 479], [""FL"", 414], [""TX"", 409], [""NY"", 329], [""OH"", 320]]"
HEALTH,HEALTH__FED_CMS_NPPES,PROVIDER_BUSINESS_MAILING_ADDRESS_POSTAL_CODE,zip,9606683,9260491,9260374,3216563,117,clean ZIP,,"[[""981455095"", 17402], [""087015928"", 17243], [""022155400"", 17242], [""022416457"", 17225], [""902455602"", 17224]]"
HEALTH,HEALTH__FED_CMS_NPPES,PROVIDER_BUSINESS_PRACTICE_LOCATION_ADDRESS_POSTAL_CODE,zip,9606683,9260482,9260371,2079881,111,clean ZIP,,"[[""212023180"", 17242], [""902455602"", 17224], [""532950001"", 17224], [""483345310"", 17224], [""328031248"", 17217]]"
HEALTH,HEALTH__FED_CMS_NURSING_HOME,ADDRESS,address,14700,14700,14700,14755,0,text place,,"[[""1001 EAST PELLS STREET"", 109], [""7012 LAKE ROAD"", 109], [""1425 MCFARLAND AVE"", 109], [""1502  FREDERICK ROAD"", 109], [""111 PERRYMONT ROAD"", 109]]"
HEALTH,HEALTH__FED_CMS_NURSING_HOME,CITY,city,14700,14700,14700,5113,0,text place,,"[[""CINCINNATI"", 114], [""RICHMOND"", 110], [""PAXTON"", 109], [""HOUSTON"", 109], [""ALBUQUERQUE"", 109]]"
HEALTH,HEALTH__FED_CMS_NURSING_HOME,LATITUDE,coordinates,14700,14700,14700,13960,0,clean coordinate,,"[[""40.4591"", 109], [""44.9067"", 109], [""34.9673"", 109], [""39.2685"", 109], [""40.5564"", 109]]"
HEALTH,HEALTH__FED_CMS_NURSING_HOME,LONGITUDE,coordinates,14700,14700,14700,10618,0,clean coordinate,,"[[""-88.084"", 109], [""-92.964"", 109], [""-85.296"", 109], [""-76.748"", 109], [""-80.039"", 109]]"
HEALTH,HEALTH__FED_CMS_NURSING_HOME,LONG_STAY_QM_RATING,coordinates,14700,14144,14144,5,0,clean coordinate,,"[[""5"", 6294], [""4"", 3073], [""3"", 1871], [""2"", 1819], [""1"", 1087]]"
HEALTH,HEALTH__FED_CMS_NURSING_HOME,COUNTY_PARISH,county,14700,14700,14700,1712,0,county name,,"[[""LOS ANGELES"", 369], [""COOK"", 204], [""MONTGOMERY"", 188], [""JEFFERSON"", 185], [""WASHINGTON"", 139]]"
HEALTH,HEALTH__FED_CMS_NURSING_HOME,PROVIDER_SSA_COUNTY_CODE,county,14700,14700,14383,302,317,county code,,"[[""200"", 505], [""010"", 344], [""020"", 318], [""000"", 317], [""170"", 297]]"
HEALTH,HEALTH__FED_CMS_NURSING_HOME,LOCATION,facility_site,14700,14700,14700,14859,0,text place,,"[[""1001 EAST PELLS STREET,PAXTON,IL,60957"", 109], [""7012 LAKE ROAD,WOODBURY,MN,55125"", 109], [""1425 MCFARLAND AVE,ROSSVILLE,GA,30741"", 109], [""1502  FREDERICK ROAD,CATONSVILLE,MD,21228"", 109], [""111 P"
HEALTH,HEALTH__FED_CMS_NURSING_HOME,COUNTY_FIPS,fips,14700,0,0,0,0,empty,no real values (blank or sentinel only),[]
HEALTH,HEALTH__FED_CMS_NURSING_HOME,URBAN,metro,14700,14700,14700,2,0,text place,,"[[""Y"", 10688], [""N"", 4012]]"
HEALTH,HEALTH__FED_CMS_NURSING_HOME,STATE,state,14700,14700,14700,53,0,clean 2-letter state,,"[[""TX"", 1176], [""CA"", 1164], [""OH"", 921], [""FL"", 694], [""IL"", 667]]"
HEALTH,HEALTH__FED_CMS_NURSING_HOME,ZIP_CODE,zip,14700,14700,14700,9229,0,clean ZIP,,"[[""60957"", 109], [""55125"", 109], [""30741"", 109], [""21228"", 109], [""15237"", 109]]"
HEALTH,HEALTH__FED_CMS_NURSING_HOME_DEFICIENCIES,PROVIDER_ADDRESS,address,418479,418479,418479,14720,0,text place,,"[[""610 DUTCHMAN'S LANE"", 1249], [""12023 LAKEWOOD BLVD."", 1208], [""9109 LIBERTY ROAD"", 1206], [""600 E WASHINGTON AVENUE"", 1192], [""3330 WILKENS AVENUE"", 1192]]"
HEALTH,HEALTH__FED_CMS_NURSING_HOME_DEFICIENCIES,CITY_TOWN,city,418479,418479,418479,5099,0,text place,,"[[""LOS ANGELES"", 6104], [""CHICAGO"", 4738], [""BALTIMORE"", 3115], [""SAN ANTONIO"", 2962], [""LONG BEACH"", 2523]]"
HEALTH,HEALTH__FED_CMS_NURSING_HOME_DEFICIENCIES,LOCATION,facility_site,418479,418479,418479,14790,0,text place,,"[[""610 DUTCHMAN'S LANE,EASTON,MD,21601"", 1249], [""12023 LAKEWOOD BLVD.,DOWNEY,CA,90242"", 1208], [""9109 LIBERTY ROAD,RANDALLSTOWN,MD,21133"", 1206], [""600 E WASHINGTON AVENUE,SANTA ANA,CA,92701"", 1192],"
HEALTH,HEALTH__FED_CMS_NURSING_HOME_DEFICIENCIES,STATE,state,418479,418479,418479,53,0,clean 2-letter state,,"[[""CA"", 57877], [""TX"", 31959], [""OH"", 28409], [""IL"", 25144], [""PA"", 20704]]"
HEALTH,HEALTH__FED_CMS_NURSING_HOME_DEFICIENCIES,ZIP_CODE,zip,418479,418479,418479,9193,0,clean ZIP,,"[[""90404"", 1469], [""53223"", 1321], [""21204"", 1270], [""04401"", 1251], [""21133"", 1236]]"
HEALTH,HEALTH__FED_CMS_NURSING_HOME_FIRE_DEFICIENCIES,PROVIDER_ADDRESS,address,200030,200030,200030,13990,0,text place,,"[[""200 WEAVER AVENUE"", 1269], [""1017 GEORGE WASHINGTON HIGHWAY NORTH"", 1263], [""4 RIDGEWOOD PARKWAY"", 1256], [""1600 JOHN ROLFE PARKWAY"", 1253], [""290 COMMONS PARKWAY"", 1250]]"
