domain,table,column,kind,description,dtype
HEALTH,HEALTH__FED_CMS_MEDICARE_PROVIDER,RNDRNG_PRVDR_STATE_FIPS,fips,FIPS / GEOID census code,TEXT
HEALTH,HEALTH__FED_CMS_MEDICARE_PROVIDER,RNDRNG_PRVDR_RUCA,metro,metro / CBSA / MSA area,TEXT
HEALTH,HEALTH__FED_CMS_MEDICARE_PROVIDER,RNDRNG_PRVDR_RUCA_DESC,metro,metro / CBSA / MSA area,TEXT
HEALTH,HEALTH__FED_CMS_MEDICARE_PROVIDER,RNDRNG_PRVDR_STATE_ABRVTN,state,state name or 2-letter code,TEXT
HEALTH,HEALTH__FED_CMS_MEDICARE_PROVIDER,RNDRNG_PRVDR_ZIP5,zip,ZIP / postal code,TEXT
HEALTH,HEALTH__FED_CMS_NPPES,PROVIDER_BUSINESS_MAILING_ADDRESS_FAX_NUMBER,address,street / mailing address,TEXT
HEALTH,HEALTH__FED_CMS_NPPES,PROVIDER_BUSINESS_MAILING_ADDRESS_TELEPHONE_NUMBER,address,street / mailing address,TEXT
HEALTH,HEALTH__FED_CMS_NPPES,PROVIDER_BUSINESS_PRACTICE_LOCATION_ADDRESS_FAX_NUMBER,address,street / mailing address,TEXT
HEALTH,HEALTH__FED_CMS_NPPES,PROVIDER_BUSINESS_PRACTICE_LOCATION_ADDRESS_TELEPHONE_NUMBER,address,street / mailing address,TEXT
HEALTH,HEALTH__FED_CMS_NPPES,PROVIDER_FIRST_LINE_BUSINESS_MAILING_ADDRESS,address,street / mailing address,TEXT
HEALTH,HEALTH__FED_CMS_NPPES,PROVIDER_FIRST_LINE_BUSINESS_PRACTICE_LOCATION_ADDRESS,address,street / mailing address,TEXT
HEALTH,HEALTH__FED_CMS_NPPES,PROVIDER_SECOND_LINE_BUSINESS_MAILING_ADDRESS,address,street / mailing address,TEXT
HEALTH,HEALTH__FED_CMS_NPPES,PROVIDER_SECOND_LINE_BUSINESS_PRACTICE_LOCATION_ADDRESS,address,street / mailing address,TEXT
HEALTH,HEALTH__FED_CMS_NPPES,PROVIDER_BUSINESS_MAILING_ADDRESS_CITY_NAME,city,city / town / municipality,TEXT
HEALTH,HEALTH__FED_CMS_NPPES,PROVIDER_BUSINESS_PRACTICE_LOCATION_ADDRESS_CITY_NAME,city,city / town / municipality,TEXT
HEALTH,HEALTH__FED_CMS_NPPES,PROVIDER_BUSINESS_MAILING_ADDRESS_COUNTRY_CODE_IF_OUTSIDE_U_S,country,country name / ISO code,TEXT
HEALTH,HEALTH__FED_CMS_NPPES,PROVIDER_BUSINESS_PRACTICE_LOCATION_ADDRESS_COUNTRY_CODE_IF_OUTSIDE_U_S,country,country name / ISO code,TEXT
HEALTH,HEALTH__FED_CMS_NPPES,OTHER_PROVIDER_IDENTIFIER_STATE_1,state,state name or 2-letter code,TEXT
HEALTH,HEALTH__FED_CMS_NPPES,OTHER_PROVIDER_IDENTIFIER_STATE_10,state,state name or 2-letter code,TEXT
HEALTH,HEALTH__FED_CMS_NPPES,OTHER_PROVIDER_IDENTIFIER_STATE_11,state,state name or 2-letter code,TEXT
HEALTH,HEALTH__FED_CMS_NPPES,OTHER_PROVIDER_IDENTIFIER_STATE_12,state,state name or 2-letter code,TEXT
HEALTH,HEALTH__FED_CMS_NPPES,OTHER_PROVIDER_IDENTIFIER_STATE_13,state,state name or 2-letter code,TEXT
HEALTH,HEALTH__FED_CMS_NPPES,OTHER_PROVIDER_IDENTIFIER_STATE_14,state,state name or 2-letter code,TEXT
HEALTH,HEALTH__FED_CMS_NPPES,OTHER_PROVIDER_IDENTIFIER_STATE_15,state,state name or 2-letter code,TEXT
HEALTH,HEALTH__FED_CMS_NPPES,OTHER_PROVIDER_IDENTIFIER_STATE_16,state,state name or 2-letter code,TEXT
HEALTH,HEALTH__FED_CMS_NPPES,OTHER_PROVIDER_IDENTIFIER_STATE_17,state,state name or 2-letter code,TEXT
HEALTH,HEALTH__FED_CMS_NPPES,OTHER_PROVIDER_IDENTIFIER_STATE_18,state,state name or 2-letter code,TEXT
HEALTH,HEALTH__FED_CMS_NPPES,OTHER_PROVIDER_IDENTIFIER_STATE_19,state,state name or 2-letter code,TEXT
HEALTH,HEALTH__FED_CMS_NPPES,OTHER_PROVIDER_IDENTIFIER_STATE_2,state,state name or 2-letter code,TEXT
HEALTH,HEALTH__FED_CMS_NPPES,OTHER_PROVIDER_IDENTIFIER_STATE_20,state,state name or 2-letter code,TEXT
HEALTH,HEALTH__FED_CMS_NPPES,OTHER_PROVIDER_IDENTIFIER_STATE_21,state,state name or 2-letter code,TEXT
HEALTH,HEALTH__FED_CMS_NPPES,OTHER_PROVIDER_IDENTIFIER_STATE_22,state,state name or 2-letter code,TEXT
HEALTH,HEALTH__FED_CMS_NPPES,OTHER_PROVIDER_IDENTIFIER_STATE_23,state,state name or 2-letter code,TEXT
HEALTH,HEALTH__FED_CMS_NPPES,OTHER_PROVIDER_IDENTIFIER_STATE_24,state,state name or 2-letter code,TEXT
HEALTH,HEALTH__FED_CMS_NPPES,OTHER_PROVIDER_IDENTIFIER_STATE_25,state,state name or 2-letter code,TEXT
HEALTH,HEALTH__FED_CMS_NPPES,OTHER_PROVIDER_IDENTIFIER_STATE_26,state,state name or 2-letter code,TEXT
HEALTH,HEALTH__FED_CMS_NPPES,OTHER_PROVIDER_IDENTIFIER_STATE_27,state,state name or 2-letter code,TEXT
HEALTH,HEALTH__FED_CMS_NPPES,OTHER_PROVIDER_IDENTIFIER_STATE_28,state,state name or 2-letter code,TEXT
HEALTH,HEALTH__FED_CMS_NPPES,OTHER_PROVIDER_IDENTIFIER_STATE_29,state,state name or 2-letter code,TEXT
HEALTH,HEALTH__FED_CMS_NPPES,OTHER_PROVIDER_IDENTIFIER_STATE_3,state,state name or 2-letter code,TEXT
HEALTH,HEALTH__FED_CMS_NPPES,OTHER_PROVIDER_IDENTIFIER_STATE_30,state,state name or 2-letter code,TEXT
HEALTH,HEALTH__FED_CMS_NPPES,OTHER_PROVIDER_IDENTIFIER_STATE_31,state,state name or 2-letter code,TEXT
HEALTH,HEALTH__FED_CMS_NPPES,OTHER_PROVIDER_IDENTIFIER_STATE_32,state,state name or 2-letter code,TEXT
HEALTH,HEALTH__FED_CMS_NPPES,OTHER_PROVIDER_IDENTIFIER_STATE_33,state,state name or 2-letter code,TEXT
HEALTH,HEALTH__FED_CMS_NPPES,OTHER_PROVIDER_IDENTIFIER_STATE_34,state,state name or 2-letter code,TEXT
HEALTH,HEALTH__FED_CMS_NPPES,OTHER_PROVIDER_IDENTIFIER_STATE_35,state,state name or 2-letter code,TEXT
HEALTH,HEALTH__FED_CMS_NPPES,OTHER_PROVIDER_IDENTIFIER_STATE_36,state,state name or 2-letter code,TEXT
HEALTH,HEALTH__FED_CMS_NPPES,OTHER_PROVIDER_IDENTIFIER_STATE_37,state,state name or 2-letter code,TEXT
HEALTH,HEALTH__FED_CMS_NPPES,OTHER_PROVIDER_IDENTIFIER_STATE_38,state,state name or 2-letter code,TEXT
HEALTH,HEALTH__FED_CMS_NPPES,OTHER_PROVIDER_IDENTIFIER_STATE_39,state,state name or 2-letter code,TEXT
HEALTH,HEALTH__FED_CMS_NPPES,OTHER_PROVIDER_IDENTIFIER_STATE_4,state,state name or 2-letter code,TEXT
HEALTH,HEALTH__FED_CMS_NPPES,OTHER_PROVIDER_IDENTIFIER_STATE_40,state,state name or 2-letter code,TEXT
HEALTH,HEALTH__FED_CMS_NPPES,OTHER_PROVIDER_IDENTIFIER_STATE_41,state,state name or 2-letter code,TEXT
HEALTH,HEALTH__FED_CMS_NPPES,OTHER_PROVIDER_IDENTIFIER_STATE_42,state,state name or 2-letter code,TEXT
HEALTH,HEALTH__FED_CMS_NPPES,OTHER_PROVIDER_IDENTIFIER_STATE_43,state,state name or 2-letter code,TEXT
HEALTH,HEALTH__FED_CMS_NPPES,OTHER_PROVIDER_IDENTIFIER_STATE_44,state,state name or 2-letter code,TEXT
HEALTH,HEALTH__FED_CMS_NPPES,OTHER_PROVIDER_IDENTIFIER_STATE_45,state,state name or 2-letter code,TEXT
HEALTH,HEALTH__FED_CMS_NPPES,OTHER_PROVIDER_IDENTIFIER_STATE_46,state,state name or 2-letter code,TEXT
HEALTH,HEALTH__FED_CMS_NPPES,OTHER_PROVIDER_IDENTIFIER_STATE_47,state,state name or 2-letter code,TEXT
HEALTH,HEALTH__FED_CMS_NPPES,OTHER_PROVIDER_IDENTIFIER_STATE_48,state,state name or 2-letter code,TEXT
HEALTH,HEALTH__FED_CMS_NPPES,OTHER_PROVIDER_IDENTIFIER_STATE_49,state,state name or 2-letter code,TEXT
HEALTH,HEALTH__FED_CMS_NPPES,OTHER_PROVIDER_IDENTIFIER_STATE_5,state,state name or 2-letter code,TEXT
HEALTH,HEALTH__FED_CMS_NPPES,OTHER_PROVIDER_IDENTIFIER_STATE_50,state,state name or 2-letter code,TEXT
HEALTH,HEALTH__FED_CMS_NPPES,OTHER_PROVIDER_IDENTIFIER_STATE_6,state,state name or 2-letter code,TEXT
HEALTH,HEALTH__FED_CMS_NPPES,OTHER_PROVIDER_IDENTIFIER_STATE_7,state,state name or 2-letter code,TEXT
HEALTH,HEALTH__FED_CMS_NPPES,OTHER_PROVIDER_IDENTIFIER_STATE_8,state,state name or 2-letter code,TEXT
HEALTH,HEALTH__FED_CMS_NPPES,OTHER_PROVIDER_IDENTIFIER_STATE_9,state,state name or 2-letter code,TEXT
HEALTH,HEALTH__FED_CMS_NPPES,PROVIDER_BUSINESS_MAILING_ADDRESS_STATE_NAME,state,state name or 2-letter code,TEXT
HEALTH,HEALTH__FED_CMS_NPPES,PROVIDER_BUSINESS_PRACTICE_LOCATION_ADDRESS_STATE_NAME,state,state name or 2-letter code,TEXT
HEALTH,HEALTH__FED_CMS_NPPES,PROVIDER_LICENSE_NUMBER_STATE_CODE_1,state,state name or 2-letter code,TEXT
HEALTH,HEALTH__FED_CMS_NPPES,PROVIDER_LICENSE_NUMBER_STATE_CODE_10,state,state name or 2-letter code,TEXT
HEALTH,HEALTH__FED_CMS_NPPES,PROVIDER_LICENSE_NUMBER_STATE_CODE_11,state,state name or 2-letter code,TEXT
HEALTH,HEALTH__FED_CMS_NPPES,PROVIDER_LICENSE_NUMBER_STATE_CODE_12,state,state name or 2-letter code,TEXT
HEALTH,HEALTH__FED_CMS_NPPES,PROVIDER_LICENSE_NUMBER_STATE_CODE_13,state,state name or 2-letter code,TEXT
HEALTH,HEALTH__FED_CMS_NPPES,PROVIDER_LICENSE_NUMBER_STATE_CODE_14,state,state name or 2-letter code,TEXT
HEALTH,HEALTH__FED_CMS_NPPES,PROVIDER_LICENSE_NUMBER_STATE_CODE_15,state,state name or 2-letter code,TEXT
HEALTH,HEALTH__FED_CMS_NPPES,PROVIDER_LICENSE_NUMBER_STATE_CODE_2,state,state name or 2-letter code,TEXT
HEALTH,HEALTH__FED_CMS_NPPES,PROVIDER_LICENSE_NUMBER_STATE_CODE_3,state,state name or 2-letter code,TEXT
HEALTH,HEALTH__FED_CMS_NPPES,PROVIDER_LICENSE_NUMBER_STATE_CODE_4,state,state name or 2-letter code,TEXT
HEALTH,HEALTH__FED_CMS_NPPES,PROVIDER_LICENSE_NUMBER_STATE_CODE_5,state,state name or 2-letter code,TEXT
HEALTH,HEALTH__FED_CMS_NPPES,PROVIDER_LICENSE_NUMBER_STATE_CODE_6,state,state name or 2-letter code,TEXT
HEALTH,HEALTH__FED_CMS_NPPES,PROVIDER_LICENSE_NUMBER_STATE_CODE_7,state,state name or 2-letter code,TEXT
HEALTH,HEALTH__FED_CMS_NPPES,PROVIDER_LICENSE_NUMBER_STATE_CODE_8,state,state name or 2-letter code,TEXT
HEALTH,HEALTH__FED_CMS_NPPES,PROVIDER_LICENSE_NUMBER_STATE_CODE_9,state,state name or 2-letter code,TEXT
HEALTH,HEALTH__FED_CMS_NPPES,PROVIDER_BUSINESS_MAILING_ADDRESS_POSTAL_CODE,zip,ZIP / postal code,TEXT
HEALTH,HEALTH__FED_CMS_NPPES,PROVIDER_BUSINESS_PRACTICE_LOCATION_ADDRESS_POSTAL_CODE,zip,ZIP / postal code,TEXT
HEALTH,HEALTH__FED_CMS_NURSING_HOME,ADDRESS,address,street / mailing address,TEXT
HEALTH,HEALTH__FED_CMS_NURSING_HOME,CITY,city,city / town / municipality,TEXT
HEALTH,HEALTH__FED_CMS_NURSING_HOME,LATITUDE,coordinates,latitude / longitude point,FLOAT
HEALTH,HEALTH__FED_CMS_NURSING_HOME,LONGITUDE,coordinates,latitude / longitude point,FLOAT
HEALTH,HEALTH__FED_CMS_NURSING_HOME,LONG_STAY_QM_RATING,coordinates,latitude / longitude point,NUMBER
HEALTH,HEALTH__FED_CMS_NURSING_HOME,COUNTY_PARISH,county,county name or code,TEXT
HEALTH,HEALTH__FED_CMS_NURSING_HOME,PROVIDER_SSA_COUNTY_CODE,county,county name or code,TEXT
HEALTH,HEALTH__FED_CMS_NURSING_HOME,LOCATION,facility_site,site / location / place name,TEXT
HEALTH,HEALTH__FED_CMS_NURSING_HOME,COUNTY_FIPS,fips,FIPS / GEOID census code,TEXT
HEALTH,HEALTH__FED_CMS_NURSING_HOME,URBAN,metro,metro / CBSA / MSA area,TEXT
HEALTH,HEALTH__FED_CMS_NURSING_HOME,STATE,state,state name or 2-letter code,TEXT
HEALTH,HEALTH__FED_CMS_NURSING_HOME,ZIP_CODE,zip,ZIP / postal code,TEXT
HEALTH,HEALTH__FED_CMS_NURSING_HOME_DEFICIENCIES,PROVIDER_ADDRESS,address,street / mailing address,TEXT
HEALTH,HEALTH__FED_CMS_NURSING_HOME_DEFICIENCIES,CITY_TOWN,city,city / town / municipality,TEXT
HEALTH,HEALTH__FED_CMS_NURSING_HOME_DEFICIENCIES,LOCATION,facility_site,site / location / place name,TEXT
HEALTH,HEALTH__FED_CMS_NURSING_HOME_DEFICIENCIES,STATE,state,state name or 2-letter code,TEXT
HEALTH,HEALTH__FED_CMS_NURSING_HOME_DEFICIENCIES,ZIP_CODE,zip,ZIP / postal code,TEXT
HEALTH,HEALTH__FED_CMS_NURSING_HOME_FIRE_DEFICIENCIES,PROVIDER_ADDRESS,address,street / mailing address,TEXT
HEALTH,HEALTH__FED_CMS_NURSING_HOME_FIRE_DEFICIENCIES,CITY_TOWN,city,city / town / municipality,TEXT
HEALTH,HEALTH__FED_CMS_NURSING_HOME_FIRE_DEFICIENCIES,LOCATION,facility_site,site / location / place name,TEXT
HEALTH,HEALTH__FED_CMS_NURSING_HOME_FIRE_DEFICIENCIES,STATE,state,state name or 2-letter code,TEXT
HEALTH,HEALTH__FED_CMS_NURSING_HOME_FIRE_DEFICIENCIES,ZIP_CODE,zip,ZIP / postal code,TEXT
HEALTH,HEALTH__FED_CMS_NURSING_HOME_PENALTIES,PROVIDER_ADDRESS,address,street / mailing address,TEXT
HEALTH,HEALTH__FED_CMS_NURSING_HOME_PENALTIES,CITY_TOWN,city,city / town / municipality,TEXT
HEALTH,HEALTH__FED_CMS_NURSING_HOME_PENALTIES,LOCATION,facility_site,site / location / place name,TEXT
HEALTH,HEALTH__FED_CMS_NURSING_HOME_PENALTIES,STATE,state,state name or 2-letter code,TEXT
HEALTH,HEALTH__FED_CMS_NURSING_HOME_PENALTIES,ZIP_CODE,zip,ZIP / postal code,TEXT
HEALTH,HEALTH__FED_CMS_OPEN_PAYMENTS,RECIPIENT_CITY,city,city / town / municipality,TEXT
HEALTH,HEALTH__FED_CMS_OPEN_PAYMENTS,APPLICABLE_MANUFACTURER_OR_APPLICABLE_GPO_MAKING_PAYMENT_STATE,state,state name or 2-letter code,TEXT
HEALTH,HEALTH__FED_CMS_OPEN_PAYMENTS,RECIPIENT_STATE,state,state name or 2-letter code,TEXT
HEALTH,HEALTH__FED_CMS_OPEN_PAYMENTS,RECIPIENT_ZIP_CODE,zip,ZIP / postal code,TEXT
HEALTH,HEALTH__FED_CMS_OPEN_PAYMENTS_2022,RECIPIENT_CITY,city,city / town / municipality,TEXT
HEALTH,HEALTH__FED_CMS_OPEN_PAYMENTS_2022,APPLICABLE_MANUFACTURER_OR_APPLICABLE_GPO_MAKING_PAYMENT_STATE,state,state name or 2-letter code,TEXT
HEALTH,HEALTH__FED_CMS_OPEN_PAYMENTS_2022,RECIPIENT_STATE,state,state name or 2-letter code,TEXT
HEALTH,HEALTH__FED_CMS_OPEN_PAYMENTS_2022,RECIPIENT_ZIP_CODE,zip,ZIP / postal code,TEXT
HEALTH,HEALTH__FED_CMS_OPEN_PAYMENTS_2023,RECIPIENT_CITY,city,city / town / municipality,TEXT
HEALTH,HEALTH__FED_CMS_OPEN_PAYMENTS_2023,APPLICABLE_MANUFACTURER_OR_APPLICABLE_GPO_MAKING_PAYMENT_STATE,state,state name or 2-letter code,TEXT
HEALTH,HEALTH__FED_CMS_OPEN_PAYMENTS_2023,RECIPIENT_STATE,state,state name or 2-letter code,TEXT
HEALTH,HEALTH__FED_CMS_OPEN_PAYMENTS_2023,RECIPIENT_ZIP_CODE,zip,ZIP / postal code,TEXT
HEALTH,HEALTH__FED_CMS_OPEN_PAYMENTS_PROFILE_SUPPLEMENT,ADDRESS_LINE_1,address,street / mailing address,TEXT
HEALTH,HEALTH__FED_CMS_OPEN_PAYMENTS_PROFILE_SUPPLEMENT,ADDRESS_LINE_2,address,street / mailing address,TEXT
HEALTH,HEALTH__FED_CMS_OPEN_PAYMENTS_PROFILE_SUPPLEMENT,CITY,city,city / town / municipality,TEXT
HEALTH,HEALTH__FED_CMS_OPEN_PAYMENTS_PROFILE_SUPPLEMENT,COUNTRY_NAME,country,country name / ISO code,TEXT
HEALTH,HEALTH__FED_CMS_OPEN_PAYMENTS_PROFILE_SUPPLEMENT,LICENSE_STATE_CODE_1,state,state name or 2-letter code,TEXT
HEALTH,HEALTH__FED_CMS_OPEN_PAYMENTS_PROFILE_SUPPLEMENT,LICENSE_STATE_CODE_2,state,state name or 2-letter code,TEXT
HEALTH,HEALTH__FED_CMS_OPEN_PAYMENTS_PROFILE_SUPPLEMENT,LICENSE_STATE_CODE_3,state,state name or 2-letter code,TEXT
HEALTH,HEALTH__FED_CMS_OPEN_PAYMENTS_PROFILE_SUPPLEMENT,LICENSE_STATE_CODE_4,state,state name or 2-letter code,TEXT
HEALTH,HEALTH__FED_CMS_OPEN_PAYMENTS_PROFILE_SUPPLEMENT,LICENSE_STATE_CODE_5,state,state name or 2-letter code,TEXT
HEALTH,HEALTH__FED_CMS_OPEN_PAYMENTS_PROFILE_SUPPLEMENT,PROVINCE_NAME,state,state name or 2-letter code,TEXT
HEALTH,HEALTH__FED_CMS_OPEN_PAYMENTS_PROFILE_SUPPLEMENT,STATE,state,state name or 2-letter code,TEXT
HEALTH,HEALTH__FED_CMS_OPEN_PAYMENTS_PROFILE_SUPPLEMENT,ZIPCODE,zip,ZIP / postal code,TEXT
HEALTH,HEALTH__FED_CMS_OPIOID_TREATMENT_PROGRAM_PROVIDERS,ADDRESS_LINE_1,address,street / mailing address,TEXT
HEALTH,HEALTH__FED_CMS_OPIOID_TREATMENT_PROGRAM_PROVIDERS,ADDRESS_LINE_2,address,street / mailing address,TEXT
HEALTH,HEALTH__FED_CMS_OPIOID_TREATMENT_PROGRAM_PROVIDERS,CITY,city,city / town / municipality,TEXT
HEALTH,HEALTH__FED_CMS_OPIOID_TREATMENT_PROGRAM_PROVIDERS,STATE,state,state name or 2-letter code,TEXT
HEALTH,HEALTH__FED_CMS_OPIOID_TREATMENT_PROGRAM_PROVIDERS,ZIP,zip,ZIP / postal code,TEXT
HEALTH,HEALTH__FED_CMS_OPT_OUT_AFFIDAVITS,FIRST_LINE_STREET_ADDRESS,address,street / mailing address,TEXT
HEALTH,HEALTH__FED_CMS_OPT_OUT_AFFIDAVITS,SECOND_LINE_STREET_ADDRESS,address,street / mailing address,TEXT
HEALTH,HEALTH__FED_CMS_OPT_OUT_AFFIDAVITS,CITY_NAME,city,city / town / municipality,TEXT
HEALTH,HEALTH__FED_CMS_OPT_OUT_AFFIDAVITS,STATE_CODE,state,state name or 2-letter code,TEXT
HEALTH,HEALTH__FED_CMS_OPT_OUT_AFFIDAVITS,ZIP_CODE,zip,ZIP / postal code,TEXT
HEALTH,HEALTH__FED_CMS_PARTD_PRESCRIBERS,PRESCRIBER_CITY,city,city / town / municipality,TEXT
HEALTH,HEALTH__FED_CMS_PARTD_PRESCRIBERS,PRESCRIBER_STATE_FIPS,fips,FIPS / GEOID census code,TEXT
HEALTH,HEALTH__FED_CMS_PARTD_PRESCRIBERS,PRESCRIBER_STATE,state,state name or 2-letter code,TEXT
HEALTH,HEALTH__FED_CMS_PART_D_PRESCRIBERS,PRSCRBR_CITY,city,city / town / municipality,TEXT
HEALTH,HEALTH__FED_CMS_PART_D_PRESCRIBERS,PRSCRBR_CNTRY,country,country name / ISO code,TEXT
HEALTH,HEALTH__FED_CMS_PART_D_PRESCRIBERS,PRSCRBR_STATE_FIPS,fips,FIPS / GEOID census code,TEXT
HEALTH,HEALTH__FED_CMS_PART_D_PRESCRIBERS,PRSCRBR_RUCA,metro,metro / CBSA / MSA area,TEXT
HEALTH,HEALTH__FED_CMS_PART_D_PRESCRIBERS,PRSCRBR_RUCA_DESC,metro,metro / CBSA / MSA area,TEXT
HEALTH,HEALTH__FED_CMS_PART_D_PRESCRIBERS,PRSCRBR_STATE_ABRVTN,state,state name or 2-letter code,TEXT
HEALTH,HEALTH__FED_CMS_PART_D_PRESCRIBERS,PRSCRBR_ZIP5,zip,ZIP / postal code,TEXT
HEALTH,HEALTH__FED_CMS_POS_OTHER,CITY_NAME,city,city / town / municipality,TEXT
HEALTH,HEALTH__FED_CMS_POS_OTHER,SSA_CNTY_CD,county,county name or code,NUMBER
HEALTH,HEALTH__FED_CMS_POS_OTHER,FIPS_CNTY_CD,fips,FIPS / GEOID census code,NUMBER
HEALTH,HEALTH__FED_CMS_POS_OTHER,FIPS_STATE_CD,fips,FIPS / GEOID census code,TEXT
HEALTH,HEALTH__FED_CMS_POS_OTHER,CBSA_CD,metro,metro / CBSA / MSA area,TEXT
HEALTH,HEALTH__FED_CMS_POS_OTHER,CBSA_URBN_RRL_IND,metro,metro / CBSA / MSA area,TEXT
HEALTH,HEALTH__FED_CMS_POS_OTHER,SSA_STATE_CD,state,state name or 2-letter code,TEXT
HEALTH,HEALTH__FED_CMS_POS_OTHER,STATE_CD,state,state name or 2-letter code,TEXT
HEALTH,HEALTH__FED_CMS_POS_OTHER,STATE_RGN_CD,state,state name or 2-letter code,TEXT
HEALTH,HEALTH__FED_CMS_POS_OTHER,ZIP_CD,zip,ZIP / postal code,TEXT
HEALTH,HEALTH__FED_CMS_QUALITY_PAYMENT_PROGRAM_EXPERIENCE,PRACTICE_STATE_OR_US_TERRITORY,state,state name or 2-letter code,TEXT
HEALTH,HEALTH__FED_CMS_RURAL_HEALTH_CLINIC_ENROLLMENTS,ADDRESS_LINE_1,address,street / mailing address,TEXT
HEALTH,HEALTH__FED_CMS_RURAL_HEALTH_CLINIC_ENROLLMENTS,ADDRESS_LINE_2,address,street / mailing address,TEXT
HEALTH,HEALTH__FED_CMS_RURAL_HEALTH_CLINIC_ENROLLMENTS,CITY,city,city / town / municipality,TEXT
HEALTH,HEALTH__FED_CMS_RURAL_HEALTH_CLINIC_ENROLLMENTS,ENROLLMENT_STATE,state,state name or 2-letter code,TEXT
HEALTH,HEALTH__FED_CMS_RURAL_HEALTH_CLINIC_ENROLLMENTS,INCORPORATION_STATE,state,state name or 2-letter code,TEXT
HEALTH,HEALTH__FED_CMS_RURAL_HEALTH_CLINIC_ENROLLMENTS,STATE,state,state name or 2-letter code,TEXT
HEALTH,HEALTH__FED_CMS_RURAL_HEALTH_CLINIC_ENROLLMENTS,ZIP_CODE,zip,ZIP / postal code,TEXT
HEALTH,HEALTH__FED_CMS_SKILLED_NURSING_FACILITY_ENROLLMENTS,ADDRESS_LINE_1,address,street / mailing address,TEXT
HEALTH,HEALTH__FED_CMS_SKILLED_NURSING_FACILITY_ENROLLMENTS,ADDRESS_LINE_2,address,street / mailing address,TEXT
HEALTH,HEALTH__FED_CMS_SKILLED_NURSING_FACILITY_ENROLLMENTS,CITY,city,city / town / municipality,TEXT
HEALTH,HEALTH__FED_CMS_SKILLED_NURSING_FACILITY_ENROLLMENTS,ENROLLMENT_STATE,state,state name or 2-letter code,TEXT
HEALTH,HEALTH__FED_CMS_SKILLED_NURSING_FACILITY_ENROLLMENTS,INCORPORATION_STATE,state,state name or 2-letter code,TEXT
HEALTH,HEALTH__FED_CMS_SKILLED_NURSING_FACILITY_ENROLLMENTS,STATE,state,state name or 2-letter code,TEXT
HEALTH,HEALTH__FED_CMS_SKILLED_NURSING_FACILITY_ENROLLMENTS,ZIP_CODE,zip,ZIP / postal code,TEXT
HEALTH,HEALTH__FED_DEA_ARCOS,BUYER_CITY,city,city / town / municipality,TEXT
HEALTH,HEALTH__FED_DEA_ARCOS,REPORTER_CITY,city,city / town / municipality,TEXT
HEALTH,HEALTH__FED_DEA_ARCOS,BUYER_COUNTY,county,county name or code,TEXT
HEALTH,HEALTH__FED_DEA_ARCOS,REPORTER_COUNTY,county,county name or code,TEXT
HEALTH,HEALTH__FED_DEA_ARCOS,BUYER_STATE,state,state name or 2-letter code,TEXT
HEALTH,HEALTH__FED_DEA_ARCOS,REPORTER_STATE,state,state name or 2-letter code,TEXT
HEALTH,HEALTH__FED_DEA_ARCOS,BUYER_ZIP,zip,ZIP / postal code,TEXT
HEALTH,HEALTH__FED_DEA_ARCOS,REPORTER_ZIP,zip,ZIP / postal code,TEXT
HEALTH,HEALTH__FED_FDA_DEVICE_510K,ADDRESS_1,address,street / mailing address,TEXT
HEALTH,HEALTH__FED_FDA_DEVICE_510K,ADDRESS_2,address,street / mailing address,TEXT
HEALTH,HEALTH__FED_FDA_DEVICE_510K,CITY,city,city / town / municipality,TEXT
HEALTH,HEALTH__FED_FDA_DEVICE_510K,COUNTRY_CODE,country,country name / ISO code,TEXT
HEALTH,HEALTH__FED_FDA_DEVICE_510K,STATE,state,state name or 2-letter code,TEXT
HEALTH,HEALTH__FED_FDA_DEVICE_510K,POSTAL_CODE,zip,ZIP / postal code,TEXT
HEALTH,HEALTH__FED_FDA_DEVICE_510K,ZIP_CODE,zip,ZIP / postal code,TEXT
HEALTH,HEALTH__FED_FDA_DEVICE_ENFORCEMENT,ADDRESS_1,address,street / mailing address,TEXT
HEALTH,HEALTH__FED_FDA_DEVICE_ENFORCEMENT,ADDRESS_2,address,street / mailing address,TEXT
HEALTH,HEALTH__FED_FDA_DEVICE_ENFORCEMENT,CITY,city,city / town / municipality,TEXT
HEALTH,HEALTH__FED_FDA_DEVICE_ENFORCEMENT,COUNTRY,country,country name / ISO code,TEXT
HEALTH,HEALTH__FED_FDA_DEVICE_ENFORCEMENT,STATE,state,state name or 2-letter code,TEXT
HEALTH,HEALTH__FED_FDA_DEVICE_ENFORCEMENT,POSTAL_CODE,zip,ZIP / postal code,TEXT
HEALTH,HEALTH__FED_FDA_DEVICE_PMA,STREET_1,address,street / mailing address,TEXT
HEALTH,HEALTH__FED_FDA_DEVICE_PMA,STREET_2,address,street / mailing address,TEXT
HEALTH,HEALTH__FED_FDA_DEVICE_PMA,CITY,city,city / town / municipality,TEXT
HEALTH,HEALTH__FED_FDA_DEVICE_PMA,STATE,state,state name or 2-letter code,TEXT
HEALTH,HEALTH__FED_FDA_DEVICE_PMA,ZIP,zip,ZIP / postal code,TEXT
HEALTH,HEALTH__FED_FDA_DEVICE_PMA,ZIP_EXT,zip,ZIP / postal code,TEXT
HEALTH,HEALTH__FED_FDA_DRUG_ENFORCEMENT,ADDRESS_1,address,street / mailing address,TEXT
