company,lists,domain,schema,table,col,rows,distinct,sample
FEDEX,contracts lobbying,labor,LABOR,LABOR__FED_OSHA_ITA_CASE_DETAIL_2025,ESTABLISHMENT_NAME,15,2,FEDEX FREIGHT GO AR FXFE-GO | FEDEX CORPORATE HQ
FEDEX,contracts lobbying,labor,LABOR,LABOR__FED_OSHA_ITA_300A_SUMMARY_2025,COMPANY_NAME,557,3,"FEDEX FREIGHT | FEDEX EXPRESS | FEDEX SUPPLY CHAIN DISTRIBUTION SYSTEM, INC."
FEDEX,contracts lobbying,labor,LABOR,LABOR__FED_OSHA_ITA_300A_SUMMARY_2025,ESTABLISHMENT_NAME,703,703,FEDEX 4441 PRODUCE RD | FEDEX 1797 NE EXPRESSWAY | FEDEX 5301 LINCOLN WAY WEST | FEDEX 1892 ANFIELD ROAD | FEDEX 1875 MARIN ST | FEDEX 430 CLARENCE
FEDEX,contracts lobbying,labor,LABOR,LABOR__FED_OSHA_ITA_300A_SUMMARY_2023,COMPANY_NAME,2017,14,"FEDEX SUPPLY CHAIN | FEDEX OFFFICE AND PRINT SERVICES, INC | FEDEX OFFICE AND PRINT SERVICES, INC | FEDEX EXPRESS | FEDEX OFFICE AND PRINT SERVICE INC | FEDEX OFFICE PRINT SERVICE, INC"
FEDEX,contracts lobbying,labor,LABOR,LABOR__FED_OSHA_ITA_300A_SUMMARY_2023,ESTABLISHMENT_NAME,835,835,FEDEX SUPPLY CHAIN  WEGMAN PA | FEDEX 590 BROADWAY | FEDEX 1449 AIRPORT ROAD | FEDEX 2205 W HWY 520 | FEDEX 7820 29TH AVE NE | FEDEX 4 LAKELAND PARK DR
FEDEX,contracts lobbying,labor,LABOR,LABOR__FED_OSHA_ITA_300A_SUMMARY_2024,COMPANY_NAME,519,2,FEDEX SUPPLY CHAIN | FEDEX FREIGHT
FEDEX,contracts lobbying,labor,LABOR,LABOR__FED_OSHA_ITA_300A_SUMMARY_2024,ESTABLISHMENT_NAME,1462,1462,FEDEX 2001 W HOWARD LANE | FEDEX 351 W 12800 SOUTH | FEDEX ZLUF G LUFKIN 759 | FEDEX ZSAT G SOUTH ATLANTA   HD 3307 | FEDEX ZNBI G NORTH BILLERICA   HD 3020 | FEDEX ZESC G ESCANABA 498
FEDEX,contracts lobbying,labor,LABOR,LABOR__FED_DOL_OLMS,UNION_NAME,3,1,FEDEX PILOTS ASSOCIATION
FEDEX,contracts lobbying,labor,LABOR,LABOR__FED_DOL_OLMS,UNIT_NAME,193,3,FEDEX MASTER EXECUTIVE COUNCIL | FEDEX | FEDEX LOCAL EXECUTIVE COUNCIL
FEDEX,contracts lobbying,labor,LABOR,LABOR__FED_OSHA_ITA_CASE_DETAIL_2024,COMPANY_NAME,2239,2,FEDEX SUPPLY CHAIN | FEDEX FREIGHT
FEDEX,contracts lobbying,labor,LABOR,LABOR__FED_OSHA_ITA_CASE_DETAIL_2024,ESTABLISHMENT_NAME,18185,1160,FEDEX 120 N RIVER RD | FEDEX 3001 N AIRFIELD DR | FEDEX W GODDARD SVC DRIVE | FEDEX 600 CORPORATE CT | FEDEX 4475 N 43RD AVE | FEDEX ZDES G DES MOINES 503
FEDEX,contracts lobbying,labor,LABOR,LABOR__FED_OSHA_ITA_CASE_DETAIL_2023,ESTABLISHMENT_NAME,5667,348,FEDEX 5025 TUGGLE RD | FEDEX 5700 S PORTLAND AVE | FEDEX 500 COMMERCE | FEDEX 3834 W 1580 N | FEDEX 14545 HEATHROW FOREST PKWY | FEDEX 6098 FRONT STREET
FEDEX,contracts lobbying,labor,LABOR,LABOR__FED_OSHA_ITA_CASE_DETAIL_2023,COMPANY_NAME,26217,5,FEDEX GROUND | FEDEX EXPRESS | FEDEX SERVICES | FEDEX FREIGHT | FEDEX SUPPLY CHAIN
FEDEX,contracts lobbying,money,ECONOMICS,ECONOMICS__XC_WIKIPEDIA_LARGEST_US_COMPANIES,NAME,1,1,FEDEX
FEDEX,contracts lobbying,money,FINANCE,FINANCE__FED_NCUA_FEDERALLY_INSURED_CU_LIST,CREDIT_UNION_NAME,1,1,FEDEX EMPLOYEES CREDIT ASSOCIATION
FEDEX,contracts lobbying,money,FINANCE,FINANCE__FED_NCUA_CALL_REPORTS_FOICU,CU_NAME,1,1,FEDEX EMPLOYEES CREDIT ASSOCIATION
FEDEX,contracts lobbying,money,FINANCE,FINANCE__FED_SEC_DERA_SUB_2024Q1,NAME,1,1,FEDEX CORP
FEDEX,contracts lobbying,money,FINANCE,FINANCE__FED_SEC_DERA_SUB_2026Q1,NAME,1,1,FEDEX CORP
FEDEX,contracts lobbying,money,FINANCE,FINANCE__FED_SEC_DERA_SUB_2025Q1,NAME,1,1,FEDEX CORP
FEDEX,contracts lobbying,money,FINANCE,FINANCE__FED_SEC_DERA_SUB_2025Q4,NAME,1,1,FEDEX CORP
FEDEX,contracts lobbying,money,FINANCE,FINANCE__FED_FHFA_FHLB_MEMBERSHIP,MEMBER_NAME,1,1,FEDEX EMPLOYEES CREDIT ASSOCIATION FCU
FEDEX,contracts lobbying,money,FINANCE,FINANCE__FED_SEC_DERA_SUB_2024Q4,NAME,1,1,FEDEX CORP
FEDEX,contracts lobbying,money,FINANCE,FINANCE__FED_SEC_DERA_SUB_2025Q3,NAME,2,1,FEDEX CORP
FEDEX,contracts lobbying,money,FINANCE,FINANCE__FED_SEC_DERA_SUB_2024Q3,NAME,2,1,FEDEX CORP
FEDEX,contracts lobbying,money,FINANCE,FINANCE__FED_SEC_EDGAR_COMPANY_TICKERS_EXCHANGE,COMPANY_NAME,2,2,"FEDEX FREIGHT HOLDING COMPANY, INC. | FEDEX CORP"
FEDEX,contracts lobbying,money,ECONOMICS,ECONOMICS__FED_DOL_FORM5500,SPONS_DFE_DBA_NAME,1,1,FEDEX
FEDEX,contracts lobbying,money,PROCUREMENT,PROCUREMENT__FED_USASPENDING_BULK,RECIPIENT_PARENT_NAME,28,1,FEDEX CORP
FEDEX,contracts lobbying,money,PROCUREMENT,PROCUREMENT__FED_USASPENDING_BULK,RECIPIENT_NAME_RAW,3,1,"FEDEX CUSTOM CRITICAL, INC."
FEDEX,contracts lobbying,money,PROCUREMENT,PROCUREMENT__FED_USASPENDING_BULK,RECIPIENT_DOING_BUSINESS_AS_NAME,10,1,FEDEX
FEDEX,contracts lobbying,money,PROCUREMENT,PROCUREMENT__FED_USASPENDING_BULK,RECIPIENT_PARENT_NAME_RAW,3,1,FEDEX CORPORATION
FEDEX,contracts lobbying,money,PROCUREMENT,PROCUREMENT__FED_USASPENDING_BULK,RECIPIENT_NAME,3,1,FEDEX CUSTOM CRITICAL INC
FEDEX,contracts lobbying,money,FINANCE,FINANCE__FED_SEC_EDGAR_FINANCIALS,NAME,8,1,FEDEX CORP
FEDEX,contracts lobbying,money,ECONOMICS,ECONOMICS__FED_IRS_527_ORGS,ORG_NAME,10,9,FEDEX MINNESOTA STATE FUND | FEDEX CORPORATION MINNESOTA STATE FUND | FEDEX ARKANSAS STATE PAC | FEDEX CORPORATION MASSACHUSETTS STATE POLITICAL ACTION COMMITTEE | FEDEX CORPORATION RHODE ISLAND STATE POLITICAL ACTION CMTE | FEDEX CORPORATION NEW YORK STATE POLITICAL ACTION COMMITTEE
FEDEX,contracts lobbying,money,FINANCE,FINANCE__FED_EPA_ICIS_FEC_CASE_ENFORCEMENT_CONCLUSION_FACILITIES,FACILITY_NAME,36,13,"FEDEX TRADE NETWORKS | FEDEX TRADE NETWORKS TRANSPORT & BROKERAGE, INC. | FEDEX LOGISTICS INC | FEDEX FREIGHT EAST INC. | FEDEX FREIGHT EAST | FEDEX GROUND"
FEDEX,contracts lobbying,money,FINANCE,FINANCE__FED_PCAOB_FORM_AP_FILINGS,ISSUER_NAME,10,2,"FEDEX CORPORATION | FEDEX FREIGHT HOLDING COMPANY, INC."
FEDEX,contracts lobbying,money,FINANCE,FINANCE__FED_EPA_ICIS_FEC_CASE_FACILITIES,FACILITY_NAME,60,14,"FEDEX FREIGHT ALT | FEDEX BEVERAGE WAREHOUSE | FEDEX GROUND | FEDEX FREIGHT EAST INC. | FEDEX TRADE NETWORKS TRANSPORT & BROKERAGE, INC. | FEDEX FREIGHT INC"
FEDEX,contracts lobbying,money,FINANCE,FINANCE__FED_EPA_ICIS_FEC_ICIS_FEC_EPA_INSPECTIONS,FACILITY_NAME,95,41,FEDEX TRADE NETWORKS | FEDEX EXPRESS | FEDEX FREIGHT JKM | FEDEX EXPRESS CORPORATION | FEDEX FREIGHT POR | FEDEX EXPRESS MKCA
FEDEX,contracts lobbying,money,FINANCE,FINANCE__FED_FEC_COMMITTEE_TO_CANDIDATE,NAME,63,7,FEDEX OFFICE - NV | FEDEX OFFICE PRINT AND SHIP | FEDEX OFFICE PRINT & SHIP CENTER | FEDEX | FEDEX CORPORATION | FEDEX OFFICE
FEDEX,contracts lobbying,money,ECONOMICS,ECONOMICS__FED_IRS_PUB78_ELIGIBLE_DONEES,LEGAL_NAME,2,2,FEDEX PILOTS CHARITABLE FUND | FEDEX PILOTS WIVES ASSOCIATION INC.
FEDEX,contracts lobbying,money,FINANCE,FINANCE__FED_SEC_INSIDER_SUBMISSION,ISSUER_NAME,426,1,FEDEX CORP
FEDEX,contracts lobbying,money,ECONOMICS,ECONOMICS__FED_SBA_LOANS,BORROWER_NAME,14,10,FEDEX GROUND LLC | FEDEX GROUND ROUTE | FEDEX MORTGAGE CORPORATION | FEDEX GROUND | FEDEX GROUND PACKAGE SYSTEM | FEDEX ROUTE N.H
FEDEX,contracts lobbying,money,ECONOMICS,ECONOMICS__FED_DOL_OSHA_INSPECTIONS,ESTAB_NAME,1223,164,"FEDEX GROUND PACKAGE SYSTEMS, INC. | FEDEX INCORPORATED | FEDEX SUPPLY CHAIN, INC. | FEDEX GROUND PACKAGING SYSTEMS | FEDEX GROUND PACKAGE SYSTEM INC | FEDEX SHIPPING"
FEDEX,contracts lobbying,money,ECONOMICS,ECONOMICS__FED_IRS_990_EFILE_INDEX,TAXPAYER_NAME,22,4,FEDEX PILOTS CHARITABLE FUND | FEDEX PILOTS POST-MEDICARE RETIREE PREMIUM REIMBURSEMENT PLAN | FEDEX PILOTS WIVES ASSOCIATION INC | FEDEX PILOTS' WIVES ASSOCIATION
FEDEX,contracts lobbying,money,ECONOMICS,ECONOMICS__FED_USASPENDING_CONTRACTS,RECIPIENT_NAME,62,4,"FEDEX CORP | FEDEX FREIGHT EAST, INC | FEDEX CUSTOM CRITICAL INC | FEDEX SUPPLY CHAIN DISTRIBUTION SYSTEM, INC."
FEDEX,contracts lobbying,money,ECONOMICS,ECONOMICS__FED_USASPENDING_CONTRACTS,RECIPIENT_DOING_BUSINESS_AS_NAME,833,1,FEDEX
FEDEX,contracts lobbying,money,ECONOMICS,ECONOMICS__FED_USASPENDING_CONTRACTS,RECIPIENT_PARENT_NAME,2224,1,FEDEX CORP
FEDEX,contracts lobbying,money,FINANCE,FINANCE__FED_IRS527_SCHEDULE_B_EXPENDITURES,RECIPIENT_NAME,6290,24,FEDEX OFFICE PRINT   SHIP CENTER | FEDEX CORP. | FEDEX KINKOS DENVER | FEDEX-KINKOS | FEDEX OFFICE  | FEDEX
FEDEX,contracts lobbying,money,FINANCE,FINANCE__FED_IRS527_SCHEDULE_A_CONTRIBUTIONS,CONTRIBUTOR_NAME,247,8,FEDEX CORPORATION PAC FEDEX PAC | FEDEX OFFICE | FEDEX PAC | FEDEX CORPORATION | FEDEX CORPORATION PAC | FEDEX CORPORATION POLITICAL ACTION COMMITTEE FEDEX
FEDEX,contracts lobbying,money,ECONOMICS,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL,RECIPIENT_PARENT_NAME,13512,3,"FEDEX CORP | FEDEX EXPRESS | FEDEX SUPPLY CHAIN DISTRIBUTION SYSTEM, INC."
FEDEX,contracts lobbying,money,ECONOMICS,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL,RECIPIENT_NAME_RAW,1757,21,"FEDEX FREIGHT WEST, INC | FEDEX TRUCKLOAD BROKERAGE, INC. | FEDEX OFFICE AND PRINT SERVICES, INC. | FEDEX GROUND PACKAGE SYSTEM, INC. | FEDEX EXPRESS | FEDEX FREIGHT WEST INCORPORATED"
FEDEX,contracts lobbying,money,ECONOMICS,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL,RECIPIENT_NAME,631,11,"FEDEX EXPRESS | FEDEX TRUCKLOAD BROKERAGE, INC. | FEDEX FREIGHT WEST, INC | FEDEX NATIONAL LTL, INC. | FEDEX OFFICE AND PRINT SERVICES, INC. | FEDEX EXPRESS CORPORATION"
FEDEX,contracts lobbying,money,ECONOMICS,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL,RECIPIENT_PARENT_NAME_RAW,11730,7,FEDEX FREIGHT EAST  INC | FEDEX EXPRESS | FEDEX CORPORATE SERVICES  INC. | FEDEX CORPORATION | FEDEX CORPORATION S.A. | FEDEX CORPORATE SERVICES INC
FEDEX,contracts lobbying,money,ECONOMICS,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL,RECIPIENT_DOING_BUSINESS_AS_NAME,513,5,FEDEX KINKOS | FEDEX KINKO'S | FEDEX GROUND INCORPORATED (1019) | FEDEX OFFICE PRINT AND SHIP SERVICES | FEDEX
FEDEX,contracts lobbying,money,ECONOMICS,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL_R2,RECIPIENT_NAME,2355,13,"FEDEX CUSTOM CRITICAL INC | FEDEX OFFICE AND PRINT SERVICES, INC. | FEDEX EXPRESS CORPORATION | FEDEX EXPRESS | FEDEX KINKO'S OFFICE AND PRINT SERVICES, INC. | FEDEX SERVICES"
FEDEX,contracts lobbying,money,ECONOMICS,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL_R2,RECIPIENT_DOING_BUSINESS_AS_NAME,3248,9,FEDEX GROUND | FEDEX OFFICE PRINT AND SHIP SERVICES | FEDEX KINKO'S | FEDEX FREIGHT | FEDEX TEAM | FEDEX
FEDEX,contracts lobbying,money,ECONOMICS,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL_R2,RECIPIENT_PARENT_NAME,67248,7,"FEDEX SERVICES | FEDEX EXPRESS | FEDEX KINKO'S OFFICE AND PRINT SERVICES, INC. | FEDEX LUXEMBOURG S. À R.L. | FEDEX OFFICE AND PRINT SERVICES, INC. | FEDEX SUPPLY CHAIN DISTRIBUTION SYSTEM, INC."
FEDEX,contracts lobbying,money,ECONOMICS,ECONOMICS__FED_USASPENDING_ASSISTANCE_FULL,RECIPIENT_NAME_RAW,48,17,"FEDEX KINKOS OFC & PRINT | FEDEX GROUND CONTRACTOR | FEDEX FREIGHT EAST, INC. | FEDEX | FEDEX GROUND INDEPENDENT CONTRACTOR | FEDEX GROUND ROUTE"
FEDEX,contracts lobbying,money,ECONOMICS,ECONOMICS__FED_USASPENDING_ASSISTANCE_FULL,RECIPIENT_PARENT_NAME_RAW,1,1,FEDEX CORPORATION
FEDEX,contracts lobbying,money,ECONOMICS,ECONOMICS__FED_USASPENDING_ASSISTANCE_FULL,RECIPIENT_NAME,48,18,"FEDEX AND UPS ACCESS POINT - LUCKY TWO TIMES ANIMAL SANCTUARY AND ADVOCACY[...] | FEDEX CORP | FEDEX ROUTE N.H | HERNANDEZ V FEDEX QSF | FEDEX GROUND | FEDEX FREIGHT EAST, INC"
FEDEX,contracts lobbying,money,ECONOMICS,ECONOMICS__FED_USASPENDING_ASSISTANCE_FULL,RECIPIENT_PARENT_NAME,146,1,FEDEX CORP
FEDEX,contracts lobbying,money,FINANCE,FINANCE__FED_FEC_INDIV_CONTRIBUTIONS,EMPLOYER,127042,261,FEDEX EXPRESS/US NAVY | FEDEX FREIGHT SYSTEM | FEDEX-BENZEXPRESS | FEDEX CORPORTATION | FEDEX GROUNG PKG SYSTEM INC. | FEDEX EXPEESS
FEDEX,contracts lobbying,politics,POLITICS,POLITICS__FED_FEC_PAC_SUMMARY,COMMITTEE_NAME,4,2,FEDEX CORPORATION POLITICAL ACTION COMMITTEE | FEDEX CORPORATION POLITICAL ACTION COMMITTEE (FEDEXPAC)
FEDEX,contracts lobbying,politics,POLITICS,POLITICS__IRS527_RELATED_ENTITIES,ENTITY_NAME,16,4,FEDEX ARKANSAS PAC | FEDEX CORPORATON | FEDEX MINNESOTA FUND | FEDEX CORPORATION
FEDEX,contracts lobbying,politics,POLITICS,POLITICS__IRS527_RELATED_ENTITIES,ORG_NAME,10,9,FEDEX CORPORATION MISSOURI STATE PAC | FEDEX CORPORATION MASSACHUSETTS STATE POLITICAL ACTION COMMITTEE | FEDEX ARKANSAS STATE PAC | FEDEX CORPORATION MINNESOTA STATE FUND | FEDEX MINNESOTA STATE FUND | FEDEX CORPORATION NEW YORK STATE POLITICAL ACTION COMMITTEE
FEDEX,contracts lobbying,politics,POLITICS,POLITICS__IRS527_8871_ORGS,ORGANIZATION_NAME,10,9,FEDEX CORPORATION NEW YORK STATE POLITICAL ACTION COMMITTEE | FEDEX CORPORATION RHODE ISLAND STATE POLITICAL ACTION CMTE | FEDEX ARKANSAS STATE PAC | FEDEX CORPORATION YORK STATE POLITICAL ACTION COMMITTEE | FEDEX CORPORATION MASSACHUSETTS STATE POLITICAL ACTION COMMITTEE | FEDEX CORPORATION MINNESOTA STATE FUND
FEDEX,contracts lobbying,politics,POLITICS,POLITICS__CA_LOBBY_CHG_LOG,FILER_FULL_NAME,2,1,FEDEX CORPORATION
FEDEX,contracts lobbying,politics,POLITICS,POLITICS__CA_LOBBY_CHG_LOG,ENTITY_NAME,2,1,FEDEX CORPORATION
FEDEX,contracts lobbying,politics,POLITICS,POLITICS__FED_SENATE_LDA_LOBBYIST_POSITIONS,REGISTRANT_NAME,74,1,FEDEX CORPORATION
FEDEX,contracts lobbying,politics,POLITICS,POLITICS__FED_SENATE_LDA_LOBBYIST_POSITIONS,CLIENT_NAME,228,4,FEDEX | FEDEX CORPORATION (THROUGH O'MELVENY & MYERS LLP) | FEDEX (FDX CORPORATION) | FEDEX CORPORATION
FEDEX,contracts lobbying,politics,POLITICS,POLITICS__ST_NYC_CFB_CAMPAIGN_2009_CONTRIBUTION,EMPLOYER_NAME,7,4,FEDEX OFFICE | FEDEX | FEDEX HOME DELIVERY | FEDEX GROUND
FEDEX,contracts lobbying,politics,POLITICS,POLITICS__IRS527_DIRECTORS_OFFICERS,ORG_NAME,29,9,FEDEX CORPORATION MISSOURI STATE PAC | FEDEX CORPORATION NEW YORK STATE POLITICAL ACTION COMMITTEE | FEDEX CORPORATION MASSACHUSETTS STATE POLITICAL ACTION COMMITTEE | FEDEX CORPORATION MINNESOTA STATE FUND | FEDEX CORPORATION YORK STATE POLITICAL ACTION COMMITTEE | FEDEX ARKANSAS STATE PAC
FEDEX,contracts lobbying,politics,POLITICS,POLITICS__ST_NYC_CFB_CAMPAIGN_2001_CONTRIBUTION,EMPLOYER_NAME,5,1,FEDEX
FEDEX,contracts lobbying,politics,POLITICS,POLITICS__ST_NYC_CFB_CAMPAIGN_2013_CONTRIBUTION,EMPLOYER_NAME,12,2,FEDEX OFFICE | FEDEX
FEDEX,contracts lobbying,politics,POLITICS,POLITICS__ST_NYC_CFB_CAMPAIGN_2025_CONTRIBUTIONS,EMPLOYER_NAME,36,7,FEDEX FREIGHT | FEDEX DATAWORKS | FEDEX OFFICE | FEDEX | FEDEX CORPORATION | FEDEX PRINTING/SHIPPING CENTER
FEDEX,contracts lobbying,politics,POLITICS,POLITICS__ST_NYC_CFB_CAMPAIGN_2021_CONTRIBUTIONS,EMPLOYER_NAME,89,6,FEDEX GAMA SERVICE | FEDEX EXPRESS | FEDEX OFFICE | FEDEX | FEDEX FREIGHT | FEDEX GROUND
FEDEX,contracts lobbying,politics,POLITICS,POLITICS__CA_LOBBY_COVER,FIRM_NAME,75,1,FEDEX CORPORATION
FEDEX,contracts lobbying,politics,EDUCATION,EDUCATION__FED_SENATE_LDA_FILINGS,CLIENT_NAME,1203,6,FEDEX CORPORATION | FEDEX CORP | FEDEX PILOTS ASSN | FEDEX (FDX CORPORATION) | FEDEX | FEDEX CORPORATION (THROUGH O'MELVENY & MYERS LLP)
FEDEX,contracts lobbying,politics,EDUCATION,EDUCATION__FED_SENATE_LDA_FILINGS,REGISTRANT_NAME,99,1,FEDEX CORPORATION
FEDEX,contracts lobbying,transport,TRANSPORT,TRANSPORT__FED_NTSB_AVIATION_AIRCRAFT,OPER_NAME,3,3,FEDEX EXPRESS | FEDEX ECPRESS | FEDEX CORPORATION
FEDEX,contracts lobbying,transport,TRANSPORT,TRANSPORT__FED_FAA_AIRCRAFT_REGISTRY,REGISTRANT_NAME,2,1,FEDEX FREIGHT INC
FEDEX FREIGHT,injuries,environment,ENVIRONMENT,ENVIRONMENT__EPA_PENALTY_GAP,FACILITY_NAME,32,31,"FEDEX FREIGHT INC - DTR | FEDEX FREIGHT INC PIT FAC | FEDEX FREIGHT, INC. CSR | FEDEX FREIGHT PETALUMA | FEDEX FREIGHT HTS | FEDEX FREIGHT EAST INC"
FEDEX FREIGHT,injuries,environment,ENVIRONMENT,ENVIRONMENT__FED_USCG_NRC_INCIDENT_REPORTS,RESPONSIBLE_COMPANY,22,3,FEDEX FREIGHT INC | FEDEX FREIGHT CHEMICAL MANAGEMENT | FEDEX FREIGHT
FEDEX FREIGHT,injuries,environment,ENVIRONMENT,ENVIRONMENT__FED_EPA_ICIS_AIR_ICIS_AIR_FACILITIES,FACILITY_NAME,3,3,"FEDEX FREIGHT, INC | FEDEX FREIGHT | FEDEX FREIGHT INC"
FEDEX FREIGHT,injuries,environment,ENVIRONMENT,ENVIRONMENT__FED_EPA_SDWA_SDWA_PUB_WATER_SYSTEMS,ORG_NAME,4,3,"FEDEX FREIGHT EAST | FEDEX FREIGHT | FEDEX FREIGHT, INC - ATTN: MR BRENDEN ROSE - ENV ENG"
FEDEX FREIGHT,injuries,environment,ENVIRONMENT,ENVIRONMENT__FED_EPA_SDWA_SDWA_PUB_WATER_SYSTEMS,PWS_NAME,5,5,"FEDEX FREIGHT | FEDEX FREIGHT, INC. CHI | FEDEX FREIGHT EAST, INC. | FEDEX FREIGHT TERMINAL | FEDEX FREIGHT EAST"
FEDEX FREIGHT,injuries,environment,ENVIRONMENT,ENVIRONMENT__FED_USCG_NRC_INCIDENTS,RESPONSIBLE_COMPANY,353,14,"FEDEX FREIGHT SYSTEM | FEDEX FREIGHT,  INC | FEDEX FREIGHT CHEMICAL MANAGEMENT | FEDEX FREIGHT INC | FEDEX FREIGHT SYSTEM, INC. | FEDEX FREIGHT SYSTEMS, INC."
FEDEX FREIGHT,injuries,environment,ENVIRONMENT,ENVIRONMENT__FED_EPA_NPDES_ICIS_FACILITIES,FACILITY_NAME,330,272,"FEDEX FREIGHT (MODESTO) | FEDEX FREIGHT EAST SHM | FEDEX FREIGHT, INC.-CDA | FEDEX FREIGHT INC - WNJ | FEDEX FREIGHT EAST INC, JACKSON | FEDEX FREIGHT SERVICES CENTER PARKING EXPANSION"
FEDEX FREIGHT,injuries,environment,ENVIRONMENT,ENVIRONMENT__FED_EPA_RCRA_FACILITIES,FACILITY_NAME,602,371,"FEDEX FREIGHT INC | FEDEX FREIGHT BZM | FEDEX FREIGHT, INC- LCH | DIVERSEY, INC. @ FEDEX FREIGHT, INC. | FEDEX FREIGHT VLD | FEDEX FREIGHT FCY"
FEDEX FREIGHT,injuries,environment,ENVIRONMENT,ENVIRONMENT__FED_EPA_ECHO,FACILITY_NAME,657,439,FEDEX FREIGHT MRO | FEDEX FREIGHT HAYWARD | FEDEX FREIGHT INC | FEDEX FREIGHT TOP | FEDEX FREIGHT RSP | FEDEX FREIGHT SAL
FEDEX FREIGHT,injuries,environment,ENVIRONMENT,ENVIRONMENT__FED_EPA_FRS_FRS_FACILITIES,FAC_NAME,663,440,"FEDEX FREIGHT DRT | FEDEX FREIGHT SUN VALLEY | FEDEX FREIGHT SPILL SITE | FEDEX FREIGHT, INC - TRUCK ACCIDENT | FEDEX FREIGHT MRO | FEDEX FREIGHT WPT"
FEDEX FREIGHT,injuries,environment,ENVIRONMENT,ENVIRONMENT__FED_EPA_FRS_FRS_PROGRAM_LINKS,PRIMARY_NAME,967,628,AAA COOPER TRANSPORTATION (FORMERLY FEDEX FREIGHT EAST) | FEDEX FREIGHT AKR | FEDEX FREIGHT BLY | FEDEX FREIGHT ATO | FEDEX FREIGHT TER | FEDEX FREIGHT RKI
FEDEX FREIGHT,injuries,environment,ENVIRONMENT,ENVIRONMENT__FED_EPA_FRS_FACILITIES,FACILITY_NAME,748,468,FEDEX FREIGHT - WCO | FEDEX FREIGHT SWEET GRASS | FEDEX FREIGHT ABY | FEDEX FREIGHT MVN | FEDEX FREIGHT ORL | FEDEX FREIGHT GBO
FEDEX FREIGHT,injuries,environment,ENVIRONMENT,ENVIRONMENT__XC_EPA_CORPORATE_CROSSWALK,FACILITY_NAME,748,468,FEDEX FREIGHT MAU | FEDEX FREIGHT EKC | FEDEX FREIGHT COS | FEDEX FREIGHT SFL | FEDEX FREIGHT POR | FEDEX FREIGHT TUP
FEDEX FREIGHT,injuries,immigration,IMMIGRATION,IMMIGRATION__FED_DOL_OFLC,EMPLOYER_NAME,15,1,"FEDEX FREIGHT, INC."
FEDEX FREIGHT,injuries,justice,JUSTICE,JUSTICE__FED_COURTLISTENER_ORAL_ARGUMENTS,CASE_NAME,5,5,"FEDEX FREIGHT, INC. V. NLRB | SPANN V. FEDEX FREIGHT | NLRB V. FEDEX FREIGHT INC | KELLY HALL V. FEDEX FREIGHT, INC. | CHARLES THOMAS V. FEDEX FREIGHT, INC."
FEDEX FREIGHT,injuries,justice,JUSTICE,JUSTICE__FED_COURTLISTENER_OPINION_CLUSTERS,CASE_NAME,94,68,"BROWN V. FEDEX FREIGHT INC | LARRY METOYER V. FEDEX FREIGHT, INC. | SPANN V. FEDEX FREIGHT | SQUIRE V. FEDEX FREIGHT, INC. | ANTONIO RODRIGUEZ V. FEDEX FREIGHT EAST, INC. | VAUGHN V. FEDEX FREIGHT, INC."
FEDEX FREIGHT,injuries,justice,JUSTICE,JUSTICE__FED_COURTLISTENER_OPINION_CLUSTERS,CASE_NAME_FULL,29,29,"FEDEX FREIGHT, INC., PETITIONER/CROSS-RESPONDENT V. NATIONAL LABOR RELATIONS BOARD, RESPONDENT/CROSS-PETITIONER, AND INT | FEDEX FREIGHT EAST, INC., PETITIONER, CROSS-RESPONDENT, V. NATIONAL LABOR RELATIONS BOARD, RESPONDENT, CROSS-PETITIONER | ANGELO THOMAS GRUPPO, PLAINTIFF-APPELLANT, V. FEDEX FREIGHT SYSTEM, INC., A DELAWARE CORPORATION; TERRY STAMBAUGH, VICE  | KENNETH VANN V. FEDEX FREIGHT, INC. SEDGWICK CLAIMS MANAGEMENT SERVICES, INC. AND DEATH & PERMANENT TOTAL DISABILITY TRU | NICOLE E. BAUER V. FEDEX FREIGHT EAST, SELF-INSURED/XCHANGING, RELATOR | PHILADELPHIA INDEMNITY INSURANCE COMPANY, PLAINTIFF/COUNTER-DEFENDANT V. FEDEX FREIGHT, INC., DAVID F. RICKMAN, DEFENDAN"
