source,schema_name,table_name,model,clock,clock_column,grain,dtype,has_view,n_rows,why
HEALTH.HEALTH__FED_DEA_ARCOS,HEALTH,HEALTH__FED_DEA_ARCOS,health__fed_dea_arcos,happened,TRANSACTION_DATE,day,DATE,true,178598026,"try_to_date(trim(TRANSACTION_DATE),'MMDDYYYY') with an explicit format - when the controlled-substance shipment moved; 178.6M rows, the cleanest big event clock in this batch."
HEALTH.HEALTH__FED_FDA_CAERS,HEALTH,HEALTH__FED_FDA_CAERS,health__fed_fda_caers,reported,INITIAL_RECEIVED_DATE,day,DATE,true,85511,try_to_date 'YYYYMMDD' - when FDA first received the report; the event itself is not dated in this file.
HEALTH.HEALTH__FED_FDA_DEVICE_510K,HEALTH,HEALTH__FED_FDA_DEVICE_510K,health__fed_fda_device_510k,reported,DATE_RECEIVED,day,DATE,true,175686,try_to_date 'YYYY-MM-DD' - when the submitter filed the 510(k) with FDA.
HEALTH.HEALTH__FED_FDA_DEVICE_CLASSIFICATION,HEALTH,HEALTH__FED_FDA_DEVICE_CLASSIFICATION,health__fed_fda_device_classification,none,,none,,false,7085,"never examined -- no column name in this table looks like a clock, so the 2026-08-20 time index never opened it"
HEALTH.HEALTH__FED_FDA_DEVICE_ENFORCEMENT,HEALTH,HEALTH__FED_FDA_DEVICE_ENFORCEMENT,health__fed_fda_device_enforcement,happened,RECALL_INITIATION_DATE,day,DATE,true,39635,try_to_date 'YYYYMMDD' - the firm actually started pulling product on this date.
HEALTH.HEALTH__FED_FDA_DEVICE_PMA,HEALTH,HEALTH__FED_FDA_DEVICE_PMA,health__fed_fda_device_pma,reported,DATE_RECEIVED,day,DATE,true,56853,try_to_date 'YYYY-MM-DD' - when the PMA application or supplement was filed.
HEALTH.HEALTH__FED_FDA_DRUG_ENFORCEMENT,HEALTH,HEALTH__FED_FDA_DRUG_ENFORCEMENT,health__fed_fda_drug_enforcement,happened,RECALL_INITIATION_DATE,day,DATE,true,17816,try_to_date 'YYYYMMDD' - when the firm began the drug recall.
HEALTH.HEALTH__FED_FDA_DRUG_MASTER_FILES,HEALTH,HEALTH__FED_FDA_DRUG_MASTER_FILES,health__fed_fda_drug_master_files,reported,SUBMIT_DATE,day,DATE,true,41253,try_to_date 'YYYY-MM-DD HH24:MI:SS' - when the holder submitted the DMF to FDA; 140 rows sit on 1970-01-01.
HEALTH.HEALTH__FED_FDA_ESTABLISHMENT_REG,HEALTH,HEALTH__FED_FDA_ESTABLISHMENT_REG,health__fed_fda_establishment_reg,span_end,REG_EXPIRY_DATE_YEAR,year,TEXT,true,263374,A YEAR string pulled straight from the registration JSON - the year the registration lapses; device registrations renew annually so it is near-constant and weak for trending.
HEALTH.HEALTH__FED_FDA_FAERS_DEMO,HEALTH,HEALTH__FED_FDA_FAERS_DEMO,health__fed_fda_faers_demo,happened,EVENT_DT,day,TEXT,true,5811086,"Date the adverse event occurred, passed through UNCAST; FAERS ships variable-precision YYYY/YYYYMM/YYYYMMDD so many rows resolve only to year."
HEALTH.HEALTH__FED_FDA_FAERS_DRUG,HEALTH,HEALTH__FED_FDA_FAERS_DRUG,health__fed_fda_faers_drug,reported,SRC_QUARTER,quarter,TEXT,true,20914284,FDA's quarterly release tag - the only usable clock on this 20.9M-row table.
HEALTH.HEALTH__FED_FDA_FAERS_INDI,HEALTH,HEALTH__FED_FDA_FAERS_INDI,health__fed_fda_faers_indi,reported,SRC_QUARTER,quarter,TEXT,true,9833260,FDA's quarterly release tag - the only time column on this 9.8M-row indication table.
HEALTH.HEALTH__FED_FDA_FAERS_OUTC,HEALTH,HEALTH__FED_FDA_FAERS_OUTC,health__fed_fda_faers_outc,reported,SRC_QUARTER,quarter,TEXT,true,1134815,"FDA's quarterly release tag - the only time column here, and part of the dedupe key."
HEALTH.HEALTH__FED_FDA_FAERS_REAC,HEALTH,HEALTH__FED_FDA_FAERS_REAC,health__fed_fda_faers_reac,reported,SRC_QUARTER,quarter,TEXT,true,20621386,"FDA's quarterly release tag - the only time column on 20.6M rows; the header notes a 2004Q1-2012Q3 legacy-layout era, so quarter mix is not uniform."
HEALTH.HEALTH__FED_FDA_GUDID,HEALTH,HEALTH__FED_FDA_GUDID,health__fed_fda_gudid,reported,PUBLISH_DATE,day,DATE,true,5083948,try_to_date 'YYYY-MM-DD' - when the device record was published into GUDID.
HEALTH.HEALTH__FED_FDA_MAUDE,HEALTH,HEALTH__FED_FDA_MAUDE,health__fed_fda_maude,happened,DATE_OF_EVENT,day,DATE,true,2743561,"try_to_date 'YYYYMMDD' - when the device injured or malfunctioned; the true harm clock, though the 1900-01-01 floor and 1 epoch row need a filter."
HEALTH.HEALTH__FED_FDA_PURPLE_BOOK,HEALTH,HEALTH__FED_FDA_PURPLE_BOOK,health__fed_fda_purple_book,decided,APPROVAL_DATE,day,DATE,true,2228,try_to_date 'DD-MON-YY' with a -100-year rollback when the 2-digit year parses into the future; FDA's approval of the BLA product row.
HEALTH.HEALTH__FED_FDA_UNII_GSRS_SUBSTANCES,HEALTH,HEALTH__FED_FDA_UNII_GSRS_SUBSTANCES,health__fed_fda_unii_gsrs_substances,none,,none,,false,168046,"never examined -- no column name in this table looks like a clock, so the 2026-08-20 time index never opened it"
HEALTH.HEALTH__FED_HHS_OIG_LEIE,HEALTH,HEALTH__FED_HHS_OIG_LEIE,health__fed_hhs_oig_leie,decided,EXCLUSION_DATE,day,TEXT,true,83369,"When OIG excluded the provider - but the mart exposes trim(exclusion_date_raw), i.e. RAW 'YYYYMMDD' TEXT, discarding the parsed date staging builds; staging warns a bare CAST collapses all 83,464 rows onto ~7 garbage 1970 dates."
HEALTH.HEALTH__FED_HRSA_HPSA_PRIMARY_CARE,HEALTH,HEALTH__FED_HRSA_HPSA_PRIMARY_CARE,health__fed_hrsa_hpsa_primary_care,reported,DESIGNATION_LAST_UPDATE_DATE,day,DATE,true,79158,try_to_date 'MM/DD/YYYY' - HRSA's last touch on the designation record.
HEALTH.HEALTH__FED_HRSA_NPDB,HEALTH,HEALTH__FED_HRSA_NPDB,health__fed_hrsa_npdb,happened,GRAD_YEAR,year,NUMBER,true,1911185,"try_to_number(GRAD) - year the practitioner graduated; a person attribute, useless as the row's event clock."
HEALTH.HEALTH__FED_HRSA_SHORTAGE_AREAS,HEALTH,HEALTH__FED_HRSA_SHORTAGE_AREAS,health__fed_hrsa_shortage_areas,reported,HPSA_DESIGNATION_LAST_UPDATE_DATE,day,DATE,true,165531,try_to_date - HRSA's last touch on the designation record.
HEALTH.HEALTH__FED_HRSA_UDS_HEALTH_CENTER_INFO,HEALTH,HEALTH__FED_HRSA_UDS_HEALTH_CENTER_INFO,health__fed_hrsa_uds_health_center_info,reported,REPORTINGYEAR,year,TEXT,true,1356,"nullif(trim(REPORTINGYEAR)) - TEXT year of the UDS reporting cycle; likely one constant across all 1,356 rows, so it anchors the snapshot but cannot trend."
HEALTH.HEALTH__FED_HRSA_UDS_SERVICE_DELIVERY_SITES,HEALTH,HEALTH__FED_HRSA_UDS_SERVICE_DELIVERY_SITES,health__fed_hrsa_uds_service_delivery_sites,reported,RECORD_CREATE_DATE,day,DATE,true,19038,HRSA's data-warehouse record-create stamp - publisher bookkeeping.
HEALTH.HEALTH__FED_HRSA_UDS_TABLE3A_PATIENTS,HEALTH,HEALTH__FED_HRSA_UDS_TABLE3A_PATIENTS,health__fed_hrsa_uds_table3a_patients,none,,none,,false,1356,"never examined -- no column name in this table looks like a clock, so the 2026-08-20 time index never opened it"
HEALTH.HEALTH__FED_IHS_FACILITIES,HEALTH,HEALTH__FED_IHS_FACILITIES,health__fed_ihs_facilities,none,,none,,false,1006,"never examined -- no column name in this table looks like a clock, so the 2026-08-20 time index never opened it"
HEALTH.HEALTH__FED_IHS_SCB_FACILITY,HEALTH,HEALTH__FED_IHS_SCB_FACILITY,health__fed_ihs_scb_facility,none,,none,,false,8733,"never examined -- no column name in this table looks like a clock, so the 2026-08-20 time index never opened it"
HEALTH.HEALTH__FED_NLM_DAILYMED_SPL_SETID_MAP,HEALTH,HEALTH__FED_NLM_DAILYMED_SPL_SETID_MAP,health__fed_nlm_dailymed_spl_setid_map,reported,UPLOAD_DATE,day,DATE,true,158452,try_to_date on the trimmed value - when the drug label file was uploaded to DailyMed; the 2026 census max is _ingested_at leakage.
HEALTH.HEALTH__FED_NURSINGHOME411,HEALTH,HEALTH__FED_NURSINGHOME411,health__fed_nursinghome411,decided,DATE_FIRST_APPROVED_TO_PROVIDE_MEDICARE_AND_MEDICAID_SERVICES,day,DATE,true,14713,try_to_date (bare) - CMS approving the facility; 153 epoch-1970 rows on this table.
HEALTH.HEALTH__FED_VA_ALLCAUSE_MORTALITY,HEALTH,HEALTH__FED_VA_ALLCAUSE_MORTALITY,health__fed_va_allcause_mortality,happened,YEAR,year,NUMBER,true,2808,"try_to_number(trim(YEAR)) in staging - year of veteran death, 2018-2023; the census's 2026 range is _ingested_at leakage."
HEALTH.HEALTH__FED_VA_SUICIDE_APPENDIX,HEALTH,HEALTH__FED_VA_SUICIDE_APPENDIX,health__fed_va_suicide_appendix,none,,none,,false,144,"never examined -- no column name in this table looks like a clock, so the 2026-08-20 time index never opened it"
HEALTH.HEALTH__FED_VA_SUICIDE_NATIONAL,HEALTH,HEALTH__FED_VA_SUICIDE_NATIONAL,health__fed_va_suicide_national,happened,YEAR_OF_DEATH,year,NUMBER,true,690,try_to_number(trim(YEAR_OF_DEATH)) in staging - the year the veterans died.
HEALTH.HEALTH__FED_VA_SUICIDE_STATE,HEALTH,HEALTH__FED_VA_SUICIDE_STATE,health__fed_va_suicide_state,happened,YEAR_OF_DEATH,year,NUMBER,true,1196,"coalesce(try_to_number(YEAR_OF_DEATH), try_to_number(YEAR)) in staging so every row carries a year of death."
HEALTH.HEALTH__INTL_HEALTHCANADA_DPD_DRUG,HEALTH,HEALTH__INTL_HEALTHCANADA_DPD_DRUG,health__intl_healthcanada_dpd_drug,reported,LAST_UPDATE_DATE,day,DATE,true,13383,"try_to_date(C_24_DEC_2025,'DD-MON-YYYY') - the source column name shows the loader ate the header row, and this reads as Health Canada's record-update stamp, not a drug event."
HEALTH.HEALTH__PHARMA_MEAL_CAP_FINGERPRINT,HEALTH,HEALTH__PHARMA_MEAL_CAP_FINGERPRINT,health__pharma_meal_cap_fingerprint,happened,PROGRAM_YEAR,year,NUMBER,true,2462,try_to_number(program_year) and half the declared grain key - the Open Payments program year the food-and-beverage payments were made in.
HEALTH.HEALTH__ST_OEHHA_PROPOSITION_65_LIST,HEALTH,HEALTH__ST_OEHHA_PROPOSITION_65_LIST,health__st_oehha_proposition_65_list,decided,DATE_LISTED,day,DATE,true,952,"try_to_date on the trimmed value (staging notes an explicit MM/DD/YYYY format nulled 100% of rows, so the bare parse is deliberate) - the state listing the chemical; census 1987-2026 is clean."
HEALTH.HEALTH__XC_GUTTMACHER_MONTHLY_ABORTION,HEALTH,HEALTH__XC_GUTTMACHER_MONTHLY_ABORTION,health__xc_guttmacher_monthly_abortion,happened,MONTH,day,TEXT,true,2040,Uncast text month key of the monthly abortion estimate - the row's own period; census measured nothing because it is text.
HEALTH.HEALTH__XC_OWID_LIFE_EXPECTANCY,HEALTH,HEALTH__XC_OWID_LIFE_EXPECTANCY,health__xc_owid_life_expectancy,happened,YEAR,year,NUMBER,true,21565,try_to_number(YEAR) - the year the life-expectancy figure describes.
HISTORICAL_RECORDS.HISTORICAL_RECORDS__FED_SLAVEVOYAGES_INTRAAMERICAN,HISTORICAL_RECORDS,HISTORICAL_RECORDS__FED_SLAVEVOYAGES_INTRAAMERICAN,historical_records__fed_slavevoyages_intraamerican,happened,YEARAM,year,TEXT,true,11521,The sibling staging model's codebook comment states 'YEARAM = Year of arrival at port of disembarkation' - the canonical voyage year. In this mart it is a raw uncast landing column.
HISTORY.HISTORY__FED_DAVID_RUMSEY,HISTORY,HISTORY__FED_DAVID_RUMSEY,history__fed_david_rumsey,none,,none,,false,0,time-shaped column names exist but none of them hold a readable time value
HISTORY.HISTORY__FED_DENSHO_DDR,HISTORY,HISTORY__FED_DENSHO_DDR,history__fed_densho_ddr,none,,none,,false,0,time-shaped column names exist but none of them hold a readable time value
HISTORY.HISTORY__FED_DOCSOUTH,HISTORY,HISTORY__FED_DOCSOUTH,history__fed_docsouth,none,,none,,false,0,time-shaped column names exist but none of them hold a readable time value
HISTORY.HISTORY__FED_SLAVEVOYAGES_TRANSATLANTIC,HISTORY,HISTORY__FED_SLAVEVOYAGES_TRANSATLANTIC,history__fed_slavevoyages_transatlantic,none,,none,,false,0,time-shaped column names exist but none of them hold a readable time value
HISTORY.HISTORY__FED_WPA_SLAVE_NARRATIVES,HISTORY,HISTORY__FED_WPA_SLAVE_NARRATIVES,history__fed_wpa_slave_narratives,happened,INTERVIEW_DATE,day,DATE,true,100,"try_to_date(interview_date,'YYYY-MM-DD') in staging with an explicit format: when the WPA interview actually took place; census CLEAN with a 1937-01-01 minimum, matching the 1936-38 field programme."
HOUSING.HOUSING__FED_CFPB_HMDA,HOUSING,HOUSING__FED_CFPB_HMDA,housing__fed_cfpb_hmda,happened,ACTIVITY_YEAR,year,TEXT,true,28301,"nullif(trim(ACTIVITY_YEAR),'') keeps it as TEXT year; HMDA's activity year is the calendar year the action on the application was taken. This slice is a single state-year (DC 2023), so the whole table sits on one point."
HOUSING.HOUSING__FED_CFPB_HMDA_ARID2017_LEI_XREF,HOUSING,HOUSING__FED_CFPB_HMDA_ARID2017_LEI_XREF,housing__fed_cfpb_hmda_arid2017_lei_xref,none,,none,,false,5399,"never examined -- no column name in this table looks like a clock, so the 2026-08-20 time index never opened it"
HOUSING.HOUSING__FED_CFPB_HMDA_DC_ONLY,HOUSING,HOUSING__FED_CFPB_HMDA_DC_ONLY,housing__fed_cfpb_hmda_dc_only,happened,ACTIVITY_YEAR,year,TEXT,true,28301,"Raw ACTIVITY_YEAR passthrough from LANDING with no cast; HMDA's activity year is the calendar year the action was taken. Table is 100% DC, so it is one state on one year."
HOUSING.HOUSING__FED_CFPB_HMDA_HISTORIC,HOUSING,HOUSING__FED_CFPB_HMDA_HISTORIC,housing__fed_cfpb_hmda_historic,happened,AS_OF_YEAR,year,TEXT,true,19136434,"trim(AS_OF_YEAR) TEXT; schema.yml calls it 'HMDA reporting year (2015, 2016, or 2017 only)' - the year the loan action was taken. Only three distinct values across 19.1M rows."
HOUSING.HOUSING__FED_CFPB_HMDA_LAR,HOUSING,HOUSING__FED_CFPB_HMDA_LAR,housing__fed_cfpb_hmda_lar,happened,ACTIVITY_YEAR,year,NUMBER,true,17474,"try_to_number(trim(ACTIVITY_YEAR)) - a NUMBER year; HMDA's activity year is the calendar year the action was taken. A number, not a date."
HOUSING.HOUSING__FED_FEMA_IA_HOUSING_REGISTRATIONS,HOUSING,HOUSING__FED_FEMA_IA_HOUSING_REGISTRATIONS,housing__fed_fema_ia_housing_registrations,reported,APPLIED_DATE,day,DATE,true,3080000,"try_to_date(trim(APPLIEDDATE)); schema.yml: 'Date the applicant registered for assistance' - the moment a person told FEMA. There is no incident/damage date on this table, so this is the best anchor."
HOUSING.HOUSING__FED_FEMA_NFIP_COMMUNITY_STATUS_BOOK,HOUSING,HOUSING__FED_FEMA_NFIP_COMMUNITY_STATUS_BOOK,housing__fed_fema_nfip_community_status_book,none,,none,,false,25122,"never examined -- no column name in this table looks like a clock, so the 2026-08-20 time index never opened it"
HOUSING.HOUSING__FED_FHFA_HPI,HOUSING,HOUSING__FED_FHFA_HPI,housing__fed_fhfa_hpi,happened,YR,year,TEXT,true,184807,Raw YR passthrough from LANDING with no cast in the mart - the calendar year of the index observation. On its own it is year grain; only `period` plus `frequency` can sharpen it.
HOUSING.HOUSING__FED_FHFA_NMDB,HOUSING,HOUSING__FED_FHFA_NMDB,housing__fed_fhfa_nmdb,happened,PERIOD_VALUE,month,FLOAT,true,7204,"try_to_double(PERIOD_VALUE) - the period the mortgage statistic covers, but its resolution is defined by period_type on the same row, so grain is year or quarter depending. Must be decoded before it can go on a shared axis."
HOUSING.HOUSING__FED_HUD_ASSISTED_HOUSING_PROJECTS,HOUSING,HOUSING__FED_HUD_ASSISTED_HOUSING_PROJECTS,housing__fed_hud_assisted_housing_projects,none,,none,,false,0,time-shaped column names exist but none of them hold a readable time value
HOUSING.HOUSING__FED_HUD_DATA,HOUSING,HOUSING__FED_HUD_DATA,housing__fed_hud_data,happened,YEAR,year,NUMBER,true,71,"try_to_number(""YEAR"") in the mart - a NUMBER year attached to a value in a scraped HUD dataset listing. The model carries no description and only 77 rows, so what the year refers to may vary row to row; low confidence."
HOUSING.HOUSING__FED_HUD_FHA_SF_PORTFOLIO_SNAPSHOT,HOUSING,HOUSING__FED_HUD_FHA_SF_PORTFOLIO_SNAPSHOT,housing__fed_hud_fha_sf_portfolio_snapshot,decided,ENDORSEMENT_YEAR,year,NUMBER,true,61647,"try_to_number(trim(ENDORSEMENT_YEAR)) - the year FHA endorsed (insured) the loan, i.e. the agency's approval action. A NUMBER year, never date-parse it bare."
HOUSING.HOUSING__FED_HUD_MF_FIRM_COMMITMENTS,HOUSING,HOUSING__FED_HUD_MF_FIRM_COMMITMENTS,housing__fed_hud_mf_firm_commitments,decided,FIRM_ACTIVITY_DATE,day,DATE,true,25557,"coalesce(try_to_date(left(raw,10),'YYYY-MM-DD'), try_to_date(raw,'MM/DD/YYYY')) - the day HUD acted on the multifamily firm commitment; census floor 2000-10-02 matches the stated FY2001 start."
HOUSING.HOUSING__FED_HUD_MF_SECTION8_CONTRACTS,HOUSING,HOUSING__FED_HUD_MF_SECTION8_CONTRACTS,housing__fed_hud_mf_section8_contracts,span_start,TRACS_EFFECTIVE_DATE,day,DATE,true,24309,"try_to_date(left(trim(...),10),'YYYY-MM-DD') - the day the Section 8 contract took effect. The table has no happened/reported column, so the span start is the anchor. Census floor 1900-01-02 says some rows carry a sentinel low date."
HOUSING.HOUSING__FED_HUD_PUBLIC_HOUSING_AUTHORITIES,HOUSING,HOUSING__FED_HUD_PUBLIC_HOUSING_AUTHORITIES,housing__fed_hud_public_housing_authorities,none,,none,,false,3787,"never examined -- no column name in this table looks like a clock, so the 2026-08-20 time index never opened it"
HOUSING.HOUSING__FED_MAPPING_INEQUALITY,HOUSING,HOUSING__FED_MAPPING_INEQUALITY,housing__fed_mapping_inequality,none,,none,,false,0,no column in this table holds a readable time value
HOUSING.HOUSING__FED_USDA_RD_MFH_ACTIVE_PROJECTS,HOUSING,HOUSING__FED_USDA_RD_MFH_ACTIVE_PROJECTS,housing__fed_usda_rd_mfh_active_projects,none,,none,,false,13550,"never examined -- no column name in this table looks like a clock, so the 2026-08-20 time index never opened it"
IMMIGRATION.IMMIGRATION__FED_CBP_ENCOUNTERS,IMMIGRATION,IMMIGRATION__FED_CBP_ENCOUNTERS,immigration__fed_cbp_encounters,none,,none,,false,0,time-shaped column names exist but none of them hold a readable time value
IMMIGRATION.IMMIGRATION__FED_CMS_HOSPICE_ENROLLMENTS,IMMIGRATION,IMMIGRATION__FED_CMS_HOSPICE_ENROLLMENTS,immigration__fed_cms_hospice_enrollments,happened,INCORPORATION_DATE,day,DATE,true,6066,try_to_date of incorporation; 6 epoch-1970 rows and an 1848 floor are sentinels. Note this CMS hospice table is mis-filed under the IMMIGRATION schema.
IMMIGRATION.IMMIGRATION__FED_CMS_MEDICARE_FEE_FOR_SERVICE_PUBLIC_PROVIDER_ENROLLMENT,IMMIGRATION,IMMIGRATION__FED_CMS_MEDICARE_FEE_FOR_SERVICE_PUBLIC_PROVIDER_ENROLLMENT,immigration__fed_cms_medicare_fee_for_service_public_provider_enrollment,none,,none,,false,2978925,"never examined -- no column name in this table looks like a clock, so the 2026-08-20 time index never opened it"
IMMIGRATION.IMMIGRATION__FED_DHS_OHSS,IMMIGRATION,IMMIGRATION__FED_DHS_OHSS,immigration__fed_dhs_ohss,happened,FISCAL_YEAR,year,TEXT,true,50740,"Uncast passthrough of the multi-sheet spreadsheet's fiscal-year label: a federal fiscal year (Oct-Sep), so it is offset about three months from calendar time and must not be aligned as a calendar year."
IMMIGRATION.IMMIGRATION__FED_DHS_YEARBOOK,IMMIGRATION,IMMIGRATION__FED_DHS_YEARBOOK,immigration__fed_dhs_yearbook,reported,FISCAL_YEAR,year,NUMBER,true,27,"try_to_number in the mart and carries both not_null and unique tests across the 27 rows, so it is a fully populated one-row-per-year key — a federal fiscal year (Oct-Sep), not a calendar year."
IMMIGRATION.IMMIGRATION__FED_DOL_OFLC,IMMIGRATION,IMMIGRATION__FED_DOL_OFLC,immigration__fed_dol_oflc,decided,DECISION_DATE,day,DATE,true,664616,"try_to_date on DOL's decision date: the day the Office of Foreign Labor Certification ruled on the case, which is this table's own dated event and matches the census range 2012-09-17 to 2023-12-31."
IMMIGRATION.IMMIGRATION__FED_EOIR_CASE_DATA,IMMIGRATION,IMMIGRATION__FED_EOIR_CASE_DATA,immigration__fed_eoir_case_data,none,,none,,false,12631225,"never examined -- no column name in this table looks like a clock, so the 2026-08-20 time index never opened it"
IMMIGRATION.IMMIGRATION__FED_EPA_SDWA_SDWA_SERVICE_AREAS,IMMIGRATION,IMMIGRATION__FED_EPA_SDWA_SDWA_SERVICE_AREAS,immigration__fed_epa_sdwa_sdwa_service_areas,reported,FIRST_REPORTED_DATE,day,DATE,true,422464,"try_to_date(FIRST_REPORTED_DATE): the day the state first submitted this water-system service-area row. A link table with no event of its own, so the reporting clock is all there is. (An environment table living in the IMMIGRATION schema.)"
IMMIGRATION.IMMIGRATION__FED_ICE_DETAINERS,IMMIGRATION,IMMIGRATION__FED_ICE_DETAINERS,immigration__fed_ice_detainers,happened,BIRTH_YEAR,year,NUMBER,true,609769,"try_to_number on the anonymized birth year: a real event at year grain but a demographic attribute of the person, never the record's clock."
IMMIGRATION.IMMIGRATION__FED_ICE_DETENTION_FACILITY_CODES,IMMIGRATION,IMMIGRATION__FED_ICE_DETENTION_FACILITY_CODES,immigration__fed_ice_detention_facility_codes,none,,none,,false,1490,"never examined -- no column name in this table looks like a clock, so the 2026-08-20 time index never opened it"
IMMIGRATION.IMMIGRATION__FED_ICE_DETENTION_FACILITY_LIST,IMMIGRATION,IMMIGRATION__FED_ICE_DETENTION_FACILITY_LIST,immigration__fed_ice_detention_facility_list,none,,none,,false,163,"never examined -- no column name in this table looks like a clock, so the 2026-08-20 time index never opened it"
IMMIGRATION.IMMIGRATION__FED_ICE_DETENTION_STINTS,IMMIGRATION,IMMIGRATION__FED_ICE_DETENTION_STINTS,immigration__fed_ice_detention_stints,happened,BIRTH_YEAR,year,NUMBER,true,2571975,"try_to_number on the anonymized birth year: a demographic attribute of the person at year grain, not the stint's clock."
IMMIGRATION.IMMIGRATION__FED_ICE_STATISTICS,IMMIGRATION,IMMIGRATION__FED_ICE_STATISTICS,immigration__fed_ice_statistics,none,,none,,false,0,"the only time column here is Ripple's own download stamp, which is not a clock for anything in the world"
IMMIGRATION.IMMIGRATION__FED_USCIS_DATA,IMMIGRATION,IMMIGRATION__FED_USCIS_DATA,immigration__fed_uscis_data,none,,none,,false,0,time-shaped column names exist but none of them hold a readable time value
IMMIGRATION.IMMIGRATION__XC_OWID_REFUGEES,IMMIGRATION,IMMIGRATION__XC_OWID_REFUGEES,immigration__xc_owid_refugees,happened,YEAR,year,NUMBER,true,7442,"try_to_number in the mart and part of the model's unique combination (entity, year, code): the calendar year the refugee population was measured, and the table's only clock."
INVESTIGATIONS.INVESTIGATIONS__INTL_LEIDEN_RUSSIAN_OPS_EUROPE,INVESTIGATIONS,INVESTIGATIONS__INTL_LEIDEN_RUSSIAN_OPS_EUROPE,investigations__intl_leiden_russian_ops_europe,span_end,INCIDENTDATEEND,day,TEXT,true,153,Closes the incident window; equals the start for single-day incidents; uncast raw passthrough.
INVESTIGATIONS.INVESTIGATIONS__XC_WAYBACK_REPLAY_DOJ_DEEP_PAGES,INVESTIGATIONS,INVESTIGATIONS__XC_WAYBACK_REPLAY_DOJ_DEEP_PAGES,investigations__xc_wayback_replay_doj_deep_pages,none,,none,,false,0,no column in this table holds a readable time value
INVESTIGATIONS.INVESTIGATIONS__XC_WAYBACK_REPLAY_DOJ_LISTING,INVESTIGATIONS,INVESTIGATIONS__XC_WAYBACK_REPLAY_DOJ_LISTING,investigations__xc_wayback_replay_doj_listing,none,,none,,false,0,no column in this table holds a readable time value
JUDICIARY.JUDICIARY__FED_OYEZ,JUDICIARY,JUDICIARY__FED_OYEZ,judiciary__fed_oyez,decided,DECISION_DATE,day,DATE,true,25,"try_to_date(DECISION_DATE) in staging: when the Court handed down its ruling - the mart itself aliases this very column as the canonical 'date' for cross-source joins, so it is the table's own chosen anchor."
JUSTICE.JUSTICE__COUNTY_DOUBLE_BURDEN,JUSTICE,JUSTICE__COUNTY_DOUBLE_BURDEN,justice__county_double_burden,happened,JAIL_RATE_YEAR,year,NUMBER,true,3029,The compiled mart selects j.jail_year (Vera county-year panel year) as jail_rate_year -- the year the jail-rate measurement refers to.
JUSTICE.JUSTICE__FED_ATF_FFL,JUSTICE,JUSTICE__FED_ATF_FFL,justice__fed_atf_ffl,none,,none,,false,0,time-shaped column names exist but none of them hold a readable time value
JUSTICE.JUSTICE__FED_BOP_STATISTICS,JUSTICE,JUSTICE__FED_BOP_STATISTICS,justice__fed_bop_statistics,none,,none,,false,50,"never examined -- no column name in this table looks like a clock, so the 2026-08-20 time index never opened it"
JUSTICE.JUSTICE__FED_CISA_KEV,JUSTICE,JUSTICE__FED_CISA_KEV,justice__fed_cisa_kev,decided,DATE_ADDED,day,DATE,true,1631,try_to_date(DATE_ADDED): the date CISA added the vulnerability to the Known Exploited Vulnerabilities catalog -- an agency designation act.
JUSTICE.JUSTICE__FED_CONSOLIDATED_SCREENING_LIST,JUSTICE,JUSTICE__FED_CONSOLIDATED_SCREENING_LIST,justice__fed_consolidated_screening_list,span_start,START_DATE,day,DATE,true,25918,"Staging casts try_to_date(nullif(trim(START_DATE),'')); paired with END_DATE it bounds the period the screening-list entry is in force."
JUSTICE.JUSTICE__FED_COURTLISTENER_CITATIONS,JUSTICE,JUSTICE__FED_COURTLISTENER_CITATIONS,justice__fed_courtlistener_citations,none,,none,,false,0,"the only time column here is Ripple's own download stamp, which is not a clock for anything in the world"
JUSTICE.JUSTICE__FED_COURTLISTENER_COURTHOUSES,JUSTICE,JUSTICE__FED_COURTLISTENER_COURTHOUSES,justice__fed_courtlistener_courthouses,none,,none,,false,3361,"never examined -- no column name in this table looks like a clock, so the 2026-08-20 time index never opened it"
JUSTICE.JUSTICE__FED_COURTLISTENER_COURTS,JUSTICE,JUSTICE__FED_COURTLISTENER_COURTS,justice__fed_courtlistener_courts,span_start,START_DATE,day,DATE,true,3361,"try_to_date(START_DATE) on a court record: the date the court was established, paired with END_DATE (abolished) -- a period, not a point. The census's 1200-01-01 floor is a historical/placeholder founding date, not an epoch artefact."
JUSTICE.JUSTICE__FED_COURTLISTENER_COURT_APPEALS_TO,JUSTICE,JUSTICE__FED_COURTLISTENER_COURT_APPEALS_TO,justice__fed_courtlistener_court_appeals_to,none,,none,,false,8,"never examined -- no column name in this table looks like a clock, so the 2026-08-20 time index never opened it"
JUSTICE.JUSTICE__FED_COURTLISTENER_DISCLOSURE_AGREEMENTS,JUSTICE,JUSTICE__FED_COURTLISTENER_DISCLOSURE_AGREEMENTS,justice__fed_courtlistener_disclosure_agreements,none,,none,,false,0,"the only time column here is Ripple's own download stamp, which is not a clock for anything in the world"
JUSTICE.JUSTICE__FED_COURTLISTENER_DISCLOSURE_DEBTS,JUSTICE,JUSTICE__FED_COURTLISTENER_DISCLOSURE_DEBTS,justice__fed_courtlistener_disclosure_debts,none,,none,,false,0,"the only time column here is Ripple's own download stamp, which is not a clock for anything in the world"
