column_name,plain,confidence,varies,author,written_on
DATE_LAST_INSPECTION,"The date of the facility's most recent inspection. Mostly blank in the main EPA facility table, blank in about half the penalty table.",checked,no,claude-code,2026-09-23
DATE_LAST_FORMAL_ACTION,The date of the most recent formal enforcement action. Mostly blank.,checked,no,claude-code,2026-09-23
HAS_AIR_PROGRAM,True if the facility is regulated under the air pollution program.,checked,no,claude-code,2026-09-23
HAS_WATER_PROGRAM,True if the facility is regulated under the water pollution program.,checked,no,claude-code,2026-09-23
HAS_HAZWASTE_PROGRAM,True if the facility is regulated under the hazardous waste program.,checked,no,claude-code,2026-09-23
TRI_ON_SITE_RELEASES,Pounds of toxic chemicals the facility reported releasing on site. Almost always blank.,checked,no,claude-code,2026-09-23
CBSA_NAME,"The name of the metro area, like Birmingham-Hoover, AL. Some tables add Metropolitan Statistical Area to the end.",checked,no,claude-code,2026-09-23
IS_FEDERAL_FACILITY,"True if the facility is run by the federal government. Every row is false in the EPA facility registry, so the flag says nothing there.",checked,no,claude-code,2026-09-23
IS_ON_TRIBAL_LAND,"True if the facility sits on tribal land. Every row is false in the EPA facility registry, so the flag says nothing there.",checked,no,claude-code,2026-09-23
HANDLER_ID,"The ID of a hazardous waste handler. In the RCRA table it is a 32-character scrambled code, not a readable EPA number; empty in the Envirofacts table.",checked,no,claude-code,2026-09-23
SUPPLEMENTAL_LOCATION,"Extra free-text location notes, like a mining district, a suite number or directions to the site. Almost always blank; some rows hold the word NULL.",checked,no,claude-code,2026-09-23
FEDERAL_FACILITY_CODE,"Whether the site is a federal facility. Written Y or N in some tables, Yes or blank in the EPA facility registry.",checked,no,claude-code,2026-09-23
FAC_NAME,"The name of the facility, like a business, school or clinic. Some rows just say RESIDENCE or UNKNOWN.",checked,no,claude-code,2026-09-23
PGM_SYS_ACNRM,"Short code for the EPA program that reported the facility, like TRIS, NPDES or AIR.",checked,no,claude-code,2026-09-23
PROGRAM_NAME,,sampled,yes,claude-code,2026-09-23
AIR_POLLUTANT_CLASS_CODE,"How big a polluter the facility is under air rules: MAJ, SMI for synthetic minor, MIN, and a few others.",checked,no,claude-code,2026-09-23
AIR_POLLUTANT_CLASS_DESC,"How big a polluter the facility is under air rules, in words, like Major Emissions or Minor Emissions.",checked,no,claude-code,2026-09-23
AIR_OPERATING_STATUS_CODE,"Whether the facility is running, as a code like OPR for operating, CLS for closed, PLN for planned.",checked,no,claude-code,2026-09-23
AIR_OPERATING_STATUS_DESC,"Whether the facility is running, in words, like Operating or Permanently Closed.",checked,no,claude-code,2026-09-23
PROGRAM_CODES,"Codes for the air rules the facility falls under, like CAATVP for Title V permits. Several can be packed into one cell.",checked,no,claude-code,2026-09-23
SETTLEMENT_ENTERED_DATE,The date the enforcement settlement was entered.,checked,no,claude-code,2026-09-23
OFFICIAL_FLG,"Whether the informal action is marked official, Y or N.",checked,no,claude-code,2026-09-23
PROGRAM_CODE,"Code for one air rule, like CAASIP or CAAMACT. Needs the matching description column to read.",checked,no,claude-code,2026-09-23
PROGRAM_DESC,"The air rule written out, like Title V Permits or MACT Standards. Long names are cut off.",checked,no,claude-code,2026-09-23
POLLUTANT_CODES,"The pollutants involved. Written-out names in the stack test table, but EPA number codes in violation history, several packed in one cell.",checked,no,claude-code,2026-09-23
POLLUTANT_DESCS,"The pollutants involved, in words, like VOLATILE ORGANIC COMPOUNDS. FACIL and ADMIN also show up and need a lookup; empty in the stack test table.",checked,no,claude-code,2026-09-23
ICIS_FACILITY_INTEREST_ID,"EPA's enforcement-system ID for the facility, a number stored as text.",checked,no,claude-code,2026-09-23
FACILITY_UIN,"EPA's 12-digit registry ID for the facility, starting 110. Stored as text.",checked,no,claude-code,2026-09-23
SCHEDULE_EVENT_CODE,Code for the deadline the permit holder had to meet. Needs the matching description column to read.,checked,no,claude-code,2026-09-23
SCHEDULE_EVENT_DESC,"What the permit holder had to do by the deadline, like file a report or finish construction.",checked,no,claude-code,2026-09-23
SCHEDULE_DATE,The date the task was due.,checked,no,claude-code,2026-09-23
ACTUAL_DATE,The date the task was actually done. Blank if never done.,checked,no,claude-code,2026-09-23
ACTUAL_BEGIN_DATE,The date the inspection started. Often blank in the water permit table.,checked,no,claude-code,2026-09-23
PRIMARY_INDICATOR_FLAG,"Whether this industry code is the facility's main one, Y or N.",checked,no,claude-code,2026-09-23
SUBMISSION_STATUS_CODE,"A one-letter status on the state's data submission, mostly Y with some U and a few R. Needs the EPA lookup to read.",checked,no,claude-code,2026-09-23
COMPL_PER_BEGIN_DATE,First day of the compliance period the violation covers.,checked,no,claude-code,2026-09-23
COMPL_PER_END_DATE,Last day of the compliance period the violation covers. Sometimes blank.,checked,no,claude-code,2026-09-23
NON_COMPL_PER_BEGIN_DATE,The date the water system fell out of compliance.,checked,no,claude-code,2026-09-23
NON_COMPL_PER_END_DATE,The date the water system got back into compliance. Sometimes blank.,checked,no,claude-code,2026-09-23
PWS_DEACTIVATION_DATE,"The date the public water system was shut down. Blank when there is none, which is most rows in the violations table.",checked,no,claude-code,2026-09-23
ADDRESS_LINE1,"The first line of the street or mailing address. Can be a P.O. box, and in the water system table it sometimes holds a contact line like MANAGER or ATTN: WATER PLANT OPERATOR.",checked,no,claude-code,2026-09-23
EPA_REGION_CODE,"Which of EPA's 10 regions the site is in. Stored as text, sometimes with a leading zero like 02 and sometimes without.",checked,no,claude-code,2026-09-23
MAIL_ZIP_CODE,"The mailing zip code, stored as text. ATF's feed drops leading zeros; that table zero-fills them back to 5 digits, or 9 for a zip+4.",checked,no,claude-code,2026-09-23
EPA_REGISTRY_ID,"EPA's 12-digit ID for the facility, starting 110. Stored as text.",checked,no,claude-code,2026-09-23
FF_VERSION,"Which version of the FracFocus form was used, 1 to 4.",checked,no,claude-code,2026-09-23
FEDERAL_WELL,True if the well is on federal land. Stored as the text True or False.,checked,no,claude-code,2026-09-23
INDIAN_WELL,True if the well is on tribal land. Stored as the text True or False.,checked,no,claude-code,2026-09-23
JOB_START_DATE,The date the fracking job started. Empty in both FracFocus tables.,checked,no,claude-code,2026-09-23
JOB_END_DATE,The date the fracking job ended. Empty in both FracFocus tables.,checked,no,claude-code,2026-09-23
TVD,"How deep the well goes straight down, likely in feet. Some rows show 0.",checked,no,claude-code,2026-09-23
TOTAL_BASE_WATER_VOLUME,"How much water was pumped into the well, likely in gallons.",checked,no,claude-code,2026-09-23
TOTAL_BASE_NON_WATER_VOLUME,How much non-water base fluid was pumped into the well. Often 0.,checked,no,claude-code,2026-09-23
TRADE_NAME,"The product's brand name, like a fracking additive such as FRW-200 or a medical device. Many fracking rows hold a filler like Ingredient Container or Water, and some device names have broken symbol characters.",checked,no,claude-code,2026-09-23
INGREDIENT_NAME,"The chemical name of the ingredient, like OXYCODONE HYDROCHLORIDE or Methanol. Some fracking rows just say Proprietary.",checked,no,claude-code,2026-09-23
EVENT,,sampled,yes,claude-code,2026-09-23
SEQNOS,The National Response Center's report number. A number stored as text.,checked,no,claude-code,2026-09-23
CALL_TYPE,"The kind of call to the National Response Center, almost always INC for an incident. A few rows say DRL, which needs a lookup.",checked,no,claude-code,2026-09-23
RESPONSIBLE_COMPANY,"The company named as responsible for the spill or incident, like CHEVRON or BP. Often blank.",checked,no,claude-code,2026-09-23
RESPONSIBLE_ORG_TYPE,"What kind of party was responsible, like PRIVATE ENTERPRISE, MILITARY or UNKNOWN.",checked,no,claude-code,2026-09-23
RESPONSIBLE_CITY,The city of the responsible party. Often blank.,checked,no,claude-code,2026-09-23
RESPONSIBLE_STATE,"The responsible party's state, as two letters. XX means unknown.",checked,no,claude-code,2026-09-23
RESPONSIBLE_ZIP,"The responsible party's zip code, stored as text. Mostly blank, and some carry a stray .0 on the end like 30303.0.",checked,no,claude-code,2026-09-23
DATE_TIME_RECEIVED,"When the National Response Center got the call, date and time.",checked,no,claude-code,2026-09-23
DATE_TIME_COMPLETE,"When the call report was finished, date and time.",checked,no,claude-code,2026-09-23
EXTRA_COL_1,,sampled,yes,claude-code,2026-09-23
EXTRA_COL_2,,sampled,yes,claude-code,2026-09-23
EXTRA_COL_3,,sampled,yes,claude-code,2026-09-23
EXTRA_COL_4,,sampled,yes,claude-code,2026-09-23
EXTRA_COL_5,,sampled,yes,claude-code,2026-09-23
VALUE_USD,"A dollar value. Filled in the SEC 13F holdings table, empty in the USGS minerals table.",checked,no,claude-code,2026-09-23
REPORTER,,sampled,yes,claude-code,2026-09-23
SCORE,,sampled,yes,claude-code,2026-09-23
STATES,"The state or states the record covers. A list of two-letter codes like MA,ME,NH in the watershed table, where CN means Canada; code plus name like AK Alaska in the HUD table.",checked,no,claude-code,2026-09-23
SOURCE_ORIGINATOR,"The agency or source that supplied the record, like U.S. Geological Survey.",checked,no,claude-code,2026-09-23
SHAPE_LENGTH,"The length of the shape's outline, from the map software. Units differ by table: meters in the watershed table, map degrees in the tribal table.",checked,no,claude-code,2026-09-23
SHAPE_AREA,"The area of the shape, from the map software. Units differ by table: square meters in the watershed table, square map degrees in the tribal table.",checked,no,claude-code,2026-09-23
MATCH_CONFIDENCE,"How sure the name match is, from 0 to 1. Only 1.00, 0.85 or 0.80 appear; mostly blank in the crosswalk.",checked,no,claude-code,2026-09-23
PARENT_UEI,The 12-character federal contractor ID of the parent company. Mostly blank in the crosswalk.,checked,no,claude-code,2026-09-23
URLKEY,"The saved web address in the Wayback Machine's flipped format, starting gov,justice and then the page path. Long ones are cut off.",checked,no,claude-code,2026-09-23
CONTENT_DIGEST,A 32-character fingerprint of the saved page. Same fingerprint means the page did not change.,checked,no,claude-code,2026-09-23
MIMETYPE,"The kind of file saved, almost always text/html, a web page. A few rows say warc/revisit or unk.",checked,no,claude-code,2026-09-23
FACILITY_CITY,The city where the facility is.,checked,no,claude-code,2026-09-23
FACILITY_STATE,"The facility's state. Two letters in the EPA table, full name like TEXAS in the ICE table.",checked,no,claude-code,2026-09-23
HOLDING_COMPANY_NAME,The name of the company that owns the bank. Often blank.,checked,no,claude-code,2026-09-23
HOLDING_COMPANY_CITY,The city where the bank's owning company is based.,checked,no,claude-code,2026-09-23
CBSA,,sampled,yes,claude-code,2026-09-23
BANK_CLASS,"A short code for the kind of bank and who charters it, like N, NM, SM, SB or SL. Needs the FDIC lookup to read.",checked,no,claude-code,2026-09-23
FEC_CMTE_ID,"The FEC's ID for a political committee, a C followed by 8 digits.",checked,no,claude-code,2026-09-23
FEC_CAND_ID,"The FEC's ID for a candidate. The first letter shows the race: H House, S Senate, P President. Mostly blank.",checked,no,claude-code,2026-09-23
CAND_STATUS,"Where the candidate stands in the race, a one-letter FEC code like C, N, P or F. Needs the FEC lookup to read.",checked,no,claude-code,2026-09-23
AMNDT_IND,Whether the filing is new or a fix. N is new; other codes like A1 or T mark amendments or termination.,checked,no,claude-code,2026-09-23
IMAGE_NUM,The FEC's 18-digit number for the scanned page of the filing. Starts with the date it was filed.,checked,no,claude-code,2026-09-23
EMPLOYER,"The donor's employer, as written, like RETIRED or NOT EMPLOYED; placeholders like N/A are common. Almost always blank in the committee-to-candidate table.",checked,no,claude-code,2026-09-23
TRANSACTION_AMT,"The dollar amount of the transaction. Some rows in the committee-to-candidate table are 0 or negative, like -1 or -5.",checked,no,claude-code,2026-09-23
OTHER_ID,"The FEC ID of the other committee or candidate in the transaction, usually a C followed by 8 digits. Often blank in the individual donations table.",checked,no,claude-code,2026-09-23
FILE_NUM,The FEC's number for the report this row came from.,checked,no,claude-code,2026-09-23
MEMO_CD,"X marks a memo line, not new money. Leave X rows out when adding up dollars. Almost always blank.",checked,no,claude-code,2026-09-23
IS_MEMO_TRANSACTION,"True if the row is a memo line, not new money. Leave these out when adding up dollars.",checked,no,claude-code,2026-09-23
MEMO_TEXT,"A free-text note on the transaction, like EARMARKED FOR a named committee or DIRECT CONTRIBUTION. Often blank, and mostly blank in the committee-to-candidate table.",checked,no,claude-code,2026-09-23
SUB_ID,The FEC's unique 19-digit ID for this one transaction row.,checked,no,claude-code,2026-09-23
CYCLE_FILE,"The election cycle of the FEC file, an even year like 2018.",checked,no,claude-code,2026-09-23
MEMBER_NAME,,sampled,yes,claude-code,2026-09-23
SCHEDULE_ID,The IRS's ID for this one line of a 527 group's report.,checked,no,claude-code,2026-09-23
CONTRIBUTOR_CITY,"The donor's city, as written. Case varies.",checked,no,claude-code,2026-09-23
CONTRIBUTOR_STATE,"The donor's state, as two letters.",checked,no,claude-code,2026-09-23
CONTRIBUTOR_ZIP,"The donor's zip code, stored as text. Can be 5 digits or 9 digits run together.",checked,no,claude-code,2026-09-23
CONTRIBUTOR_EMPLOYER,"The donor's employer, as written. Often RETIRED or N/A.",checked,no,claude-code,2026-09-23
CONTRIBUTOR_OCCUPATION,"The donor's job, as written, like RETIRED, NOT EMPLOYED or ATTORNEY. Placeholders like NA and N/A are common.",checked,no,claude-code,2026-09-23
CU_NUMBER,The federal regulator's charter number for the credit union. A number stored as text.,checked,no,claude-code,2026-09-23
CYCLE_DATE,"The quarter-end date the credit union report covers, like 2026-03-31.",checked,no,claude-code,2026-09-23
JOIN_NUMBER,"A number for linking a credit union's rows across the report files. Text in one table, a number in the other.",checked,no,claude-code,2026-09-23
CONG_DIST,The congressional district. Just the number in the credit union table; state plus number like WI-02 in the NIH table.,checked,no,claude-code,2026-09-23
MEMBERS,How many members the credit union or labor union has.,checked,no,claude-code,2026-09-23
CHARTER_NO,"The OCC's charter number for the bank or thrift. Thrift numbers start at 700000, and some rows hold a leftover spreadsheet formula starting =COUNT instead.",checked,no,claude-code,2026-09-23
ADDRESS_LOC,The street address of the bank or thrift. A few rows hold the word None.,checked,no,claude-code,2026-09-23
ISSUER_NAME,"The name of the company or fund that issued the securities, like NEW YORK TIMES CO or BLACKROCK FUNDS.",checked,no,claude-code,2026-09-23
ISSUER_CIK,"The SEC's ID for the company, stored as text. Usually 10 digits with leading zeros, but some PCAOB rows drop the zeros, like 844779.",checked,no,claude-code,2026-09-23
SRC_FILE,"The name of the SEC zip file the row came from, like 01mar2026-31may2026_form13f.zip.",checked,no,claude-code,2026-09-23
INFOTABLE_SK,The SEC's row number for one holding line in a 13F report.,checked,no,claude-code,2026-09-23
NAMEOFISSUER,"The name of the company or fund whose shares are held, like MICROSOFT CORP or ISHARES TR.",checked,no,claude-code,2026-09-23
TITLEOFCLASS,"The kind of stock held, like COM for common stock or CL A for class A shares.",checked,no,claude-code,2026-09-23
CUSIP,"The 9-character ID of the stock or bond, letters and digits.",checked,no,claude-code,2026-09-23
FIGI,"An open-standard ID for the stock, starting BBG. Mostly blank.",checked,no,claude-code,2026-09-23
SSHPRNAMT,"How many shares are held, or the dollar face amount if the holding is a bond. The next column says which.",checked,no,claude-code,2026-09-23
SSHPRNAMTTYPE,"Whether the amount column counts shares, SH, or bond dollars, PRN.",checked,no,claude-code,2026-09-23
PUTCALL,"Put or Call if the holding is an option on the stock. Almost always blank, meaning plain stock.",checked,no,claude-code,2026-09-23
INVESTMENTDISCRETION,"Who decides trades on the holding: SOLE for the filer alone, DFND for shared with others, OTR for other.",checked,no,claude-code,2026-09-23
OTHERMANAGER,"The number of another money manager who shares the holding, as listed in the filing. Mostly blank, and fillers like 0, NONE or Zero also show up.",checked,no,claude-code,2026-09-23
VOTING_AUTH_SOLE,How many of the shares the filer alone can vote. A number stored as text.,checked,no,claude-code,2026-09-23
VOTING_AUTH_SHARED,How many of the shares the filer votes together with others. A number stored as text; mostly 0.,checked,no,claude-code,2026-09-23
VOTING_AUTH_NONE,How many of the shares the filer has no vote on. A number stored as text.,checked,no,claude-code,2026-09-23
FILE_NO,"The SEC file number for the fund, like 811-06342 or 814-01665.",checked,no,claude-code,2026-09-23
NO_SECURITIES_OWNED,"Whether the insider reported owning no shares. True or False in the insider submission table; 0 or 1 in the EDGAR insiders table, where it is mostly blank.",checked,no,claude-code,2026-09-23
SECURITY_TITLE,"The kind of stock or option traded, as written by the filer, like Common Stock or Stock Options. Spelling varies.",checked,no,claude-code,2026-09-23
EXPIRATION_DATE,,sampled,yes,claude-code,2026-09-23
NATURE_OF_OWNERSHIP,"How the insider holds the shares when not directly, like By Trust or By Spouse. Often just points to a footnote; mostly blank.",checked,no,claude-code,2026-09-23
TRANSACTION_CODE,,sampled,yes,claude-code,2026-09-23
SERIES_ID,"The SEC's ID for one fund in a fund family, an S followed by 9 digits.",checked,no,claude-code,2026-09-23
CLASS_ID,"The SEC's ID for one share class of a fund, a C followed by 9 digits.",checked,no,claude-code,2026-09-23
CLASS_NAME,"The name of the fund's share class, like Class C or Institutional Shares.",checked,no,claude-code,2026-09-23
FILER_LAST_CLEAN,"The senator's last name, cleaned up in capital letters.",checked,no,claude-code,2026-09-23
AMOUNT_RANGE,"The dollar range of the trade, like $1,001 - $15,000. Senators report ranges, not exact amounts; some rows say Unknown.",checked,no,claude-code,2026-09-23
ACRONYM,A short name or abbreviation for the organization. Mostly blank; in the French portal table some cells hold a full name instead.,checked,no,claude-code,2026-09-23
WHAT,,sampled,yes,claude-code,2026-09-23
EXCLUSION_YEAR,The year the provider was banned from federal health programs.,checked,no,claude-code,2026-09-23
POST_EXCLUSION_PAYMENTS,How many payments the banned provider got after the ban.,checked,no,claude-code,2026-09-23
TOTAL_PAID_AFTER_EXCLUSION,Total dollars paid to the banned provider after the ban.,checked,no,claude-code,2026-09-23
FIRST_PAID_YEAR,"The first year the banned provider got paid after the ban, 2023 or 2024.",checked,no,claude-code,2026-09-23
LAST_PAID_YEAR,"The last year the banned provider got paid after the ban, 2023 or 2024.",checked,no,claude-code,2026-09-23
DISTINCT_PAYERS,How many different companies paid the banned provider.,checked,no,claude-code,2026-09-23
IN_DESIGNATED_SHORTAGE_COUNTY,True if the county is officially short of health workers.,checked,no,claude-code,2026-09-23
TYPE_OF_CONTROL,"A number code for who owns or runs the hospital, like church, for-profit or government. Needs the CMS lookup to read; stored as text.",checked,no,claude-code,2026-09-23
NET_PATIENT_REVENUE,"The hospital's patient income for the year, in dollars, after discounts.",checked,no,claude-code,2026-09-23
HIGH,,sampled,yes,claude-code,2026-09-23
N_PAC_DONORS,How many different PACs gave money to the member of Congress.,checked,no,claude-code,2026-09-23
BILLS_SPONSORED,How many bills the member of Congress introduced as lead sponsor.,checked,no,claude-code,2026-09-23
BILLS_ENACTED,How many of the member's bills became law.,checked,no,claude-code,2026-09-23
ADVANCED_PAST_COMMITTEE,,sampled,yes,claude-code,2026-09-23
MISSED_VOTE_PCT,The percent of votes the member of Congress missed.,checked,no,claude-code,2026-09-23
PARTY_UNITY_PCT,The percent of votes where the member voted with their party.,checked,no,claude-code,2026-09-23
REVIEW_TIER,"How strongly the row is flagged for a closer look: high, medium, low, or context_only.",checked,no,claude-code,2026-09-23
TOTAL_CLAIMS,"How many prescriptions the prescriber wrote that Medicare Part D paid for, counting refills.",checked,no,claude-code,2026-09-23
IN_HIGH_OVERDOSE_COUNTY_2015,,sampled,yes,claude-code,2026-09-23
POSITION_TYPE,,sampled,yes,claude-code,2026-09-23
PRESCRIBER_TYPE,"The prescriber's specialty, like Internal Medicine or Nurse Practitioner.",checked,no,claude-code,2026-09-23
SUBGROUP,"The group of people the number is for, like an education level such as High school diploma or GED, or a race group.",checked,no,claude-code,2026-09-23
TIME_PERIOD,"The survey round number, 1, 2, 3 and up. Stored as text; use the label column for the dates.",checked,no,claude-code,2026-09-23
TIME_PERIOD_LABEL,"The survey round's dates in words, like Apr 23 - May 5, 2020.",checked,no,claude-code,2026-09-23
TIME_PERIOD_START_DATE,First day of the survey round. A date stored as text.,checked,no,claude-code,2026-09-23
TIME_PERIOD_END_DATE,Last day of the survey round. A date stored as text.,checked,no,claude-code,2026-09-23
LOWCI,The low end of the likely range for the percent. A number stored as text.,checked,no,claude-code,2026-09-23
HIGHCI,The high end of the likely range for the percent. A number stored as text.,checked,no,claude-code,2026-09-23
CONFIDENCE_INTERVAL,"The likely range for the percent, low to high, as one piece of text like 22.7 - 24.3.",checked,no,claude-code,2026-09-23
QUARTILE_RANGE,"Which quarter of all values this one falls in, shown as that quarter's low-to-high range like 16.6-19.4. Often blank, and some rows say Estimate not reliable.",checked,no,claude-code,2026-09-23
CREATED_AT,When the dataset was first published on the portal.,checked,no,claude-code,2026-09-23
GEOCODE,"The map point as text, like POINT with longitude then latitude. POINT 0 0 means no location. Often blank.",checked,no,claude-code,2026-09-23
YEAR_NUM,,sampled,yes,claude-code,2026-09-23
SEX,Male or Female. Some tables also have All.,checked,no,claude-code,2026-09-23
CRUDE_RATE,"Deaths per 100,000 people, not adjusted for age. Blank in about half the VA rows.",checked,no,claude-code,2026-09-23
PROVIDER_FIRST_NAME,The provider's first name.,checked,no,claude-code,2026-09-23
PROVIDER_MIDDLE_NAME,The provider's middle name or initial. Often blank.,checked,no,claude-code,2026-09-23
NAME_SUFFIX,"The name ending, like JR., SR. or III. Written differently by table; the judges table uses jr, sr, 2, 3. Almost always blank.",checked,no,claude-code,2026-09-23
PRACTICE_LOCATION_TYPE,"What kind of site this address is, like MAIN/PRIMARY HOSPITAL LOCATION or HHA BRANCH. Often blank.",checked,no,claude-code,2026-09-23
LOCATION_OTHER_TYPE_TEXT,"Free-text site type when the listed types did not fit, like CAH or CRITICAL ACCESS HOSPITAL. Almost always blank, and empty in the home health table.",checked,no,claude-code,2026-09-23
HOSPITAL_TYPE,"The kind of hospital, like Acute Care Hospitals, Critical Access Hospitals or Psychiatric.",checked,no,claude-code,2026-09-23
HOSPITAL_OWNERSHIP,"Who owns the hospital, like Proprietary for for-profit, Voluntary non-profit, or a level of government.",checked,no,claude-code,2026-09-23
EMERGENCY_SERVICES,"Whether the hospital has an emergency room, Yes or No.",checked,no,claude-code,2026-09-23
MEETS_CRITERIA_FOR_BIRTHING_FRIENDLY_DESIGNATION,Y if the hospital earned Medicare's birthing-friendly label. Blank otherwise.,checked,no,claude-code,2026-09-23
HOSPITAL_OVERALL_RATING,"Medicare's star rating for the hospital, 1 to 5. Often blank.",checked,no,claude-code,2026-09-23
HOSPITAL_OVERALL_RATING_FOOTNOTE,A footnote number explaining a missing or odd star rating. Needs the CMS footnote list to read.,checked,no,claude-code,2026-09-23
MORT_GROUP_MEASURE_COUNT,How many death-rate measures go into the star rating. Always 8.,checked,no,claude-code,2026-09-23
COUNT_OF_FACILITY_MORT_MEASURES,How many of the death-rate measures the hospital has scores for.,checked,no,claude-code,2026-09-23
COUNT_OF_MORT_MEASURES_BETTER,How many death-rate measures the hospital beat the national rate on.,checked,no,claude-code,2026-09-23
COUNT_OF_MORT_MEASURES_NO_DIFFERENT,How many death-rate measures the hospital matched the national rate on.,checked,no,claude-code,2026-09-23
COUNT_OF_MORT_MEASURES_WORSE,How many death-rate measures the hospital did worse than the national rate on.,checked,no,claude-code,2026-09-23
MORT_GROUP_FOOTNOTE,A footnote number on the death-rate group. Needs the CMS footnote list to read. Mostly blank.,checked,no,claude-code,2026-09-23
SAFETY_GROUP_MEASURE_COUNT,How many patient-safety measures go into the star rating. Always 8.,checked,no,claude-code,2026-09-23
COUNT_OF_FACILITY_SAFETY_MEASURES,How many of the patient-safety measures the hospital has scores for.,checked,no,claude-code,2026-09-23
COUNT_OF_SAFETY_MEASURES_BETTER,How many patient-safety measures the hospital beat the national rate on.,checked,no,claude-code,2026-09-23
COUNT_OF_SAFETY_MEASURES_NO_DIFFERENT,How many patient-safety measures the hospital matched the national rate on.,checked,no,claude-code,2026-09-23
COUNT_OF_SAFETY_MEASURES_WORSE,How many patient-safety measures the hospital did worse than the national rate on.,checked,no,claude-code,2026-09-23
SAFETY_GROUP_FOOTNOTE,A footnote number on the patient-safety group. Needs the CMS footnote list to read. Mostly blank.,checked,no,claude-code,2026-09-23
READM_GROUP_MEASURE_COUNT,"How many hospital-return measures, patients coming back after discharge, go into the star rating. Always 11.",checked,no,claude-code,2026-09-23
COUNT_OF_FACILITY_READM_MEASURES,How many of the hospital-return measures the hospital has scores for.,checked,no,claude-code,2026-09-23
COUNT_OF_READM_MEASURES_BETTER,How many hospital-return measures the hospital beat the national rate on.,checked,no,claude-code,2026-09-23
COUNT_OF_READM_MEASURES_NO_DIFFERENT,How many hospital-return measures the hospital matched the national rate on.,checked,no,claude-code,2026-09-23
COUNT_OF_READM_MEASURES_WORSE,How many hospital-return measures the hospital did worse than the national rate on.,checked,no,claude-code,2026-09-23
READM_GROUP_FOOTNOTE,A footnote number on the hospital-return group. Needs the CMS footnote list to read. Mostly blank.,checked,no,claude-code,2026-09-23
PT_EXP_GROUP_MEASURE_COUNT,How many patient-survey measures go into the star rating. Always 15.,checked,no,claude-code,2026-09-23
COUNT_OF_FACILITY_PT_EXP_MEASURES,"How many of the patient-survey measures the hospital has scores for: 5, 10 or 15.",checked,no,claude-code,2026-09-23
PT_EXP_GROUP_FOOTNOTE,A footnote number on the patient-survey group. Needs the CMS footnote list to read. Mostly blank.,checked,no,claude-code,2026-09-23
TE_GROUP_MEASURE_COUNT,How many timely-and-effective-care measures go into the star rating. Always 10.,checked,no,claude-code,2026-09-23
COUNT_OF_FACILITY_TE_MEASURES,How many of the timely-and-effective-care measures the hospital has scores for.,checked,no,claude-code,2026-09-23
TE_GROUP_FOOTNOTE,A footnote number on the timely-and-effective-care group. Needs the CMS footnote list to read. Mostly blank.,checked,no,claude-code,2026-09-23
ACCESS_URL,The web address where the dataset can be downloaded. Long ones are cut off.,checked,no,claude-code,2026-09-23
SOURCENAME,,sampled,yes,claude-code,2026-09-23
LOCATION_NAME,,sampled,yes,claude-code,2026-09-23
MEASURE,,sampled,yes,claude-code,2026-09-23
YEAR_COL,"A year, like 2021. Blank in about half the court financial disclosure rows.",checked,no,claude-code,2026-09-23
TOT_SUPLR_BENES,"How many Medicare patients got equipment or supplies. Blank when under 11, hidden for privacy. Text in one table, a number in the other.",checked,no,claude-code,2026-09-23
TOT_SUPLR_CLMS,"How many Medicare claims were paid for the equipment or supplies. Text in one table, a number in the other.",checked,no,claude-code,2026-09-23
TOT_SUPLR_SRVCS,"How many units of equipment or supplies Medicare paid for. Text in one table, a number in the other.",checked,no,claude-code,2026-09-23
HCPCS_CD,"Medicare's billing code for the service or item, like 93000 or J7613. Needs the matching description to read. ""_SUPPRESSED"" marks the hidden-services catch-all row.",checked,no,claude-code,2026-09-23
HCPCS_DESC,"The billed service or item in words, like Lancets, per box of 100. Long ones are cut off, and the hidden-services catch-all row reads Services CMS deleted before publishing.",checked,no,claude-code,2026-09-23
TOT_DSCHRGS,How many Medicare hospital stays ended at this hospital. A number stored as text.,checked,no,claude-code,2026-09-23
AVG_MDCR_ALOWD_AMT,"The average dollars Medicare allowed per service, counting what the patient owes too. Often blank in the outpatient table.",checked,no,claude-code,2026-09-23
RNDRNG_NPI,The 10-digit national ID of the doctor or provider who did the work. Stored as text.,checked,no,claude-code,2026-09-23
TOT_HCPCS_CDS,"How many different billing codes the provider used. Text in one table, a number in the other.",checked,no,claude-code,2026-09-23
TOT_SBMTD_CHRG,"Total dollars the provider billed Medicare, before Medicare cut it down. Text in one table, a number in the other.",checked,no,claude-code,2026-09-23
TOT_MDCR_ALOWD_AMT,"Total dollars Medicare allowed for the provider's services, counting what patients owe too.",checked,no,claude-code,2026-09-23
TOT_MDCR_STDZD_AMT,"Total Medicare payment to the provider, adjusted to remove local price differences.",checked,no,claude-code,2026-09-23
DRUG_TOT_HCPCS_CDS,"How many different drug billing codes the provider used. Text in one table, a number in the other.",checked,no,claude-code,2026-09-23
DRUG_TOT_BENES,"How many Medicare patients got drugs from the provider. Text in one table, a number in the other.",checked,no,claude-code,2026-09-23
DRUG_TOT_SRVCS,"How many drug services the provider billed. Text in one table, a number in the other.",checked,no,claude-code,2026-09-23
DRUG_SBMTD_CHRG,"Total dollars the provider billed Medicare for drugs, before Medicare cut it down. Text in one table, a number in the other.",checked,no,claude-code,2026-09-23
