K	ID	NM	ACT	CITY	ST	FIPS	DU	TOT	SHARE
county_top	AD3220720	DELTA PHARMACY	RETAIL PHARMACY	MONCKS CORNER	SC	45015	2903280.0	34247476.5	0.08477354528588406
county_top	BR4770904	WITTS	RETAIL PHARMACY	RUSHFORD	MN	27045	350800.0	1521170.0	0.2306119631599361
county_top	BW3893597	WALGREEN CO.	CHAIN PHARMACY	SUPERIOR	WI	55031	6035080.0	13311820.0	0.45336250039438636
county_top	BW5742879	WALGREEN CO.	CHAIN PHARMACY	REDDING	CA	06089	8627400.0	117341864.0	0.07352363177049923
county_top	BW9606623	WALGREEN CO.	CHAIN PHARMACY	MOUTAIN HOME	AR	05005	3841180.0	15089610.0	0.25455793754775635
county_top	BW5398436	WAL-MART PHARMACY 10-0166	CHAIN PHARMACY	HOUSTON	MO	29215	1496100.0	5544730.0	0.2698237786150092
county_top	BW5039804	WALGREEN EASTERN CO., INC.	CHAIN PHARMACY	ROCHESTER	NH	33017	4951350.0	31228710.0	0.15855121777364484
county_top	BJ1371397	J&S PROFESSIONAL PHARMACY	RETAIL PHARMACY	WEST FRANKFORT	IL	17055	6113060.0	18408690.0	0.3320746886388983
county_top	BC9517535	CARTER'S PHARMACY	RETAIL PHARMACY	SALTVILLE	VA	51173	2227080.0	15080889.0	0.14767564432043762
county_top	BC4361503	COBORN'S PHARMACY	RETAIL PHARMACY	LITTLE FALLS	MN	27097	1693160.0	4917100.0	0.3443411767098493
county_top	AD5481611	SHEPARD'S DISCOUNT DRUGS	RETAIL PHARMACY	COLUMBIA	MS	28091	4044720.0	17726620.0	0.22817209372119446
county_top	BA5257313	NEIGHBORCARE OF NEW HAMPSHIRE, LLC	RETAIL PHARMACY	LONDONDERRY	NH	33015	5735260.0	63191780.0	0.09075958930101352
county_top	BD3813412	HY-VEE PHARMACY #1074	CHAIN PHARMACY	CHARLES CITY	IA	19067	1125800.0	1912360.0	0.5886966889079462
county_top	BW9670200	WAL-MART PHARMACY 10-0342	CHAIN PHARMACY	HIAWATHA	KS	20013	1288920.0	4121750.0	0.31271183356583976
county_top	BW7568934	WALGREEN OF PUERTO RICO, INC.	CHAIN PHARMACY	PONCE	PR	72113	504130.0	4918430.0	0.10249815489902266
county_top	BP2452732	CONNECTICUT CVS PHARMACY, L.L.C.	CHAIN PHARMACY	PLAINFIELD	CT	09015	2587400.0	26269190.0	0.09849561406347132
county_top	BW0598144	WAL-MART PHARMACY 10-0016	CHAIN PHARMACY	VAN BUREN	AR	05033	5092210.0	26292500.0	0.19367538271370163
county_top	AS6799843	SUTTON DRUGS	RETAIL PHARMACY	LA CENTER	KY	21007	1401280.0	2474010.0	0.5664002974927345
county_top	AC9386687	COOPER'S PHARMACY	RETAIL PHARMACY	VASS	NC	37125	6795130.0	34862050.0	0.19491481424643703
county_top	BW9520948	WALGREEN CO.	CHAIN PHARMACY	WOODLAND PARK	CO	08119	2976800.0	7309215.0	0.40726671742451137
county_top	AL4071104	LEWIS DRUGS	RETAIL PHARMACY	HURON	SD	46005	814310.0	2199980.0	0.3701442740388549
county_top	BW5376240	WAL-MART PHARMACY 10-0816	CHAIN PHARMACY	BROOKHAVEN	MS	28085	2313010.0	10167250.0	0.22749612727138607
county_top	BP9761823	PAMIDA PHARMACY #392	CHAIN PHARMACY	GLASGOW	MT	30105	870800.0	2286880.0	0.38078080179108653
county_top	AH2661115	HOOK-SUPERX, L.L.C.	CHAIN PHARMACY	BRAZIL	IN	18021	2849500.0	8541550.0	0.3336045565500407
county_top	BW5628500	WINN DIXIE STORES, INC.	CHAIN PHARMACY	MADISON	FL	12079	1339620.0	3180740.0	0.4211661437275602
county_top	AS4095522	VILLAGE PHARMACY INC	RETAIL PHARMACY	REFUGIO	TX	48391	1182300.0	1183610.0	0.9988932165155753
county_top	BG2823284	GOLDEN PHARMACY INC	RETAIL PHARMACY	BLOUNTSTOWN	FL	12013	1328780.0	2613210.0	0.5084857321072551
county_top	BW1280433	WAYNE DRUG OF PULASKI INC	RETAIL PHARMACY	OSWEGO	NY	36075	2817160.0	29114405.0	0.0967617232775322
county_top	AH2652267	HOOK-SUPERX, L.L.C.	CHAIN PHARMACY	RUSHVILLE	IN	18139	2301060.0	5897630.0	0.3901668975503719
county_top	AM6137459	MOULTON'S PHARMACY	RETAIL PHARMACY	CRESTVIEW	FL	12091	4986150.0	48994909.0	0.10176873682937139
county_top	AW6194865	BOND DRUG COMPANY OF ILLINOIS, L.L.C.	CHAIN PHARMACY	CARBONDALE	IL	17077	4180560.0	17325820.0	0.2412907441033094
county_top	AH2640868	HOOK-SUPERX, L.L.C.	CHAIN PHARMACY	TERRE HAUTE	IN	18167	4903700.0	42475928.0	0.11544656540523376
county_top	BL9260415	LAKE PHARMACY	RETAIL PHARMACY	CLEARLAKE	CA	06033	9302130.0	43826960.0	0.21224675405275656
county_top	BC6395051	CITY DISCOUNT DRUG	RETAIL PHARMACY	COLORADO CITY	TX	48335	631070.0	1465570.0	0.4305969690973478
county_top	BR1736579	RITE AID OF WEST VIRGINIA, INC.	CHAIN PHARMACY	PARSONS	WV	54093	403230.0	852090.0	0.4732246593669683
county_top	FP0946357	PAMIDA PHARMACY #690	CHAIN PHARMACY	BIG TIMBER	MT	30097	299300.0	489900.0	0.610941008369055
county_top	BD7529033	DIMMITT PHARMACY	RETAIL PHARMACY	DIMMITT	TX	48069	889800.0	889800.0	1.0
county_top	BL9854589	LANGSAM HEALTH SERVICES, LLC	RETAIL PHARMACY	OKLAHOMA CITY	OK	40109	10092620.0	304336268.0	0.033162725120885035
county_top	BT1790220	THE LANE DRUG COMPANY	CHAIN PHARMACY	OTTAWA	OH	39137	924100.0	5393370.0	0.17133999707047728
county_top	FW0090706	WALDRON'S PHARMACY	RETAIL PHARMACY	JOHNSON	KS	20187	424810.0	477740.0	0.8892075187340395
county_top	BK3663564	KREISLER COUNTRY PHARMACY	RETAIL PHARMACY	APPLETON CITY	MO	29185	1240500.0	1408200.0	0.8809118023008096
county_top	AR9796105	RIGGS DRUG	RETAIL PHARMACY	LAFOLLETTE	TN	47013	5071410.0	27277359.0	0.1859201251851398
county_top	BS8143163	STAN'S PHARMACY INC	RETAIL PHARMACY	DAYTON	TN	47143	3656450.0	17979865.0	0.20336359588906813
county_top	AB0397441	BOATWRIGHT DRUG CO	RETAIL PHARMACY	MILLINGTON	TN	47157	6396780.0	157399568.5	0.04064039095507432
county_top	BB2409438	BENNETT'S PHARMACY	RETAIL PHARMACY	WINCHESTER	TN	47051	4997310.0	18307720.0	0.2729618980408265
county_top	AP6557017	PRINCETON DRUG CO	RETAIL PHARMACY	PRINCETON	KY	21033	3133520.0	7985740.0	0.3923894341664016
county_top	BM6165749	MEDCARE PHARMACY AND HOME MEDICAL	RETAIL PHARMACY	ARLINGTON	KY	21039	759000.0	1474530.0	0.5147402901263454
county_top	BW6886228	WALGREEN CO.	CHAIN PHARMACY	NIXA	MO	29043	3808130.0	20645030.0	0.1844574699092227
county_top	BS8102511	SOLDOTNA PROFESSIONAL PHRMCY	RETAIL PHARMACY	SOLDOTNA	AK	02122	4156720.0	17033575.0	0.24403097999098838
county_top	FB2068030	BURT, SELINA	PRACTITIONER	ELDORADO	TX	48413	20.0	20.0	1.0
county_top	AW8818734	WALGREEN CO.	CHAIN PHARMACY	VICTORIA	TX	48469	4331000.0	26398804.0	0.1640604627391453
county_top	BW5568778	WAL-MART PHARMACY 10-0248	CHAIN PHARMACY	MEXIA	TX	48293	2060500.0	8005570.0	0.25738329687954764
county_top	FR0949872	REMEDI SENIORCARE OF OHIO LLC	RETAIL PHARMACY	TROY	OH	39109	4475910.0	24121075.0	0.18556013776334596
county_top	BW8602876	WHITE DRUG #62	RETAIL PHARMACY	MOHALL	ND	38075	94730.0	94730.0	1.0
county_top	BL0662355	LINTON DRUG CO	RETAIL PHARMACY	LINTON	ND	38029	266740.0	404770.0	0.6589915260518319
county_top	AH7435438	HOOK-SUPERX, L.L.C.	CHAIN PHARMACY	TIPTON	IN	18159	2113690.0	2950970.0	0.7162695656004636
county_top	BH2752310	HY-VEE FOOD STORES	CHAIN PHARMACY	NEW ULM	MN	27015	817000.0	3593561.0	0.2273510871249994
county_top	AT1009631	THE PHARMACY INC	RETAIL PHARMACY	BENNINGTON	VT	50003	2258330.0	8045390.0	0.2806986361133519
county_top	BR4157738	RITE AID OF NEW HAMPSHIRE, INC.	CHAIN PHARMACY	COLEBROOK	NH	33007	2383380.0	8219920.0	0.28995172702410726
county_top	BW5420372	WALGREEN CO.	CHAIN PHARMACY	YUKON	OK	40017	4247100.0	34093070.0	0.12457370368816889
county_top	AS5826409	JAC STORES INC	RETAIL PHARMACY	TUSCOLA	IL	17041	775440.0	2800820.0	0.27686177619411456
county_top	BW6517746	WALGREEN OF PUERTO RICO, INC.	CHAIN PHARMACY	GUAYAMA	PR	72057	398300.0	839490.0	0.4744547284660925
county_top	BW4254619	WALGREEN CO.	CHAIN PHARMACY	CAPE GIRARDEAU	MO	29031	4302330.0	28488615.0	0.15101927559482972
county_top	BW6902438	WALGREEN CO.	CHAIN PHARMACY	LINCOLN	IL	17107	2463200.0	6226620.0	0.39559182991735486
county_top	BH5131646	HY-VEE PHARMACY (1522)	CHAIN PHARMACY	PERRY	IA	19049	1900900.0	5635590.0	0.33730274913540553
county_top	FD0360925	DONALDSON DRUG, INC.	RETAIL PHARMACY	MT. STERLING	KY	21173	3387260.0	15151950.0	0.22355274403624617
county_top	BR3457442	RITE AID OF KENTUCKY, INC.	CHAIN PHARMACY	CALHOUN	KY	21149	945060.0	1589810.0	0.5944483932042194
county_top	BW0120814	WALGREEN CO.	CHAIN PHARMACY	ROCHESTER	IN	18049	1928860.0	7269300.0	0.2653432930268389
county_top	BW3936753	WALKERS STERLING PHARMACY INC	RETAIL PHARMACY	STERLING	CO	08075	1165490.0	4822170.0	0.24169409207887735
county_top	BW6655724	WALGREEN CO.	CHAIN PHARMACY	BURLINGTON	IA	19057	2397700.0	10835100.0	0.22129006654299452
county_top	BH7492921	H E B PHARMACY #488	CHAIN PHARMACY	PORTLAND	TX	48409	2271880.0	18213970.0	0.12473282870236417
county_top	BW3550185	WALGREEN LOUISIANA CO., INC.	CHAIN PHARMACY	SULPHUR	LA	22019	3780400.0	56035383.0	0.06746451612546309
county_top	AE6893374	ELK PHARMACY INC	RETAIL PHARMACY	ELKIN	NC	37171	4255500.0	41227030.0	0.10322111488506448
county_top	BA4882127	AMERICA'S #1 HEALTH STORE	RETAIL PHARMACY	MADISONVILLE	KY	21107	5378000.0	31560881.0	0.1704008199264146
county_top	BP8533552	PROPST DISCOUNT DRUGS	RETAIL PHARMACY	HUNTSVILLE	AL	01089	9181720.0	123406859.30000001	0.07440202312968189
county_top	AB2801290	BARBEE PHARMACY MART	RETAIL PHARMACY	RAEFORD	NC	37093	2548190.0	6909910.0	0.3687732546444165
county_top	FP0669082	PAMIDA PHARMACY #675	CHAIN PHARMACY	AFTON	WY	56023	961930.0	3902940.0	0.2464629228222827
county_top	BH1590000	HIGHLAND PARK CVS, L.L.C.	CHAIN PHARMACY	CARMI	IL	17193	1723620.0	4860420.0	0.3546236744972657
county_top	BW5566801	WAL-MART PHARMACY 10-0812	CHAIN PHARMACY	DUMAS	TX	48341	922720.0	2743310.0	0.33635280008456936
county_top	BC0252003	CVS ALBANY, L.L.C.	CHAIN PHARMACY	BINGHAMTON	NY	36007	4847500.0	56680470.0	0.08552328518094504
county_top	AH7790163	HAYES DRUG	RETAIL PHARMACY	JEMISON	AL	01021	3506970.0	14478570.0	0.24221798147192714
county_top	AM4800973	MACON CITY DRUG STORE	RETAIL PHARMACY	MACON	MS	28103	679150.0	1908300.0	0.35589267934811086
county_top	BS5637193	SUPER-D EXPRESS #27	CHAIN PHARMACY	BROWNSVILLE	TN	47075	897870.0	2558510.0	0.3509347237259186
county_top	BD7400702	D/B/A/STEPHENS PHARMACY	RETAIL PHARMACY	PIKEVILLE	TN	47007	1986140.0	4462370.0	0.44508635545685366
county_top	BW0910871	WALGREEN CO.	CHAIN PHARMACY	MUSKEGON	MI	26121	7682650.0	67933851.0	0.11309015883701337
county_top	AG6435158	GILL DRUG CO	RETAIL PHARMACY	ELLAVILLE	GA	13249	424200.0	424240.0	0.9999057137469357
county_top	AF6664191	F AND H DRUGS INC	RETAIL PHARMACY	MONTICELLO	KY	21231	3604900.0	8986268.0	0.4011565201482974
county_top	AW9086186	BOND DRUG COMPANY OF ILLINOIS, L.L.C.	CHAIN PHARMACY	DIXON	IL	17103	1983930.0	4648860.0	0.4267562370129451
county_top	BH7310092	HY-VEE PHARMACY (1875)	CHAIN PHARMACY	WEBSTER CITY	IA	19079	1092000.0	2519420.0	0.4334330917433378
county_top	BY2552037	YORK DRUG	RETAIL PHARMACY	POQUOSON	VA	51735	1008820.0	2860560.0	0.3526652124059625
county_top	BW5441972	WAL-MART PHARMACY 10-0145	CHAIN PHARMACY	BOWLING GREEN	MO	29163	1354090.0	5502990.0	0.24606441225588271
county_top	AR8139568	NORTH CAROLINA CVS PHARMACY, L.L.C.	CHAIN PHARMACY	YADKINVILLE	NC	37197	3476900.0	9489140.0	0.366408336266511
county_top	AL8015198	LONG AND GIBSON PHARMACY	RETAIL PHARMACY	DYERSBURG	TN	47045	4351850.0	18959485.0	0.22953418829678127
county_top	AS2146226	STANTON DRUG	RETAIL PHARMACY	STANTON	TX	48317	556110.0	564310.0	0.9854689798160585
county_top	AF3168312	FRED'S PHARMACY	RETAIL PHARMACY	INDIANOLA	MS	28133	1058300.0	3914500.0	0.27035381274747733
county_top	AC2235504	CITY DRUG CO OF JEFFERSON TEX	RETAIL PHARMACY	JEFFERSON	TX	48315	990020.0	990020.0	1.0
county_top	AD6273041	RITE AID OF VIRGINIA, INC.	CHAIN PHARMACY	SUFFOLK	VA	51800	2556270.0	13561050.0	0.18850089041777737
county_top	BW5419393	WAL-MART PHARMACY 10-0030	CHAIN PHARMACY	DEXTER	MO	29207	1967540.0	13377400.0	0.1470794025744913
county_top	BW5570759	WAL-MART PHARMACY 10-0288	CHAIN PHARMACY	WOODVILLE	TX	48457	1282100.0	4376810.0	0.29293023914677585
county_top	BC5288483	HOLIDAY CVS, L.L.C.	CHAIN PHARMACY	CHATTAHOOCHEE	FL	12039	1216400.0	6632720.0	0.1833938414406156
county_top	AG2402737	RITE AID OF OHIO, INC.	CHAIN PHARMACY	PORT CLINTON	OH	39123	1873490.0	8790170.0	0.21313467202568323
county_top	BJ0990881	J&J PROFESSIONAL PHARMACY, INC	RETAIL PHARMACY	COLUMBUS	GA	13215	4540300.0	55676244.5	0.08154824451207372
county_top	AC2893736	C & R CLINIC PHCY	RETAIL PHARMACY	ELKHART	KS	20129	1916920.0	1917420.0	0.9997392329275798
county_top	BY1806580	YATES CENTER PHARMACY	RETAIL PHARMACY	YATES CENTER	KS	20207	610140.0	610140.0	1.0
county_top	BH7490030	H E B PHARMACY #441	CHAIN PHARMACY	UVALDE	TX	48463	1715880.0	4266320.0	0.4021920531043147
county_top	BB2508793	BOND DRUG COMPANY OF ILLINOIS, L.L.C.	CHAIN PHARMACY	MCHENRY	IL	17111	4975470.0	45422913.5	0.10953656682546355
county_top	BC2798621	CITY MARKET STORE #443	CHAIN PHARMACY	RIFLE	CO	08045	1793950.0	13264387.0	0.13524560162486213
county_top	AR8073924	R AND S DRUG STORES, INC	RETAIL PHARMACY	DUNCAN	OK	40137	6183570.0	26097120.0	0.2369445364086152
county_top	BU1562900	UNIVERSAL PHARMACEUTICS	RETAIL PHARMACY	OGLETHORPE	GA	13193	1175320.0	3819270.0	0.3077342005147581
county_top	AR2574704	PENNSYLVANIA CVS PHARMACY, L.L.C.	CHAIN PHARMACY	DANVILLE	PA	42093	1464800.0	3131060.0	0.4678287864173794
county_top	BP0277055	PERKINS PHARMACY	RETAIL PHARMACY	CLINTON	KY	21105	592960.0	957560.0	0.6192405697815281
county_top	BK6247399	KROGER PHARMACY L-903	CHAIN PHARMACY	BRANDENBURG	KY	21163	2118230.0	5565030.0	0.3806322697272072
county_top	AH5081005	HOOK-SUPERX, L.L.C.	CHAIN PHARMACY	WINAMAC	IN	18131	3219460.0	4135060.0	0.7785763689039579
county_top	BW5588580	WAL-MART PHARMACY 10-2587	CHAIN PHARMACY	CABOT	AR	05085	2592710.0	15948790.0	0.16256468359041656
county_top	BW9784225	WALGREEN OF PUERTO RICO, INC.	CHAIN PHARMACY	YABUCOA	PR	72151	187600.0	808400.0	0.23206333498268183
county_top	BW6259356	WALGREEN CO.	CHAIN PHARMACY	GALLATIN	TN	47165	3251730.0	49493795.0	0.06569975084755574
county_top	FW0041929	WALGREEN CO.	CHAIN PHARMACY	SPENCER	IA	19041	726800.0	2679310.0	0.2712638701755303
county_top	BH8622640	HAWKINS PHARMACY	RETAIL PHARMACY	CHEROKEE	OK	40003	605680.0	607690.0	0.9966923925027563
county_top	AR8488199	OHIO CVS STORES, L.L.C.	CHAIN PHARMACY	NEW LEXINGTON	OH	39127	3352990.0	12780230.0	0.26235756320504405
county_top	BH0737657	HOOK-SUPERX, L.L.C.	CHAIN PHARMACY	AURORA	IN	18029	4584460.0	21104020.0	0.21723159852956925
county_top	AW3030068	WAL-MART PHARMACY 10-0279	CHAIN PHARMACY	DEQUEEN	AR	05133	1222800.0	5255240.0	0.2326820468713132
county_top	AW0572619	WALGREEN ARIZONA DRUG CO.	CHAIN PHARMACY	YUMA	AZ	04027	5002130.0	32479730.0	0.15400774575404413
county_top	BW7143489	WALGREEN CO.	CHAIN PHARMACY	SEBRING	FL	12055	2804160.0	21792270.0	0.12867681980812462
county_top	BW8021672	WALGREEN CO.	CHAIN PHARMACY	COEUR D ALENE	ID	16055	4921430.0	39147088.0	0.125716375123483
county_top	FN1185897	NEUMANN DRUG INC.	RETAIL PHARMACY	CANDO	ND	38095	87140.0	127540.0	0.6832366316449742
county_top	BO8436669	OKIES PHARMACY	RETAIL PHARMACY	BLAINE	TN	47057	3982090.0	8154870.0	0.4883082133743395
county_top	BW7671577	WALGREEN CO.	CHAIN PHARMACY	PHENIX CITY	AL	01113	4308250.0	19734370.0	0.21831201097374783
county_top	BP9761710	PAMIDA PHARMACY #889	CHAIN PHARMACY	MOUNT AYR	IA	19159	900600.0	965200.0	0.9330708661417323
county_top	BB8268408	BROOKSHIRE PHARMACY #04	CHAIN PHARMACY	EMORY	TX	48379	1359900.0	2188140.0	0.6214867421645781
county_top	AR7538436	GEORGIA CVS PHARMACY, L.L.C.	CHAIN PHARMACY	WASHINGTON	GA	13317	2140700.0	3268270.0	0.6549948443672035
county_top	BM8273524	FRITZ'S PHARMACY AND WELLNESS	RETAIL PHARMACY	RONCEVERTE	WV	54025	7528100.0	22520422.0	0.33427881591206415
county_top	BW7143922	WAL-MART PHARMACY 10-2957	CHAIN PHARMACY	DETROIT LAKES	MN	27005	1435800.0	4625036.0	0.31044082683896945
county_top	BS6179522	SMITHS FOOD & DRUG CENTERS	CHAIN PHARMACY	DAYTON	NV	32019	4251700.0	15349658.0	0.27698988472577046
county_top	BR4331156	OHIO CVS STORES, L.L.C.	CHAIN PHARMACY	GALLIPOLIS	OH	39053	5926480.0	19081170.0	0.31059311352500923
county_top	FP0596847	PAMIDA PHARMACY #665	CHAIN PHARMACY	VALENTINE	NE	31031	866500.0	1329100.0	0.651944925137311
county_top	AH1722708	H&H PHARMACY INC	RETAIL PHARMACY	CHINCOTEAGUE	VA	51001	1091050.0	5053970.0	0.2158797935088653
county_top	AS5123598	SENTRY DRUG CENTER #11	RETAIL PHARMACY	LINCOLNTON	NC	37109	2666790.0	23446740.0	0.11373819985209031
county_top	AA2499843	ALLEN'S MEDICAL PHARMACY INC	RETAIL PHARMACY	CHILLICOTHE	OH	39141	6816000.0	35275018.0	0.1932245647613844
county_top	AB9733393	BARNEY'S PHARMACY	RETAIL PHARMACY	AUGUSTA	GA	13245	6440330.0	51731644.0	0.12449498028711402
county_top	AB9375456	BOLLING APOTHECARY	RETAIL PHARMACY	FAYETTE	AL	01057	2526500.0	4914430.0	0.5140982779284679
county_top	AP4304832	LOYALTON PHARMACY	RETAIL PHARMACY	LOYALTON	CA	06091	681100.0	703060.0	0.9687651125081785
county_top	AD6789157	DEAN'S PHARMACY	RETAIL PHARMACY	BROOKSVILLE	KY	21023	627840.0	1200880.0	0.52281660115915
county_top	FT1585631	THE REMEDY SHOPPE, LLC	RETAIL PHARMACY	PRESHO	SD	46085	56300.0	112100.0	0.5022301516503123
county_top	BW8437382	WALGREEN CO.	CHAIN PHARMACY	CASPER	WY	56025	3160700.0	20397640.0	0.15495420058398912
county_top	BW2285004	WAL-MART PHARMACY 10-1457	CHAIN PHARMACY	RIVERTON	WY	56013	1486500.0	7827230.0	0.18991392868230522
county_top	BW5568970	WAL-MART PHARMACY 10-1078	CHAIN PHARMACY	BALLINGER	TX	48399	1803980.0	3049890.0	0.5914901848919142
county_top	AM7451470	MCMINNVILLE DRUG CENTER	RETAIL PHARMACY	MCMINNVILLE	TN	47177	7806490.0	25843389.0	0.30206912878183273
county_top	BL3315745	LUDOWICI DRUGS	RETAIL PHARMACY	LUDOWICI	GA	13183	767590.0	767590.0	1.0
county_top	BW9707627	WALGREEN CO.	CHAIN PHARMACY	FT MORGAN	CO	08087	1510860.0	5864100.0	0.2576456745280606
county_top	AM3192096	MEDICAL PHARMACY OF ALBEMARLE	RETAIL PHARMACY	ALBEMARLE	NC	37167	5544700.0	21949140.0	0.2526158200275728
county_top	AC7993656	CLAYTON PHARMACY	RETAIL PHARMACY	BREMEN	GA	13143	4300400.0	22320890.0	0.19266256856245428
county_top	BB6317451	BROADLAWNS MEDICAL CENTER	RETAIL PHARMACY	DES MOINES	IA	19153	5280560.0	129629353.0	0.04073583550170153
county_top	BM6564810	MEDICAP PHARMACY	RETAIL PHARMACY	SYLVANIA	GA	13251	665430.0	1822850.0	0.3650492360863483
county_top	AD5209324	D & D PHARMACY	RETAIL PHARMACY	POTEAU	OK	40079	4409630.0	20641900.0	0.21362519923069098
county_top	BD5310533	HY-VEE DRUGSTORE PHCY #7060	CHAIN PHARMACY	MUSCATINE	IA	19139	3107900.0	7157420.0	0.4342207108147908
county_top	BB6381672	BRIDGEPORT PHARMACY INC	RETAIL PHARMACY	BRIDGEPORT	MI	26145	4147860.0	61010410.0	0.06798610269952292
county_top	BP2238170	VIRGINIA CVS PHARMACY, L.L.C.	CHAIN PHARMACY	CHARLOTTESVILLE	VA	51003	3365500.0	17088130.0	0.1969495784500703
county_top	BK4860955	KAISER PERMANENTE	RETAIL PHARMACY	PORTLAND	OR	41051	18646530.0	267680373.0	0.06965968326710303
county_top	BD4084416	DILLON PHARMACY #29	CHAIN PHARMACY	EL DORADO	KS	20015	4173000.0	21940000.0	0.19020054694621696
county_top	AW4300517	WALGREEN CO.	CHAIN PHARMACY	YUBA CITY	CA	06101	6401500.0	45200015.0	0.14162605919489185
county_top	AW3028570	WALGREEN CO.	CHAIN PHARMACY	NEWPORT	KY	21037	5601560.0	34267460.0	0.16346586528444185
county_top	AP7648732	PARK PHARMACY INC	RETAIL PHARMACY	SIBLEY	IA	19143	251710.0	683960.0	0.3680185975788058
county_top	AG2551100	GLENN'S APOTHECARY	RETAIL PHARMACY	MARION	KY	21055	5171800.0	7738800.0	0.6682948260712255
county_top	BW8671883	WOODBINE PHARMACY INC	RETAIL PHARMACY	WOODBINE	GA	13039	4189700.0	15684434.0	0.2671247174109056
county_top	BW3834555	WALGREEN CO.	CHAIN PHARMACY	MANITOWOC	WI	55071	3344600.0	16677160.0	0.2005497338875444
county_top	AP1955965	PRN PHARMACIES LTD	RETAIL PHARMACY	HARRISBURG	IL	17165	3135640.0	15514280.0	0.2021131499495948
county_top	BF0660565	FAMILY DISCOUNT PHARMACY INC	RETAIL PHARMACY	MOUNT GAY	WV	54045	12849040.0	45586800.0	0.28185878368299594
county_top	BM9654028	ASPIRUS PHARMACY - MEDFORD	RETAIL PHARMACY	MEDFORD	WI	55119	1052800.0	2588380.0	0.40674089584991385
county_top	BF4560567	FRED'S PHARMACY #2781	RETAIL PHARMACY	ROLLING FORK	MS	28125	660800.0	898060.0	0.7358082978865554
county_top	BW5455755	WAL-MART PHARMACY 10-0759	CHAIN PHARMACY	WAUCHULA	FL	12049	936100.0	3882860.0	0.24108517948110414
county_top	BW5397888	WAL-MART PHARMACY 10-0914	CHAIN PHARMACY	CASSVILLE	MO	29009	4265120.0	15777474.0	0.27032971184107163
county_top	BC5201378	CONTINUING CARE RX	RETAIL PHARMACY	NEWPORT	PA	42099	1956090.0	10237850.0	0.19106453015037336
county_top	AH1836848	HARRIS PHARMACY	RETAIL PHARMACY	ARLINGTON	GA	13037	301340.0	626000.0	0.4813738019169329
county_top	BT5237323	THRIFTY PAYLESS INC.	CHAIN PHARMACY	SUSANVILLE	CA	06035	6882410.0	18872710.0	0.3646752374195333
county_top	BU8132639	PHYSICIANS PHARMACY ALLIANCE	RETAIL PHARMACY	CARY	NC	37183	6116260.0	144368260.0	0.042365683426537105
county_top	FT0718277	TRICARE, INC DBA THE DRUG STORE	RETAIL PHARMACY	REIDSVILLE	GA	13267	1892700.0	8291360.0	0.2282737693213176
county_top	BW5581601	WAL-MART PHARMACY 10-0827	CHAIN PHARMACY	CANTON	TX	48467	2331050.0	14102166.0	0.16529730255621725
county_top	BW2359520	WHITAKER, JOHN WILLIAM	PRACTITIONER	EUREKA	NV	32011	300.0	300.0	1.0
county_top	BM3113406	MEDICINE SHOPPE( MORGAN CITY)	RETAIL PHARMACY	MORGAN CITY	LA	22101	2028960.0	18180123.0	0.11160320532484846
county_top	BV9205041	VARNEY HEALTH MART	RETAIL PHARMACY	BROKEN BOW	NE	31041	708690.0	1993550.0	0.35549145995836573
county_top	BW5430448	WAL-MART PHARMACY #10-1017	CHAIN PHARMACY	MANNING	SC	45027	2346490.0	10169890.0	0.23072914259642927
county_top	BL5014294	LOVINS PHARMACY	RETAIL PHARMACY	ALBION	IL	17047	719840.0	1468810.0	0.49008380934225665
county_top	BW7891410	WALGREEN CO.	CHAIN PHARMACY	EL CENTRO	CA	06025	2256160.0	23887210.0	0.0944505448731769
county_top	AL1190836	LAKELAND DRUG COMPANY	RETAIL PHARMACY	LAKELAND	GA	13173	1614510.0	1865280.0	0.8655590581574885
county_top	AL0959873	LA HACIENDA PHARMACY INC	RETAIL PHARMACY	SAN DIEGO	TX	48131	477200.0	582770.0	0.8188479159874393
county_top	BB3548356	MITCHELL'S PHARMACY	RETAIL PHARMACY	JONESBORO	LA	22049	1386300.0	3428880.0	0.404301112899839
county_top	BK5358456	KERR DRUG	CHAIN PHARMACY	WARRENTON	NC	37185	1280530.0	1714590.0	0.7468432686531474
county_top	AP9550662	POTTER DRUG	RETAIL PHARMACY	PETERSBURG	IL	17129	519930.0	988110.0	0.5261863557701065
county_top	BB7140231	BOSS, ROBERT J MD	PRACTITIONER	FOSSIL	OR	41069	306.0	306.0	1.0
county_top	BS9491147	SUPER SAVER PHARMACY	RETAIL PHARMACY	KISSIMMEE	FL	12097	4809590.0	57220675.0	0.08405336008357119
county_top	BW8407935	WALGREEN CO.	CHAIN PHARMACY	COLUMBIA	TN	47119	4705730.0	31447560.0	0.1496373645522896
county_top	BT1790078	THE LANE DRUG COMPANY	CHAIN PHARMACY	WAUSEON	OH	39051	1981240.0	8241064.0	0.24041070424886885
county_top	BK4351033	KMART PHARMACY	CHAIN PHARMACY	STEVENSVILLE	MD	24035	2361620.0	10011784.0	0.23588403425403504
county_top	BS3402738	STONER DRUG	RETAIL PHARMACY	TABOR	IA	19071	372200.0	999300.0	0.372460722505754
county_top	BW5398955	WAL-MART PHARMACY 10-0338	CHAIN PHARMACY	LAMAR	MO	29011	1642300.0	4240420.0	0.387296541380335
