schema	table	column	type	regex_tag	regex_verdict	real_tag	real_tier	real_verdict	sampled	filled	distinct	regex_shape_pct	real_shape_pct	value_looks_like	name_hint	names_holds	fips_level	examples
HOUSING	HOUSING__FED_FEMA_IA_HOUSING_REGISTRATIONS	SELF_ASSESSMENT_INFORMATION	TEXT						2000	1882	5							"[""2"", ""4"", ""1""]"
HOUSING	HOUSING__FED_FEMA_IA_HOUSING_REGISTRATIONS	INSPN_ISSUED	TEXT						2000	2000	2							"[""True"", ""False""]"
HOUSING	HOUSING__FED_FEMA_IA_HOUSING_REGISTRATIONS	INSPN_RETURNED	TEXT						2000	2000	2							"[""True"", ""False""]"
HOUSING	HOUSING__FED_FEMA_IA_HOUSING_REGISTRATIONS	VERIFIED_OCCUPANCY	TEXT						2000	2000	2							"[""True"", ""False""]"
HOUSING	HOUSING__FED_FEMA_IA_HOUSING_REGISTRATIONS	VERIFIED_OWNERSHIP	TEXT						2000	2000	2							"[""True"", ""False""]"
HOUSING	HOUSING__FED_FEMA_IA_HOUSING_REGISTRATIONS	PPFVL	FLOAT						2000	2000	46							"[""0.0"", ""2254.3"", ""9958.35""]"
HOUSING	HOUSING__FED_FEMA_IA_HOUSING_REGISTRATIONS	RPFVL	FLOAT						2000	2000	8							"[""4789.89"", ""0.0"", ""274578.73""]"
HOUSING	HOUSING__FED_FEMA_IA_HOUSING_REGISTRATIONS	FLOOD_INSURANCE	TEXT						2000	2000	2							"[""False"", ""True""]"
HOUSING	HOUSING__FED_FEMA_IA_HOUSING_REGISTRATIONS	HOMEOWNERS_INSURANCE	TEXT						2000	2000	2							"[""True"", ""False""]"
HOUSING	HOUSING__FED_FEMA_IA_HOUSING_REGISTRATIONS	INELIGIBLE_INSURANCE	TEXT						2000	1600	2							"[""True"", ""False""]"
HOUSING	HOUSING__FED_FEMA_IA_HOUSING_REGISTRATIONS	INELIGIBLE_REASON	TEXT						2000	488	7							"[""3"", ""2"", ""9""]"
HOUSING	HOUSING__FED_FEMA_IA_HOUSING_REGISTRATIONS	IHP_ELIGIBLE	TEXT						2000	2000	2							"[""True"", ""False""]"
HOUSING	HOUSING__FED_FEMA_IA_HOUSING_REGISTRATIONS	IHP_AMOUNT	FLOAT						2000	2000	50							"[""770.0"", ""0.0"", ""15846.3""]"
HOUSING	HOUSING__FED_FEMA_IA_HOUSING_REGISTRATIONS	IHP_MAX	NUMBER						2000	0	0							[]
HOUSING	HOUSING__FED_FEMA_IA_HOUSING_REGISTRATIONS	IHP_REFERRAL	TEXT						2000	2000	2							"[""True"", ""False""]"
HOUSING	HOUSING__FED_FEMA_IA_HOUSING_REGISTRATIONS	HA_ELIGIBLE	TEXT						2000	2000	2							"[""False"", ""True""]"
HOUSING	HOUSING__FED_FEMA_IA_HOUSING_REGISTRATIONS	HA_AMOUNT	FLOAT						2000	2000	15							"[""0.0"", ""9000.0"", ""28803.0""]"
HOUSING	HOUSING__FED_FEMA_IA_HOUSING_REGISTRATIONS	HA_MAX	NUMBER						2000	0	0							[]
HOUSING	HOUSING__FED_FEMA_IA_HOUSING_REGISTRATIONS	HA_REFERRAL	TEXT						2000	2000	2							"[""True"", ""False""]"
HOUSING	HOUSING__FED_FEMA_IA_HOUSING_REGISTRATIONS	HA_STATUS	TEXT						2000	1486	25							"[""INI - Ineligible - Ineligible Insurance"", ""TSA - Transitional Sheltering Assistance"", ""WVO - Withdrawn - Applicant Withdrew Voluntarily""]"
HOUSING	HOUSING__FED_FEMA_IA_HOUSING_REGISTRATIONS	FIP_AMOUNT	NUMBER						2000	2000	1							"[""0""]"
HOUSING	HOUSING__FED_FEMA_IA_HOUSING_REGISTRATIONS	REPAIR_ASSISTANCE_ELIGIBLE	TEXT						2000	2000	2							"[""False"", ""True""]"
HOUSING	HOUSING__FED_FEMA_IA_HOUSING_REGISTRATIONS	REPAIR_AMOUNT	FLOAT						2000	2000	5							"[""0.0"", ""14823.77"", ""4789.89""]"
HOUSING	HOUSING__FED_FEMA_IA_HOUSING_REGISTRATIONS	REPLACEMENT_ASSISTANCE_ELIGIBLE	TEXT						2000	2000	2							"[""False"", ""True""]"
HOUSING	HOUSING__FED_FEMA_IA_HOUSING_REGISTRATIONS	REPLACEMENT_AMOUNT	FLOAT						2000	2000	2							"[""0.0"", ""43600.0""]"
HOUSING	HOUSING__FED_FEMA_IA_HOUSING_REGISTRATIONS	RENTAL_ASSISTANCE_ELIGIBLE	TEXT						2000	2000	2							"[""False"", ""True""]"
HOUSING	HOUSING__FED_FEMA_IA_HOUSING_REGISTRATIONS	RENTAL_ASSISTANCE_AMOUNT	FLOAT						2000	2000	8							"[""0.0"", ""9000.0"", ""28803.0""]"
HOUSING	HOUSING__FED_FEMA_IA_HOUSING_REGISTRATIONS	RENTAL_ASSISTANCE_END_DATE	DATE						2000	3	3							"[""2025-08-31"", ""2026-01-31"", ""2026-06-30""]"
HOUSING	HOUSING__FED_FEMA_IA_HOUSING_REGISTRATIONS	RENTAL_RESOURCE_CITY	TEXT						2000	3	3							"[""MALIBU"", ""PASADENA"", ""LOS ANGELES""]"
HOUSING	HOUSING__FED_FEMA_IA_HOUSING_REGISTRATIONS	RENTAL_RESOURCE_STATE_ABBREV	TEXT			STATE	GEO	PASS	2000	3	1		100.0					"[""CA""]"
HOUSING	HOUSING__FED_FEMA_IA_HOUSING_REGISTRATIONS	RENTAL_RESOURCE_ZIP_CODE	TEXT	ZIP	PASS	ZIP	GEO	PASS	2000	3	3	100.0	100.0					"[""90265"", ""91103"", ""90025""]"
HOUSING	HOUSING__FED_FEMA_IA_HOUSING_REGISTRATIONS	ONA_ELIGIBLE	TEXT						2000	2000	2							"[""True"", ""False""]"
HOUSING	HOUSING__FED_FEMA_IA_HOUSING_REGISTRATIONS	ONA_AMOUNT	FLOAT						2000	2000	41							"[""770.0"", ""0.0"", ""6846.3""]"
HOUSING	HOUSING__FED_FEMA_IA_HOUSING_REGISTRATIONS	ONA_MAX	NUMBER						2000	0	0							[]
HOUSING	HOUSING__FED_FEMA_IA_HOUSING_REGISTRATIONS	ONA_REFERRAL	TEXT						2000	2000	2							"[""True"", ""False""]"
HOUSING	HOUSING__FED_FEMA_IA_HOUSING_REGISTRATIONS	ONA_DENTAL_ASSIST_ELIGIBLE	TEXT						2000	2000	1							"[""False""]"
HOUSING	HOUSING__FED_FEMA_IA_HOUSING_REGISTRATIONS	ONA_DENTAL_ASSIST_AMOUNT	FLOAT						2000	2000	1							"[""0.0""]"
HOUSING	HOUSING__FED_FEMA_IA_HOUSING_REGISTRATIONS	ONA_FUNERAL_ASSIST_ELIGIBLE	TEXT						2000	2000	1							"[""False""]"
HOUSING	HOUSING__FED_FEMA_IA_HOUSING_REGISTRATIONS	ONA_FUNERAL_ASSIST_AMOUNT	FLOAT						2000	2000	1							"[""0.0""]"
HOUSING	HOUSING__FED_FEMA_IA_HOUSING_REGISTRATIONS	ONA_MEDICAL_ASSIST_ELIGIBLE	TEXT						2000	2000	1							"[""False""]"
HOUSING	HOUSING__FED_FEMA_IA_HOUSING_REGISTRATIONS	ONA_MEDICAL_ASSIST_AMOUNT	FLOAT						2000	2000	1							"[""0.0""]"
HOUSING	HOUSING__FED_FEMA_IA_HOUSING_REGISTRATIONS	ONA_MOVING_ASSIST_ELIGIBLE	TEXT						2000	2000	1							"[""False""]"
HOUSING	HOUSING__FED_FEMA_IA_HOUSING_REGISTRATIONS	ONA_MOVING_ASSIST_AMOUNT	FLOAT						2000	2000	1							"[""0.0""]"
HOUSING	HOUSING__FED_FEMA_IA_HOUSING_REGISTRATIONS	ONA_OTHER_ASSIST_ELIGIBLE	TEXT						2000	2000	2							"[""True"", ""False""]"
HOUSING	HOUSING__FED_FEMA_IA_HOUSING_REGISTRATIONS	ONA_OTHER_ASSIST_AMOUNT	FLOAT						2000	2000	16							"[""770.0"", ""0.0"", ""4592.0""]"
HOUSING	HOUSING__FED_FEMA_IA_HOUSING_REGISTRATIONS	PERSONAL_PROPERTY_ELIGIBLE	TEXT						2000	2000	2							"[""False"", ""True""]"
HOUSING	HOUSING__FED_FEMA_IA_HOUSING_REGISTRATIONS	PERSONAL_PROPERTY_AMOUNT	FLOAT						2000	2000	22							"[""0.0"", ""2254.3"", ""7980.36""]"
HOUSING	HOUSING__FED_FEMA_IA_HOUSING_REGISTRATIONS	UNMET_NEED_PP	FLOAT						2000	2000	24							"[""0.0"", ""1977.99"", ""107.64""]"
HOUSING	HOUSING__FED_FEMA_IA_HOUSING_REGISTRATIONS	UNMET_NEED_RP	FLOAT						2000	2000	7							"[""4789.89"", ""0.0"", ""230978.73""]"
HOUSING	HOUSING__FED_FEMA_IA_HOUSING_REGISTRATIONS	TRANSIENT_ACCOMMOD_ELIGIBLE	TEXT						2000	2000	1							"[""False""]"
HOUSING	HOUSING__FED_FEMA_IA_HOUSING_REGISTRATIONS	TRANSIENT_ACCOMMOD_AMOUNT	FLOAT						2000	2000	1							"[""0.0""]"
HOUSING	HOUSING__FED_FEMA_IA_HOUSING_REGISTRATIONS	TSA_ELIGIBLE	TEXT						2000	2000	2							"[""False"", ""True""]"
HOUSING	HOUSING__FED_FEMA_IA_HOUSING_REGISTRATIONS	TSA_CHECKED_IN	TEXT						2000	2000	2							"[""False"", ""True""]"
HOUSING	HOUSING__FED_FEMA_IA_HOUSING_REGISTRATIONS	SBA_APPROVED	TEXT						2000	2000	1							"[""False""]"
HOUSING	HOUSING__FED_FEMA_IA_HOUSING_REGISTRATIONS	LAST_REFRESH	TEXT						2000	2000	1							"[""2026-08-05T06:01:35.110Z""]"
HOUSING	HOUSING__FED_FEMA_IA_HOUSING_REGISTRATIONS	_INGESTED_AT	TEXT						2000	2000	1							"[""2026-08-05T21:35:54.281761""]"
HOUSING	HOUSING__FED_FEMA_IA_HOUSING_REGISTRATIONS	_SOURCE_RUN_ID	TEXT						2000	2000	1							"[""fb103801-909d-498a-945f-5085a14bd37f""]"
HOUSING	HOUSING__FED_FEMA_IA_HOUSING_REGISTRATIONS	_SRC_SHA256	TEXT						2000	2000	1							"[""29c3f36eff736316""]"
HOUSING	HOUSING__FED_FEMA_NFIP_COMMUNITY_STATUS_BOOK	COMMUNITY_ID_NUMBER	TEXT						2000	2000	2000							"[""010001"", ""010002"", ""010003""]"
HOUSING	HOUSING__FED_FEMA_NFIP_COMMUNITY_STATUS_BOOK	COMMUNITY_NAME	TEXT	ORG_NAME	PASS	NAME	PROBABILISTIC	PASS	2000	2000	1925					organizations		"[""AUTAUGAVILLE, TOWN OF"", ""PRATTVILLE, CITY OF"", ""LOCUST FORK, TOWN OF""]"
HOUSING	HOUSING__FED_FEMA_NFIP_COMMUNITY_STATUS_BOOK	COUNTY	TEXT						2000	2000	319							"[""AUTAUGA COUNTY"", ""ELMORE COUNTY/AUTAUGA COUNTY"", ""BLOUNT COUNTY""]"
HOUSING	HOUSING__FED_FEMA_NFIP_COMMUNITY_STATUS_BOOK	STATE	TEXT	STATE	PASS	STATE	GEO	PASS	2000	2000	7	100.0	100.0					"[""AL"", ""AK"", ""AZ""]"
HOUSING	HOUSING__FED_FEMA_NFIP_COMMUNITY_STATUS_BOOK	INITIAL_FLOOD_HAZARD_BOUNDARY_MAP_DATE	DATE						2000	1630	320							"[""1974-06-07"", ""1974-05-03"", ""1975-10-24""]"
HOUSING	HOUSING__FED_FEMA_NFIP_COMMUNITY_STATUS_BOOK	INITIAL_FLOOD_INSURANCE_RATE_MAP_DATE	DATE						2000	1972	575							"[""1985-12-18"", ""1978-08-15"", ""2009-08-03""]"
HOUSING	HOUSING__FED_FEMA_NFIP_COMMUNITY_STATUS_BOOK	CURRENTLY_EFFECTIVE_MAP_DATE_RAW	TEXT						2000	1989	418							"[""09/03/14"", ""03/21/19"", ""04/19/19""]"
HOUSING	HOUSING__FED_FEMA_NFIP_COMMUNITY_STATUS_BOOK	CURRENTLY_EFFECTIVE_MAP_DATE	DATE						2000	1890	319							"[""2014-09-03"", ""2019-03-21"", ""2019-04-19""]"
HOUSING	HOUSING__FED_FEMA_NFIP_COMMUNITY_STATUS_BOOK	REGULAR_EMERGENCY_PROGRAM_DATE	DATE						2000	1961	863							"[""1986-02-03"", ""1978-08-15"", ""2010-08-03""]"
HOUSING	HOUSING__FED_FEMA_NFIP_COMMUNITY_STATUS_BOOK	ORIGINAL_ENTRY_DATE	DATE						2000	249	49							"[""1991-10-01"", ""2017-05-01"", ""2002-05-01""]"
HOUSING	HOUSING__FED_FEMA_NFIP_COMMUNITY_STATUS_BOOK	TRIBAL_FLAG	TEXT						2000	2000	2							"[""0"", ""1""]"
HOUSING	HOUSING__FED_FEMA_NFIP_COMMUNITY_STATUS_BOOK	PARTICIPATING_IN_NFIP_FLAG	TEXT						2000	2000	2							"[""1"", ""0""]"
HOUSING	HOUSING__FED_FEMA_NFIP_COMMUNITY_STATUS_BOOK	CLASS_RATING_EFFECTIVE_DATE	DATE						2000	249	57							"[""2026-04-01"", ""2023-10-01"", ""2018-05-01""]"
HOUSING	HOUSING__FED_FEMA_NFIP_COMMUNITY_STATUS_BOOK	CRS_CLASS_RATING	TEXT						2000	250	9							"[""7"", ""10"", ""5""]"
HOUSING	HOUSING__FED_FEMA_NFIP_COMMUNITY_STATUS_BOOK	SFHA_DISCOUNT_PCT	NUMBER						2000	0	0							[]
HOUSING	HOUSING__FED_FEMA_NFIP_COMMUNITY_STATUS_BOOK	NON_SFHA_DISCOUNT_PCT	NUMBER						2000	0	0							[]
HOUSING	HOUSING__FED_FEMA_NFIP_COMMUNITY_STATUS_BOOK	LAST_REFRESH_AT	TIMESTAMP_NTZ						2000	2000	2000							"[""2026-06-30 15:16:07.336000"", ""2026-06-30 15:16:07.368000"", ""2026-06-30 15:19:04.320000""]"
HOUSING	HOUSING__FED_FEMA_NFIP_COMMUNITY_STATUS_BOOK	_INGESTED_AT	TIMESTAMP_NTZ						2000	2000	1							"[""2026-08-11 16:22:18.672600""]"
HOUSING	HOUSING__FED_FEMA_NFIP_COMMUNITY_STATUS_BOOK	_SOURCE_RUN_ID	TEXT						2000	2000	1							"[""634bb613-c0f0-4446-85ab-2fc28d0c0527""]"
HOUSING	HOUSING__FED_FEMA_NFIP_COMMUNITY_STATUS_BOOK	_SRC_SHA256	TEXT						2000	2000	1							"[""e44a20ebad4c183bb2f22bd2c1c128333369c3e04cf572c5fb258f021d1e981c""]"
HOUSING	HOUSING__FED_FHFA_HPI	HPI_TYPE	TEXT						2000	2000	1							"[""traditional""]"
HOUSING	HOUSING__FED_FHFA_HPI	HPI_FLAVOR	TEXT						2000	2000	1							"[""purchase-only""]"
HOUSING	HOUSING__FED_FHFA_HPI	FREQUENCY	TEXT						2000	2000	1							"[""monthly""]"
HOUSING	HOUSING__FED_FHFA_HPI	LEVEL	TEXT						2000	2000	1							"[""USA or Census Division""]"
HOUSING	HOUSING__FED_FHFA_HPI	PLACE_NAME	TEXT	ORG_NAME	FAIL	NAME	PROBABILISTIC	FAIL	2000	2000	5					places		"[""East North Central Division"", ""East South Central Division"", ""Middle Atlantic Division""]"
HOUSING	HOUSING__FED_FHFA_HPI	PLACE_ID	TEXT						2000	2000	5							"[""DV_ENC"", ""DV_ESC"", ""DV_MA""]"
HOUSING	HOUSING__FED_FHFA_HPI	YR	TEXT						2000	2000	36							"[""1991"", ""1992"", ""1993""]"
HOUSING	HOUSING__FED_FHFA_HPI	PERIOD	TEXT						2000	2000	12							"[""1"", ""2"", ""3""]"
HOUSING	HOUSING__FED_FHFA_HPI	INDEX_NSA	TEXT						2000	2000	1905							"[""100.00"", ""100.86"", ""101.32""]"
HOUSING	HOUSING__FED_FHFA_HPI	INDEX_SA	TEXT						2000	2000	1895							"[""100.00"", ""100.87"", ""100.89""]"
HOUSING	HOUSING__FED_FHFA_HPI	RSTDERR	TEXT						2000	0	0							[]
HOUSING	HOUSING__FED_FHFA_HPI	NOTE	TEXT						2000	0	0							[]
HOUSING	HOUSING__FED_FHFA_NMDB	GEO_TYPE	TEXT						2000	0	0							[]
HOUSING	HOUSING__FED_FHFA_NMDB	GEO_CODE	TEXT						2000	2000	67							"[""ND"", ""DNE"", ""WA""]"
HOUSING	HOUSING__FED_FHFA_NMDB	GEO_NAME	TEXT	ORG_NAME	PASS	NAME	PROBABILISTIC	PASS	2000	2000	67					names, org or person unclear		"[""North Dakota"", ""New England"", ""Washington""]"
HOUSING	HOUSING__FED_FHFA_NMDB	PERIOD_TYPE	TEXT						2000	2000	3							"[""Annual"", ""Monthly"", ""Quarterly""]"
HOUSING	HOUSING__FED_FHFA_NMDB	PERIOD_VALUE	FLOAT						2000	1979	358							"[""2018.0"", ""201404.0"", ""200408.0""]"
HOUSING	HOUSING__FED_FHFA_NMDB	DATASET_FAMILY	TEXT						2000	0	0							[]
HOUSING	HOUSING__FED_FHFA_NMDB	STATISTIC_NAME	TEXT	ORG_NAME	EMPTY	NAME	PROBABILISTIC	EMPTY	2000	0	0					empty		[]
HOUSING	HOUSING__FED_FHFA_NMDB	STATISTIC_VALUE	FLOAT						2000	0	0							[]
HOUSING	HOUSING__FED_FHFA_NMDB	STATISTIC_UNIT	TEXT						2000	0	0							[]
HOUSING	HOUSING__FED_FHFA_NMDB	RELEASE_DATE	DATE						2000	2000	1							"[""2026-07-01""]"
HOUSING	HOUSING__FED_FHFA_SUSPENDED_COUNTERPARTY	FIRST_NAME	TEXT	ORG_NAME	PASS	NAME	PROBABILISTIC	PASS	241	210	187					parts of people's names		"[""Lee Bentley"", ""Barbara"", ""Monica Renae""]"
HOUSING	HOUSING__FED_FHFA_SUSPENDED_COUNTERPARTY	LAST_NAME	TEXT	ORG_NAME	PASS	NAME	PROBABILISTIC	PASS	241	210	191					parts of people's names		"[""Farkas"", ""Hotchkiss"", ""Guzman""]"
HOUSING	HOUSING__FED_FHFA_SUSPENDED_COUNTERPARTY	COMPANY	TEXT			NAME	PROBABILISTIC	PASS	241	31	31					organizations		"[""Affiliated Funding Corporation"", ""Seckel Capital LLC"", ""Briser Abstract Co.""]"
HOUSING	HOUSING__FED_FHFA_SUSPENDED_COUNTERPARTY	CITY	TEXT						241	241	178							"[""Ocala"", ""Redmond"", ""Kill Devil Hills""]"
HOUSING	HOUSING__FED_FHFA_SUSPENDED_COUNTERPARTY	STATE	TEXT	STATE	FAIL	STATE	GEO	FAIL	241	241	38	0.0	0.0					"[""Florida"", ""Oregon"", ""North Carolina""]"
HOUSING	HOUSING__FED_FHFA_SUSPENDED_COUNTERPARTY	EFFECTIVE_DATE	DATE						241	241	76							"[""2013-04-15"", ""2015-03-30"", ""2015-04-06""]"
HOUSING	HOUSING__FED_FHFA_SUSPENDED_COUNTERPARTY	SUSPENSION_END_DATE	DATE						241	82	38							"[""2026-08-26"", ""2026-08-27"", ""2026-10-01""]"
HOUSING	HOUSING__FED_FHFA_SUSPENDED_COUNTERPARTY	ORDER_LINK	TEXT						241	241	241							"[""https://www.fhfa.gov/sites/default/files/Farkas_LeeBentley_Suspension.pdf"", ""https://www.fhfa.gov/sites/default/files/Hotchkiss_Barbara_Suspension.pdf"", ""https://www.fhfa.gov/sites/default/files/Guzman_MonicaRenae_Suspension.pdf""]"
HOUSING	HOUSING__FED_HUD_ASSISTED_HOUSING_PROJECTS	QUARTER	TEXT						2000	2000	1							"[""31DEC2025""]"
HOUSING	HOUSING__FED_HUD_ASSISTED_HOUSING_PROJECTS	GSL	TEXT						2000	2000	1							"[""Projects""]"
HOUSING	HOUSING__FED_HUD_ASSISTED_HOUSING_PROJECTS	STATES	TEXT						2000	2000	5							"[""AK Alaska"", ""AL Alabama"", ""AR Arkansas""]"
HOUSING	HOUSING__FED_HUD_ASSISTED_HOUSING_PROJECTS	ENTITIES	TEXT						2000	2000	1621							"[""AK Alaska 800000082 176HD004 ANDREW HOUSING COMPANY"", ""AK Alaska 800000083 17635019 AYALPIK APARTMENTS"", ""AK Alaska 800000084 17644020 BAYSIDE APARTMENTS""]"
HOUSING	HOUSING__FED_HUD_ASSISTED_HOUSING_PROJECTS	SUMLEVEL	TEXT						2000	2000	1							"[""6""]"
HOUSING	HOUSING__FED_HUD_ASSISTED_HOUSING_PROJECTS	PROGRAM_LABEL	TEXT						2000	2000	6							"[""811/PRAC"", ""Project Based Section 8"", ""202/PRAC""]"
HOUSING	HOUSING__FED_HUD_ASSISTED_HOUSING_PROJECTS	PROGRAM	TEXT						2000	2000	6							"[""9"", ""5"", ""8""]"
HOUSING	HOUSING__FED_HUD_ASSISTED_HOUSING_PROJECTS	SUB_PROGRAM	TEXT						2000	1622	10							"[""811/PRAC"", ""NC/SR"", ""LMSA""]"
HOUSING	HOUSING__FED_HUD_ASSISTED_HOUSING_PROJECTS	NAME	TEXT	ORG_NAME	PASS	NAME	PROBABILISTIC	PASS	2000	1999	1603					names, org or person unclear		"[""ANDREW HOUSING COMPANY"", ""AYALPIK APARTMENTS"", ""BAYSIDE APARTMENTS""]"
HOUSING	HOUSING__FED_HUD_ASSISTED_HOUSING_PROJECTS	CODE	TEXT						2000	2000	1621							"[""800000082 176HD004"", ""800000083 17635019"", ""800000084 17644020""]"
HOUSING	HOUSING__FED_HUD_ASSISTED_HOUSING_PROJECTS	TOTAL_UNITS	NUMBER						2000	2000	244							"[""9.0000"", ""23.0000"", ""34.0000""]"
HOUSING	HOUSING__FED_HUD_ASSISTED_HOUSING_PROJECTS	TOTAL_OCCUPIED	NUMBER						2000	2000	223							"[""-4.0000"", ""20.0000"", ""26.0000""]"
HOUSING	HOUSING__FED_HUD_ASSISTED_HOUSING_PROJECTS	PCT_OCCUPIED	NUMBER						2000	2000	58							"[""-4.0000"", ""87.0000"", ""76.0000""]"
HOUSING	HOUSING__FED_HUD_ASSISTED_HOUSING_PROJECTS	NUMBER_REPORTED	NUMBER						2000	2000	223							"[""-4.0000"", ""19.0000"", ""32.0000""]"
HOUSING	HOUSING__FED_HUD_ASSISTED_HOUSING_PROJECTS	PCT_REPORTED	NUMBER						2000	2000	38							"[""-4.0000"", ""94.0000"", ""100.0000""]"
HOUSING	HOUSING__FED_HUD_ASSISTED_HOUSING_PROJECTS	MONTHS_SINCE_REPORT	NUMBER						2000	2000	17							"[""-4.0000"", ""5.0000"", ""6.0000""]"
HOUSING	HOUSING__FED_HUD_ASSISTED_HOUSING_PROJECTS	PCT_MOVEIN	TEXT						2000	2000	60							"[""-4"", ""21"", ""16""]"
HOUSING	HOUSING__FED_HUD_ASSISTED_HOUSING_PROJECTS	PEOPLE_PER_UNIT	NUMBER						2000	2000	36							"[""-4.0000"", ""1.2000"", ""1.8000""]"
HOUSING	HOUSING__FED_HUD_ASSISTED_HOUSING_PROJECTS	PEOPLE_TOTAL	NUMBER						2000	2000	378							"[""-4.0000"", ""22.0000"", ""56.0000""]"
HOUSING	HOUSING__FED_HUD_ASSISTED_HOUSING_PROJECTS	RENT_PER_MONTH	NUMBER						2000	2000	425							"[""-4.0000"", ""567.0000"", ""530.0000""]"
HOUSING	HOUSING__FED_HUD_ASSISTED_HOUSING_PROJECTS	SPENDING_PER_MONTH	NUMBER						2000	2000	812							"[""-4.0000"", ""1421.0000"", ""1001.0000""]"
HOUSING	HOUSING__FED_HUD_ASSISTED_HOUSING_PROJECTS	HH_INCOME	NUMBER						2000	2000	1349							"[""-4.0000"", ""23309.0000"", ""21606.0000""]"
HOUSING	HOUSING__FED_HUD_ASSISTED_HOUSING_PROJECTS	PERSON_INCOME	NUMBER						2000	2000	1360							"[""-4.0000"", ""20131.0000"", ""12346.0000""]"
HOUSING	HOUSING__FED_HUD_ASSISTED_HOUSING_PROJECTS	PCT_NOINCOME	TEXT						2000	2000	48							"[""-4"", ""-1"", ""6""]"
HOUSING	HOUSING__FED_HUD_ASSISTED_HOUSING_PROJECTS	PCT_LT5K	TEXT						2000	2000	71							"[""-4"", ""-1"", ""13""]"
HOUSING	HOUSING__FED_HUD_ASSISTED_HOUSING_PROJECTS	PCT_5K_LT10K	TEXT						2000	2000	38							"[""-4"", ""-1"", ""3""]"
HOUSING	HOUSING__FED_HUD_ASSISTED_HOUSING_PROJECTS	PCT_10K_LT15K	TEXT						2000	2000	95							"[""-4"", ""21"", ""13""]"
HOUSING	HOUSING__FED_HUD_ASSISTED_HOUSING_PROJECTS	PCT_15K_LT20K	TEXT						2000	2000	58							"[""-4"", ""42"", ""22""]"
HOUSING	HOUSING__FED_HUD_ASSISTED_HOUSING_PROJECTS	PCT_20K_LT25K	TEXT						2000	2000	41							"[""-4"", ""11"", ""13""]"
HOUSING	HOUSING__FED_HUD_ASSISTED_HOUSING_PROJECTS	PCT_25K_LT30K	TEXT						2000	2000	29							"[""-4"", ""-1"", ""6""]"
HOUSING	HOUSING__FED_HUD_ASSISTED_HOUSING_PROJECTS	PCT_30K_LT40K	TEXT						2000	2000	33							"[""-4"", ""16"", ""9""]"
HOUSING	HOUSING__FED_HUD_ASSISTED_HOUSING_PROJECTS	PCT_GE40K	TEXT						2000	2000	48							"[""-4"", ""11"", ""16""]"
HOUSING	HOUSING__FED_HUD_ASSISTED_HOUSING_PROJECTS	PCT_WAGE_MAJOR	TEXT						2000	2000	74							"[""-4"", ""5"", ""38""]"
HOUSING	HOUSING__FED_HUD_ASSISTED_HOUSING_PROJECTS	PCT_WELFARE_MAJOR	TEXT						2000	2000	39							"[""-4"", ""5"", ""-1""]"
HOUSING	HOUSING__FED_HUD_ASSISTED_HOUSING_PROJECTS	PCT_OTHER_MAJOR	TEXT						2000	2000	81							"[""-4"", ""89"", ""56""]"
HOUSING	HOUSING__FED_HUD_ASSISTED_HOUSING_PROJECTS	PCT_MEDIAN	TEXT						2000	2000	46							"[""-4"", ""29"", ""25""]"
HOUSING	HOUSING__FED_HUD_ASSISTED_HOUSING_PROJECTS	PCT_LT80_MEDIAN	TEXT						2000	2000	20							"[""-4"", ""100"", ""94""]"
HOUSING	HOUSING__FED_HUD_ASSISTED_HOUSING_PROJECTS	PCT_LT50_MEDIAN	TEXT						2000	2000	44							"[""-4"", ""89"", ""94""]"
HOUSING	HOUSING__FED_HUD_ASSISTED_HOUSING_PROJECTS	PCT_LT30_MEDIAN	TEXT						2000	2000	81							"[""-4"", ""74"", ""66""]"
HOUSING	HOUSING__FED_HUD_ASSISTED_HOUSING_PROJECTS	PCT_2ADULTS	TEXT						2000	2000	32							"[""-4"", ""-1"", ""9""]"
HOUSING	HOUSING__FED_HUD_ASSISTED_HOUSING_PROJECTS	PCT_1ADULT	TEXT						2000	2000	94							"[""-4"", ""-1"", ""16""]"
HOUSING	HOUSING__FED_HUD_ASSISTED_HOUSING_PROJECTS	PCT_CHLDRN0_5	TEXT						2000	2000	63							"[""-4"", ""-1"", ""19""]"
HOUSING	HOUSING__FED_HUD_ASSISTED_HOUSING_PROJECTS	PCT_CHLDRN6_12	TEXT						2000	2000	69							"[""-4"", ""-1"", ""3""]"
HOUSING	HOUSING__FED_HUD_ASSISTED_HOUSING_PROJECTS	PCT_CHLDRN13_17	TEXT						2000	2000	58							"[""-4"", ""-1"", ""6""]"
HOUSING	HOUSING__FED_HUD_ASSISTED_HOUSING_PROJECTS	PCT_0CHLDRN	TEXT						2000	2000	94							"[""-4"", ""100"", ""75""]"
HOUSING	HOUSING__FED_HUD_ASSISTED_HOUSING_PROJECTS	PCT_FEMALE_HEAD	TEXT						2000	2000	86							"[""-4"", ""58"", ""56""]"
HOUSING	HOUSING__FED_HUD_ASSISTED_HOUSING_PROJECTS	PCT_FEMALE_HEAD_CHILD	TEXT						2000	2000	90							"[""-4"", ""-1"", ""19""]"
HOUSING	HOUSING__FED_HUD_ASSISTED_HOUSING_PROJECTS	PCT_FEMALE_HEAD_CHILD0_5	TEXT						2000	2000	62							"[""-4"", ""-1"", ""6""]"
