key	a	b	a_ids	shared	pct_of_a	works
EIN	ECONOMICS.ECONOMICS__FED_IRS_990.EIN	LABOR.LABOR__FED_OSHA_ITA_CASE_DETAIL_2024.EIN	200	0	0.0	False
EIN	ECONOMICS.ECONOMICS__FED_IRS_990.EIN	LABOR.LABOR__FED_OSHA_ITA_CASE_DETAIL_2025.EIN	200	0	0.0	False
EIN	ECONOMICS.ECONOMICS__FED_IRS_990.EIN	LABOR.LABOR__FED_PBGC_TRUSTEED_PLANS.EIN	200	0	0.0	False
EIN	ECONOMICS.ECONOMICS__FED_IRS_990.EIN	POLITICS.POLITICS__IRS527_8871_ORGS.EIN	200	0	0.0	False
EIN	ECONOMICS.ECONOMICS__FED_IRS_990.EIN	POLITICS.POLITICS__IRS527_8872_REPORTS.EIN	200	0	0.0	False
EIN	ECONOMICS.ECONOMICS__FED_IRS_990.EIN	POLITICS.POLITICS__IRS527_DIRECTORS_OFFICERS.EIN	200	0	0.0	False
EIN	ECONOMICS.ECONOMICS__FED_IRS_990.EIN	POLITICS.POLITICS__IRS527_RELATED_ENTITIES.EIN	200	0	0.0	False
EIN	ECONOMICS.ECONOMICS__FED_IRS_990_EFILE_INDEX.EIN	ECONOMICS.ECONOMICS__FED_SEC_EDGAR.EIN	899097	0	0.0	False
EIN	ECONOMICS.ECONOMICS__FED_IRS_990_EFILE_INDEX.EIN	ECONOMICS.ECONOMICS__FED_US_SEC_EDGAR.EIN	899097	0	0.0	False
EIN	ECONOMICS.ECONOMICS__FED_IRS_990_EFILE_INDEX.EIN	FINANCE.FINANCE__FED_IRS527_SCHEDULE_A_CONTRIBUTIONS.EIN	899097	10	0.0	False
EIN	ECONOMICS.ECONOMICS__FED_IRS_990_EFILE_INDEX.EIN	FINANCE.FINANCE__FED_IRS527_SCHEDULE_B_EXPENDITURES.EIN	899097	13	0.0	False
EIN	ECONOMICS.ECONOMICS__FED_IRS_990_EFILE_INDEX.EIN	FINANCE.FINANCE__FED_SEC_DERA_SUB_2024Q1.EIN	899097	2	0.0	False
EIN	ECONOMICS.ECONOMICS__FED_IRS_990_EFILE_INDEX.EIN	FINANCE.FINANCE__FED_SEC_DERA_SUB_2024Q2.EIN	899097	2	0.0	False
EIN	ECONOMICS.ECONOMICS__FED_IRS_990_EFILE_INDEX.EIN	FINANCE.FINANCE__FED_SEC_DERA_SUB_2024Q3.EIN	899097	2	0.0	False
EIN	ECONOMICS.ECONOMICS__FED_IRS_990_EFILE_INDEX.EIN	FINANCE.FINANCE__FED_SEC_DERA_SUB_2024Q4.EIN	899097	2	0.0	False
EIN	ECONOMICS.ECONOMICS__FED_IRS_990_EFILE_INDEX.EIN	FINANCE.FINANCE__FED_SEC_DERA_SUB_2025Q1.EIN	899097	2	0.0	False
EIN	ECONOMICS.ECONOMICS__FED_IRS_990_EFILE_INDEX.EIN	FINANCE.FINANCE__FED_SEC_DERA_SUB_2025Q2.EIN	899097	2	0.0	False
EIN	ECONOMICS.ECONOMICS__FED_IRS_990_EFILE_INDEX.EIN	FINANCE.FINANCE__FED_SEC_DERA_SUB_2025Q3.EIN	899097	2	0.0	False
EIN	ECONOMICS.ECONOMICS__FED_IRS_990_EFILE_INDEX.EIN	FINANCE.FINANCE__FED_SEC_DERA_SUB_2025Q4.EIN	899097	2	0.0	False
EIN	ECONOMICS.ECONOMICS__FED_IRS_990_EFILE_INDEX.EIN	FINANCE.FINANCE__FED_SEC_DERA_SUB_2026Q1.EIN	899097	2	0.0	False
EIN	ECONOMICS.ECONOMICS__FED_IRS_990_EFILE_INDEX.EIN	FINANCE.FINANCE__FED_SEC_EDGAR_FINANCIALS.EIN	899097	2	0.0	False
EIN	ECONOMICS.ECONOMICS__FED_IRS_990_EFILE_INDEX.EIN	POLITICS.POLITICS__IRS527_8872_REPORTS.EIN	899097	16	0.0	False
EIN	ECONOMICS.ECONOMICS__FED_IRS_AUTO_REVOCATIONS.EIN	CORE.XWALK_HOSPITAL_CCN_EIN.EIN	1187975	24	0.0	False
EIN	ECONOMICS.ECONOMICS__FED_IRS_AUTO_REVOCATIONS.EIN	ECONOMICS.ECONOMICS__FED_DOL_FORM5500.ADMIN_EIN	1187975	1	0.0	False
EIN	ECONOMICS.ECONOMICS__FED_IRS_AUTO_REVOCATIONS.EIN	ECONOMICS.ECONOMICS__FED_DOL_FORM5500.LAST_RPT_SPONS_EIN	1187975	2	0.0	False
EIN	ECONOMICS.ECONOMICS__FED_IRS_AUTO_REVOCATIONS.EIN	ECONOMICS.ECONOMICS__FED_DOL_FORM5500.SPONS_DFE_EIN	1187975	29	0.0	False
EIN	ECONOMICS.ECONOMICS__FED_IRS_AUTO_REVOCATIONS.EIN	ECONOMICS.ECONOMICS__FED_FAC_SINGLE_AUDIT.AUDITOR_EIN	1187975	16	0.0	False
EIN	ECONOMICS.ECONOMICS__FED_IRS_AUTO_REVOCATIONS.EIN	ECONOMICS.ECONOMICS__FED_IRS_990.EIN	1187975	15	0.0	False
EIN	ECONOMICS.ECONOMICS__FED_IRS_AUTO_REVOCATIONS.EIN	ECONOMICS.ECONOMICS__FED_PBGC_TRUSTEED_PENSION_PLANS.EIN	1187975	32	0.0	False
EIN	ECONOMICS.ECONOMICS__FED_IRS_AUTO_REVOCATIONS.EIN	ECONOMICS.ECONOMICS__FED_SEC_EDGAR.EIN	1187975	0	0.0	False
EIN	ECONOMICS.ECONOMICS__FED_IRS_AUTO_REVOCATIONS.EIN	ECONOMICS.ECONOMICS__FED_US_SEC_EDGAR.EIN	1187975	1	0.0	False
EIN	ECONOMICS.ECONOMICS__FED_IRS_AUTO_REVOCATIONS.EIN	FINANCE.FINANCE__FED_IRS527_SCHEDULE_A_CONTRIBUTIONS.EIN	1187975	1	0.0	False
EIN	ECONOMICS.ECONOMICS__FED_IRS_AUTO_REVOCATIONS.EIN	FINANCE.FINANCE__FED_IRS527_SCHEDULE_B_EXPENDITURES.EIN	1187975	1	0.0	False
EIN	ECONOMICS.ECONOMICS__FED_IRS_AUTO_REVOCATIONS.EIN	FINANCE.FINANCE__FED_SEC_DERA_SUB_2024Q1.EIN	1187975	2	0.0	False
EIN	ECONOMICS.ECONOMICS__FED_IRS_AUTO_REVOCATIONS.EIN	FINANCE.FINANCE__FED_SEC_DERA_SUB_2024Q2.EIN	1187975	2	0.0	False
EIN	ECONOMICS.ECONOMICS__FED_IRS_AUTO_REVOCATIONS.EIN	FINANCE.FINANCE__FED_SEC_DERA_SUB_2024Q3.EIN	1187975	2	0.0	False
EIN	ECONOMICS.ECONOMICS__FED_IRS_AUTO_REVOCATIONS.EIN	FINANCE.FINANCE__FED_SEC_DERA_SUB_2024Q4.EIN	1187975	2	0.0	False
EIN	ECONOMICS.ECONOMICS__FED_IRS_AUTO_REVOCATIONS.EIN	FINANCE.FINANCE__FED_SEC_DERA_SUB_2025Q1.EIN	1187975	2	0.0	False
EIN	ECONOMICS.ECONOMICS__FED_IRS_AUTO_REVOCATIONS.EIN	FINANCE.FINANCE__FED_SEC_DERA_SUB_2025Q2.EIN	1187975	3	0.0	False
EIN	ECONOMICS.ECONOMICS__FED_IRS_AUTO_REVOCATIONS.EIN	FINANCE.FINANCE__FED_SEC_DERA_SUB_2025Q3.EIN	1187975	3	0.0	False
EIN	ECONOMICS.ECONOMICS__FED_IRS_AUTO_REVOCATIONS.EIN	FINANCE.FINANCE__FED_SEC_DERA_SUB_2025Q4.EIN	1187975	2	0.0	False
EIN	ECONOMICS.ECONOMICS__FED_IRS_AUTO_REVOCATIONS.EIN	FINANCE.FINANCE__FED_SEC_DERA_SUB_2026Q1.EIN	1187975	3	0.0	False
EIN	ECONOMICS.ECONOMICS__FED_IRS_AUTO_REVOCATIONS.EIN	FINANCE.FINANCE__FED_SEC_EDGAR_FINANCIALS.EIN	1187975	3	0.0	False
EIN	ECONOMICS.ECONOMICS__FED_IRS_AUTO_REVOCATIONS.EIN	JUSTICE.JUSTICE__FED_COURTLISTENER_SCHOOLS.EIN	1187975	49	0.0	False
EIN	ECONOMICS.ECONOMICS__FED_IRS_AUTO_REVOCATIONS.EIN	LABOR.LABOR__FED_DOL_EBSA_FORM5500_SCHEDULE_SB.SB_EIN	1187975	39	0.0	False
EIN	ECONOMICS.ECONOMICS__FED_IRS_AUTO_REVOCATIONS.EIN	LABOR.LABOR__FED_OSHA_ITA_CASE_DETAIL_2023.EIN	1187975	46	0.0	False
EIN	ECONOMICS.ECONOMICS__FED_IRS_AUTO_REVOCATIONS.EIN	LABOR.LABOR__FED_OSHA_ITA_CASE_DETAIL_2024.EIN	1187975	37	0.0	False
EIN	ECONOMICS.ECONOMICS__FED_IRS_AUTO_REVOCATIONS.EIN	LABOR.LABOR__FED_OSHA_ITA_CASE_DETAIL_2025.EIN	1187975	25	0.0	False
EIN	ECONOMICS.ECONOMICS__FED_IRS_AUTO_REVOCATIONS.EIN	POLITICS.POLITICS__IRS527_8872_REPORTS.EIN	1187975	2	0.0	False
EIN	ECONOMICS.ECONOMICS__FED_IRS_AUTO_REVOCATIONS.EIN	POLITICS.POLITICS__IRS527_RELATED_ENTITIES.EIN	1187975	21	0.0	False
EIN	ECONOMICS.ECONOMICS__FED_IRS_BMF.EIN	ECONOMICS.ECONOMICS__FED_DOL_FORM5500.ADMIN_EIN	1974830	50	0.0	False
EIN	ECONOMICS.ECONOMICS__FED_IRS_BMF.EIN	ECONOMICS.ECONOMICS__FED_DOL_FORM5500.LAST_RPT_SPONS_EIN	1974830	72	0.0	False
EIN	ECONOMICS.ECONOMICS__FED_IRS_BMF.EIN	ECONOMICS.ECONOMICS__FED_SEC_EDGAR.EIN	1974830	0	0.0	False
EIN	ECONOMICS.ECONOMICS__FED_IRS_BMF.EIN	ECONOMICS.ECONOMICS__FED_US_SEC_EDGAR.EIN	1974830	0	0.0	False
EIN	ECONOMICS.ECONOMICS__FED_IRS_BMF.EIN	FINANCE.FINANCE__FED_IRS527_SCHEDULE_A_CONTRIBUTIONS.EIN	1974830	4	0.0	False
EIN	ECONOMICS.ECONOMICS__FED_IRS_BMF.EIN	FINANCE.FINANCE__FED_IRS527_SCHEDULE_B_EXPENDITURES.EIN	1974830	7	0.0	False
EIN	ECONOMICS.ECONOMICS__FED_IRS_BMF.EIN	FINANCE.FINANCE__FED_SEC_DERA_SUB_2024Q1.EIN	1974830	3	0.0	False
EIN	ECONOMICS.ECONOMICS__FED_IRS_BMF.EIN	FINANCE.FINANCE__FED_SEC_DERA_SUB_2024Q2.EIN	1974830	3	0.0	False
EIN	ECONOMICS.ECONOMICS__FED_IRS_BMF.EIN	FINANCE.FINANCE__FED_SEC_DERA_SUB_2024Q3.EIN	1974830	3	0.0	False
EIN	ECONOMICS.ECONOMICS__FED_IRS_BMF.EIN	FINANCE.FINANCE__FED_SEC_DERA_SUB_2024Q4.EIN	1974830	3	0.0	False
EIN	ECONOMICS.ECONOMICS__FED_IRS_BMF.EIN	FINANCE.FINANCE__FED_SEC_DERA_SUB_2025Q1.EIN	1974830	3	0.0	False
EIN	ECONOMICS.ECONOMICS__FED_IRS_BMF.EIN	FINANCE.FINANCE__FED_SEC_DERA_SUB_2025Q2.EIN	1974830	3	0.0	False
EIN	ECONOMICS.ECONOMICS__FED_IRS_BMF.EIN	FINANCE.FINANCE__FED_SEC_DERA_SUB_2025Q3.EIN	1974830	3	0.0	False
EIN	ECONOMICS.ECONOMICS__FED_IRS_BMF.EIN	FINANCE.FINANCE__FED_SEC_DERA_SUB_2025Q4.EIN	1974830	3	0.0	False
EIN	ECONOMICS.ECONOMICS__FED_IRS_BMF.EIN	FINANCE.FINANCE__FED_SEC_DERA_SUB_2026Q1.EIN	1974830	3	0.0	False
EIN	ECONOMICS.ECONOMICS__FED_IRS_BMF.EIN	FINANCE.FINANCE__FED_SEC_EDGAR_FINANCIALS.EIN	1974830	3	0.0	False
EIN	ECONOMICS.ECONOMICS__FED_IRS_BMF.EIN	POLITICS.POLITICS__IRS527_8872_REPORTS.EIN	1974830	9	0.0	False
EIN	ECONOMICS.ECONOMICS__FED_IRS_BMF.EIN	POLITICS.POLITICS__IRS527_RELATED_ENTITIES.EIN	1974830	72	0.0	False
EIN	ECONOMICS.ECONOMICS__FED_IRS_EO_PR.EIN	ECONOMICS.ECONOMICS__FED_DOL_FORM5500.ADMIN_EIN	2515	0	0.0	False
EIN	ECONOMICS.ECONOMICS__FED_IRS_EO_PR.EIN	ECONOMICS.ECONOMICS__FED_IRS_SOI_CHARITIES.EIN	2515	0	0.0	False
EIN	ECONOMICS.ECONOMICS__FED_IRS_EO_PR.EIN	ECONOMICS.ECONOMICS__FED_PBGC_TRUSTEED_PENSION_PLANS.EIN	2515	0	0.0	False
EIN	ECONOMICS.ECONOMICS__FED_IRS_EO_PR.EIN	ECONOMICS.ECONOMICS__FED_SEC_EDGAR.EIN	2515	0	0.0	False
EIN	ECONOMICS.ECONOMICS__FED_IRS_EO_PR.EIN	ECONOMICS.ECONOMICS__FED_US_SEC_EDGAR.EIN	2515	0	0.0	False
EIN	ECONOMICS.ECONOMICS__FED_IRS_EO_PR.EIN	FINANCE.FINANCE__FED_IRS527_SCHEDULE_A_CONTRIBUTIONS.EIN	2515	0	0.0	False
EIN	ECONOMICS.ECONOMICS__FED_IRS_EO_PR.EIN	FINANCE.FINANCE__FED_IRS527_SCHEDULE_B_EXPENDITURES.EIN	2515	0	0.0	False
EIN	ECONOMICS.ECONOMICS__FED_IRS_EO_PR.EIN	FINANCE.FINANCE__FED_SEC_DERA_SUB_2024Q1.EIN	2515	0	0.0	False
EIN	ECONOMICS.ECONOMICS__FED_IRS_EO_PR.EIN	FINANCE.FINANCE__FED_SEC_DERA_SUB_2024Q2.EIN	2515	0	0.0	False
EIN	ECONOMICS.ECONOMICS__FED_IRS_EO_PR.EIN	FINANCE.FINANCE__FED_SEC_DERA_SUB_2024Q3.EIN	2515	0	0.0	False
EIN	ECONOMICS.ECONOMICS__FED_IRS_EO_PR.EIN	FINANCE.FINANCE__FED_SEC_DERA_SUB_2024Q4.EIN	2515	0	0.0	False
EIN	ECONOMICS.ECONOMICS__FED_IRS_EO_PR.EIN	FINANCE.FINANCE__FED_SEC_DERA_SUB_2025Q1.EIN	2515	0	0.0	False
EIN	ECONOMICS.ECONOMICS__FED_IRS_EO_PR.EIN	FINANCE.FINANCE__FED_SEC_DERA_SUB_2025Q2.EIN	2515	0	0.0	False
EIN	ECONOMICS.ECONOMICS__FED_IRS_EO_PR.EIN	FINANCE.FINANCE__FED_SEC_DERA_SUB_2025Q3.EIN	2515	0	0.0	False
EIN	ECONOMICS.ECONOMICS__FED_IRS_EO_PR.EIN	FINANCE.FINANCE__FED_SEC_DERA_SUB_2025Q4.EIN	2515	0	0.0	False
EIN	ECONOMICS.ECONOMICS__FED_IRS_EO_PR.EIN	FINANCE.FINANCE__FED_SEC_DERA_SUB_2026Q1.EIN	2515	0	0.0	False
EIN	ECONOMICS.ECONOMICS__FED_IRS_EO_PR.EIN	FINANCE.FINANCE__FED_SEC_EDGAR_FINANCIALS.EIN	2515	0	0.0	False
EIN	ECONOMICS.ECONOMICS__FED_IRS_EO_PR.EIN	LABOR.LABOR__FED_PBGC_TRUSTEED_PLANS.EIN	2515	0	0.0	False
EIN	ECONOMICS.ECONOMICS__FED_IRS_EO_PR.EIN	POLITICS.POLITICS__IRS527_8872_REPORTS.EIN	2515	0	0.0	False
EIN	ECONOMICS.ECONOMICS__FED_IRS_EO_PR.EIN	POLITICS.POLITICS__IRS527_RELATED_ENTITIES.EIN	2515	0	0.0	False
EIN	ECONOMICS.ECONOMICS__FED_IRS_PUB78_ELIGIBLE_DONEES.EIN	ECONOMICS.ECONOMICS__FED_DOL_FORM5500.ADMIN_EIN	1435544	27	0.0	False
EIN	ECONOMICS.ECONOMICS__FED_IRS_PUB78_ELIGIBLE_DONEES.EIN	ECONOMICS.ECONOMICS__FED_DOL_FORM5500.LAST_RPT_SPONS_EIN	1435544	55	0.0	False
EIN	ECONOMICS.ECONOMICS__FED_IRS_PUB78_ELIGIBLE_DONEES.EIN	ECONOMICS.ECONOMICS__FED_SEC_EDGAR.EIN	1435544	0	0.0	False
EIN	ECONOMICS.ECONOMICS__FED_IRS_PUB78_ELIGIBLE_DONEES.EIN	ECONOMICS.ECONOMICS__FED_US_SEC_EDGAR.EIN	1435544	0	0.0	False
EIN	ECONOMICS.ECONOMICS__FED_IRS_PUB78_ELIGIBLE_DONEES.EIN	FINANCE.FINANCE__FED_IRS527_SCHEDULE_A_CONTRIBUTIONS.EIN	1435544	0	0.0	False
EIN	ECONOMICS.ECONOMICS__FED_IRS_PUB78_ELIGIBLE_DONEES.EIN	FINANCE.FINANCE__FED_IRS527_SCHEDULE_B_EXPENDITURES.EIN	1435544	1	0.0	False
EIN	ECONOMICS.ECONOMICS__FED_IRS_PUB78_ELIGIBLE_DONEES.EIN	FINANCE.FINANCE__FED_SEC_DERA_SUB_2024Q1.EIN	1435544	1	0.0	False
EIN	ECONOMICS.ECONOMICS__FED_IRS_PUB78_ELIGIBLE_DONEES.EIN	FINANCE.FINANCE__FED_SEC_DERA_SUB_2024Q2.EIN	1435544	1	0.0	False
EIN	ECONOMICS.ECONOMICS__FED_IRS_PUB78_ELIGIBLE_DONEES.EIN	FINANCE.FINANCE__FED_SEC_DERA_SUB_2024Q3.EIN	1435544	1	0.0	False
EIN	ECONOMICS.ECONOMICS__FED_IRS_PUB78_ELIGIBLE_DONEES.EIN	FINANCE.FINANCE__FED_SEC_DERA_SUB_2024Q4.EIN	1435544	1	0.0	False
EIN	ECONOMICS.ECONOMICS__FED_IRS_PUB78_ELIGIBLE_DONEES.EIN	FINANCE.FINANCE__FED_SEC_DERA_SUB_2025Q1.EIN	1435544	1	0.0	False
EIN	ECONOMICS.ECONOMICS__FED_IRS_PUB78_ELIGIBLE_DONEES.EIN	FINANCE.FINANCE__FED_SEC_DERA_SUB_2025Q2.EIN	1435544	1	0.0	False
EIN	ECONOMICS.ECONOMICS__FED_IRS_PUB78_ELIGIBLE_DONEES.EIN	FINANCE.FINANCE__FED_SEC_DERA_SUB_2025Q3.EIN	1435544	1	0.0	False
EIN	ECONOMICS.ECONOMICS__FED_IRS_PUB78_ELIGIBLE_DONEES.EIN	FINANCE.FINANCE__FED_SEC_DERA_SUB_2025Q4.EIN	1435544	1	0.0	False
EIN	ECONOMICS.ECONOMICS__FED_IRS_PUB78_ELIGIBLE_DONEES.EIN	FINANCE.FINANCE__FED_SEC_DERA_SUB_2026Q1.EIN	1435544	1	0.0	False
EIN	ECONOMICS.ECONOMICS__FED_IRS_PUB78_ELIGIBLE_DONEES.EIN	FINANCE.FINANCE__FED_SEC_EDGAR_FINANCIALS.EIN	1435544	1	0.0	False
EIN	ECONOMICS.ECONOMICS__FED_IRS_PUB78_ELIGIBLE_DONEES.EIN	POLITICS.POLITICS__IRS527_8872_REPORTS.EIN	1435544	1	0.0	False
EIN	ECONOMICS.ECONOMICS__FED_IRS_PUB78_ELIGIBLE_DONEES.EIN	POLITICS.POLITICS__IRS527_RELATED_ENTITIES.EIN	1435544	12	0.0	False
EIN	ECONOMICS.ECONOMICS__FED_IRS_REVOCATION.EIN	CORE.XWALK_HOSPITAL_CCN_EIN.EIN	1187366	24	0.0	False
EIN	ECONOMICS.ECONOMICS__FED_IRS_REVOCATION.EIN	ECONOMICS.ECONOMICS__FED_DOL_FORM5500.ADMIN_EIN	1187366	1	0.0	False
EIN	ECONOMICS.ECONOMICS__FED_IRS_REVOCATION.EIN	ECONOMICS.ECONOMICS__FED_DOL_FORM5500.LAST_RPT_SPONS_EIN	1187366	2	0.0	False
EIN	ECONOMICS.ECONOMICS__FED_IRS_REVOCATION.EIN	ECONOMICS.ECONOMICS__FED_DOL_FORM5500.SPONS_DFE_EIN	1187366	29	0.0	False
EIN	ECONOMICS.ECONOMICS__FED_IRS_REVOCATION.EIN	ECONOMICS.ECONOMICS__FED_FAC_SINGLE_AUDIT.AUDITOR_EIN	1187366	16	0.0	False
EIN	ECONOMICS.ECONOMICS__FED_IRS_REVOCATION.EIN	ECONOMICS.ECONOMICS__FED_IRS_990.EIN	1187366	15	0.0	False
EIN	ECONOMICS.ECONOMICS__FED_IRS_REVOCATION.EIN	ECONOMICS.ECONOMICS__FED_PBGC_TRUSTEED_PENSION_PLANS.EIN	1187366	32	0.0	False
EIN	ECONOMICS.ECONOMICS__FED_IRS_REVOCATION.EIN	ECONOMICS.ECONOMICS__FED_SEC_EDGAR.EIN	1187366	0	0.0	False
EIN	ECONOMICS.ECONOMICS__FED_IRS_REVOCATION.EIN	ECONOMICS.ECONOMICS__FED_US_SEC_EDGAR.EIN	1187366	1	0.0	False
EIN	ECONOMICS.ECONOMICS__FED_IRS_REVOCATION.EIN	FINANCE.FINANCE__FED_IRS527_SCHEDULE_A_CONTRIBUTIONS.EIN	1187366	1	0.0	False
EIN	ECONOMICS.ECONOMICS__FED_IRS_REVOCATION.EIN	FINANCE.FINANCE__FED_IRS527_SCHEDULE_B_EXPENDITURES.EIN	1187366	1	0.0	False
EIN	ECONOMICS.ECONOMICS__FED_IRS_REVOCATION.EIN	FINANCE.FINANCE__FED_SEC_DERA_SUB_2024Q1.EIN	1187366	2	0.0	False
EIN	ECONOMICS.ECONOMICS__FED_IRS_REVOCATION.EIN	FINANCE.FINANCE__FED_SEC_DERA_SUB_2024Q2.EIN	1187366	2	0.0	False
EIN	ECONOMICS.ECONOMICS__FED_IRS_REVOCATION.EIN	FINANCE.FINANCE__FED_SEC_DERA_SUB_2024Q3.EIN	1187366	2	0.0	False
EIN	ECONOMICS.ECONOMICS__FED_IRS_REVOCATION.EIN	FINANCE.FINANCE__FED_SEC_DERA_SUB_2024Q4.EIN	1187366	2	0.0	False
EIN	ECONOMICS.ECONOMICS__FED_IRS_REVOCATION.EIN	FINANCE.FINANCE__FED_SEC_DERA_SUB_2025Q1.EIN	1187366	2	0.0	False
EIN	ECONOMICS.ECONOMICS__FED_IRS_REVOCATION.EIN	FINANCE.FINANCE__FED_SEC_DERA_SUB_2025Q2.EIN	1187366	3	0.0	False
EIN	ECONOMICS.ECONOMICS__FED_IRS_REVOCATION.EIN	FINANCE.FINANCE__FED_SEC_DERA_SUB_2025Q3.EIN	1187366	3	0.0	False
EIN	ECONOMICS.ECONOMICS__FED_IRS_REVOCATION.EIN	FINANCE.FINANCE__FED_SEC_DERA_SUB_2025Q4.EIN	1187366	2	0.0	False
EIN	ECONOMICS.ECONOMICS__FED_IRS_REVOCATION.EIN	FINANCE.FINANCE__FED_SEC_DERA_SUB_2026Q1.EIN	1187366	3	0.0	False
EIN	ECONOMICS.ECONOMICS__FED_IRS_REVOCATION.EIN	FINANCE.FINANCE__FED_SEC_EDGAR_FINANCIALS.EIN	1187366	3	0.0	False
EIN	ECONOMICS.ECONOMICS__FED_IRS_REVOCATION.EIN	JUSTICE.JUSTICE__FED_COURTLISTENER_SCHOOLS.EIN	1187366	48	0.0	False
EIN	ECONOMICS.ECONOMICS__FED_IRS_REVOCATION.EIN	LABOR.LABOR__FED_DOL_EBSA_FORM5500_SCHEDULE_SB.SB_EIN	1187366	39	0.0	False
EIN	ECONOMICS.ECONOMICS__FED_IRS_REVOCATION.EIN	LABOR.LABOR__FED_OSHA_ITA_CASE_DETAIL_2023.EIN	1187366	45	0.0	False
EIN	ECONOMICS.ECONOMICS__FED_IRS_REVOCATION.EIN	LABOR.LABOR__FED_OSHA_ITA_CASE_DETAIL_2024.EIN	1187366	37	0.0	False
EIN	ECONOMICS.ECONOMICS__FED_IRS_REVOCATION.EIN	LABOR.LABOR__FED_OSHA_ITA_CASE_DETAIL_2025.EIN	1187366	25	0.0	False
EIN	ECONOMICS.ECONOMICS__FED_IRS_REVOCATION.EIN	POLITICS.POLITICS__IRS527_8872_REPORTS.EIN	1187366	2	0.0	False
EIN	ECONOMICS.ECONOMICS__FED_IRS_REVOCATION.EIN	POLITICS.POLITICS__IRS527_RELATED_ENTITIES.EIN	1187366	21	0.0	False
EIN	ECONOMICS.ECONOMICS__FED_IRS_SOI_CHARITIES.EIN	CORE.XWALK_HOSPITAL_CCN_EIN.EIN	2450	0	0.0	False
EIN	ECONOMICS.ECONOMICS__FED_IRS_SOI_CHARITIES.EIN	ECONOMICS.ECONOMICS__FED_DOL_FORM5500.ADMIN_EIN	2450	0	0.0	False
EIN	ECONOMICS.ECONOMICS__FED_IRS_SOI_CHARITIES.EIN	ECONOMICS.ECONOMICS__FED_DOL_FORM5500.LAST_RPT_SPONS_EIN	2450	0	0.0	False
EIN	ECONOMICS.ECONOMICS__FED_IRS_SOI_CHARITIES.EIN	ECONOMICS.ECONOMICS__FED_DOL_FORM5500.SPONS_DFE_EIN	2450	0	0.0	False
EIN	ECONOMICS.ECONOMICS__FED_IRS_SOI_CHARITIES.EIN	ECONOMICS.ECONOMICS__FED_FAC_SINGLE_AUDIT.AUDITOR_EIN	2450	0	0.0	False
EIN	ECONOMICS.ECONOMICS__FED_IRS_SOI_CHARITIES.EIN	ECONOMICS.ECONOMICS__FED_IRS_527_ORGS.EIN	2450	0	0.0	False
EIN	ECONOMICS.ECONOMICS__FED_IRS_SOI_CHARITIES.EIN	ECONOMICS.ECONOMICS__FED_IRS_990.EIN	2450	0	0.0	False
EIN	ECONOMICS.ECONOMICS__FED_IRS_SOI_CHARITIES.EIN	ECONOMICS.ECONOMICS__FED_IRS_EO_PR.EIN	2450	0	0.0	False
EIN	ECONOMICS.ECONOMICS__FED_IRS_SOI_CHARITIES.EIN	ECONOMICS.ECONOMICS__FED_SEC_EDGAR.EIN	2450	0	0.0	False
EIN	ECONOMICS.ECONOMICS__FED_IRS_SOI_CHARITIES.EIN	ECONOMICS.ECONOMICS__FED_US_SEC_EDGAR.EIN	2450	0	0.0	False
EIN	ECONOMICS.ECONOMICS__FED_IRS_SOI_CHARITIES.EIN	FINANCE.FINANCE__FED_IRS527_SCHEDULE_A_CONTRIBUTIONS.EIN	2450	0	0.0	False
EIN	ECONOMICS.ECONOMICS__FED_IRS_SOI_CHARITIES.EIN	FINANCE.FINANCE__FED_IRS527_SCHEDULE_B_EXPENDITURES.EIN	2450	0	0.0	False
EIN	ECONOMICS.ECONOMICS__FED_IRS_SOI_CHARITIES.EIN	FINANCE.FINANCE__FED_SEC_DERA_SUB_2024Q1.EIN	2450	0	0.0	False
EIN	ECONOMICS.ECONOMICS__FED_IRS_SOI_CHARITIES.EIN	FINANCE.FINANCE__FED_SEC_DERA_SUB_2024Q2.EIN	2450	0	0.0	False
EIN	ECONOMICS.ECONOMICS__FED_IRS_SOI_CHARITIES.EIN	FINANCE.FINANCE__FED_SEC_DERA_SUB_2024Q3.EIN	2450	0	0.0	False
EIN	ECONOMICS.ECONOMICS__FED_IRS_SOI_CHARITIES.EIN	FINANCE.FINANCE__FED_SEC_DERA_SUB_2024Q4.EIN	2450	0	0.0	False
EIN	ECONOMICS.ECONOMICS__FED_IRS_SOI_CHARITIES.EIN	FINANCE.FINANCE__FED_SEC_DERA_SUB_2025Q1.EIN	2450	0	0.0	False
EIN	ECONOMICS.ECONOMICS__FED_IRS_SOI_CHARITIES.EIN	FINANCE.FINANCE__FED_SEC_DERA_SUB_2025Q2.EIN	2450	0	0.0	False
EIN	ECONOMICS.ECONOMICS__FED_IRS_SOI_CHARITIES.EIN	FINANCE.FINANCE__FED_SEC_DERA_SUB_2025Q3.EIN	2450	0	0.0	False
EIN	ECONOMICS.ECONOMICS__FED_IRS_SOI_CHARITIES.EIN	FINANCE.FINANCE__FED_SEC_DERA_SUB_2025Q4.EIN	2450	0	0.0	False
EIN	ECONOMICS.ECONOMICS__FED_IRS_SOI_CHARITIES.EIN	FINANCE.FINANCE__FED_SEC_DERA_SUB_2026Q1.EIN	2450	0	0.0	False
