SPONSOR_NAME,PLAN_NAME,STATE,PARTICIPANTS,TERM_DATE,TRUSTEE_DATE,CIK,ISSUER_NAME,OWNER_NAMES,TITLES,OWNER_COUNT,LEG,TRANSACTION_CODE,TRANSACTION_DATE,SHARES,PRICE_PER_SHARE,TRANSACTION_VALUE,DAYS_BEFORE_TERMINATION
RITE AID CORPORATION,THE RITE AID PENSION PLAN,PA,6106.0000,2025-07-31,2025-08-04,84129,RITE AID CORP,Mennen Justin L.,"EVP, Chief Information Officer",1,common,F,2023-07-27,4968.0,1.58,7849.4400000000005,735
RITE AID CORPORATION,THE RITE AID PENSION PLAN,PA,6106.0000,2025-07-31,2025-08-04,84129,RITE AID CORP,Persaud Andre,"EVP, Retail",1,common,F,2023-02-03,2076.0,3.76,7805.759999999999,909
RITE AID CORPORATION,THE RITE AID PENSION PLAN,PA,6106.0000,2025-07-31,2025-08-04,84129,RITE AID CORP,Griffith Derek S.,"Field EVP, Store Operations",1,common,F,2018-10-17,7271.0,1.07,7779.97,2479
TUPPERWARE BRANDS CORPORATION,TUPPERWARE BRANDS CORPORATION BASE RETIREMENT PLAN,FL,584.0000,2024-09-30,2024-11-12,1008654,TUPPERWARE BRANDS CORP,SHEEHAN KAREN M,"SVP, Gen'l Counsel & Secretary",1,common,F,2017-11-13,129.0,59.01,7612.29,2513
TUPPERWARE BRANDS CORPORATION,TUPPERWARE BRANDS CORPORATION BASE RETIREMENT PLAN,FL,584.0000,2024-09-30,2024-11-12,1008654,TUPPERWARE BRANDS CORP,Poucher Nicholas K.,SVP & Controller,1,common,F,2017-02-28,125.0,60.39,7548.75,2771
RITE AID CORPORATION,THE RITE AID PENSION PLAN,PA,6106.0000,2025-07-31,2025-08-04,84129,RITE AID CORP,Kazmaier Jessica,"EVP, Chief HR Officer",1,common,F,2020-12-06,465.0,16.22,7542.299999999999,1698
RITE AID CORPORATION,THE RITE AID PENSION PLAN,PA,6106.0000,2025-07-31,2025-08-04,84129,RITE AID CORP,Konrad Jocelyn Z,Executive VP,1,common,F,2018-06-22,3684.0,2.02,7441.68,2596
RITE AID CORPORATION,THE RITE AID PENSION PLAN,PA,6106.0000,2025-07-31,2025-08-04,84129,RITE AID CORP,Griffith Derek S.,"Field EVP, Store Operations",1,common,F,2018-07-17,4411.0,1.67,7366.37,2571
RITE AID CORPORATION,THE RITE AID PENSION PLAN,PA,6106.0000,2025-07-31,2025-08-04,84129,RITE AID CORP,Abelman David,Executive VP,1,common,F,2018-06-22,3628.0,2.02,7328.56,2596
TUPPERWARE BRANDS CORPORATION,TUPPERWARE BRANDS CORPORATION BASE RETIREMENT PLAN,FL,584.0000,2024-09-30,2024-11-12,1008654,TUPPERWARE BRANDS CORP,OTERO MADELINE,VP & Controller,1,common,F,2019-02-20,237.0,30.9,7323.299999999999,2049
TUPPERWARE BRANDS CORPORATION,TUPPERWARE BRANDS CORPORATION BASE RETIREMENT PLAN,FL,584.0000,2024-09-30,2024-11-12,1008654,TUPPERWARE BRANDS CORP,Poucher Nicholas K.,SVP & Controller,1,common,S,2017-05-09,100.0,72.76,7276.000000000001,2701
TUPPERWARE BRANDS CORPORATION,TUPPERWARE BRANDS CORPORATION BASE RETIREMENT PLAN,FL,584.0000,2024-09-30,2024-11-12,1008654,TUPPERWARE BRANDS CORP,ROEHLK THOMAS M,EVP & Chief Legal Officer,1,common,S,2017-06-02,100.0,72.76,7276.000000000001,2677
TUPPERWARE BRANDS CORPORATION,TUPPERWARE BRANDS CORPORATION BASE RETIREMENT PLAN,FL,584.0000,2024-09-30,2024-11-12,1008654,TUPPERWARE BRANDS CORP,Poucher Nicholas K.,SVP & Controller,1,common,S,2017-05-09,100.0,72.71,7270.999999999999,2701
TUPPERWARE BRANDS CORPORATION,TUPPERWARE BRANDS CORPORATION BASE RETIREMENT PLAN,FL,584.0000,2024-09-30,2024-11-12,1008654,TUPPERWARE BRANDS CORP,POTESHMAN MICHAEL S,Executive Vice President & CFO,1,common,S,2017-05-05,100.0,72.65,7265.000000000001,2705
TUPPERWARE BRANDS CORPORATION,TUPPERWARE BRANDS CORPORATION BASE RETIREMENT PLAN,FL,584.0000,2024-09-30,2024-11-12,1008654,TUPPERWARE BRANDS CORP,DANDO ALLAN,Group President,1,common,S,2017-04-27,100.0,72.54,7254.000000000001,2713
TUPPERWARE BRANDS CORPORATION,TUPPERWARE BRANDS CORPORATION BASE RETIREMENT PLAN,FL,584.0000,2024-09-30,2024-11-12,1008654,TUPPERWARE BRANDS CORP,GARCIA LILLIAN D,Exec. Vice President,1,common,S,2017-04-27,100.0,72.43,7243.000000000001,2713
TUPPERWARE BRANDS CORPORATION,TUPPERWARE BRANDS CORPORATION BASE RETIREMENT PLAN,FL,584.0000,2024-09-30,2024-11-12,1008654,TUPPERWARE BRANDS CORP,Fernandez Calero Miguel Angel,Chief Executive Officer,1,common,F,2023-03-12,2437.0,2.95,7189.150000000001,568
TUPPERWARE BRANDS CORPORATION,TUPPERWARE BRANDS CORPORATION BASE RETIREMENT PLAN,FL,584.0000,2024-09-30,2024-11-12,1008654,TUPPERWARE BRANDS CORP,HAJEK JOSEF,"SVP, Tax & Gov't Relations",1,common,S,2017-04-28,100.0,71.79,7179.000000000001,2712
TUPPERWARE BRANDS CORPORATION,TUPPERWARE BRANDS CORPORATION BASE RETIREMENT PLAN,FL,584.0000,2024-09-30,2024-11-12,1008654,TUPPERWARE BRANDS CORP,HAJEK JOSEF,"SVP, Tax & Gov't Relations",1,common,S,2017-04-28,100.0,71.79,7179.000000000001,2712
TUPPERWARE BRANDS CORPORATION,TUPPERWARE BRANDS CORPORATION BASE RETIREMENT PLAN,FL,584.0000,2024-09-30,2024-11-12,1008654,TUPPERWARE BRANDS CORP,DANDO ALLAN,Group President,1,common,S,2016-11-08,120.0,59.81,7177.200000000001,2883
TUPPERWARE BRANDS CORPORATION,TUPPERWARE BRANDS CORPORATION BASE RETIREMENT PLAN,FL,584.0000,2024-09-30,2024-11-12,1008654,TUPPERWARE BRANDS CORP,ROEHLK THOMAS M,EVP & Chief Legal Officer,1,common,S,2017-07-03,100.0,71.07,7106.999999999999,2646
TUPPERWARE BRANDS CORPORATION,TUPPERWARE BRANDS CORPORATION BASE RETIREMENT PLAN,FL,584.0000,2024-09-30,2024-11-12,1008654,TUPPERWARE BRANDS CORP,ROEHLK THOMAS M,EVP & Chief Legal Officer,1,common,S,2017-07-03,100.0,71.02,7102.0,2646
TUPPERWARE BRANDS CORPORATION,TUPPERWARE BRANDS CORPORATION BASE RETIREMENT PLAN,FL,584.0000,2024-09-30,2024-11-12,1008654,TUPPERWARE BRANDS CORP,ROEHLK THOMAS M,EVP & Chief Legal Officer,1,common,S,2017-07-03,100.0,70.95,7095.0,2646
TUPPERWARE BRANDS CORPORATION,TUPPERWARE BRANDS CORPORATION BASE RETIREMENT PLAN,FL,584.0000,2024-09-30,2024-11-12,1008654,TUPPERWARE BRANDS CORP,ROEHLK THOMAS M,EVP & Chief Legal Officer,1,common,S,2017-07-03,100.0,70.92,7092.0,2646
TUPPERWARE BRANDS CORPORATION,TUPPERWARE BRANDS CORPORATION BASE RETIREMENT PLAN,FL,584.0000,2024-09-30,2024-11-12,1008654,TUPPERWARE BRANDS CORP,ROEHLK THOMAS M,EVP & Chief Legal Officer,1,common,S,2017-07-03,100.0,70.81,7081.0,2646
TUPPERWARE BRANDS CORPORATION,TUPPERWARE BRANDS CORPORATION BASE RETIREMENT PLAN,FL,584.0000,2024-09-30,2024-11-12,1008654,TUPPERWARE BRANDS CORP,ROEHLK THOMAS M,EVP & Chief Legal Officer,1,common,S,2017-07-03,100.0,70.74,7073.999999999999,2646
TUPPERWARE BRANDS CORPORATION,TUPPERWARE BRANDS CORPORATION BASE RETIREMENT PLAN,FL,584.0000,2024-09-30,2024-11-12,1008654,TUPPERWARE BRANDS CORP,ROEHLK THOMAS M,EVP & Chief Legal Officer,1,common,S,2017-07-03,100.0,70.71,7070.999999999999,2646
TUPPERWARE BRANDS CORPORATION,TUPPERWARE BRANDS CORPORATION BASE RETIREMENT PLAN,FL,584.0000,2024-09-30,2024-11-12,1008654,TUPPERWARE BRANDS CORP,ROEHLK THOMAS M,EVP & Chief Legal Officer,1,common,S,2017-07-03,100.0,70.7,7070.0,2646
TUPPERWARE BRANDS CORPORATION,TUPPERWARE BRANDS CORPORATION BASE RETIREMENT PLAN,FL,584.0000,2024-09-30,2024-11-12,1008654,TUPPERWARE BRANDS CORP,ROEHLK THOMAS M,EVP & Chief Legal Officer,1,common,S,2017-07-03,100.0,70.55,7055.0,2646
TUPPERWARE BRANDS CORPORATION,TUPPERWARE BRANDS CORPORATION BASE RETIREMENT PLAN,FL,584.0000,2024-09-30,2024-11-12,1008654,TUPPERWARE BRANDS CORP,ROEHLK THOMAS M,EVP & Chief Legal Officer,1,common,S,2017-07-03,100.0,70.46,7045.999999999999,2646
TUPPERWARE BRANDS CORPORATION,TUPPERWARE BRANDS CORPORATION BASE RETIREMENT PLAN,FL,584.0000,2024-09-30,2024-11-12,1008654,TUPPERWARE BRANDS CORP,ROEHLK THOMAS M,EVP & Chief Legal Officer,1,common,S,2017-07-03,100.0,70.43,7043.000000000001,2646
TUPPERWARE BRANDS CORPORATION,TUPPERWARE BRANDS CORPORATION BASE RETIREMENT PLAN,FL,584.0000,2024-09-30,2024-11-12,1008654,TUPPERWARE BRANDS CORP,ROEHLK THOMAS M,EVP & Chief Legal Officer,1,common,S,2017-07-03,100.0,70.02,7002.0,2646
RITE AID CORPORATION,THE RITE AID PENSION PLAN,PA,6106.0000,2025-07-31,2025-08-04,84129,RITE AID CORP,Schroeder Matt,"EVP, Chief Financial Officer",1,common,F,2021-12-06,564.0,12.38,6982.320000000001,1333
TUPPERWARE BRANDS CORPORATION,TUPPERWARE BRANDS CORPORATION BASE RETIREMENT PLAN,FL,584.0000,2024-09-30,2024-11-12,1008654,TUPPERWARE BRANDS CORP,GOUDIS RICHARD,Executive Vice Chair,1,common,F,2023-02-27,1813.0,3.81,6907.53,581
TUPPERWARE BRANDS CORPORATION,TUPPERWARE BRANDS CORPORATION BASE RETIREMENT PLAN,FL,584.0000,2024-09-30,2024-11-12,1008654,TUPPERWARE BRANDS CORP,GOUDIS RICHARD,Executive Vice Chair,1,common,F,2023-02-27,1813.0,3.81,6907.53,581
TUPPERWARE BRANDS CORPORATION,TUPPERWARE BRANDS CORPORATION BASE RETIREMENT PLAN,FL,584.0000,2024-09-30,2024-11-12,1008654,TUPPERWARE BRANDS CORP,Matute Mariela Irene,"EVP, CFO",1,common,F,2024-05-24,3694.0,1.86,6870.84,129
TUPPERWARE BRANDS CORPORATION,TUPPERWARE BRANDS CORPORATION BASE RETIREMENT PLAN,FL,584.0000,2024-09-30,2024-11-12,1008654,TUPPERWARE BRANDS CORP,FENNE STEIN OVE,Group President,1,common,F,2018-11-02,173.0,38.41,6644.929999999999,2159
TUPPERWARE BRANDS CORPORATION,TUPPERWARE BRANDS CORPORATION BASE RETIREMENT PLAN,FL,584.0000,2024-09-30,2024-11-12,1008654,TUPPERWARE BRANDS CORP,ROEHLK THOMAS M,EVP & Chief Legal Officer,1,common,S,2017-12-01,100.0,62.97,6297.0,2495
TUPPERWARE BRANDS CORPORATION,TUPPERWARE BRANDS CORPORATION BASE RETIREMENT PLAN,FL,584.0000,2024-09-30,2024-11-12,1008654,TUPPERWARE BRANDS CORP,ROEHLK THOMAS M,EVP & Chief Legal Officer,1,common,S,2017-12-01,100.0,62.9,6290.0,2495
TUPPERWARE BRANDS CORPORATION,TUPPERWARE BRANDS CORPORATION BASE RETIREMENT PLAN,FL,584.0000,2024-09-30,2024-11-12,1008654,TUPPERWARE BRANDS CORP,ROEHLK THOMAS M,EVP & Chief Legal Officer,1,common,S,2017-12-01,100.0,62.73,6273.0,2495
TUPPERWARE BRANDS CORPORATION,TUPPERWARE BRANDS CORPORATION BASE RETIREMENT PLAN,FL,584.0000,2024-09-30,2024-11-12,1008654,TUPPERWARE BRANDS CORP,ROEHLK THOMAS M,EVP & Chief Legal Officer,1,common,S,2017-12-01,100.0,62.57,6257.0,2495
TUPPERWARE BRANDS CORPORATION,TUPPERWARE BRANDS CORPORATION BASE RETIREMENT PLAN,FL,584.0000,2024-09-30,2024-11-12,1008654,TUPPERWARE BRANDS CORP,ROEHLK THOMAS M,EVP & Chief Legal Officer,1,common,S,2017-12-01,100.0,62.48,6248.0,2495
TUPPERWARE BRANDS CORPORATION,TUPPERWARE BRANDS CORPORATION BASE RETIREMENT PLAN,FL,584.0000,2024-09-30,2024-11-12,1008654,TUPPERWARE BRANDS CORP,ROEHLK THOMAS M,EVP & Chief Legal Officer,1,common,S,2017-12-01,100.0,62.06,6206.0,2495
TUPPERWARE BRANDS CORPORATION,TUPPERWARE BRANDS CORPORATION BASE RETIREMENT PLAN,FL,584.0000,2024-09-30,2024-11-12,1008654,TUPPERWARE BRANDS CORP,ROEHLK THOMAS M,EVP & Chief Legal Officer,1,common,S,2017-12-01,100.0,62.04,6204.0,2495
TUPPERWARE BRANDS CORPORATION,TUPPERWARE BRANDS CORPORATION BASE RETIREMENT PLAN,FL,584.0000,2024-09-30,2024-11-12,1008654,TUPPERWARE BRANDS CORP,ROEHLK THOMAS M,EVP & Chief Legal Officer,1,common,S,2017-12-01,100.0,61.99,6199.0,2495
TUPPERWARE BRANDS CORPORATION,TUPPERWARE BRANDS CORPORATION BASE RETIREMENT PLAN,FL,584.0000,2024-09-30,2024-11-12,1008654,TUPPERWARE BRANDS CORP,ROEHLK THOMAS M,EVP & Chief Legal Officer,1,common,S,2017-12-01,100.0,61.97,6197.0,2495
TUPPERWARE BRANDS CORPORATION,TUPPERWARE BRANDS CORPORATION BASE RETIREMENT PLAN,FL,584.0000,2024-09-30,2024-11-12,1008654,TUPPERWARE BRANDS CORP,ROEHLK THOMAS M,EVP & Chief Legal Officer,1,common,S,2017-12-01,100.0,61.81,6181.0,2495
TUPPERWARE BRANDS CORPORATION,TUPPERWARE BRANDS CORPORATION BASE RETIREMENT PLAN,FL,584.0000,2024-09-30,2024-11-12,1008654,TUPPERWARE BRANDS CORP,ROEHLK THOMAS M,EVP & Chief Legal Officer,1,common,S,2017-12-01,100.0,61.77,6177.0,2495
TUPPERWARE BRANDS CORPORATION,TUPPERWARE BRANDS CORPORATION BASE RETIREMENT PLAN,FL,584.0000,2024-09-30,2024-11-12,1008654,TUPPERWARE BRANDS CORP,ROEHLK THOMAS M,EVP & Chief Legal Officer,1,common,S,2017-12-01,100.0,61.75,6175.0,2495
TUPPERWARE BRANDS CORPORATION,TUPPERWARE BRANDS CORPORATION BASE RETIREMENT PLAN,FL,584.0000,2024-09-30,2024-11-12,1008654,TUPPERWARE BRANDS CORP,ROEHLK THOMAS M,EVP & Chief Legal Officer,1,common,S,2017-12-01,100.0,61.7,6170.0,2495
TUPPERWARE BRANDS CORPORATION,TUPPERWARE BRANDS CORPORATION BASE RETIREMENT PLAN,FL,584.0000,2024-09-30,2024-11-12,1008654,TUPPERWARE BRANDS CORP,ROEHLK THOMAS M,EVP & Chief Legal Officer,1,common,S,2017-12-01,100.0,61.69,6169.0,2495
TUPPERWARE BRANDS CORPORATION,TUPPERWARE BRANDS CORPORATION BASE RETIREMENT PLAN,FL,584.0000,2024-09-30,2024-11-12,1008654,TUPPERWARE BRANDS CORP,ROEHLK THOMAS M,EVP & Chief Legal Officer,1,common,S,2017-12-01,100.0,61.55,6155.0,2495
TUPPERWARE BRANDS CORPORATION,TUPPERWARE BRANDS CORPORATION BASE RETIREMENT PLAN,FL,584.0000,2024-09-30,2024-11-12,1008654,TUPPERWARE BRANDS CORP,ROEHLK THOMAS M,EVP & Chief Legal Officer,1,common,S,2017-12-01,100.0,61.39,6139.0,2495
TUPPERWARE BRANDS CORPORATION,TUPPERWARE BRANDS CORPORATION BASE RETIREMENT PLAN,FL,584.0000,2024-09-30,2024-11-12,1008654,TUPPERWARE BRANDS CORP,HEMUS SIMON C,Vice Chairman,1,common,S,2017-03-03,100.0,60.94,6094.0,2768
TUPPERWARE BRANDS CORPORATION,TUPPERWARE BRANDS CORPORATION BASE RETIREMENT PLAN,FL,584.0000,2024-09-30,2024-11-12,1008654,TUPPERWARE BRANDS CORP,ROEHLK THOMAS M,"EVP, Chief Legal Officer & Sec",1,common,S,2016-11-01,100.0,59.66,5966.0,2890
TUPPERWARE BRANDS CORPORATION,TUPPERWARE BRANDS CORPORATION BASE RETIREMENT PLAN,FL,584.0000,2024-09-30,2024-11-12,1008654,TUPPERWARE BRANDS CORP,ROEHLK THOMAS M,"EVP, Chief Legal Officer & Sec",1,common,S,2016-11-01,100.0,59.54,5954.0,2890
TUPPERWARE BRANDS CORPORATION,TUPPERWARE BRANDS CORPORATION BASE RETIREMENT PLAN,FL,584.0000,2024-09-30,2024-11-12,1008654,TUPPERWARE BRANDS CORP,ROEHLK THOMAS M,"EVP, Chief Legal Officer & Sec",1,common,S,2016-11-01,100.0,59.53,5953.0,2890
TUPPERWARE BRANDS CORPORATION,TUPPERWARE BRANDS CORPORATION BASE RETIREMENT PLAN,FL,584.0000,2024-09-30,2024-11-12,1008654,TUPPERWARE BRANDS CORP,ROEHLK THOMAS M,"EVP, Chief Legal Officer & Sec",1,common,S,2016-11-01,100.0,59.37,5937.0,2890
TUPPERWARE BRANDS CORPORATION,TUPPERWARE BRANDS CORPORATION BASE RETIREMENT PLAN,FL,584.0000,2024-09-30,2024-11-12,1008654,TUPPERWARE BRANDS CORP,ROEHLK THOMAS M,"EVP, Chief Legal Officer & Sec",1,common,S,2016-11-01,100.0,59.34,5934.0,2890
TUPPERWARE BRANDS CORPORATION,TUPPERWARE BRANDS CORPORATION BASE RETIREMENT PLAN,FL,584.0000,2024-09-30,2024-11-12,1008654,TUPPERWARE BRANDS CORP,ROEHLK THOMAS M,"EVP, Chief Legal Officer & Sec",1,common,S,2016-11-01,100.0,59.23,5923.0,2890
TUPPERWARE BRANDS CORPORATION,TUPPERWARE BRANDS CORPORATION BASE RETIREMENT PLAN,FL,584.0000,2024-09-30,2024-11-12,1008654,TUPPERWARE BRANDS CORP,ROEHLK THOMAS M,"EVP, Chief Legal Officer & Sec",1,common,S,2016-11-01,100.0,59.22,5922.0,2890
TUPPERWARE BRANDS CORPORATION,TUPPERWARE BRANDS CORPORATION BASE RETIREMENT PLAN,FL,584.0000,2024-09-30,2024-11-12,1008654,TUPPERWARE BRANDS CORP,ROEHLK THOMAS M,"EVP, Chief Legal Officer & Sec",1,common,S,2016-11-01,100.0,59.1,5910.0,2890
TUPPERWARE BRANDS CORPORATION,TUPPERWARE BRANDS CORPORATION BASE RETIREMENT PLAN,FL,584.0000,2024-09-30,2024-11-12,1008654,TUPPERWARE BRANDS CORP,ROEHLK THOMAS M,"EVP, Chief Legal Officer & Sec",1,common,S,2016-11-01,100.0,59.03,5903.0,2890
TUPPERWARE BRANDS CORPORATION,TUPPERWARE BRANDS CORPORATION BASE RETIREMENT PLAN,FL,584.0000,2024-09-30,2024-11-12,1008654,TUPPERWARE BRANDS CORP,ROEHLK THOMAS M,"EVP, Chief Legal Officer & Sec",1,common,S,2016-11-01,100.0,58.84,5884.0,2890
TUPPERWARE BRANDS CORPORATION,TUPPERWARE BRANDS CORPORATION BASE RETIREMENT PLAN,FL,584.0000,2024-09-30,2024-11-12,1008654,TUPPERWARE BRANDS CORP,ROEHLK THOMAS M,"EVP, Chief Legal Officer & Sec",1,common,S,2016-11-01,100.0,58.83,5883.0,2890
TUPPERWARE BRANDS CORPORATION,TUPPERWARE BRANDS CORPORATION BASE RETIREMENT PLAN,FL,584.0000,2024-09-30,2024-11-12,1008654,TUPPERWARE BRANDS CORP,ROEHLK THOMAS M,"EVP, Chief Legal Officer & Sec",1,common,S,2016-11-01,100.0,58.67,5867.0,2890
TUPPERWARE BRANDS CORPORATION,TUPPERWARE BRANDS CORPORATION BASE RETIREMENT PLAN,FL,584.0000,2024-09-30,2024-11-12,1008654,TUPPERWARE BRANDS CORP,ROEHLK THOMAS M,"EVP, Chief Legal Officer & Sec",1,common,S,2016-11-01,100.0,58.66,5866.0,2890
TUPPERWARE BRANDS CORPORATION,TUPPERWARE BRANDS CORPORATION BASE RETIREMENT PLAN,FL,584.0000,2024-09-30,2024-11-12,1008654,TUPPERWARE BRANDS CORP,ROEHLK THOMAS M,"EVP, Chief Legal Officer & Sec",1,common,S,2016-11-01,100.0,58.56,5856.0,2890
TUPPERWARE BRANDS CORPORATION,TUPPERWARE BRANDS CORPORATION BASE RETIREMENT PLAN,FL,584.0000,2024-09-30,2024-11-12,1008654,TUPPERWARE BRANDS CORP,ROEHLK THOMAS M,"EVP, Chief Legal Officer & Sec",1,common,S,2016-11-01,100.0,58.54,5854.0,2890
TUPPERWARE BRANDS CORPORATION,TUPPERWARE BRANDS CORPORATION BASE RETIREMENT PLAN,FL,584.0000,2024-09-30,2024-11-12,1008654,TUPPERWARE BRANDS CORP,ROEHLK THOMAS M,"EVP, Chief Legal Officer & Sec",1,common,S,2016-11-01,100.0,58.52,5852.0,2890
TUPPERWARE BRANDS CORPORATION,TUPPERWARE BRANDS CORPORATION BASE RETIREMENT PLAN,FL,584.0000,2024-09-30,2024-11-12,1008654,TUPPERWARE BRANDS CORP,ROEHLK THOMAS M,"EVP, Chief Legal Officer & Sec",1,common,S,2016-11-01,100.0,58.47,5847.0,2890
TUPPERWARE BRANDS CORPORATION,TUPPERWARE BRANDS CORPORATION BASE RETIREMENT PLAN,FL,584.0000,2024-09-30,2024-11-12,1008654,TUPPERWARE BRANDS CORP,ROEHLK THOMAS M,"EVP, Chief Legal Officer & Sec",1,common,S,2016-11-01,100.0,58.46,5846.0,2890
RITE AID CORPORATION,THE RITE AID PENSION PLAN,PA,6106.0000,2025-07-31,2025-08-04,84129,RITE AID CORP,Everett Bryan B,President/COO,1,common,F,2019-07-17,748.0,7.79,5826.92,2206
RITE AID CORPORATION,THE RITE AID PENSION PLAN,PA,6106.0000,2025-07-31,2025-08-04,84129,RITE AID CORP,Hoover Brian,Chief Accounting Officer,1,common,F,2022-07-07,782.0,7.42,5802.44,1120
TUPPERWARE BRANDS CORPORATION,TUPPERWARE BRANDS CORPORATION BASE RETIREMENT PLAN,FL,584.0000,2024-09-30,2024-11-12,1008654,TUPPERWARE BRANDS CORP,ROEHLK THOMAS M,EVP & Chief Legal Officer,1,common,S,2017-02-01,100.0,57.97,5797.0,2798
TUPPERWARE BRANDS CORPORATION,TUPPERWARE BRANDS CORPORATION BASE RETIREMENT PLAN,FL,584.0000,2024-09-30,2024-11-12,1008654,TUPPERWARE BRANDS CORP,ROEHLK THOMAS M,EVP & Chief Legal Officer,1,common,S,2017-02-01,100.0,57.91,5791.0,2798
TUPPERWARE BRANDS CORPORATION,TUPPERWARE BRANDS CORPORATION BASE RETIREMENT PLAN,FL,584.0000,2024-09-30,2024-11-12,1008654,TUPPERWARE BRANDS CORP,ROEHLK THOMAS M,EVP & Chief Legal Officer,1,common,S,2017-02-01,100.0,57.9,5790.0,2798
TUPPERWARE BRANDS CORPORATION,TUPPERWARE BRANDS CORPORATION BASE RETIREMENT PLAN,FL,584.0000,2024-09-30,2024-11-12,1008654,TUPPERWARE BRANDS CORP,ROEHLK THOMAS M,EVP & Chief Legal Officer,1,common,S,2017-02-01,100.0,57.86,5786.0,2798
TUPPERWARE BRANDS CORPORATION,TUPPERWARE BRANDS CORPORATION BASE RETIREMENT PLAN,FL,584.0000,2024-09-30,2024-11-12,1008654,TUPPERWARE BRANDS CORP,ROEHLK THOMAS M,EVP & Chief Legal Officer,1,common,S,2017-02-01,100.0,57.83,5783.0,2798
TUPPERWARE BRANDS CORPORATION,TUPPERWARE BRANDS CORPORATION BASE RETIREMENT PLAN,FL,584.0000,2024-09-30,2024-11-12,1008654,TUPPERWARE BRANDS CORP,ROEHLK THOMAS M,EVP & Chief Legal Officer,1,common,S,2017-02-01,100.0,57.76,5776.0,2798
TUPPERWARE BRANDS CORPORATION,TUPPERWARE BRANDS CORPORATION BASE RETIREMENT PLAN,FL,584.0000,2024-09-30,2024-11-12,1008654,TUPPERWARE BRANDS CORP,ROEHLK THOMAS M,EVP & Chief Legal Officer,1,common,S,2017-02-01,100.0,57.66,5766.0,2798
TUPPERWARE BRANDS CORPORATION,TUPPERWARE BRANDS CORPORATION BASE RETIREMENT PLAN,FL,584.0000,2024-09-30,2024-11-12,1008654,TUPPERWARE BRANDS CORP,ROEHLK THOMAS M,EVP & Chief Legal Officer,1,common,S,2017-02-01,100.0,57.59,5759.0,2798
RITE AID CORPORATION,THE RITE AID PENSION PLAN,PA,6106.0000,2025-07-31,2025-08-04,84129,RITE AID CORP,Kazmaier Jessica,"EVP, Chief HR Officer",1,common,F,2021-12-06,465.0,12.38,5756.700000000001,1333
TUPPERWARE BRANDS CORPORATION,TUPPERWARE BRANDS CORPORATION BASE RETIREMENT PLAN,FL,584.0000,2024-09-30,2024-11-12,1008654,TUPPERWARE BRANDS CORP,ROEHLK THOMAS M,EVP & Chief Legal Officer,1,common,S,2017-02-01,100.0,57.47,5747.0,2798
TUPPERWARE BRANDS CORPORATION,TUPPERWARE BRANDS CORPORATION BASE RETIREMENT PLAN,FL,584.0000,2024-09-30,2024-11-12,1008654,TUPPERWARE BRANDS CORP,ROEHLK THOMAS M,EVP & Chief Legal Officer,1,common,S,2017-02-01,100.0,57.36,5736.0,2798
TUPPERWARE BRANDS CORPORATION,TUPPERWARE BRANDS CORPORATION BASE RETIREMENT PLAN,FL,584.0000,2024-09-30,2024-11-12,1008654,TUPPERWARE BRANDS CORP,ROEHLK THOMAS M,EVP & Chief Legal Officer,1,common,S,2017-02-01,100.0,57.33,5733.0,2798
TUPPERWARE BRANDS CORPORATION,TUPPERWARE BRANDS CORPORATION BASE RETIREMENT PLAN,FL,584.0000,2024-09-30,2024-11-12,1008654,TUPPERWARE BRANDS CORP,ROEHLK THOMAS M,"EVP, Chief Legal Officer & Sec",1,common,S,2016-07-01,102.0,56.18,5730.36,3013
TUPPERWARE BRANDS CORPORATION,TUPPERWARE BRANDS CORPORATION BASE RETIREMENT PLAN,FL,584.0000,2024-09-30,2024-11-12,1008654,TUPPERWARE BRANDS CORP,ROEHLK THOMAS M,EVP & Chief Legal Officer,1,common,S,2017-02-01,100.0,57.3,5730.0,2798
TUPPERWARE BRANDS CORPORATION,TUPPERWARE BRANDS CORPORATION BASE RETIREMENT PLAN,FL,584.0000,2024-09-30,2024-11-12,1008654,TUPPERWARE BRANDS CORP,ROEHLK THOMAS M,EVP & Chief Legal Officer,1,common,S,2017-02-01,100.0,57.29,5729.0,2798
TUPPERWARE BRANDS CORPORATION,TUPPERWARE BRANDS CORPORATION BASE RETIREMENT PLAN,FL,584.0000,2024-09-30,2024-11-12,1008654,TUPPERWARE BRANDS CORP,ROEHLK THOMAS M,EVP & Chief Legal Officer,1,common,S,2017-02-01,100.0,57.21,5721.0,2798
TUPPERWARE BRANDS CORPORATION,TUPPERWARE BRANDS CORPORATION BASE RETIREMENT PLAN,FL,584.0000,2024-09-30,2024-11-12,1008654,TUPPERWARE BRANDS CORP,WRIGHT WILLIAM J,"EVP, Global Supply Chain",1,common,S,2016-11-28,100.0,57.21,5721.0,2863
TUPPERWARE BRANDS CORPORATION,TUPPERWARE BRANDS CORPORATION BASE RETIREMENT PLAN,FL,584.0000,2024-09-30,2024-11-12,1008654,TUPPERWARE BRANDS CORP,WRIGHT WILLIAM J,"EVP, Global Supply Chain",1,common,S,2016-11-28,100.0,57.2,5720.0,2863
