EIN,COMPANY,ESTABLISHMENT,CITY,STATE,NAICS,INDUSTRY,SIZE_BAND,EMPLOYEES,HOURS,DEATHS,DART_CASES,DAFW_DAYS,DART_RATE,TRIR,DAYS_PER_CASE,COHORT_N,COHORT_MEDIAN_DART,COHORT_POOLED_DART,FOLD_VS_POOLED,FOLD_VS_MEDIAN,Z_SCORE,PCT_RANK_IN_COHORT
205757672,,NH020 Newington Gypsum,NEWINGTON,NH,3274,,100-249,134,301412,0,9,206,5.97,7.30,51.5,26,1.79,2.26,2.65,3.35,2.01,0.9524
814507113,"Brandt Packing, Co.","Brandt Packing, Co.",REEDLEY,CA,1151,"Sorting, grading, cleaning, and packing of fruits and vegetables",100-249,138,222913,0,8,177,7.18,8.97,35.4,193,2.12,2.71,2.65,3.38,1.66,0.8875
452850613,,Fresh Select LLC,DINUBA,CA,1151,"Fruit sorting, grading, and packing",100-249,156,305988,0,11,1,7.19,16.34,1.0,193,2.12,2.71,2.65,3.38,1.66,0.8938
933137912,Harmony Pointe Care Center LLC,Harmony Pointe Care Center LLC,DENVER,CO,6231,Homes for the elderly with nursing care,100-249,116,152545,0,10,22,13.11,15.73,11.0,3657,3.20,4.95,2.65,4.10,1.09,0.9153
943019135,Safeway Inc,SWY-0025-0025-01929 FAC-01929-SOQUEL-CA,SOQUEL,CA,4451,Supermarkets and Other Grocery except Convenience Stores,100-249,146,223973,0,9,222,8.04,8.93,44.4,8223,2.30,3.03,2.65,3.49,1.57,0.92
832549407,"Chick-fil-A Supply MEBANE, NC","50017 MEBANE, NC",MEBANE,NC,4931,Refrigerated Warehousing and Storage,100-249,175,323598,0,11,651,6.80,7.42,81.4,1401,1.73,2.57,2.65,3.93,1.3,0.8825
954517472,El Super,51-San Diego,SAN DIEGO,CA,4451,Supermarkets and Other Grocery (except Convenience) Stores,100-249,120,198816,0,8,414,8.05,8.05,82.8,8223,2.30,3.03,2.65,3.50,1.57,0.9204
042768252,Sturdy Memorial Hospital,Sturdy Health Hospital,ATTLEBORO,MA,6221,"Hospitals, general medical and surgical",1000+,2090,2850406,0,84,1001,5.89,10.17,19.3,1229,2.08,2.22,2.65,2.84,2.22,0.9696
042753469,Evergreen Center,Evergreen,MILFORD,MA,6232,Intellectual and developmental disability homes,250-999,318,613125,0,30,876,9.79,14.68,32.4,155,2.54,3.69,2.65,3.85,1.28,0.9301
822131809,Pete's Fresh Market,Pete's Fresh Market Wheaton Corporation,WHEATON,IL,4451,Grocery stores,100-249,100,124231,0,5,7,8.05,16.10,3.5,8223,2.30,3.03,2.65,3.50,1.57,0.9206
580218533,Delta Air Lines Inc.,Delta Air Lines - SNA,SANTA ANA,CA,4811,Scheduled Air Transportation,20-49,40,80093,0,5,610,12.49,12.49,152.5,205,3.02,4.72,2.65,4.14,1.06,0.7909
417600000,US Postal Service,Saginaw CUMBERLAND_1360029,SAGINAW,MI,4911,Mail and Parcel Delivery,50-99,95,165296,0,13,357,15.73,20.57,39.7,2251,5.22,5.94,2.65,3.02,2.18,0.9623
273206741,El Rancho Supermercado 1623,Fort Worth LLC,FORT WORTH,TX,4451,,100-249,104,198863,0,8,126,8.05,9.05,42.0,8223,2.30,3.03,2.65,3.50,1.57,0.9203
480196590,King Soopers,620-00104,WINDSOR,CO,4451,Supermarkets and Other Grocery Except Convenience Stores,100-249,197,298625,0,12,44,8.04,9.38,22.0,8223,2.30,3.03,2.65,3.49,1.57,0.9202
273509545,Great Day Improvements,Great Day Improvements,BEDFORD HEIGHTS,OH,2361,"Sun-room additions, residential",250-999,330,367358,0,6,444,3.27,3.81,74.0,79,0.48,1.23,2.65,6.79,0.91,0.8226
522208632,Sodexo  Inc.,SODEXO AT SHARP GROSSMONT HOSPITAL  HSKP,LA MESA,CA,5617,Building Cleaning Maintenance,100-249,200,180294,0,5,132,5.55,19.97,66.0,620,1.42,2.09,2.65,3.91,1.42,0.8836
480779337,"Sunflower Diversified Services, Inc.","Sunflower Diversified Services, Inc.",GREAT BEND,KS,6243,"Habilitation job counseling and training, vocational",100-249,128,231975,0,9,7,7.76,7.76,7.0,128,1.94,2.93,2.65,4.00,1.66,0.899
710862119,WalMart Stores East LP,WM 4153,OLD BRIDGE,NJ,4529,Warehouse Clubs and Supercenters,250-999,338,538216,0,20,49,7.43,11.15,4.1,3102,2.55,2.81,2.65,2.92,2.46,0.9783
820544687,Amazon.com Services LLC,Amazon.com Services LLC - DEN8,AURORA,CO,4931,General Warehousing and Storage,250-999,895,1679393,0,91,1041,10.84,11.19,86.8,1047,2.80,4.10,2.64,3.87,1.54,0.931
820544687,Amazon.com Services LLC,Amazon.com Services LLC - OKC2,OKLAHOMA,OK,4931,General Warehousing and Storage,250-999,874,1584858,0,86,45,10.85,10.85,22.5,1047,2.80,4.10,2.64,3.87,1.55,0.932
941338890,Bell-Carter Foods LLC,Bell-Carter Foods LLC,CORNING,CA,3114,Canning fruits and vegetables,100-249,178,355453,0,15,254,8.44,10.13,31.8,171,2.67,3.20,2.64,3.16,1.5,0.9299
710415188,Walmart Inc.,WM 4247,HAVRE,MT,4529,,100-249,233,370522,0,13,265,7.02,10.80,20.4,1036,2.29,2.66,2.64,3.07,2.03,0.9568
201229444,Sunrise,Toscana Country Club,PALM DESERT,CA,7139,Golf and country clubs,250-999,344,458922,0,20,517,8.72,8.72,86.2,108,1.89,3.30,2.64,4.60,1.8,0.9082
931357619,Gunderson Marine,Gunderson marine,PORTLANT,OR,3366,"Boat yards (i.e., boat manufacturing facilities)",250-999,317,711065,0,16,222,4.50,4.78,20.2,68,1.54,1.71,2.64,2.91,1.61,0.9
431951087,Pharmavite,"Pharmavite, LLC",SAN FERNANDO,CA,3254,Vitamin preparations manufacturing,250-999,363,662847,0,8,0,2.41,3.32,,188,0.68,0.91,2.64,3.56,1.54,0.9125
752908364,ROLLING FRITO LAY SALES,Cedar Rapids   EmpWorkCtrCd 30000465,CEDAR RAPI,IA,4244,Confectionery Merchant Wholesalers,50-99,50,106312,0,6,122,11.29,13.17,40.7,619,3.26,4.28,2.64,3.46,1.69,0.9137
134042452,BOTTLING GROUP LLC,ROCK HILL SC,ROCK HILL,SC,4244,Other Grocery and Related Products Merchant Wholesalers,50-99,65,141510,0,8,240,11.31,11.31,48.0,619,3.26,4.28,2.64,3.47,1.7,0.9157
362702410,"Viking Drill& Tool, Inc.","Viking Drill& Tool, Inc.",ST PAUL,MN,3335,"Bits, drill, metalworking, manufacturing",250-999,287,652560,0,11,85,3.37,5.52,42.5,44,1.01,1.28,2.64,3.32,1.37,0.9394
410828559,"Crystal Cabinet Works, Inc.","Crystal Cabinet Works, Inc.",PRINCETON,MN,3371,"Kitchen cabinets (except freestanding), stock or custom wood, manufacturing",250-999,528,1038355,0,35,567,6.74,11.56,35.4,73,1.92,2.55,2.64,3.52,1.75,0.9412
823841103,Therartical Resources LLC,Therartical Resources LLC,AMBLER,PA,5613,Temporary Help Services,250-999,351,475394,0,9,699,3.79,13.46,99.9,95,0.69,1.43,2.64,5.52,0.71,0.717
383796987,,Five Star Staffing Inc,BROOKLYN,NY,5613,Temporary staffing services,250-999,791,1319000,0,25,1522,3.79,4.40,63.4,95,0.69,1.43,2.64,5.53,0.71,0.7358
417600000,US Postal Service,BEXLEY_1436917,COLUMBUS,OH,4911,Mail and Parcel Delivery,20-49,38,74985,0,5,39,13.34,13.34,19.5,3667,3.82,5.06,2.64,3.49,1.53,0.89
417600000,US Postal Service,REISTERSTOWN_1379062,REISTERSTOWN,MD,4911,Mail and Parcel Delivery,20-49,49,89957,0,6,75,13.34,13.34,15.0,3667,3.82,5.06,2.64,3.49,1.53,0.8904
417600000,US Postal Service,PLAZA_1377781,WATERBURY,CT,4911,Mail and Parcel Delivery,20-49,35,74962,0,5,123,13.34,18.68,61.5,3667,3.82,5.06,2.64,3.49,1.53,0.8908
417600000,US Postal Service,THORNTON_1439635,DENVER,CO,4911,Mail and Parcel Delivery,20-49,40,89868,0,6,21,13.35,15.58,10.5,3667,3.82,5.06,2.64,3.49,1.54,0.8917
232816365,Vestis Corporation 610-ROCKFORD IL,610 610-ROCKFORD IL,ROCKFORD,IL,8123,Industrial Launderers,100-249,107,203015,0,6,117,5.91,7.88,117.0,366,1.56,2.24,2.64,3.78,1.54,0.9046
465112416,"PAM Health, LLC",PAM health Specialty Hospital of Surprise,SURPRISE,AZ,6223,"Extended care hospitals (except mental, substance abuse)",100-249,158,228582,0,8,51,7.00,8.75,25.5,330,2.11,2.65,2.64,3.32,1.76,0.941
824141753,"Perfection Architectural Systems, LLC","Perfection Architectural Systems, LLC",ORLANDO,FL,3323,"Canopies, sheet metal (except stampings), manufacturing",50-99,50,125334,0,5,5,7.98,9.57,5.0,715,2.01,3.02,2.64,3.97,1.42,0.8843
390904663,The Bruce Company of WI,The Bruce Company of Wisconsin,MIDDLETON,WI,5617,Landscaping services (except planning),250-999,260,488255,0,12,127,4.92,9.01,18.1,255,1.44,1.86,2.64,3.41,1.32,0.8884
381511457,Modineer Co,Modineer Plant 6,NILES,MI,3363,"Job stampings, automotive, metal, manufacturing",100-249,248,537147,0,14,249,5.21,5.96,83.0,398,1.39,1.97,2.64,3.74,1.43,0.8893
221290880,Smooth-On Inc,Smooth-On Inc,MACUNGIE,PA,3252,"Synthetic rubber (i.e., vulcanizable elastomers) manufacturing",100-249,175,335666,0,6,136,3.57,10.72,27.2,95,0.72,1.35,2.64,4.99,1.13,0.7895
410991680,Fairview Health Services,Cherry Wood Pointe Asst Lv,ROSEVILLE,MN,6233,,50-99,68,89001,0,6,49,13.48,15.73,8.2,2185,3.60,5.11,2.64,3.74,1.37,0.8954
043294200,Trader Joe's,Trader Joe's 0637 Media,MEDIA,PA,4451,Grocery Store,50-99,87,130130,0,5,133,7.68,13.83,26.6,5418,2.16,2.91,2.64,3.55,1.5,0.889
750865842,Brookshire Grocery Company,Brookshire's 061,WHITEHOUSE,TX,4451,,50-99,94,130017,0,5,19,7.69,9.23,6.3,5418,2.16,2.91,2.64,3.56,1.5,0.8895
941641459,,"""Nob Hill 628-Redwood City""",REDWOOD CITY,CA,4451,Grocery,50-99,88,129777,0,5,160,7.71,9.25,32.0,5418,2.16,2.91,2.64,3.56,1.5,0.8904
364223626,The American Bottling Company,CA - San Diego - 7598 Trade St - The American Bottling Company,SAN DIEGO,CA,4244,Other Grocery and Related Products Merchant WHSL,100-249,133,277620,0,19,17,13.69,13.69,5.7,750,4.15,5.19,2.64,3.30,2.07,0.9599
952486063,,EDCO Disposal - A1,SAN DIEGO,CA,5621,Garbage collection services,100-249,100,250000,0,14,460,11.20,17.60,41.8,295,2.81,4.24,2.64,3.98,1.18,0.9202
871780628,"Kynect Express, LLC","Kynect Express, LLC.",FALLS CHURCH,VA,4921,Express delivery services (except establishments operating under a universal service obligation),50-99,70,104000,0,11,87,21.15,25.00,17.4,1547,6.21,8.01,2.64,3.40,1.57,0.9162
631247093,Cloverdale Health Care Inc,Cloverdale Health Care Inc,SCOTTSBORO,AL,6231,Nursing homes,100-249,156,291112,0,19,135,13.05,13.05,10.4,3657,3.20,4.95,2.64,4.08,1.08,0.9143
731481725,,"Security Health Care, LLC dba Grace Skilled Nursing and Therapy, Norman",NORMAN,OK,6231,Skilled nursing facilities,100-249,123,214395,0,14,41,13.06,13.06,3.4,3657,3.20,4.95,2.64,4.09,1.08,0.9146
822243197,CORNERSTONE MASTER,Ivy Court,COUER D ALENE,ID,6231,623110 Nursing Care Facilities (Skilled Nursing Facilities),100-249,111,153064,0,10,16,13.07,18.29,1.8,3657,3.20,4.95,2.64,4.09,1.08,0.9149
581620001,Cox Enterprises Inc,0407  MANHEIM ORLANDO 11801 W COLONIAL DR,OCOEE,FL,4231,Automobile and Other Motor Vehicle Merchant Wholesalers,250-999,311,510879,0,16,10,6.26,7.44,3.3,71,2.21,2.37,2.64,2.83,1.33,0.8852
410215170,Target,2369 - Fort Myers North,FORT MYERS,FL,4521,Discount Department Stores,100-249,123,171709,0,6,8,6.99,8.15,4.0,1747,2.21,2.65,2.64,3.16,2.06,0.9445
410215170,Target,2261 - Sheridan,SHERIDAN,CO,4521,Discount Department Stores,100-249,228,257509,0,9,0,6.99,8.54,,1747,2.21,2.65,2.64,3.16,2.06,0.9452
274245731,Filtration Group,Filtration Group,JOLIET,IL,3334,"Filters, air-conditioner, manufacturing",100-249,130,270400,0,7,28,5.18,5.18,7.0,145,1.38,1.96,2.64,3.75,1.41,0.8673
591424021,"Duda Farm Fresh Foods, Inc.",DFFF-Belle Glade,BELLE GLADE,FL,1112,"Vegetable and melon farming, vegetable (except potato) and melon dominant crops, field, bedding plants and seed production",50-99,87,231141,0,9,13,7.79,10.38,4.3,55,1.57,2.95,2.64,4.97,1.09,0.8571
820544687,Amazon.com Services LLC,Amazon.com Services LLC - RIC3,RICHMOND,VA,4931,General Warehousing and Storage,100-249,155,295108,0,10,24,6.78,7.45,24.0,1401,1.73,2.57,2.64,3.91,1.3,0.8816
880266125,Vail Resorts Inc.,450 CME,DENVER,CO,4859,Airport Shuttle Service,100-249,144,182374,0,7,69,7.68,7.68,23.0,30,2.67,2.91,2.64,2.88,1.79,0.9583
262703175,CityGate Hospitality LLC,CityGate Hospitality LLC,NAPERVILLE,IL,7211,Hotels (except casino hotels),100-249,166,231887,0,9,205,7.76,8.62,22.8,843,2.16,2.94,2.64,3.59,1.64,0.9172
223626208,GAF,Savannah,SAVANNAH,GA,3241,Asphalt shingles made from purchased asphaltic materials,100-249,150,397606,0,5,244,2.52,3.52,81.3,84,0.68,0.95,2.64,3.72,1.36,0.78
710905733,Alterra Mountain Company,Intrawest/Winter Park Operations Corporation,WINTER PARK,CO,7211,"Alpine skiing facilities with accommodations (i.e., ski resort)",1000+,1105,1553538,0,69,529,8.88,12.10,31.1,99,3.09,3.36,2.64,2.88,2.07,0.9691
300830395,Dohrn Transfer Company,Cameron,CAMERON,MO,4841,,50-99,61,152500,0,7,199,9.18,11.80,49.8,1165,2.87,3.48,2.64,3.20,1.51,0.9261
920596407,Empres Operated by Evergreen,Prairie View Healthcare Center,WOONSOCKET,SD,6231,Skilled nursing facilities,50-99,59,73696,0,5,24,13.57,16.28,6.0,2693,2.78,5.14,2.64,4.87,1.01,0.8918
463956867,Boulevard Brewing Company,Boulevard Brewing Company,KANSAS CITY,MO,3121,"Beverages, beer, ale, and malt liquors, manufacturing",100-249,178,208448,0,9,5,8.64,8.64,2.5,223,2.45,3.27,2.64,3.53,1.47,0.9202
203501770,"PV Transport, Inc.",PV Transport,HATFIELD,PA,4841,"General freight trucking, long-distance, less-than-truckload (LTL)",100-249,149,194718,0,8,87,8.22,10.27,87.0,875,2.83,3.11,2.64,2.91,1.83,0.947
582480149,United Parcel Service Inc,OKENI - ENID,ENID,OK,4921,Couriers and Express Delivery Services,50-99,81,104020,0,11,499,21.15,23.07,124.8,1547,6.21,8.01,2.64,3.40,1.57,0.9154
954517472,El Super,el super 10,TUCSON,AZ,4451,Supermarkets and Other Grocery (except Convenience) Stores,100-249,111,174878,0,7,189,8.01,8.01,63.0,8223,2.30,3.03,2.64,3.48,1.56,0.9189
823489284,Bland Landscaping Co Inc.,Bland Landscaping Co Inc. - Charlotte,CHARLOTTE,NC,5617,Landscape care and maintenance services,100-249,114,216880,0,6,32,5.53,14.75,6.4,620,1.42,2.09,2.64,3.90,1.41,0.8793
473973493,,Advanced Traffic Control,AUBURN,WA,5619,"Flagging (i.e., traffic control) services",100-249,128,265981,0,7,23,5.26,5.26,5.8,97,1.19,2.00,2.64,4.41,1.2,0.8529
943019135,Safeway Inc,SWY-0005-0005-01791 FAC-01791-WINDSOR-CO,WINDSOR,CO,4451,Supermarkets and Other Grocery except Convenience Stores,100-249,117,149798,0,6,563,8.01,8.01,112.6,8223,2.30,3.03,2.64,3.48,1.56,0.9194
231283162,Delaware River Stevedores,Delaware River Stevedores - Balzano Marine Terminal,CAMDEN,NJ,4883,Harbor operation,50-99,76,158209,0,6,564,7.58,10.11,94.0,54,2.02,2.88,2.64,3.75,1.5,0.8718
611895106,Mountain Springs Recovery,Mountain Springs Recovery,COLORADO SPRINGS,CO,6232,"Substance abuse facilities, residential",50-99,91,105269,0,5,134,9.50,15.20,44.7,351,2.00,3.60,2.64,4.75,1.05,0.8646
200602784,WINCO FOODS,Boise Fairview 006,BOISE,ID,4451,Store,100-249,147,224785,0,9,60,8.01,14.24,15.0,8223,2.30,3.03,2.64,3.48,1.56,0.919
541566763,GKN Aerospace,"GKN Aerospace, Inc",TALLASSEE,AL,3364,Airframe assemblies (except for guided missiles) manufacturing,250-999,547,960104,0,10,41,2.08,2.71,20.5,173,0.47,0.79,2.64,4.47,1.21,0.8632
043294200,Trader Joe's,Trader Joe's 0661 Charlottesville,CHARLOTTESVILLE,VA,4451,Grocery Store,100-249,127,174812,0,7,149,8.01,19.45,49.7,8223,2.30,3.03,2.64,3.48,1.56,0.9191
521874053,Erickson Living,Oak Crest Village,PARKVILLE,MD,6233,CCRC,1000+,1144,1405233,0,44,395,6.26,7.69,19.8,10,4.32,2.37,2.64,1.45,1.22,0.8889
231922616,Bollman Hat Company,Bollman Hat Company,ADAMSTOWN,PA,3159,"Hats, Caps, Millnery",100-249,174,320032,0,6,7,3.75,3.75,1.4,15,0.56,1.42,2.64,6.71,1.38,0.7143
710415188,Walmart Inc,WM 2069,MEDFORD,OR,4529,Warehouse Clubs and Supercenters,250-999,322,540727,0,20,28,7.40,8.51,5.6,3102,2.55,2.81,2.64,2.90,2.44,0.9776
590324412,Publix Super Markets Inc,Store 1627,BIRMINGHAM,AL,4451,Supermarkets and other grocery except convenience stores,100-249,152,174903,0,7,129,8.00,8.00,64.5,8223,2.30,3.03,2.64,3.48,1.56,0.9187
954517472,El Super,Slauson CA,LOS ANGELES,CA,4451,Supermarkets and Other Grocery (except Convenience) Stores,100-249,154,249987,0,10,381,8.00,8.00,95.3,8223,2.30,3.03,2.64,3.48,1.56,0.9184
812962479,Parts Authority,Parts Authority - CA - 101 - Canoga Park,CANOGA PARK,CA,4231,Automobile and other motor vehicle merchant wholesalers except Tires,100-249,158,299445,0,12,9,8.01,8.01,4.5,196,2.33,3.04,2.64,3.43,1.71,0.9176
930302130,United States Bakery  DBA Franz Family Bakeries,Franz Family Bakeries - 6th Avenue,SEATTLE,WA,3118,Commercial bakeries,100-249,146,305795,0,15,732,9.81,11.12,81.3,272,2.78,3.72,2.64,3.53,1.2,0.9231
200602784,WINCO FOODS,Hillsboro Butler 040,HILLSBORO,OR,4451,Store,100-249,148,224698,0,9,41,8.01,10.68,5.9,8223,2.30,3.03,2.64,3.48,1.56,0.9193
621335708,Dollywood Company - HeartSong Resort,Dollywood Company - HeartSong Resort,PIGEON FORGE,TN,7131,"Amusement parks (e.g., theme, water)",250-999,263,339704,0,12,18,7.06,8.83,6.0,24,2.85,2.68,2.64,2.48,1.55,0.9
550317850,Ziegenfelder,Denver,DENVER,CO,3115,Ice cream manufacturing,100-249,115,224318,0,10,36,8.92,10.70,12.0,253,2.67,3.38,2.64,3.34,2.07,0.9582
941675108,Nugget Market Inc,011 Vacaville,VACAVILLE,CA,4451,Retail,100-249,176,249869,0,10,29,8.00,8.00,5.8,8223,2.30,3.03,2.64,3.48,1.56,0.9186
946000374,City of Modesto,Utilities,MODESTO,CA,9261,Regulation and Administration of Communications Electric Gas and Other Utilities,100-249,233,416699,0,7,196,3.36,5.76,49.0,41,0.67,1.28,2.63,5.00,1.31,0.7826
953719642,LKQ,1891 LKQ dba Yamato Engine Specialists												,BELLINGHAM								,WA,8111,Automotive engine repair and replacement shops,100-249,168,259460,0,11,513,8.48,14.65,51.3,47,2.80,3.23,2.63,3.03,2.25,1.0
620649819,Tennsco Corp.,Tennsco Plant 1,DICKSON,TN,3372,Lockers (except refrigerated) manufacturing,100-249,104,238642,0,8,4,6.70,7.54,2.0,108,1.74,2.55,2.63,3.86,1.51,0.9059
760719837,Floor Decor,262 Tacoma,TACOMA,WA,4422,Retail,20-49,38,64501,0,5,8,15.50,18.60,4.0,258,4.25,5.89,2.63,3.65,1.7,0.9143
251612585,The Pittsburgh Paint Co.,AC Retail - United States,CRANBERRY TOWNSHIP,PA,4249,"Paint, Varnish, and Supplies Merchant Wholesalers",250-999,374,778391,0,20,283,5.14,5.65,31.4,43,1.86,1.95,2.63,2.76,1.48,0.8824
134042452,BOTTLING GROUP LLC,ST JOSEPH MI,BENTON HARBOR,MI,4244,Other Grocery and Related Products Merchant Wholesalers,20-49,47,104230,0,5,11,9.59,9.59,3.7,812,2.21,3.65,2.63,4.34,0.85,0.8132
611437265,Tangent Technologies,Tangent Technologies,AURORA,IL,3261,"Building materials (e.g., fascia, panels, siding, soffit), plastics, manufacturing",100-249,155,306973,0,8,72,5.21,5.86,18.0,909,1.39,1.98,2.63,3.74,1.27,0.8653
362717880,LMI Packaging Solutions,LMI Packaging Solutions,PLEASANT PRAIRIE,WI,3261,"Flexible packaging, plastics film, manufacturing",100-249,113,191545,0,5,6,5.22,8.35,1.5,909,1.39,1.98,2.63,3.75,1.28,0.8668
043360747,"BJ's Wholesale Club, Inc. SOUTHINGTON, CT","25320203 SOUTHINGTON, CT",SOUTHINGTON,CT,4552,Warehouse Club and Supercenters,100-249,158,194252,0,8,165,8.24,12.36,27.5,619,2.50,3.13,2.63,3.29,1.86,0.9484
391684871,"Clarios, LLC.",Clarios - Toledo OH,TOLEDO,OH,3359,Storage Battery Manufacturing,250-999,704,1571042,0,23,731,2.93,3.31,104.4,84,0.88,1.11,2.63,3.33,1.63,0.9077
462623626,"Vibra Hospital of Western Massachusetts, LLC",The Meadows,ROCHDALE,MA,6231,Skilled nursing facilities,20-49,49,78652,0,5,229,12.71,20.34,45.8,579,2.52,4.83,2.63,5.04,0.97,0.8212
680276615,"Panelized Structures, Inc.","Panelized Structures, Inc.",MODESTO,CA,2381,Building framing (except structural steel),250-999,344,611821,0,17,534,5.56,5.56,89.0,146,1.16,2.11,2.63,4.79,1.03,0.8871
956002038,McCabe Union Elementary School District,McCabe Union Elementary School District,EL CENTRO,CA,6111,"School districts, elementary or secondary",100-249,171,203218,0,6,9,5.90,8.86,3.0,469,1.46,2.24,2.63,4.06,1.08,0.8981
841838559,"Count On Horist, LLC",Count On Horist,TUCSON,AZ,4922,local delivery,50-99,66,87250,0,11,104,25.21,25.21,9.5,389,7.78,9.59,2.63,3.24,1.52,0.9244
953391926,"LMI, Inc.","LMI, Inc.-Ontario",ONTARIO,CA,3272,"Cutting, engraving, etching, painting or polishing purchased glass",100-249,182,258944,0,8,294,6.18,8.50,73.5,93,2.06,2.35,2.63,3.00,1.94,0.9467
611151139,Katayama American Company Inc.,Katayama American Company Inc.,SHELBYVILLE,KY,3363,"Motor vehicle metal stampings (e.g., body parts, fenders, hub caps, tops, trim) manufacturing",250-999,400,764311,0,18,374,4.71,7.07,34.0,388,1.32,1.79,2.63,3.58,1.4,0.9278
871074785,GT Elite Logistics LLC,"DJW8 - 35750 Date Palm Dr, Cathedral City, CA, 92584",MENIFEE,CA,4921,Local letter and parcel delivery services as part of intercity courier network,100-249,140,254800,0,26,15,20.41,21.19,5.0,1273,6.60,7.77,2.63,3.09,1.85,0.9401
833300298,"PAM Health, LLC",PAM Rehabilitation Hospital of Overland Park,OVERLAND PARK,KS,6221,General medical and surgical hospitals,100-249,216,284131,0,7,0,4.93,8.45,,635,1.19,1.88,2.63,4.15,1.21,0.8739
832550272,HARTFORD HEALTH CARE CORP,ST VINCENTS MEDICAL CENTER - WESTPORT,WESTPORT,CT,6221,General Medical and Surgical Hospitals,100-249,204,324587,0,8,71,4.93,5.55,8.9,635,1.19,1.88,2.63,4.15,1.21,0.8761
832550272,Hartford HealthCare,St. Vincent's Medical Center - Westport Campus,WESTPORT,CT,6221,General medical and surgical hospitals,100-249,204,324587,0,8,71,4.93,5.55,8.9,635,1.19,1.88,2.63,4.15,1.21,0.8761
812810911,Belmont Village Sr. Living,Belmont Village  Aliso Viejo,ALISO VIEJO,CA,6233,Assisted-living facilities with on-site nursing facilities,100-249,130,196613,0,12,368,12.21,14.24,92.0,852,3.43,4.65,2.63,3.56,1.42,0.9293
417600000,US Postal Service,EFFINGHAM_1362138,EFFINGHAM,IL,4911,Mail and Parcel Delivery,20-49,32,90366,0,6,113,13.28,13.28,18.8,3667,3.82,5.06,2.63,3.47,1.52,0.888
020272632,"Crown Linen Service, Inc.",Brockton,BROCKTON,MA,8123,"Laundries, linen and uniform supply",100-249,191,374121,0,11,429,5.88,10.69,39.0,366,1.56,2.24,2.63,3.77,1.53,0.8975
042103460,UniFirst Corporation,PITTSBURGH PA - 074  075,NEW KENSINGTON,PA,8123,Industrial Launderers,100-249,192,339549,0,10,146,5.89,7.07,146.0,366,1.56,2.24,2.63,3.77,1.54,0.9011
910926047,Sanitary Service Company,Sanitary Service Company,BELLINGHAM,WA,5621,Garbage collection services,50-99,94,183597,0,9,179,9.80,9.80,19.9,455,2.82,3.73,2.63,3.48,1.66,0.9292
943207296,McKesson Corporation PHARMA SACRAMENTO,10D8182 PHARMA SACRAMENTO,WEST SACRAMENTO,CA,4242,Drugs Proprietaries and Sundries,100-249,162,323167,0,11,366,6.81,7.43,91.5,78,2.09,2.59,2.63,3.25,2.06,0.95
390989248,"""Menards""","""JANESVILLE WI - 3252""",JANESVILLE,WI,4441,"""Home Centers""",100-249,197,273988,0,10,140,7.30,11.68,14.0,4543,2.45,2.78,2.63,2.98,2.2,0.9683
560578072,"Lowe's Companies, INC LOWE S OF OSWEGO, NY",1908 LOWE S OF OSWEGO NY,OSWEGO,NY,4441,Homecenter,100-249,127,163932,0,6,8,7.32,10.98,2.0,4543,2.45,2.78,2.63,2.99,2.21,0.9686
560578072,"Lowe's Companies, INC LOWE S OF OSWEGO, NY","1908 LOWE S OF OSWEGO, NY",OSWEGO,NY,4441,Homecenter,100-249,127,163932,0,6,8,7.32,10.98,2.0,4543,2.45,2.78,2.63,2.99,2.21,0.9686
270497815,GG&S Construction Company,GG&S Construction Company,CELINA,TX,2362,Commercial building construction,250-999,300,542915,0,5,0,1.84,2.58,,248,0.41,0.70,2.63,4.54,0.76,0.8393
942233504,Itoham America,Northwest Iowa Pork,SIOUX CITY,IA,3116,"Pork, primal and sub-primal cuts, made from purchased carcasses",50-99,98,231800,0,12,72,10.35,11.22,36.0,109,3.31,3.93,2.63,3.13,1.59,0.9059
631244181,Encompass Health,Encompass Health Rehabilitation Hospital of Spring Hill,BROOKSVILLE,FL,6223,"Rehabilitation hospitals (except alcoholism, drug addiction)",250-999,268,382596,0,15,253,7.84,8.89,84.3,159,2.83,2.98,2.63,2.77,2.12,0.9737
810436386,"Don ""K"" Whitefish","Don ""K"" Whitefish",WHITEFISH,MT,4411,"Automobile dealers, new only or new and used",100-249,120,239000,0,5,20,4.18,4.18,5.0,342,1.06,1.59,2.63,3.94,1.45,0.9115
161387598,"Brawdy Construction, Inc.","Brawdy Construction, Inc.",CLARENCE CENTER,NY,2381,"Chimney, concrete, construction",50-99,98,185198,0,6,271,6.48,6.48,45.2,947,1.53,2.47,2.63,4.24,1.15,0.8226
951987958,Trader Joe's,Trader Joe's 0185 Palmdale,PALMDALE,CA,4451,Grocery Store,50-99,91,130558,0,5,223,7.66,18.38,44.6,5418,2.16,2.91,2.63,3.54,1.49,0.8882
363799929,"Louis Glunz Beer, Inc","Louis Glunz Beer, Inc.",LINCOLNWOOD,IL,4248,Beer merchant wholesalers,50-99,94,196000,0,10,75,10.20,11.22,12.5,148,2.99,3.88,2.63,3.41,1.83,0.9204
